State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Jo Jorgensen Libertarian_Votes,Jo Jorgensen Libertarian_Pct,Howie Hawkins Green_Votes,Howie Hawkins Green_Pct,Kanye West Independent_Votes,Kanye West Independent_Pct,Don Blankenship Constitution_Votes,Don Blankenship Constitution_Pct,Total_Votes,Winner,Winner_Pct
Nebraska,Cherry__NE,373,11.41,2844,87.0,52,1.59,,,,,,,,,3269,Republican,87.0
Nebraska,Cheyenne__NE,855,17.9,3813,79.84,108,2.26,,,,,,,,,4776,Republican,79.84
Nebraska,Clay__NE,632,17.7,2848,79.78,90,2.52,,,,,,,,,3570,Republican,79.78
Nebraska,Colfax__NE,1025,27.51,2636,70.75,65,1.74,,,,,,,,,3726,Republican,70.75
Nebraska,Cuming__NE,870,19.51,3507,78.65,82,1.84,,,,,,,,,4459,Republican,78.65
Nebraska,Custer__NE,786,13.08,5090,84.69,134,2.23,,,,,,,,,6010,Republican,84.69
Nebraska,Dakota__NE,2744,40.25,3926,57.59,147,2.16,,,,,,,,,6817,Republican,57.59
Nebraska,Dawes__NE,1082,26.07,2931,70.61,138,3.32,,,,,,,,,4151,Republican,70.61
Nebraska,Dawson__NE,2497,27.17,6524,70.98,170,1.85,,,,,,,,,9191,Republican,70.98
Nebraska,Deuel__NE,141,13.64,871,84.24,22,2.12,,,,,,,,,1034,Republican,84.24
Nebraska,Dixon__NE,651,21.04,2335,75.47,108,3.49,,,,,,,,,3094,Republican,75.47
Nebraska,Dodge__NE,5544,32.73,10984,64.85,410,2.42,,,,,,,,,16938,Republican,64.85
Nebraska,Douglas__NE,150350,54.37,119159,43.09,7031,2.54,,,,,,,,,276540,Democrat,54.37
Nebraska,Dundy__NE,105,10.47,883,88.04,15,1.49,,,,,,,,,1003,Republican,88.04
Nebraska,Fillmore__NE,693,22.01,2359,74.94,96,3.05,,,,,,,,,3148,Republican,74.94
Nebraska,Franklin__NE,276,15.97,1437,83.16,15,0.87,,,,,,,,,1728,Republican,83.16
Nebraska,Frontier__NE,189,13.07,1229,84.99,28,1.94,,,,,,,,,1446,Republican,84.99
Nebraska,Furnas__NE,399,15.33,2163,83.13,40,1.54,,,,,,,,,2602,Republican,83.13
Nebraska,Gage__NE,3385,30.44,7445,66.96,289,2.6,,,,,,,,,11119,Republican,66.96
Nebraska,Garden__NE,161,13.42,1016,84.67,23,1.91,,,,,,,,,1200,Republican,84.67
Nebraska,Garfield__NE,133,12.36,933,86.71,10,0.93,,,,,,,,,1076,Republican,86.71
Nebraska,Gosper__NE,215,19.18,893,79.66,13,1.16,,,,,,,,,1121,Republican,79.66
Nebraska,Grant__NE,20,4.98,375,93.28,7,1.74,,,,,,,,,402,Republican,93.28
Nebraska,Greeley__NE,229,18.19,1016,80.7,14,1.11,,,,,,,,,1259,Republican,80.7
Nebraska,Hall__NE,7681,31.42,16189,66.21,580,2.37,,,,,,,,,24450,Republican,66.21
Nebraska,Hamilton__NE,1118,20.09,4309,77.42,139,2.49,,,,,,,,,5566,Republican,77.42
Nebraska,Harlan__NE,282,14.58,1615,83.51,37,1.91,,,,,,,,,1934,Republican,83.51
Nebraska,Hayes__NE,34,6.34,494,92.16,8,1.5,,,,,,,,,536,Republican,92.16
Nebraska,Hitchcock__NE,185,11.9,1264,85.99,31,2.11,,,,,,,,,1470,Republican,85.99
Nebraska,Holt__NE,686,12.36,4769,85.93,95,1.71,,,,,,,,,5550,Republican,85.93
Nebraska,Hooker__NE,59,13.35,376,85.07,7,1.58,,,,,,,,,442,Republican,85.07
Nebraska,Howard__NE,648,18.46,2786,79.35,77,2.19,,,,,,,,,3511,Republican,79.35
Nebraska,Jefferson__NE,1016,27.24,2616,70.13,98,2.63,,,,,,,,,3730,Republican,70.13
Nebraska,Johnson__NE,647,28.97,1518,67.98,68,3.05,,,,,,,,,2233,Republican,67.98
Nebraska,Kearney__NE,701,19.38,2822,78.02,94,2.6,,,,,,,,,3617,Republican,78.02
Nebraska,Keith__NE,763,17.46,3544,81.12,62,1.42,,,,,,,,,4369,Republican,81.12
Nebraska,Keya_Paha__NE,49,9.25,476,89.81,5,0.94,,,,,,,,,530,Republican,89.81
Nebraska,Kimball__NE,268,14.28,1563,83.27,46,2.45,,,,,,,,,1877,Republican,83.27
Nebraska,Knox__NE,905,19.22,3721,79.04,82,1.74,,,,,,,,,4708,Republican,79.04
Nebraska,Lancaster__NE,82293,52.34,70092,44.58,4830,3.08,,,,,,,,,157215,Democrat,52.34
Nebraska,Lincoln__NE,3692,21.51,13071,76.16,400,2.33,,,,,,,,,17163,Republican,76.16
Nebraska,Logan__NE,38,8.44,407,90.44,5,1.12,,,,,,,,,450,Republican,90.44
Nebraska,Loup__NE,75,16.52,370,81.5,9,1.98,,,,,,,,,454,Republican,81.5
Nebraska,Madison__NE,3478,21.99,11940,75.48,401,2.53,,,,,,,,,15819,Republican,75.48
Nebraska,McPherson__NE,17,5.63,275,91.06,10,3.31,,,,,,,,,302,Republican,91.06
Nebraska,Merrick__NE,743,17.35,3419,79.85,120,2.8,,,,,,,,,4282,Republican,79.85
Nebraska,Morrill__NE,386,15.09,2113,82.6,59,2.31,,,,,,,,,2558,Republican,82.6
Nebraska,Nance__NE,359,19.6,1437,78.44,36,1.96,,,,,,,,,1832,Republican,78.44
Nebraska,Nemaha__NE,921,26.84,2428,70.75,83,2.41,,,,,,,,,3432,Republican,70.75
Nebraska,Nuckolls__NE,409,17.74,1857,80.56,39,1.7,,,,,,,,,2305,Republican,80.56
Nebraska,Otoe__NE,2490,29.8,5649,67.61,216,2.59,,,,,,,,,8355,Republican,67.61
Nebraska,Pawnee__NE,322,22.53,1071,74.95,36,2.52,,,,,,,,,1429,Republican,74.95
Nebraska,Perkins__NE,199,12.88,1321,85.5,25,1.62,,,,,,,,,1545,Republican,85.5
Nebraska,Phelps__NE,752,14.98,4157,82.79,112,2.23,,,,,,,,,5021,Republican,82.79
Nebraska,Pierce__NE,480,11.96,3462,86.29,70,1.75,,,,,,,,,4012,Republican,86.29
Nebraska,Platte__NE,3260,20.74,12186,77.51,275,1.75,,,,,,,,,15721,Republican,77.51
Nebraska,Polk__NE,530,18.36,2291,79.36,66,2.28,,,,,,,,,2887,Republican,79.36
Nebraska,Red_Willow__NE,811,14.83,4525,82.72,134,2.45,,,,,,,,,5470,Republican,82.72
Nebraska,Richardson__NE,996,24.09,3073,74.33,65,1.58,,,,,,,,,4134,Republican,74.33
Nebraska,Rock__NE,84,9.98,744,88.36,14,1.66,,,,,,,,,842,Republican,88.36
Nebraska,Saline__NE,1986,34.36,3631,62.82,163,2.82,,,,,,,,,5780,Republican,62.82
Nebraska,Sarpy__NE,41206,42.84,51979,54.04,3008,3.12,,,,,,,,,96193,Republican,54.04
Nebraska,Saunders__NE,3331,26.05,9108,71.23,347,2.72,,,,,,,,,12786,Republican,71.23
Nebraska,Scotts_Bluff__NE,4196,27.03,10952,70.55,376,2.42,,,,,,,,,15524,Republican,70.55
Nebraska,Seward__NE,2438,26.5,6490,70.55,271,2.95,,,,,,,,,9199,Republican,70.55
Nebraska,Sheridan__NE,340,12.67,2292,85.39,52,1.94,,,,,,,,,2684,Republican,85.39
Nebraska,Sherman__NE,343,20.18,1322,77.76,35,2.06,,,,,,,,,1700,Republican,77.76
Nebraska,Sioux__NE,72,9.85,642,87.82,17,2.33,,,,,,,,,731,Republican,87.82
Nebraska,Stanton__NE,532,16.81,2561,80.92,72,2.27,,,,,,,,,3165,Republican,80.92
Nebraska,Thayer__NE,624,20.88,2308,77.22,57,1.9,,,,,,,,,2989,Republican,77.22
Nebraska,Thomas__NE,45,10.54,377,88.29,5,1.17,,,,,,,,,427,Republican,88.29
Nebraska,Thurston__NE,1122,47.16,1180,49.6,77,3.24,,,,,,,,,2379,Republican,49.6
Nebraska,Valley__NE,412,17.58,1901,81.1,31,1.32,,,,,,,,,2344,Republican,81.1
Nebraska,Washington__NE,3554,28.51,8583,68.85,330,2.64,,,,,,,,,12467,Republican,68.85
Nebraska,Wayne__NE,1022,24.23,3055,72.43,141,3.34,,,,,,,,,4218,Republican,72.43
Nebraska,Webster__NE,335,17.86,1511,80.54,30,1.6,,,,,,,,,1876,Republican,80.54
Nebraska,Wheeler__NE,59,11.73,438,87.08,6,1.19,,,,,,,,,503,Republican,87.08
Nebraska,York__NE,1630,22.76,5337,74.53,194,2.71,,,,,,,,,7161,Republican,74.53
Nevada,Carson_City__NV,12735,42.82,16113,54.18,891,3.0,,,,,,,,,29739,Republican,54.18
Nevada,Churchill__NV,3051,23.67,9372,72.71,467,3.62,,,,,,,,,12890,Republican,72.71
Nevada,Clark__NV,521852,53.66,430930,44.31,19728,2.03,,,,,,,,,972510,Democrat,53.66
Nevada,Douglas__NV,11571,33.91,21630,63.38,924,2.71,,,,,,,,,34125,Republican,63.38
Nevada,Elko__NV,4557,20.74,16741,76.21,669,3.05,,,,,,,,,21967,Republican,76.21
Nevada,Esmeralda__NV,74,15.2,400,82.14,13,2.66,,,,,,,,,487,Republican,82.14
Nevada,Eureka__NV,105,10.32,895,88.0,17,1.68,,,,,,,,,1017,Republican,88.0
Nevada,Humboldt__NV,1689,21.73,5877,75.63,205,2.64,,,,,,,,,7771,Republican,75.63
Nevada,Lander__NV,496,17.94,2198,79.49,71,2.57,,,,,,,,,2765,Republican,79.49
Nevada,Lincoln__NV,330,13.49,2067,84.51,49,2.0,,,,,,,,,2446,Republican,84.51
Nevada,Lyon__NV,8473,28.02,20914,69.16,851,2.82,,,,,,,,,30238,Republican,69.16
Nevada,Mineral__NV,829,35.5,1423,60.94,83,3.56,,,,,,,,,2335,Republican,60.94
Nevada,Nye__NV,7288,28.72,17528,69.07,562,2.21,,,,,,,,,25378,Republican,69.07
Nevada,Pershing__NV,547,23.58,1731,74.61,42,1.81,,,,,,,,,2320,Republican,74.61
Nevada,Storey__NV,902,31.35,1908,66.32,67,2.33,,,,,,,,,2877,Republican,66.32
Nevada,Washoe__NV,128128,50.82,116760,46.31,7254,2.87,,,,,,,,,252142,Democrat,50.82
Nevada,White_Pine__NV,859,19.66,3403,77.89,107,2.45,,,,,,,,,4369,Republican,77.89
New Hampshire,Belknap__NH,16894,43.9,20899,54.31,686,1.79,,,,,,,,,38479,Republican,54.31
New Hampshire,Carroll__NH,16649,50.0,16150,48.5,498,1.5,,,,,,,,,33297,Democrat,50.0
New Hampshire,Cheshire__NH,25522,57.52,17898,40.34,950,2.14,,,,,,,,,44370,Democrat,57.52
New Hampshire,Coos__NH,7640,46.18,8617,52.09,287,1.73,,,,,,,,,16544,Republican,52.09
New Hampshire,Grafton__NH,33180,61.29,19905,36.77,1047,1.94,,,,,,,,,54132,Democrat,61.29
New Hampshire,Hillsborough__NH,122344,52.81,104625,45.16,4690,2.03,,,,,,,,,231659,Democrat,52.81
New Hampshire,Merrimack__NH,48533,53.85,39711,44.06,1889,2.09,,,,,,,,,90133,Democrat,53.85
New Hampshire,Rockingham__NH,100064,50.2,95858,48.09,3420,1.71,,,,,,,,,199342,Democrat,50.2
New Hampshire,Strafford__NH,41721,56.53,30489,41.31,1595,2.16,,,,,,,,,73805,Democrat,56.53
New Hampshire,Sullivan__NH,12390,50.69,11508,47.08,546,2.23,,,,,,,,,24444,Democrat,50.69
New Jersey,Atlantic__NJ,73808,52.71,64438,46.02,1785,1.27,,,,,,,,,140031,Democrat,52.71
New Jersey,Bergen__NJ,285967,57.67,204417,41.23,5465,1.1,,,,,,,,,495849,Democrat,57.67
New Jersey,Burlington__NJ,154595,59.12,103345,39.52,3557,1.36,,,,,,,,,261497,Democrat,59.12
New Jersey,Camden__NJ,175065,66.16,86207,32.58,3344,1.26,,,,,,,,,264616,Democrat,66.16
New Jersey,Cape_May__NJ,23941,41.48,33158,57.45,615,1.07,,,,,,,,,57714,Republican,57.45
New Jersey,Cumberland__NJ,32742,52.46,28952,46.39,714,1.14,,,,,,,,,62408,Democrat,52.46
New Jersey,Essex__NJ,266820,77.27,75475,21.86,3016,0.87,,,,,,,,,345311,Democrat,77.27
New Jersey,Gloucester__NJ,86702,50.22,83340,48.27,2612,1.51,,,,,,,,,172654,Democrat,50.22
New Jersey,Hudson__NJ,181452,72.62,65698,26.29,2700,1.08,,,,,,,,,249850,Democrat,72.62
New Jersey,Hunterdon__NJ,39457,46.84,43153,51.23,1632,1.94,,,,,,,,,84242,Republican,51.23
New Jersey,Mercer__NJ,122532,69.38,51641,29.24,2431,1.38,,,,,,,,,176604,Democrat,69.38
New Jersey,Middlesex__NJ,226250,60.44,143467,38.32,4645,1.24,,,,,,,,,374362,Democrat,60.44
New Jersey,Monmouth__NJ,181291,47.94,191808,50.72,5052,1.34,,,,,,,,,378151,Republican,50.72
New Jersey,Morris__NJ,153881,51.41,141134,47.15,4307,1.44,,,,,,,,,299322,Democrat,51.41
New Jersey,Ocean__NJ,119456,34.98,217740,63.76,4320,1.26,,,,,,,,,341516,Republican,63.76
New Jersey,Passaic__NJ,129097,57.71,92009,41.13,2601,1.16,,,,,,,,,223707,Democrat,57.71
New Jersey,Salem__NJ,14479,42.68,18827,55.5,616,1.82,,,,,,,,,33922,Republican,55.5
New Jersey,Somerset__NJ,111173,59.82,71996,38.74,2690,1.45,,,,,,,,,185859,Democrat,59.82
New Jersey,Sussex__NJ,34481,39.2,51701,58.78,1781,2.02,,,,,,,,,87963,Republican,58.78
New Jersey,Union__NJ,170310,67.29,80038,31.62,2744,1.08,,,,,,,,,253092,Democrat,67.29
New Jersey,Warren__NJ,24901,40.96,34769,57.2,1117,1.84,,,,,,,,,60787,Republican,57.2
New Mexico,Bernalillo__NM,193757,61.01,116135,36.57,7698,2.42,,,,,,,,,317590,Democrat,61.01
New Mexico,Catron__NM,595,25.58,1698,73.0,33,1.42,,,,,,,,,2326,Republican,73.0
New Mexico,Chaves__NM,6381,28.43,15656,69.76,406,1.81,,,,,,,,,22443,Republican,69.76
New Mexico,Cibola__NM,4745,53.3,3975,44.65,183,2.05,,,,,,,,,8903,Democrat,53.3
New Mexico,Colfax__NM,2611,43.4,3271,54.37,134,2.23,,,,,,,,,6016,Republican,54.37
New Mexico,Curry__NM,4307,28.52,10444,69.16,350,2.32,,,,,,,,,15101,Republican,69.16
New Mexico,De_Baca__NM,231,25.64,656,72.81,14,1.55,,,,,,,,,901,Republican,72.81
New Mexico,Dona_Ana__NM,47957,58.03,32802,39.69,1882,2.28,,,,,,,,,82641,Democrat,58.03
New Mexico,Eddy__NM,5424,23.36,17454,75.16,344,1.48,,,,,,,,,23222,Republican,75.16
New Mexico,Grant__NM,7590,52.58,6553,45.4,292,2.02,,,,,,,,,14435,Democrat,52.58
New Mexico,Guadalupe__NM,1234,56.37,917,41.89,38,1.74,,,,,,,,,2189,Democrat,56.37
New Mexico,Harding__NM,179,35.45,319,63.17,7,1.38,,,,,,,,,505,Republican,63.17
New Mexico,Hidalgo__NM,823,41.69,1120,56.74,31,1.57,,,,,,,,,1974,Republican,56.74
New Mexico,Lea__NM,4061,19.41,16531,79.03,326,1.56,,,,,,,,,20918,Republican,79.03
New Mexico,Lincoln__NM,3194,30.99,6942,67.36,170,1.65,,,,,,,,,10306,Republican,67.36
New Mexico,Los_Alamos__NM,7554,61.45,4278,34.8,461,3.75,,,,,,,,,12293,Democrat,61.45
New Mexico,Luna__NM,3563,43.97,4408,54.4,132,1.63,,,,,,,,,8103,Republican,54.4
New Mexico,McKinley__NM,18029,68.07,7801,29.45,656,2.48,,,,,,,,,26486,Democrat,68.07
New Mexico,Mora__NM,1745,64.97,903,33.62,38,1.41,,,,,,,,,2686,Democrat,64.97
New Mexico,Otero__NM,8485,36.0,14521,61.61,565,2.39,,,,,,,,,23571,Republican,61.61
New Mexico,Quay__NM,1170,30.21,2634,68.01,69,1.78,,,,,,,,,3873,Republican,68.01
New Mexico,Rio_Arriba__NM,10990,66.09,5408,32.52,230,1.39,,,,,,,,,16628,Democrat,66.09
New Mexico,Roosevelt__NM,1802,27.27,4634,70.13,172,2.6,,,,,,,,,6608,Republican,70.13
New Mexico,San_Juan__NM,18083,34.58,32874,62.86,1337,2.56,,,,,,,,,52294,Republican,62.86
New Mexico,San_Miguel__NM,7888,68.41,3421,29.67,222,1.92,,,,,,,,,11531,Democrat,68.41
New Mexico,Sandoval__NM,40588,53.01,34174,44.64,1800,2.35,,,,,,,,,76562,Democrat,53.01
New Mexico,Santa_Fe__NM,62530,76.05,18329,22.29,1368,1.66,,,,,,,,,82227,Democrat,76.05
New Mexico,Sierra__NM,2265,38.1,3542,59.58,138,2.32,,,,,,,,,5945,Republican,59.58
New Mexico,Socorro__NM,3722,51.98,3255,45.46,183,1.86,,,,,,,,,7160,Democrat,51.98
New Mexico,Taos__NM,13121,76.37,3715,21.62,345,2.01,,,,,,,,,17181,Democrat,76.37
New Mexico,Torrance__NM,2344,32.19,4772,65.54,165,2.27,,,,,,,,,7281,Republican,65.54
New Mexico,Union__NM,383,21.41,1388,77.59,18,1.0,,,,,,,,,1789,Republican,77.59
New Mexico,Valencia__NM,14263,44.19,17364,53.8,650,2.01,,,,,,,,,32277,Republican,53.8
New York,Albany__NY,99474,64.55,51081,33.15,3546,2.3,,,,,,,,,154101,Democrat,64.55
New York,Allegany__NY,6048,29.1,14135,68.02,599,2.88,,,,,,,,,20782,Republican,68.02
New York,Bronx__NY,355374,83.29,67740,15.88,3579,0.83,,,,,,,,,426693,Democrat,83.29
New York,Broome__NY,47002,50.53,43791,47.08,2223,2.39,,,,,,,,,93016,Democrat,50.53
New York,Cattaraugus__NY,11879,34.17,22155,63.74,726,2.09,,,,,,,,,34760,Republican,63.74
New York,Cayuga__NY,16359,44.44,19632,53.33,818,2.23,,,,,,,,,36809,Republican,53.33
New York,Chautauqua__NY,23088,38.93,34853,58.77,1364,2.3,,,,,,,,,59305,Republican,58.77
New York,Chemung__NY,16636,42.21,21922,55.63,852,2.16,,,,,,,,,39410,Republican,55.63
New York,Chenango__NY,8300,37.14,13496,60.38,554,2.48,,,,,,,,,22350,Republican,60.38
New York,Clinton__NY,18364,51.82,16514,46.6,559,1.58,,,,,,,,,35437,Democrat,51.82
New York,Columbia__NY,20386,57.25,14464,40.62,760,2.13,,,,,,,,,35610,Democrat,57.25
New York,Cortland__NY,10370,47.83,10789,49.77,520,2.4,,,,,,,,,21679,Republican,49.77
New York,Delaware__NY,9143,39.71,13387,58.14,495,2.15,,,,,,,,,23025,Republican,58.14
New York,Dutchess__NY,81443,53.89,66872,44.25,2807,1.86,,,,,,,,,151122,Democrat,53.89
New York,Erie__NY,267270,56.46,197552,41.73,8596,1.81,,,,,,,,,473418,Democrat,56.46
New York,Essex__NY,9950,51.61,8982,46.59,348,1.8,,,,,,,,,19280,Democrat,51.61
New York,Franklin__NY,9253,48.02,9668,50.18,347,1.8,,,,,,,,,19268,Republican,50.18
New York,Fulton__NY,7931,33.44,15378,64.84,409,1.72,,,,,,,,,23718,Republican,64.84
New York,Genesee__NY,9625,32.94,18876,64.61,716,2.45,,,,,,,,,29217,Republican,64.61
New York,Greene__NY,10346,41.07,14271,56.64,577,2.29,,,,,,,,,25194,Republican,56.64
New York,Hamilton__NY,1178,34.05,2225,64.31,57,1.64,,,,,,,,,3460,Republican,64.31
New York,Herkimer__NY,9939,33.9,18871,64.36,512,1.74,,,,,,,,,29322,Republican,64.36
New York,Jefferson__NY,17307,39.46,25629,58.44,919,2.1,,,,,,,,,43855,Republican,58.44
New York,Kings__NY,703310,76.78,202772,22.14,9927,1.08,,,,,,,,,916009,Democrat,76.78
New York,Lewis__NY,3823,29.49,8890,68.57,251,1.94,,,,,,,,,12964,Republican,68.57
New York,Livingston__NY,12477,39.73,18182,57.9,742,2.37,,,,,,,,,31401,Republican,57.9
New York,Madison__NY,14805,43.5,18409,54.09,821,2.41,,,,,,,,,34035,Republican,54.09
New York,Monroe__NY,225746,59.25,145661,38.23,9582,2.52,,,,,,,,,380989,Democrat,59.25
New York,Montgomery__NY,7977,37.69,12745,60.22,442,2.09,,,,,,,,,21164,Republican,60.22
New York,Nassau__NY,396504,54.11,326716,44.59,9536,1.3,,,,,,,,,732756,Democrat,54.11
New York,New_York__NY,603040,86.42,85185,12.21,9588,1.37,,,,,,,,,697813,Democrat,86.42
New York,Niagara__NY,46029,44.21,56068,53.85,2026,1.94,,,,,,,,,104123,Republican,53.85
New York,Oneida__NY,41973,41.15,57860,56.73,2163,2.12,,,,,,,,,101996,Republican,56.73
New York,Onondaga__NY,138991,58.88,91715,38.85,5362,2.27,,,,,,,,,236068,Democrat,58.88
New York,Ontario__NY,28749,48.48,28782,48.54,1769,2.98,,,,,,,,,59300,Republican,48.54
New York,Orange__NY,84955,49.24,85068,49.3,2516,1.46,,,,,,,,,172539,Republican,49.3
New York,Orleans__NY,5587,30.78,12126,66.8,441,2.42,,,,,,,,,18154,Republican,66.8
New York,Oswego__NY,21145,38.8,32142,58.98,1211,2.22,,,,,,,,,54498,Republican,58.98
New York,Otsego__NY,12975,46.21,14382,51.22,723,2.57,,,,,,,,,28080,Republican,51.22
New York,Putnam__NY,24955,45.27,29283,53.12,884,1.61,,,,,,,,,55122,Republican,53.12
New York,Queens__NY,569038,72.03,212665,26.92,8278,1.05,,,,,,,,,789981,Democrat,72.03
New York,Rensselaer__NY,40969,51.59,36500,45.96,1940,2.45,,,,,,,,,79409,Democrat,51.59
New York,Richmond__NY,90997,41.98,123320,56.89,2450,1.13,,,,,,,,,216767,Republican,56.89
New York,Rockland__NY,75802,50.3,73186,48.56,1714,1.14,,,,,,,,,150702,Democrat,50.3
New York,Saratoga__NY,68471,51.62,61305,46.21,2879,2.17,,,,,,,,,132655,Democrat,51.62
New York,Schenectady__NY,42465,56.58,30741,40.96,1841,2.46,,,,,,,,,75047,Democrat,56.58
New York,Schoharie__NY,5345,34.02,9903,63.04,462,2.94,,,,,,,,,15710,Republican,63.04
New York,Schuyler__NY,3903,39.97,5621,57.56,242,2.47,,,,,,,,,9766,Republican,57.56
New York,Seneca__NY,6914,44.23,8329,53.28,389,2.49,,,,,,,,,15632,Republican,53.28
New York,St__Lawrence__NY,19361,43.11,24608,54.8,938,2.09,,,,,,,,,44907,Republican,54.8
New York,Steuben__NY,15790,34.19,29474,63.83,915,1.98,,,,,,,,,46179,Republican,63.83
New York,Suffolk__NY,381021,49.27,381253,49.3,11013,1.43,,,,,,,,,773287,Republican,49.3
New York,Sullivan__NY,15489,44.71,18665,53.87,493,1.42,,,,,,,,,34647,Republican,53.87
New York,Tioga__NY,9634,38.48,14791,59.08,611,2.44,,,,,,,,,25036,Republican,59.08
New York,Tompkins__NY,33619,73.51,11096,24.26,1020,2.23,,,,,,,,,45735,Democrat,73.51
New York,Ulster__NY,57970,59.51,37590,38.59,1860,1.9,,,,,,,,,97420,Democrat,59.51
New York,Warren__NY,17642,48.8,17699,48.96,808,2.24,,,,,,,,,36149,Republican,48.96
New York,Washington__NY,11565,41.1,15941,56.65,632,2.25,,,,,,,,,28138,Republican,56.65
New York,Wayne__NY,17456,39.03,26204,58.59,1067,2.38,,,,,,,,,44727,Republican,58.59
New York,Westchester__NY,312437,67.57,144731,31.3,5196,1.13,,,,,,,,,462364,Democrat,67.57
New York,Wyoming__NY,5073,26.11,13898,71.52,461,2.37,,,,,,,,,19432,Republican,71.52
New York,Yates__NY,4219,39.35,6208,57.89,296,2.76,,,,,,,,,10723,Republican,57.89
North Carolina,Alamance__NC,38825,45.1,46056,53.5,1210,1.4,,,,,,,,,86091,Republican,53.5
North Carolina,Alexander__NC,4145,20.48,15888,78.51,203,1.01,,,,,,,,,20236,Republican,78.51
North Carolina,Alleghany__NC,1486,24.46,4527,74.51,63,1.03,,,,,,,,,6076,Republican,74.51
North Carolina,Anson__NC,5789,51.72,5321,47.53,84,0.75,,,,,,,,,11194,Democrat,51.72
North Carolina,Ashe__NC,4164,26.33,11451,72.41,199,1.26,,,,,,,,,15814,Republican,72.41
North Carolina,Avery__NC,2191,23.17,7172,75.83,95,1.0,,,,,,,,,9458,Republican,75.83
North Carolina,Beaufort__NC,9633,36.61,16437,62.46,245,0.93,,,,,,,,,26315,Republican,62.46
North Carolina,Bertie__NC,5939,60.51,3817,38.89,59,0.6,,,,,,,,,9815,Democrat,60.51
North Carolina,Bladen__NC,7326,42.78,9676,56.5,123,0.72,,,,,,,,,17125,Republican,56.5
North Carolina,Brunswick__NC,33310,36.94,55850,61.94,1015,1.12,,,,,,,,,90175,Republican,61.94
North Carolina,Buncombe__NC,96515,59.74,62412,38.63,2642,1.63,,,,,,,,,161569,Democrat,59.74
North Carolina,Burke__NC,13118,29.41,31019,69.55,465,1.04,,,,,,,,,44602,Republican,69.55
North Carolina,Cabarrus__NC,52162,44.5,63237,53.94,1828,1.56,,,,,,,,,117227,Republican,53.94
North Carolina,Caldwell__NC,10245,23.92,32119,74.99,465,1.09,,,,,,,,,42829,Republican,74.99
North Carolina,Camden__NC,1537,25.82,4312,72.43,104,1.75,,,,,,,,,5953,Republican,72.43
North Carolina,Carteret__NC,12093,28.32,30028,70.33,574,1.35,,,,,,,,,42695,Republican,70.33
North Carolina,Caswell__NC,4860,40.33,7089,58.82,102,0.85,,,,,,,,,12051,Republican,58.82
North Carolina,Catawba__NC,25689,30.79,56588,67.83,1148,1.38,,,,,,,,,83425,Republican,67.83
North Carolina,Chatham__NC,26787,55.12,21186,43.59,626,1.29,,,,,,,,,48599,Democrat,55.12
North Carolina,Cherokee__NC,3583,21.82,12628,76.89,212,1.29,,,,,,,,,16423,Republican,76.89
North Carolina,Chowan__NC,3247,41.71,4471,57.44,66,0.85,,,,,,,,,7784,Republican,57.44
North Carolina,Clay__NC,1699,24.65,5112,74.16,82,1.19,,,,,,,,,6893,Republican,74.16
North Carolina,Cleveland__NC,16955,33.05,33798,65.87,555,1.08,,,,,,,,,51308,Republican,65.87
North Carolina,Columbus__NC,9446,35.72,16832,63.65,168,0.63,,,,,,,,,26446,Republican,63.65
North Carolina,Craven__NC,21148,39.85,31032,58.48,885,1.67,,,,,,,,,53065,Republican,58.48
North Carolina,Cumberland__NC,84469,57.4,60032,40.8,2649,1.8,,,,,,,,,147150,Democrat,57.4
North Carolina,Currituck__NC,4195,25.98,11657,72.19,295,1.83,,,,,,,,,16147,Republican,72.19
North Carolina,Dare__NC,9936,41.0,13938,57.52,358,1.48,,,,,,,,,24232,Republican,57.52
North Carolina,Davidson__NC,22636,25.57,64658,73.05,1220,1.38,,,,,,,,,88514,Republican,73.05
North Carolina,Davie__NC,6713,26.52,18228,72.02,370,1.46,,,,,,,,,25311,Republican,72.02
North Carolina,Duplin__NC,8767,38.6,13793,60.72,155,0.68,,,,,,,,,22715,Republican,60.72
North Carolina,Durham__NC,144688,80.42,32459,18.04,2767,1.54,,,,,,,,,179914,Democrat,80.42
North Carolina,Edgecombe__NC,16089,63.15,9206,36.13,182,0.72,,,,,,,,,25477,Democrat,63.15
North Carolina,Forsyth__NC,113033,56.16,85064,42.26,3173,1.58,,,,,,,,,201270,Democrat,56.16
North Carolina,Franklin__NC,15879,42.51,20901,55.96,571,1.53,,,,,,,,,37351,Republican,55.96
North Carolina,Gaston__NC,40959,35.46,73033,63.23,1506,1.31,,,,,,,,,115498,Republican,63.23
North Carolina,Gates__NC,2546,42.64,3367,56.39,58,0.97,,,,,,,,,5971,Republican,56.39
North Carolina,Graham__NC,905,19.4,3710,79.53,50,1.07,,,,,,,,,4665,Republican,79.53
North Carolina,Granville__NC,14565,46.09,16647,52.68,386,1.23,,,,,,,,,31598,Republican,52.68
North Carolina,Greene__NC,3832,43.78,4874,55.68,47,0.54,,,,,,,,,8753,Republican,55.68
