State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Jo Jorgensen Libertarian_Votes,Jo Jorgensen Libertarian_Pct,Howie Hawkins Green_Votes,Howie Hawkins Green_Pct,Kanye West Independent_Votes,Kanye West Independent_Pct,Don Blankenship Constitution_Votes,Don Blankenship Constitution_Pct,Total_Votes,Winner,Winner_Pct
Kansas,Comanche__KS,126,13.76,762,83.19,28,3.06,,,,,,,,,916,Republican,83.19
Kansas,Cowley__KS,4273,30.03,9656,67.85,302,2.12,,,,,,,,,14231,Republican,67.85
Kansas,Crawford__KS,6179,36.96,10045,60.08,494,2.95,,,,,,,,,16718,Republican,60.08
Kansas,Decatur__KS,218,14.55,1260,84.11,20,1.34,,,,,,,,,1498,Republican,84.11
Kansas,Dickinson__KS,2060,22.03,7126,76.22,163,1.74,,,,,,,,,9349,Republican,76.22
Kansas,Doniphan__KS,686,18.5,2976,80.24,47,1.27,,,,,,,,,3709,Republican,80.24
Kansas,Douglas__KS,40785,68.04,17286,28.84,1870,3.12,,,,,,,,,59941,Democrat,68.04
Kansas,Edwards__KS,271,18.94,1141,79.73,19,1.33,,,,,,,,,1431,Republican,79.73
Kansas,Elk__KS,195,14.33,1140,83.76,26,1.91,,,,,,,,,1361,Republican,83.76
Kansas,Ellis__KS,3737,26.97,9758,70.42,361,2.61,,,,,,,,,13856,Republican,70.42
Kansas,Ellsworth__KS,648,22.71,2148,75.29,57,2.0,,,,,,,,,2853,Republican,75.29
Kansas,Finney__KS,4325,36.51,7236,61.08,285,2.41,,,,,,,,,11846,Republican,61.08
Kansas,Ford__KS,2947,33.06,5803,65.09,165,1.85,,,,,,,,,8915,Republican,65.09
Kansas,Franklin__KS,3690,29.57,8479,67.96,308,2.47,,,,,,,,,12477,Republican,67.96
Kansas,Geary__KS,3983,41.48,5323,55.43,297,3.09,,,,,,,,,9603,Republican,55.43
Kansas,Gove__KS,166,11.28,1291,87.76,14,0.95,,,,,,,,,1471,Republican,87.76
Kansas,Graham__KS,228,17.05,1080,80.78,29,2.17,,,,,,,,,1337,Republican,80.78
Kansas,Grant__KS,518,20.71,1936,77.41,47,1.88,,,,,,,,,2501,Republican,77.41
Kansas,Gray__KS,341,14.9,1911,83.52,36,1.57,,,,,,,,,2288,Republican,83.52
Kansas,Greeley__KS,78,12.17,549,85.65,14,2.18,,,,,,,,,641,Republican,85.65
Kansas,Greenwood__KS,569,18.49,2444,79.43,64,2.08,,,,,,,,,3077,Republican,79.43
Kansas,Hamilton__KS,141,16.41,698,81.26,20,2.33,,,,,,,,,859,Republican,81.26
Kansas,Harper__KS,461,17.21,2168,80.96,49,1.83,,,,,,,,,2678,Republican,80.96
Kansas,Harvey__KS,6747,38.78,10182,58.52,470,2.7,,,,,,,,,17399,Republican,58.52
Kansas,Haskell__KS,268,19.01,1122,79.57,20,1.42,,,,,,,,,1410,Republican,79.57
Kansas,Hodgeman__KS,154,14.74,875,83.73,16,1.53,,,,,,,,,1045,Republican,83.73
Kansas,Jackson__KS,1881,28.57,4517,68.61,186,2.83,,,,,,,,,6584,Republican,68.61
Kansas,Jefferson__KS,3194,32.65,6334,64.75,254,2.6,,,,,,,,,9782,Republican,64.75
Kansas,Jewell__KS,212,13.02,1387,85.2,29,1.78,,,,,,,,,1628,Republican,85.2
Kansas,Johnson__KS,184259,52.74,155631,44.54,9496,2.72,,,,,,,,,349386,Democrat,52.74
Kansas,Kearny__KS,267,18.35,1164,80.0,24,1.65,,,,,,,,,1455,Republican,80.0
Kansas,Kingman__KS,752,19.04,3130,79.26,67,1.7,,,,,,,,,3949,Republican,79.26
Kansas,Kiowa__KS,156,13.39,980,84.12,29,2.49,,,,,,,,,1165,Republican,84.12
Kansas,Labette__KS,2655,31.01,5735,66.97,173,2.02,,,,,,,,,8563,Republican,66.97
Kansas,Lane__KS,115,12.85,762,85.14,18,2.01,,,,,,,,,895,Republican,85.14
Kansas,Leavenworth__KS,13886,38.05,21610,59.22,994,2.72,,,,,,,,,36490,Republican,59.22
Kansas,Lincoln__KS,266,16.85,1283,81.25,30,1.9,,,,,,,,,1579,Republican,81.25
Kansas,Linn__KS,896,17.76,4048,80.22,102,2.02,,,,,,,,,5046,Republican,80.22
Kansas,Logan__KS,186,12.76,1249,85.67,23,1.58,,,,,,,,,1458,Republican,85.67
Kansas,Lyon__KS,6055,43.1,7550,53.74,444,3.16,,,,,,,,,14049,Republican,53.74
Kansas,Marion__KS,1516,24.81,4465,73.06,130,2.13,,,,,,,,,6111,Republican,73.06
Kansas,Marshall__KS,1259,24.62,3729,72.92,126,2.46,,,,,,,,,5114,Republican,72.92
Kansas,McPherson__KS,4134,28.63,9964,69.01,340,2.35,,,,,,,,,14438,Republican,69.01
Kansas,Meade__KS,263,14.41,1523,83.45,39,2.14,,,,,,,,,1825,Republican,83.45
Kansas,Miami__KS,5247,29.17,12308,68.42,434,2.41,,,,,,,,,17989,Republican,68.42
Kansas,Mitchell__KS,558,17.99,2504,80.75,39,1.26,,,,,,,,,3101,Republican,80.75
Kansas,Montgomery__KS,3228,24.04,9931,73.97,267,1.99,,,,,,,,,13426,Republican,73.97
Kansas,Morris__KS,729,25.15,2124,73.27,46,1.59,,,,,,,,,2899,Republican,73.27
Kansas,Morton__KS,150,12.52,1034,86.31,14,1.17,,,,,,,,,1198,Republican,86.31
Kansas,Nemaha__KS,927,16.31,4664,82.05,93,1.64,,,,,,,,,5684,Republican,82.05
Kansas,Neosho__KS,1796,26.12,4970,72.27,111,1.61,,,,,,,,,6877,Republican,72.27
Kansas,Ness__KS,149,9.85,1339,88.5,25,1.65,,,,,,,,,1513,Republican,88.5
Kansas,Norton__KS,364,15.07,2007,83.11,44,1.82,,,,,,,,,2415,Republican,83.11
Kansas,Osage__KS,2136,26.58,5705,71.0,194,2.41,,,,,,,,,8035,Republican,71.0
Kansas,Osborne__KS,281,14.45,1629,83.75,35,1.8,,,,,,,,,1945,Republican,83.75
Kansas,Ottawa__KS,506,15.86,2610,81.79,75,2.35,,,,,,,,,3191,Republican,81.79
Kansas,Pawnee__KS,643,23.48,2045,74.66,51,1.86,,,,,,,,,2739,Republican,74.66
Kansas,Phillips__KS,318,11.43,2418,86.95,45,1.62,,,,,,,,,2781,Republican,86.95
Kansas,Pottawatomie__KS,3313,25.32,9452,72.25,318,2.43,,,,,,,,,13083,Republican,72.25
Kansas,Pratt__KS,933,22.55,3108,75.13,96,2.32,,,,,,,,,4137,Republican,75.13
Kansas,Rawlins__KS,214,14.23,1261,83.84,29,1.93,,,,,,,,,1504,Republican,83.84
Kansas,Reno__KS,8886,31.67,18443,65.73,731,2.61,,,,,,,,,28060,Republican,65.73
Kansas,Republic__KS,424,15.96,2182,82.12,51,1.92,,,,,,,,,2657,Republican,82.12
Kansas,Rice__KS,965,22.34,3262,75.53,92,2.13,,,,,,,,,4319,Republican,75.53
Kansas,Riley__KS,12765,50.71,11610,46.12,796,3.16,,,,,,,,,25171,Democrat,50.71
Kansas,Rooks__KS,339,12.56,2325,86.14,35,1.3,,,,,,,,,2699,Republican,86.14
Kansas,Rush__KS,295,17.59,1350,80.5,32,1.91,,,,,,,,,1677,Republican,80.5
Kansas,Russell__KS,600,17.31,2790,80.47,77,2.22,,,,,,,,,3467,Republican,80.47
Kansas,Saline__KS,8214,33.36,15722,63.85,688,2.79,,,,,,,,,24624,Republican,63.85
Kansas,Scott__KS,299,12.7,2014,85.56,41,1.74,,,,,,,,,2354,Republican,85.56
Kansas,Sedgwick__KS,95870,42.64,122416,54.44,6576,2.92,,,,,,,,,224862,Republican,54.44
Kansas,Seward__KS,1833,34.62,3372,63.69,89,1.68,,,,,,,,,5294,Republican,63.69
Kansas,Shawnee__KS,43015,49.95,40443,46.96,2664,3.09,,,,,,,,,86122,Democrat,49.95
Kansas,Sheridan__KS,147,10.17,1282,88.72,16,1.11,,,,,,,,,1445,Republican,88.72
Kansas,Sherman__KS,396,14.52,2269,83.2,62,2.27,,,,,,,,,2727,Republican,83.2
Kansas,Smith__KS,336,15.78,1763,82.81,30,1.41,,,,,,,,,2129,Republican,82.81
Kansas,Stafford__KS,357,17.55,1645,80.88,32,1.57,,,,,,,,,2034,Republican,80.88
Kansas,Stanton__KS,148,19.07,614,79.12,14,1.8,,,,,,,,,776,Republican,79.12
Kansas,Stevens__KS,237,11.67,1760,86.66,34,1.67,,,,,,,,,2031,Republican,86.66
Kansas,Sumner__KS,2591,23.71,8105,74.17,232,2.12,,,,,,,,,10928,Republican,74.17
Kansas,Thomas__KS,625,16.4,3130,82.15,55,1.44,,,,,,,,,3810,Republican,82.15
Kansas,Trego__KS,242,14.85,1363,83.62,25,1.53,,,,,,,,,1630,Republican,83.62
Kansas,Wabaunsee__KS,964,24.71,2845,72.91,93,2.38,,,,,,,,,3902,Republican,72.91
Kansas,Wallace__KS,44,5.33,770,93.33,11,1.33,,,,,,,,,825,Republican,93.33
Kansas,Washington__KS,475,16.48,2363,81.96,45,1.56,,,,,,,,,2883,Republican,81.96
Kansas,Wichita__KS,149,15.39,808,83.47,11,1.14,,,,,,,,,968,Republican,83.47
Kansas,Wilson__KS,723,18.29,3153,79.74,78,1.97,,,,,,,,,3954,Republican,79.74
Kansas,Woodson__KS,294,19.02,1228,79.43,24,1.55,,,,,,,,,1546,Republican,79.43
Kansas,Wyandotte__KS,36788,64.46,18934,33.18,1349,2.36,,,,,,,,,57071,Democrat,64.46
Kentucky,Adair__KY,1392,15.88,7276,82.98,100,1.14,,,,,,,,,8768,Republican,82.98
Kentucky,Allen__KY,1642,17.54,7587,81.02,135,1.44,,,,,,,,,9364,Republican,81.02
Kentucky,Anderson__KY,3348,25.26,9661,72.89,245,1.85,,,,,,,,,13254,Republican,72.89
Kentucky,Ballard__KY,825,19.53,3356,79.43,44,1.04,,,,,,,,,4225,Republican,79.43
Kentucky,Barren__KY,5127,25.55,14654,73.04,283,1.41,,,,,,,,,20064,Republican,73.04
Kentucky,Bath__KY,1573,27.95,3986,70.84,68,1.21,,,,,,,,,5627,Republican,70.84
Kentucky,Bell__KY,1789,17.81,8140,81.04,115,1.15,,,,,,,,,10044,Republican,81.04
Kentucky,Boone__KY,20901,31.2,44814,66.89,1283,1.91,,,,,,,,,66998,Republican,66.89
Kentucky,Bourbon__KY,3296,34.16,6190,64.16,162,1.68,,,,,,,,,9648,Republican,64.16
Kentucky,Boyd__KY,7083,32.56,14295,65.72,373,1.72,,,,,,,,,21751,Republican,65.72
Kentucky,Boyle__KY,5298,36.59,8872,61.28,308,2.13,,,,,,,,,14478,Republican,61.28
Kentucky,Bracken__KY,800,18.84,3398,80.03,48,1.13,,,,,,,,,4246,Republican,80.03
Kentucky,Breathitt__KY,1301,22.98,4265,75.34,95,1.68,,,,,,,,,5661,Republican,75.34
Kentucky,Breckinridge__KY,2350,23.04,7701,75.49,150,1.47,,,,,,,,,10201,Republican,75.49
Kentucky,Bullitt__KY,10552,25.13,30708,73.12,738,1.75,,,,,,,,,41998,Republican,73.12
Kentucky,Butler__KY,1079,17.62,4960,80.98,86,1.4,,,,,,,,,6125,Republican,80.98
Kentucky,Caldwell__KY,1433,22.27,4906,76.25,95,1.48,,,,,,,,,6434,Republican,76.25
Kentucky,Calloway__KY,5797,33.21,11352,65.03,308,1.76,,,,,,,,,17457,Republican,65.03
Kentucky,Campbell__KY,19374,39.64,28482,58.27,1022,2.09,,,,,,,,,48878,Republican,58.27
Kentucky,Carlisle__KY,463,17.55,2159,81.84,16,0.61,,,,,,,,,2638,Republican,81.84
Kentucky,Carroll__KY,1116,26.98,2954,71.42,66,1.6,,,,,,,,,4136,Republican,71.42
Kentucky,Carter__KY,2642,22.8,8775,75.74,169,1.46,,,,,,,,,11586,Republican,75.74
Kentucky,Casey__KY,918,12.8,6179,86.17,74,1.03,,,,,,,,,7171,Republican,86.17
Kentucky,Christian__KY,8296,34.77,15080,63.19,487,2.04,,,,,,,,,23863,Republican,63.19
Kentucky,Clark__KY,6004,33.1,11811,65.11,324,1.79,,,,,,,,,18139,Republican,65.11
Kentucky,Clay__KY,831,10.95,6677,87.96,83,1.09,,,,,,,,,7591,Republican,87.96
Kentucky,Clinton__KY,603,12.23,4280,86.78,49,0.99,,,,,,,,,4932,Republican,86.78
Kentucky,Crittenden__KY,731,17.23,3451,81.35,60,1.42,,,,,,,,,4242,Republican,81.35
Kentucky,Cumberland__KY,508,15.35,2769,83.68,32,0.97,,,,,,,,,3309,Republican,83.68
Kentucky,Daviess__KY,17286,35.07,31025,62.95,976,1.98,,,,,,,,,49287,Republican,62.95
Kentucky,Edmonson__KY,1227,20.01,4828,78.73,77,1.26,,,,,,,,,6132,Republican,78.73
Kentucky,Elliott__KY,712,23.77,2246,74.99,37,1.24,,,,,,,,,2995,Republican,74.99
Kentucky,Estill__KY,1355,20.72,5100,77.98,85,1.3,,,,,,,,,6540,Republican,77.98
Kentucky,Fayette__KY,90600,59.25,58860,38.49,3452,2.26,,,,,,,,,152912,Democrat,59.25
Kentucky,Fleming__KY,1474,20.85,5534,78.3,60,0.85,,,,,,,,,7068,Republican,78.3
Kentucky,Floyd__KY,3884,23.75,12250,74.91,219,1.34,,,,,,,,,16353,Republican,74.91
Kentucky,Franklin__KY,12652,48.53,12900,49.48,520,1.99,,,,,,,,,26072,Republican,49.48
Kentucky,Fulton__KY,794,32.73,1606,66.2,26,1.07,,,,,,,,,2426,Republican,66.2
Kentucky,Gallatin__KY,822,21.36,2955,76.77,72,1.87,,,,,,,,,3849,Republican,76.77
Kentucky,Garrard__KY,1830,21.02,6754,77.58,122,1.4,,,,,,,,,8706,Republican,77.58
Kentucky,Grant__KY,2205,19.85,8725,78.55,178,1.6,,,,,,,,,11108,Republican,78.55
Kentucky,Graves__KY,3560,20.92,13206,77.6,253,1.48,,,,,,,,,17019,Republican,77.6
Kentucky,Grayson__KY,2400,20.03,9453,78.87,132,1.1,,,,,,,,,11985,Republican,78.87
Kentucky,Green__KY,920,15.83,4838,83.24,54,0.93,,,,,,,,,5812,Republican,83.24
Kentucky,Greenup__KY,4873,26.81,13064,71.88,239,1.31,,,,,,,,,18176,Republican,71.88
Kentucky,Hancock__KY,1351,29.45,3145,68.56,91,1.99,,,,,,,,,4587,Republican,68.56
Kentucky,Hardin__KY,18101,36.99,29832,60.96,1008,2.05,,,,,,,,,48941,Republican,60.96
Kentucky,Harlan__KY,1494,13.62,9367,85.38,110,1.0,,,,,,,,,10971,Republican,85.38
Kentucky,Harrison__KY,2400,27.09,6334,71.5,125,1.41,,,,,,,,,8859,Republican,71.5
Kentucky,Hart__KY,1908,22.8,6345,75.81,117,1.39,,,,,,,,,8370,Republican,75.81
Kentucky,Henderson__KY,7639,36.91,12730,61.51,328,1.58,,,,,,,,,20697,Republican,61.51
Kentucky,Henry__KY,2142,26.41,5843,72.05,125,1.54,,,,,,,,,8110,Republican,72.05
Kentucky,Hickman__KY,458,20.83,1714,77.94,27,1.23,,,,,,,,,2199,Republican,77.94
Kentucky,Hopkins__KY,5439,25.28,15757,73.25,316,1.47,,,,,,,,,21512,Republican,73.25
Kentucky,Jackson__KY,605,9.9,5453,89.2,55,0.9,,,,,,,,,6113,Republican,89.2
Kentucky,Jefferson__KY,228358,58.87,150646,38.84,8866,2.29,,,,,,,,,387870,Democrat,58.87
Kentucky,Jessamine__KY,8567,32.6,17096,65.05,617,2.35,,,,,,,,,26280,Republican,65.05
Kentucky,Johnson__KY,1608,15.78,8450,82.91,134,1.31,,,,,,,,,10192,Republican,82.91
Kentucky,Kenton__KY,32271,39.26,48129,58.55,1798,2.19,,,,,,,,,82198,Republican,58.55
Kentucky,Knott__KY,1412,22.58,4780,76.46,60,0.96,,,,,,,,,6252,Republican,76.46
Kentucky,Knox__KY,2114,15.93,11012,82.97,147,1.1,,,,,,,,,13273,Republican,82.97
Kentucky,Larue__KY,1504,20.6,5685,77.87,112,1.53,,,,,,,,,7301,Republican,77.87
Kentucky,Laurel__KY,4475,15.92,23237,82.66,399,1.42,,,,,,,,,28111,Republican,82.66
Kentucky,Lawrence__KY,1238,17.8,5633,80.99,84,1.21,,,,,,,,,6955,Republican,80.99
Kentucky,Lee__KY,481,17.17,2273,81.15,47,1.68,,,,,,,,,2801,Republican,81.15
Kentucky,Leslie__KY,446,9.27,4321,89.78,46,0.95,,,,,,,,,4813,Republican,89.78
Kentucky,Letcher__KY,1799,19.69,7226,79.1,110,1.21,,,,,,,,,9135,Republican,79.1
Kentucky,Lewis__KY,823,13.99,4986,84.75,74,1.26,,,,,,,,,5883,Republican,84.75
Kentucky,Lincoln__KY,2254,20.65,8489,77.78,171,1.57,,,,,,,,,10914,Republican,77.78
Kentucky,Livingston__KY,939,18.76,4010,80.14,55,1.1,,,,,,,,,5004,Republican,80.14
Kentucky,Logan__KY,3094,25.05,9067,73.42,189,1.53,,,,,,,,,12350,Republican,73.42
Kentucky,Lyon__KY,1092,25.83,3100,73.32,36,0.85,,,,,,,,,4228,Republican,73.32
Kentucky,McCracken__KY,11195,33.37,21820,65.04,534,1.59,,,,,,,,,33549,Republican,65.04
Kentucky,McCreary__KY,725,11.26,5664,87.98,49,0.76,,,,,,,,,6438,Republican,87.98
Kentucky,McLean__KY,1074,22.46,3633,75.97,75,1.57,,,,,,,,,4782,Republican,75.97
Kentucky,Madison__KY,15581,35.45,27356,62.23,1020,2.32,,,,,,,,,43957,Republican,62.23
Kentucky,Magoffin__KY,1214,22.29,4174,76.63,59,1.08,,,,,,,,,5447,Republican,76.63
Kentucky,Marion__KY,2722,30.49,6113,68.47,93,1.04,,,,,,,,,8928,Republican,68.47
Kentucky,Marshall__KY,4071,23.13,13297,75.54,235,1.33,,,,,,,,,17603,Republican,75.54
Kentucky,Martin__KY,403,10.24,3496,88.82,37,0.94,,,,,,,,,3936,Republican,88.82
Kentucky,Mason__KY,2362,29.68,5477,68.82,119,1.5,,,,,,,,,7958,Republican,68.82
Kentucky,Meade__KY,3632,25.74,10185,72.17,296,2.09,,,,,,,,,14113,Republican,72.17
Kentucky,Menifee__KY,750,24.18,2311,74.5,41,1.32,,,,,,,,,3102,Republican,74.5
Kentucky,Mercer__KY,3033,25.85,8506,72.48,196,1.67,,,,,,,,,11735,Republican,72.48
Kentucky,Metcalfe__KY,975,19.45,3959,78.99,78,1.56,,,,,,,,,5012,Republican,78.99
Kentucky,Monroe__KY,657,12.33,4628,86.83,45,0.84,,,,,,,,,5330,Republican,86.83
Kentucky,Montgomery__KY,3630,28.27,8993,70.03,219,1.7,,,,,,,,,12842,Republican,70.03
Kentucky,Morgan__KY,1175,21.19,4301,77.58,68,1.23,,,,,,,,,5544,Republican,77.58
Kentucky,Muhlenberg__KY,3545,24.9,10497,73.74,193,1.36,,,,,,,,,14235,Republican,73.74
Kentucky,Nelson__KY,7188,30.91,15703,67.52,365,1.57,,,,,,,,,23256,Republican,67.52
Kentucky,Nicholas__KY,955,28.12,2408,70.91,33,0.97,,,,,,,,,3396,Republican,70.91
Kentucky,Ohio__KY,2404,21.6,8582,77.11,143,1.29,,,,,,,,,11129,Republican,77.11
Kentucky,Oldham__KY,14505,38.2,22654,59.65,817,2.15,,,,,,,,,37976,Republican,59.65
Kentucky,Owen__KY,1098,20.12,4292,78.64,68,1.24,,,,,,,,,5458,Republican,78.64
Kentucky,Owsley__KY,216,11.39,1671,88.13,9,0.48,,,,,,,,,1896,Republican,88.13
Kentucky,Pendleton__KY,1322,19.09,5515,79.64,88,1.27,,,,,,,,,6925,Republican,79.64
Kentucky,Perry__KY,2356,22.17,8129,76.5,141,1.33,,,,,,,,,10626,Republican,76.5
Kentucky,Pike__KY,4866,19.16,20284,79.87,245,0.97,,,,,,,,,25395,Republican,79.87
Kentucky,Powell__KY,1367,24.83,4041,73.41,97,1.76,,,,,,,,,5505,Republican,73.41
Kentucky,Pulaski__KY,5666,17.95,25442,80.62,449,1.43,,,,,,,,,31557,Republican,80.62
Kentucky,Robertson__KY,253,22.08,884,77.14,9,0.78,,,,,,,,,1146,Republican,77.14
Kentucky,Rockcastle__KY,1134,14.57,6577,84.49,73,0.94,,,,,,,,,7784,Republican,84.49
Kentucky,Rowan__KY,3880,38.55,5994,59.55,191,1.9,,,,,,,,,10065,Republican,59.55
Kentucky,Russell__KY,1331,14.86,7519,83.96,105,1.18,,,,,,,,,8955,Republican,83.96
Kentucky,Scott__KY,10567,36.48,17767,61.33,635,2.19,,,,,,,,,28969,Republican,61.33
Kentucky,Shelby__KY,8077,34.3,15055,63.93,418,1.77,,,,,,,,,23550,Republican,63.93
Kentucky,Simpson__KY,2681,30.7,5888,67.43,163,1.87,,,,,,,,,8732,Republican,67.43
Kentucky,Spencer__KY,2530,22.13,8737,76.42,166,1.45,,,,,,,,,11433,Republican,76.42
Kentucky,Taylor__KY,2963,23.67,9376,74.91,178,1.42,,,,,,,,,12517,Republican,74.91
Kentucky,Todd__KY,1205,22.47,4062,75.74,96,1.79,,,,,,,,,5363,Republican,75.74
Kentucky,Trigg__KY,1791,24.28,5487,74.39,98,1.33,,,,,,,,,7376,Republican,74.39
Kentucky,Trimble__KY,1012,23.43,3227,74.7,81,1.87,,,,,,,,,4320,Republican,74.7
Kentucky,Union__KY,1529,23.25,4965,75.49,83,1.26,,,,,,,,,6577,Republican,75.49
Kentucky,Warren__KY,22479,40.58,31791,57.38,1131,2.04,,,,,,,,,55401,Republican,57.38
Kentucky,Washington__KY,1644,26.41,4482,72.0,99,1.59,,,,,,,,,6225,Republican,72.0
Kentucky,Wayne__KY,1700,18.4,7430,80.41,110,1.19,,,,,,,,,9240,Republican,80.41
Kentucky,Webster__KY,1412,23.56,4506,75.19,75,1.25,,,,,,,,,5993,Republican,75.19
Kentucky,Whitley__KY,2552,16.62,12567,81.84,237,1.54,,,,,,,,,15356,Republican,81.84
Kentucky,Wolfe__KY,839,28.16,2097,70.39,43,1.45,,,,,,,,,2979,Republican,70.39
Kentucky,Woodford__KY,6530,42.93,8362,54.97,319,2.1,,,,,,,,,15211,Republican,54.97
Louisiana,Acadia__LA,5443,19.15,22596,79.49,386,1.36,,,,,,,,,28425,Republican,79.49
Louisiana,Allen__LA,2108,21.49,7574,77.21,128,1.3,,,,,,,,,9810,Republican,77.21
Louisiana,Ascension__LA,20399,32.73,40687,65.28,1239,1.99,,,,,,,,,62325,Republican,65.28
Louisiana,Assumption__LA,3833,34.12,7271,64.72,131,1.16,,,,,,,,,11235,Republican,64.72
Louisiana,Avoyelles__LA,4979,28.79,12028,69.56,285,1.65,,,,,,,,,17292,Republican,69.56
Louisiana,Beauregard__LA,2542,15.54,13575,82.99,240,1.47,,,,,,,,,16357,Republican,82.99
Louisiana,Bienville__LA,3067,43.5,3891,55.19,92,1.31,,,,,,,,,7050,Republican,55.19
Louisiana,Bossier__LA,15662,28.66,38074,69.66,919,1.68,,,,,,,,,54655,Republican,69.66
Louisiana,Caddo__LA,55110,52.53,48021,45.77,1781,1.7,,,,,,,,,104912,Democrat,52.53
Louisiana,Calcasieu__LA,25982,31.43,55066,66.62,1615,1.95,,,,,,,,,82663,Republican,66.62
Louisiana,Caldwell__LA,745,15.64,3976,83.49,41,0.87,,,,,,,,,4762,Republican,83.49
Louisiana,Cameron__LA,324,8.02,3671,90.89,44,1.09,,,,,,,,,4039,Republican,90.89
Louisiana,Catahoula__LA,1269,26.12,3541,72.89,48,0.99,,,,,,,,,4858,Republican,72.89
Louisiana,Claiborne__LA,2731,41.5,3770,57.29,79,1.21,,,,,,,,,6580,Republican,57.29
Louisiana,Concordia__LA,3177,35.99,5550,62.87,101,1.14,,,,,,,,,8828,Republican,62.87
Louisiana,De_Soto__LA,5457,37.03,9112,61.83,167,1.14,,,,,,,,,14736,Republican,61.83
Louisiana,East_Baton_Rouge__LA,115577,55.52,88420,42.47,4185,2.01,,,,,,,,,208182,Democrat,55.52
Louisiana,East_Carroll__LA,1900,62.58,1080,35.57,56,1.85,,,,,,,,,3036,Democrat,62.58
Louisiana,East_Feliciana__LA,4280,40.73,6064,57.7,165,1.57,,,,,,,,,10509,Republican,57.7
Louisiana,Evangeline__LA,4158,26.98,11053,71.72,201,1.3,,,,,,,,,15412,Republican,71.72
Louisiana,Franklin__LA,2658,27.35,6970,71.71,92,0.94,,,,,,,,,9720,Republican,71.71
Louisiana,Grant__LA,1157,12.32,8117,86.42,118,1.26,,,,,,,,,9392,Republican,86.42
Louisiana,Iberia__LA,11027,33.71,21251,64.96,435,1.33,,,,,,,,,32713,Republican,64.96
Louisiana,Iberville__LA,8514,50.92,7893,47.21,312,1.87,,,,,,,,,16719,Democrat,50.92
Louisiana,Jackson__LA,2143,28.08,5394,70.68,95,1.24,,,,,,,,,7632,Republican,70.68
Louisiana,Jefferson__LA,84477,43.6,105949,54.69,3307,1.71,,,,,,,,,193733,Republican,54.69
Louisiana,Jefferson_Davis__LA,3208,21.62,11423,76.97,210,1.41,,,,,,,,,14841,Republican,76.97
Louisiana,Lafayette__LA,39685,34.65,72519,63.32,2317,2.03,,,,,,,,,114521,Republican,63.32
Louisiana,Lafourche__LA,8672,19.11,36024,79.37,692,1.52,,,,,,,,,45388,Republican,79.37
Louisiana,LaSalle__LA,638,9.02,6378,90.12,61,0.86,,,,,,,,,7077,Republican,90.12
Louisiana,Lincoln__LA,7559,39.22,11311,58.68,405,2.1,,,,,,,,,19275,Republican,58.68
Louisiana,Livingston__LA,9249,14.18,54877,84.13,1104,1.69,,,,,,,,,65230,Republican,84.13
Louisiana,Madison__LA,2654,56.83,1930,41.33,86,1.84,,,,,,,,,4670,Democrat,56.83
Louisiana,Morehouse__LA,4946,42.73,6510,56.25,118,1.02,,,,,,,,,11574,Republican,56.25
Louisiana,Natchitoches__LA,6896,41.66,9358,56.53,300,1.81,,,,,,,,,16554,Republican,56.53
Louisiana,Orleans__LA,147854,83.15,26664,15.0,3301,1.85,,,,,,,,,177819,Democrat,83.15
Louisiana,Ouachita__LA,25913,37.46,42255,61.09,998,1.45,,,,,,,,,69166,Republican,61.09
Louisiana,Plaquemines__LA,3414,31.0,7412,67.3,188,1.7,,,,,,,,,11014,Republican,67.3
Louisiana,Pointe_Coupee__LA,4683,37.85,7503,60.65,185,1.5,,,,,,,,,12371,Republican,60.65
Louisiana,Rapides__LA,19475,33.08,38347,65.14,1043,1.78,,,,,,,,,58865,Republican,65.14
Louisiana,Red_River__LA,1644,39.79,2413,58.4,75,1.81,,,,,,,,,4132,Republican,58.4
Louisiana,Richland__LA,3225,32.44,6607,66.47,108,1.09,,,,,,,,,9940,Republican,66.47
Louisiana,Sabine__LA,1731,16.34,8776,82.82,89,0.84,,,,,,,,,10596,Republican,82.82
Louisiana,St__Bernard__LA,6151,34.85,11179,63.34,320,1.81,,,,,,,,,17650,Republican,63.34
Louisiana,St__Charles__LA,9800,34.37,18233,63.94,484,1.69,,,,,,,,,28517,Republican,63.94
Louisiana,St__Helena__LA,3346,54.34,2714,44.07,98,1.59,,,,,,,,,6158,Democrat,54.34
Louisiana,St__James__LA,6510,51.71,5954,47.29,126,1.0,,,,,,,,,12590,Democrat,51.71
Louisiana,St__John_the_Baptist__LA,13582,63.37,7538,35.17,312,1.46,,,,,,,,,21432,Democrat,63.37
Louisiana,St__Landry__LA,17372,42.21,23171,56.3,611,1.49,,,,,,,,,41154,Republican,56.3
Louisiana,St__Martin__LA,8439,31.21,18203,67.32,396,1.47,,,,,,,,,27038,Republican,67.32
Louisiana,St__Mary__LA,8055,34.74,14811,63.88,320,1.38,,,,,,,,,23186,Republican,63.88
Louisiana,St__Tammany__LA,37746,26.94,99666,71.13,2698,1.93,,,,,,,,,140110,Republican,71.13
Louisiana,Tangipahoa__LA,18887,32.76,37806,65.57,968,1.67,,,,,,,,,57661,Republican,65.57
