State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Gary Johnson Libertarian_Votes,Gary Johnson Libertarian_Pct,Jill Stein Green_Votes,Jill Stein Green_Pct,Evan McMullin Independent_Votes,Evan McMullin Independent_Pct,Gary Johnson Nonparty_Votes,Gary Johnson Nonparty_Pct,Richard Duncan Nonparty_Votes,Richard Duncan Nonparty_Pct,Darrell Castle Constitution_Votes,Darrell Castle Constitution_Pct,Evan McMullin Unaffiliated_Votes,Evan McMullin Unaffiliated_Pct,Total_Votes,Winner,Winner_Pct
Illinois,Greene__IL,1205,21.58,4145,74.22,235,4.2,0,0.0,0,0.0,0,0.0,,,,,,,,,5585,Republican,74.22
Illinois,Grundy__IL,8065,34.71,13454,57.9,1718,7.39,0,0.0,0,0.0,0,0.0,,,,,,,,,23237,Republican,57.9
Illinois,Hamilton__IL,802,19.3,3206,77.14,148,3.56,0,0.0,0,0.0,0,0.0,,,,,,,,,4156,Republican,77.14
Illinois,Hancock__IL,2139,23.45,6430,70.5,552,6.05,0,0.0,0,0.0,0,0.0,,,,,,,,,9121,Republican,70.5
Illinois,Hardin__IL,420,19.55,1653,76.96,75,3.49,0,0.0,0,0.0,0,0.0,,,,,,,,,2148,Republican,76.96
Illinois,Henderson__IL,1155,32.83,2155,61.26,208,5.91,0,0.0,0,0.0,0,0.0,,,,,,,,,3518,Republican,61.26
Illinois,Henry__IL,8871,36.0,13985,56.75,1787,7.25,0,0.0,0,0.0,0,0.0,,,,,,,,,24643,Republican,56.75
Illinois,Iroquois__IL,2504,19.11,9750,74.42,848,6.47,0,0.0,0,0.0,0,0.0,,,,,,,,,13102,Republican,74.42
Illinois,Jackson__IL,11634,47.26,10843,44.05,2140,8.69,0,0.0,0,0.0,0,0.0,,,,,,,,,24617,Democrat,47.26
Illinois,Jasper__IL,924,18.08,3975,77.76,213,4.16,0,0.0,0,0.0,0,0.0,,,,,,,,,5112,Republican,77.76
Illinois,Jefferson__IL,4425,26.03,11695,68.8,879,5.17,0,0.0,0,0.0,0,0.0,,,,,,,,,16999,Republican,68.8
Illinois,Jersey__IL,2679,24.37,7748,70.49,564,5.14,0,0.0,0,0.0,0,0.0,,,,,,,,,10991,Republican,70.49
Illinois,Jo_Daviess__IL,4462,39.37,6121,54.01,751,6.62,0,0.0,0,0.0,0,0.0,,,,,,,,,11334,Republican,54.01
Illinois,Johnson__IL,1142,18.76,4649,76.35,298,4.89,0,0.0,0,0.0,0,0.0,,,,,,,,,6089,Republican,76.35
Illinois,Kane__IL,103665,51.91,82734,41.43,13288,6.66,0,0.0,0,0.0,0,0.0,,,,,,,,,199687,Democrat,51.91
Illinois,Kankakee__IL,18971,40.1,25129,53.12,3205,6.78,0,0.0,0,0.0,0,0.0,,,,,,,,,47305,Republican,53.12
Illinois,Kendall__IL,24884,46.03,24961,46.18,4210,7.79,0,0.0,0,0.0,0,0.0,,,,,,,,,54055,Republican,46.18
Illinois,Knox__IL,10083,44.81,10737,47.71,1683,7.48,0,0.0,0,0.0,0,0.0,,,,,,,,,22503,Republican,47.71
Illinois,Lake__IL,171095,56.37,109767,36.16,22658,7.47,0,0.0,0,0.0,0,0.0,,,,,,,,,303520,Democrat,56.37
Illinois,La_Salle__IL,19543,39.29,26689,53.65,3511,7.06,0,0.0,0,0.0,0,0.0,,,,,,,,,49743,Republican,53.65
Illinois,Lawrence__IL,1290,21.17,4521,74.19,283,4.64,0,0.0,0,0.0,0,0.0,,,,,,,,,6094,Republican,74.19
Illinois,Lee__IL,5528,35.69,8612,55.6,1349,8.71,0,0.0,0,0.0,0,0.0,,,,,,,,,15489,Republican,55.6
Illinois,Livingston__IL,4023,26.22,10208,66.54,1111,7.24,0,0.0,0,0.0,0,0.0,,,,,,,,,15342,Republican,66.54
Illinois,Logan__IL,3313,26.72,8181,65.97,907,7.31,0,0.0,0,0.0,0,0.0,,,,,,,,,12401,Republican,65.97
Illinois,Macon__IL,18343,38.17,26866,55.9,2851,5.93,0,0.0,0,0.0,0,0.0,,,,,,,,,48060,Republican,55.9
Illinois,Macoupin__IL,6689,29.87,14322,63.96,1380,6.17,0,0.0,0,0.0,0,0.0,,,,,,,,,22391,Republican,63.96
Illinois,Madison__IL,50587,38.86,70490,54.15,9102,6.99,0,0.0,0,0.0,0,0.0,,,,,,,,,130179,Republican,54.15
Illinois,Marion__IL,4369,25.55,11859,69.36,870,5.09,0,0.0,0,0.0,0,0.0,,,,,,,,,17098,Republican,69.36
Illinois,Marshall__IL,1789,29.9,3785,63.25,410,6.85,0,0.0,0,0.0,0,0.0,,,,,,,,,5984,Republican,63.25
Illinois,Mason__IL,2014,31.02,4058,62.5,421,6.48,0,0.0,0,0.0,0,0.0,,,,,,,,,6493,Republican,62.5
Illinois,Massac__IL,1558,23.26,4846,72.36,293,4.38,0,0.0,0,0.0,0,0.0,,,,,,,,,6697,Republican,72.36
Illinois,McDonough__IL,5288,40.23,6795,51.7,1061,8.07,0,0.0,0,0.0,0,0.0,,,,,,,,,13144,Republican,51.7
Illinois,McHenry__IL,60803,42.24,71612,49.75,11515,8.01,0,0.0,0,0.0,0,0.0,,,,,,,,,143930,Republican,49.75
Illinois,McLean__IL,36196,44.51,37237,45.79,7891,9.7,0,0.0,0,0.0,0,0.0,,,,,,,,,81324,Republican,45.79
Illinois,Menard__IL,1817,27.89,4231,64.94,467,7.17,0,0.0,0,0.0,0,0.0,,,,,,,,,6515,Republican,64.94
Illinois,Mercer__IL,3071,36.02,4807,56.39,647,7.59,0,0.0,0,0.0,0,0.0,,,,,,,,,8525,Republican,56.39
Illinois,Monroe__IL,5535,28.6,12629,65.25,1190,6.15,0,0.0,0,0.0,0,0.0,,,,,,,,,19354,Republican,65.25
Illinois,Montgomery__IL,3504,27.0,8630,66.5,844,6.5,0,0.0,0,0.0,0,0.0,,,,,,,,,12978,Republican,66.5
Illinois,Morgan__IL,4696,31.73,9076,61.32,1028,6.95,0,0.0,0,0.0,0,0.0,,,,,,,,,14800,Republican,61.32
Illinois,Moultrie__IL,1481,23.57,4455,70.91,347,5.52,0,0.0,0,0.0,0,0.0,,,,,,,,,6283,Republican,70.91
Illinois,Ogle__IL,8050,33.27,14352,59.32,1791,7.41,0,0.0,0,0.0,0,0.0,,,,,,,,,24193,Republican,59.32
Illinois,Peoria__IL,38060,48.12,35633,45.05,5409,6.83,0,0.0,0,0.0,0,0.0,,,,,,,,,79102,Democrat,48.12
Illinois,Perry__IL,2462,24.93,6855,69.42,557,5.65,0,0.0,0,0.0,0,0.0,,,,,,,,,9874,Republican,69.42
Illinois,Piatt__IL,2645,29.19,5634,62.19,781,8.62,0,0.0,0,0.0,0,0.0,,,,,,,,,9060,Republican,62.19
Illinois,Pike__IL,1413,18.76,5754,76.41,363,4.83,0,0.0,0,0.0,0,0.0,,,,,,,,,7530,Republican,76.41
Illinois,Pope__IL,375,17.51,1678,78.34,89,4.15,0,0.0,0,0.0,0,0.0,,,,,,,,,2142,Republican,78.34
Illinois,Pulaski__IL,962,35.17,1675,61.24,98,3.59,0,0.0,0,0.0,0,0.0,,,,,,,,,2735,Republican,61.24
Illinois,Putnam__IL,1147,36.86,1767,56.78,198,6.36,0,0.0,0,0.0,0,0.0,,,,,,,,,3112,Republican,56.78
Illinois,Randolph__IL,3439,24.23,10023,70.61,732,5.16,0,0.0,0,0.0,0,0.0,,,,,,,,,14194,Republican,70.61
Illinois,Richland__IL,1584,20.59,5739,74.59,371,4.82,0,0.0,0,0.0,0,0.0,,,,,,,,,7694,Republican,74.59
Illinois,Rock_Island__IL,32298,50.47,26998,42.19,4698,7.34,0,0.0,0,0.0,0,0.0,,,,,,,,,63994,Democrat,50.47
Illinois,Saline__IL,2572,22.59,8276,72.7,536,4.71,0,0.0,0,0.0,0,0.0,,,,,,,,,11384,Republican,72.7
Illinois,Sangamon__IL,40907,41.58,49944,50.77,7522,7.65,0,0.0,0,0.0,0,0.0,,,,,,,,,98373,Republican,50.77
Illinois,Schuyler__IL,1075,28.04,2524,65.83,235,6.13,0,0.0,0,0.0,0,0.0,,,,,,,,,3834,Republican,65.83
Illinois,Scott__IL,535,20.51,1966,75.38,107,4.11,0,0.0,0,0.0,0,0.0,,,,,,,,,2608,Republican,75.38
Illinois,Shelby__IL,2288,20.71,8229,74.48,532,4.81,0,0.0,0,0.0,0,0.0,,,,,,,,,11049,Republican,74.48
Illinois,St__Clair__IL,60756,50.03,53857,44.35,6823,5.62,0,0.0,0,0.0,0,0.0,,,,,,,,,121436,Democrat,50.03
Illinois,Stark__IL,751,27.38,1778,64.82,214,7.8,0,0.0,0,0.0,0,0.0,,,,,,,,,2743,Republican,64.82
Illinois,Stephenson__IL,7768,38.19,11083,54.48,1492,7.33,0,0.0,0,0.0,0,0.0,,,,,,,,,20343,Republican,54.48
Illinois,Tazewell__IL,20685,31.95,38707,59.78,5359,8.27,0,0.0,0,0.0,0,0.0,,,,,,,,,64751,Republican,59.78
Illinois,Union__IL,2402,27.88,5790,67.2,424,4.92,0,0.0,0,0.0,0,0.0,,,,,,,,,8616,Republican,67.2
Illinois,Vermilion__IL,10039,32.58,19087,61.93,1692,5.49,0,0.0,0,0.0,0,0.0,,,,,,,,,30818,Republican,61.93
Illinois,Wabash__IL,1151,21.07,4047,74.07,266,4.86,0,0.0,0,0.0,0,0.0,,,,,,,,,5464,Republican,74.07
Illinois,Warren__IL,2987,38.26,4275,54.76,545,6.98,0,0.0,0,0.0,0,0.0,,,,,,,,,7807,Republican,54.76
Illinois,Washington__IL,1448,19.47,5571,74.9,419,5.63,0,0.0,0,0.0,0,0.0,,,,,,,,,7438,Republican,74.9
Illinois,Wayne__IL,1048,12.62,6967,83.93,286,3.45,0,0.0,0,0.0,0,0.0,,,,,,,,,8301,Republican,83.93
Illinois,White__IL,1412,19.25,5640,76.89,283,3.86,0,0.0,0,0.0,0,0.0,,,,,,,,,7335,Republican,76.89
Illinois,Whiteside__IL,11035,43.14,12615,49.31,1932,7.55,0,0.0,0,0.0,0,0.0,,,,,,,,,25582,Republican,49.31
Illinois,Will__IL,151927,49.94,132720,43.63,19579,6.43,0,0.0,0,0.0,0,0.0,,,,,,,,,304226,Democrat,49.94
Illinois,Williamson__IL,8581,26.94,21570,67.72,1701,5.34,0,0.0,0,0.0,0,0.0,,,,,,,,,31852,Republican,67.72
Illinois,Winnebago__IL,55713,46.41,55624,46.33,8718,7.26,0,0.0,0,0.0,0,0.0,,,,,,,,,120055,Democrat,46.41
Illinois,Woodford__IL,5092,25.63,13207,66.49,1565,7.88,0,0.0,0,0.0,0,0.0,,,,,,,,,19864,Republican,66.49
Indiana,Adams__IN,2805,21.26,9648,73.12,741,5.62,0,0.0,0,0.0,0,0.0,,,,,,,,,13194,Republican,73.12
Indiana,Allen__IN,55382,37.26,83930,56.47,9320,6.27,0,0.0,0,0.0,0,0.0,,,,,,,,,148632,Republican,56.47
Indiana,Bartholomew__IN,9841,30.08,20640,63.09,2236,6.83,0,0.0,0,0.0,0,0.0,,,,,,,,,32717,Republican,63.09
Indiana,Benton__IN,860,23.32,2579,69.93,249,6.75,0,0.0,0,0.0,0,0.0,,,,,,,,,3688,Republican,69.93
Indiana,Blackford__IN,1243,25.47,3350,68.63,288,5.9,0,0.0,0,0.0,0,0.0,,,,,,,,,4881,Republican,68.63
Indiana,Boone__IN,10181,31.29,19654,60.41,2702,8.3,0,0.0,0,0.0,0,0.0,,,,,,,,,32537,Republican,60.41
Indiana,Brown__IN,2518,31.47,5016,62.69,467,5.84,0,0.0,0,0.0,0,0.0,,,,,,,,,8001,Republican,62.69
Indiana,Carroll__IN,1892,21.74,6273,72.1,536,6.16,0,0.0,0,0.0,0,0.0,,,,,,,,,8701,Republican,72.1
Indiana,Cass__IN,3759,26.46,9701,68.27,749,5.27,0,0.0,0,0.0,0,0.0,,,,,,,,,14209,Republican,68.27
Indiana,Clark__IN,18808,36.32,30035,57.99,2946,5.69,0,0.0,0,0.0,0,0.0,,,,,,,,,51789,Republican,57.99
Indiana,Clay__IN,2306,20.34,8531,75.26,498,4.4,0,0.0,0,0.0,0,0.0,,,,,,,,,11335,Republican,75.26
Indiana,Clinton__IN,2819,23.51,8531,71.15,641,5.34,0,0.0,0,0.0,0,0.0,,,,,,,,,11991,Republican,71.15
Indiana,Crawford__IN,1323,28.5,3015,64.95,304,6.55,0,0.0,0,0.0,0,0.0,,,,,,,,,4642,Republican,64.95
Indiana,Daviess__IN,1800,16.64,8545,78.98,474,4.38,0,0.0,0,0.0,0,0.0,,,,,,,,,10819,Republican,78.98
Indiana,Dearborn__IN,4883,20.24,18113,75.06,1135,4.7,0,0.0,0,0.0,0,0.0,,,,,,,,,24131,Republican,75.06
Indiana,Decatur__IN,2121,18.97,8490,75.95,567,5.08,0,0.0,0,0.0,0,0.0,,,,,,,,,11178,Republican,75.95
Indiana,DeKalb__IN,3942,23.19,12054,70.92,1000,5.89,0,0.0,0,0.0,0,0.0,,,,,,,,,16996,Republican,70.92
Indiana,Delaware__IN,18153,39.89,24263,53.31,3093,6.8,0,0.0,0,0.0,0,0.0,,,,,,,,,45509,Republican,53.31
Indiana,Dubois__IN,5389,26.82,13365,66.51,1341,6.67,0,0.0,0,0.0,0,0.0,,,,,,,,,20095,Republican,66.51
Indiana,Elkhart__IN,20740,31.31,41867,63.21,3632,5.48,0,0.0,0,0.0,0,0.0,,,,,,,,,66239,Republican,63.21
Indiana,Fayette__IN,2252,23.46,6839,71.25,507,5.29,0,0.0,0,0.0,0,0.0,,,,,,,,,9598,Republican,71.25
Indiana,Floyd__IN,13945,36.85,21432,56.64,2465,6.51,0,0.0,0,0.0,0,0.0,,,,,,,,,37842,Republican,56.64
Indiana,Fountain__IN,1476,19.59,5662,75.15,396,5.26,0,0.0,0,0.0,0,0.0,,,,,,,,,7534,Republican,75.15
Indiana,Franklin__IN,1969,17.74,8669,78.12,459,4.14,0,0.0,0,0.0,0,0.0,,,,,,,,,11097,Republican,78.12
Indiana,Fulton__IN,1960,23.23,6010,71.23,467,5.54,0,0.0,0,0.0,0,0.0,,,,,,,,,8437,Republican,71.23
Indiana,Gibson__IN,3721,24.03,11081,71.56,682,4.41,0,0.0,0,0.0,0,0.0,,,,,,,,,15484,Republican,71.56
Indiana,Grant__IN,7010,27.41,17008,66.51,1554,6.08,0,0.0,0,0.0,0,0.0,,,,,,,,,25572,Republican,66.51
Indiana,Greene__IN,2929,21.13,10277,74.14,655,4.73,0,0.0,0,0.0,0,0.0,,,,,,,,,13861,Republican,74.14
Indiana,Hamilton__IN,57263,36.72,87404,56.04,11299,7.24,0,0.0,0,0.0,0,0.0,,,,,,,,,155966,Republican,56.04
Indiana,Hancock__IN,8904,24.42,25074,68.76,2490,6.82,0,0.0,0,0.0,0,0.0,,,,,,,,,36468,Republican,68.76
Indiana,Harrison__IN,4783,25.77,12943,69.74,832,4.49,0,0.0,0,0.0,0,0.0,,,,,,,,,18558,Republican,69.74
Indiana,Hendricks__IN,22600,29.67,48337,63.45,5247,6.88,0,0.0,0,0.0,0,0.0,,,,,,,,,76184,Republican,63.45
Indiana,Henry__IN,5124,25.25,13895,68.48,1271,6.27,0,0.0,0,0.0,0,0.0,,,,,,,,,20290,Republican,68.48
Indiana,Howard__IN,11215,30.03,23675,63.4,2452,6.57,0,0.0,0,0.0,0,0.0,,,,,,,,,37342,Republican,63.4
Indiana,Huntington__IN,3506,21.67,11649,71.99,1026,6.34,0,0.0,0,0.0,0,0.0,,,,,,,,,16181,Republican,71.99
Indiana,Jackson__IN,3843,21.75,12859,72.79,965,5.46,0,0.0,0,0.0,0,0.0,,,,,,,,,17667,Republican,72.79
Indiana,Jasper__IN,3329,24.7,9382,69.61,767,5.69,0,0.0,0,0.0,0,0.0,,,,,,,,,13478,Republican,69.61
Indiana,Jay__IN,1889,23.55,5697,71.02,436,5.43,0,0.0,0,0.0,0,0.0,,,,,,,,,8022,Republican,71.02
Indiana,Jefferson__IN,4326,31.69,8546,62.59,781,5.72,0,0.0,0,0.0,0,0.0,,,,,,,,,13653,Republican,62.59
Indiana,Jennings__IN,2364,21.05,8224,73.23,643,5.72,0,0.0,0,0.0,0,0.0,,,,,,,,,11231,Republican,73.23
Indiana,Johnson__IN,17318,25.79,45456,67.7,4373,6.51,0,0.0,0,0.0,0,0.0,,,,,,,,,67147,Republican,67.7
Indiana,Knox__IN,3772,24.18,11077,71.0,753,4.82,0,0.0,0,0.0,0,0.0,,,,,,,,,15602,Republican,71.0
Indiana,Kosciusko__IN,6313,19.46,23935,73.78,2193,6.76,0,0.0,0,0.0,0,0.0,,,,,,,,,32441,Republican,73.78
Indiana,LaGrange__IN,2080,21.52,7025,72.68,561,5.8,0,0.0,0,0.0,0,0.0,,,,,,,,,9666,Republican,72.68
Indiana,Lake__IN,116935,57.66,75625,37.29,10243,5.05,0,0.0,0,0.0,0,0.0,,,,,,,,,202803,Democrat,57.66
Indiana,LaPorte__IN,19798,43.41,22687,49.74,3124,6.85,0,0.0,0,0.0,0,0.0,,,,,,,,,45609,Republican,49.74
Indiana,Lawrence__IN,4210,21.88,14035,72.95,993,5.17,0,0.0,0,0.0,0,0.0,,,,,,,,,19238,Republican,72.95
Indiana,Madison__IN,18595,34.2,32376,59.54,3407,6.26,0,0.0,0,0.0,0,0.0,,,,,,,,,54378,Republican,59.54
Indiana,Marion__IN,212899,58.03,130360,35.53,23620,6.44,0,0.0,0,0.0,0,0.0,,,,,,,,,366879,Democrat,58.03
Indiana,Marshall__IN,4798,26.3,12288,67.36,1155,6.34,0,0.0,0,0.0,0,0.0,,,,,,,,,18241,Republican,67.36
Indiana,Martin__IN,881,18.18,3697,76.29,268,5.53,0,0.0,0,0.0,0,0.0,,,,,,,,,4846,Republican,76.29
Indiana,Miami__IN,2766,20.34,9975,73.34,860,6.32,0,0.0,0,0.0,0,0.0,,,,,,,,,13601,Republican,73.34
Indiana,Monroe__IN,34216,58.53,20592,35.23,3646,6.24,0,0.0,0,0.0,0,0.0,,,,,,,,,58454,Democrat,58.53
Indiana,Montgomery__IN,3362,22.01,11059,72.41,851,5.58,0,0.0,0,0.0,0,0.0,,,,,,,,,15272,Republican,72.41
Indiana,Morgan__IN,6040,19.21,23674,75.28,1732,5.51,0,0.0,0,0.0,0,0.0,,,,,,,,,31446,Republican,75.28
Indiana,Newton__IN,1404,23.96,4077,69.57,379,6.47,0,0.0,0,0.0,0,0.0,,,,,,,,,5860,Republican,69.57
Indiana,Noble__IN,3904,22.83,12198,71.32,1002,5.85,0,0.0,0,0.0,0,0.0,,,,,,,,,17104,Republican,71.32
Indiana,Ohio__IN,686,23.49,2118,72.51,117,4.0,0,0.0,0,0.0,0,0.0,,,,,,,,,2921,Republican,72.51
Indiana,Orange__IN,2048,24.74,5803,70.1,427,5.16,0,0.0,0,0.0,0,0.0,,,,,,,,,8278,Republican,70.1
Indiana,Owen__IN,1946,22.59,6153,71.41,517,6.0,0,0.0,0,0.0,0,0.0,,,,,,,,,8616,Republican,71.41
Indiana,Parke__IN,1441,21.71,4863,73.28,332,5.01,0,0.0,0,0.0,0,0.0,,,,,,,,,6636,Republican,73.28
Indiana,Perry__IN,3062,37.84,4556,56.3,474,5.86,0,0.0,0,0.0,0,0.0,,,,,,,,,8092,Republican,56.3
Indiana,Pike__IN,1297,21.7,4398,73.58,282,4.72,0,0.0,0,0.0,0,0.0,,,,,,,,,5977,Republican,73.58
Indiana,Porter__IN,33676,43.03,38832,49.62,5758,7.35,0,0.0,0,0.0,0,0.0,,,,,,,,,78266,Republican,49.62
Indiana,Posey__IN,3521,27.96,8404,66.74,667,5.3,0,0.0,0,0.0,0,0.0,,,,,,,,,12592,Republican,66.74
Indiana,Pulaski__IN,1327,24.31,3854,70.6,278,5.09,0,0.0,0,0.0,0,0.0,,,,,,,,,5459,Republican,70.6
Indiana,Putnam__IN,3356,22.65,10637,71.78,825,5.57,0,0.0,0,0.0,0,0.0,,,,,,,,,14818,Republican,71.78
Indiana,Randolph__IN,2446,23.24,7517,71.43,560,5.33,0,0.0,0,0.0,0,0.0,,,,,,,,,10523,Republican,71.43
Indiana,Ripley__IN,2471,19.1,9806,75.81,658,5.09,0,0.0,0,0.0,0,0.0,,,,,,,,,12935,Republican,75.81
Indiana,Rush__IN,1525,20.99,5292,72.83,449,6.18,0,0.0,0,0.0,0,0.0,,,,,,,,,7266,Republican,72.83
Indiana,Scott__IN,2642,28.88,6074,66.4,431,4.72,0,0.0,0,0.0,0,0.0,,,,,,,,,9147,Republican,66.4
Indiana,Shelby__IN,4247,23.49,12718,70.34,1115,6.17,0,0.0,0,0.0,0,0.0,,,,,,,,,18080,Republican,70.34
Indiana,Spencer__IN,2861,28.47,6572,65.41,615,6.12,0,0.0,0,0.0,0,0.0,,,,,,,,,10048,Republican,65.41
Indiana,St__Joseph__IN,52252,46.72,52021,46.51,7569,6.77,0,0.0,0,0.0,0,0.0,,,,,,,,,111842,Democrat,46.72
Indiana,Starke__IN,2489,26.72,6367,68.34,460,4.94,0,0.0,0,0.0,0,0.0,,,,,,,,,9316,Republican,68.34
Indiana,Steuben__IN,3744,25.45,10133,68.87,837,5.68,0,0.0,0,0.0,0,0.0,,,,,,,,,14714,Republican,68.87
Indiana,Sullivan__IN,2113,24.53,6138,71.26,362,4.21,0,0.0,0,0.0,0,0.0,,,,,,,,,8613,Republican,71.26
Indiana,Switzerland__IN,930,25.07,2558,68.97,221,5.96,0,0.0,0,0.0,0,0.0,,,,,,,,,3709,Republican,68.97
Indiana,Tippecanoe__IN,27282,43.07,30768,48.57,5292,8.36,0,0.0,0,0.0,0,0.0,,,,,,,,,63342,Republican,48.57
Indiana,Tipton__IN,1587,21.13,5589,74.42,334,4.45,0,0.0,0,0.0,0,0.0,,,,,,,,,7510,Republican,74.42
Indiana,Union__IN,715,21.57,2445,73.76,155,4.67,0,0.0,0,0.0,0,0.0,,,,,,,,,3315,Republican,73.76
Indiana,Vanderburgh__IN,28530,38.88,40496,55.19,4349,5.93,0,0.0,0,0.0,0,0.0,,,,,,,,,73375,Republican,55.19
Indiana,Vermillion__IN,2081,29.84,4513,64.72,379,5.44,0,0.0,0,0.0,0,0.0,,,,,,,,,6973,Republican,64.72
Indiana,Vigo__IN,15931,39.7,21937,54.67,2259,5.63,0,0.0,0,0.0,0,0.0,,,,,,,,,40127,Republican,54.67
Indiana,Wabash__IN,3018,22.27,9821,72.47,713,5.26,0,0.0,0,0.0,0,0.0,,,,,,,,,13552,Republican,72.47
Indiana,Warren__IN,839,21.22,2898,73.31,216,5.47,0,0.0,0,0.0,0,0.0,,,,,,,,,3953,Republican,73.31
Indiana,Warrick__IN,9086,30.35,19113,63.84,1741,5.81,0,0.0,0,0.0,0,0.0,,,,,,,,,29940,Republican,63.84
Indiana,Washington__IN,2636,23.16,8209,72.12,537,4.72,0,0.0,0,0.0,0,0.0,,,,,,,,,11382,Republican,72.12
Indiana,Wayne__IN,8322,32.53,16028,62.66,1229,4.81,0,0.0,0,0.0,0,0.0,,,,,,,,,25579,Republican,62.66
Indiana,Wells__IN,2586,19.46,10005,75.3,696,5.24,0,0.0,0,0.0,0,0.0,,,,,,,,,13287,Republican,75.3
Indiana,White__IN,2590,25.65,6893,68.27,614,6.08,0,0.0,0,0.0,0,0.0,,,,,,,,,10097,Republican,68.27
Indiana,Whitley__IN,3379,21.44,11358,72.07,1022,6.49,0,0.0,0,0.0,0,0.0,,,,,,,,,15759,Republican,72.07
Iowa,Adair__IA,1133,29.73,2461,64.58,217,5.69,0,0.0,0,0.0,0,0.0,,,,,,,,,3811,Republican,64.58
Iowa,Adams__IA,565,26.83,1395,66.24,146,6.93,0,0.0,0,0.0,0,0.0,,,,,,,,,2106,Republican,66.24
Iowa,Allamakee__IA,2421,34.97,4093,59.12,409,5.91,0,0.0,0,0.0,0,0.0,,,,,,,,,6923,Republican,59.12
Iowa,Appanoose__IA,1814,29.56,4033,65.73,289,4.71,0,0.0,0,0.0,0,0.0,,,,,,,,,6136,Republican,65.73
Iowa,Audubon__IA,1080,31.65,2136,62.6,196,5.75,0,0.0,0,0.0,0,0.0,,,,,,,,,3412,Republican,62.6
Iowa,Benton__IA,4678,33.79,8232,59.46,934,6.75,0,0.0,0,0.0,0,0.0,,,,,,,,,13844,Republican,59.46
Iowa,Black_Hawk__IA,32233,50.05,27476,42.66,4696,7.29,0,0.0,0,0.0,0,0.0,,,,,,,,,64405,Democrat,50.05
Iowa,Boone__IA,5541,39.03,7484,52.72,1171,8.25,0,0.0,0,0.0,0,0.0,,,,,,,,,14196,Republican,52.72
Iowa,Bremer__IA,5356,39.56,7208,53.24,974,7.2,0,0.0,0,0.0,0,0.0,,,,,,,,,13538,Republican,53.24
Iowa,Buchanan__IA,3970,38.72,5510,53.75,772,7.53,0,0.0,0,0.0,0,0.0,,,,,,,,,10252,Republican,53.75
Iowa,Buena_Vista__IA,2856,34.5,4903,59.23,519,6.27,0,0.0,0,0.0,0,0.0,,,,,,,,,8278,Republican,59.23
Iowa,Butler__IA,2157,28.71,4921,65.5,435,5.79,0,0.0,0,0.0,0,0.0,,,,,,,,,7513,Republican,65.5
Iowa,Calhoun__IA,1398,27.1,3468,67.22,293,5.68,0,0.0,0,0.0,0,0.0,,,,,,,,,5159,Republican,67.22
Iowa,Carroll__IA,3309,31.38,6638,62.96,597,5.66,0,0.0,0,0.0,0,0.0,,,,,,,,,10544,Republican,62.96
Iowa,Cass__IA,1951,27.38,4761,66.82,413,5.8,0,0.0,0,0.0,0,0.0,,,,,,,,,7125,Republican,66.82
Iowa,Cedar__IA,3599,37.72,5295,55.5,647,6.78,0,0.0,0,0.0,0,0.0,,,,,,,,,9541,Republican,55.5
Iowa,Cerro_Gordo__IA,9862,42.94,11621,50.6,1482,6.46,0,0.0,0,0.0,0,0.0,,,,,,,,,22965,Republican,50.6
Iowa,Cherokee__IA,1679,26.83,4192,66.99,387,6.18,0,0.0,0,0.0,0,0.0,,,,,,,,,6258,Republican,66.99
Iowa,Chickasaw__IA,2266,35.21,3742,58.15,427,6.64,0,0.0,0,0.0,0,0.0,,,,,,,,,6435,Republican,58.15
Iowa,Clarke__IA,1465,32.89,2713,60.91,276,6.2,0,0.0,0,0.0,0,0.0,,,,,,,,,4454,Republican,60.91
Iowa,Clay__IA,2249,26.1,5877,68.2,491,5.7,0,0.0,0,0.0,0,0.0,,,,,,,,,8617,Republican,68.2
Iowa,Clayton__IA,3237,35.46,5317,58.24,575,6.3,0,0.0,0,0.0,0,0.0,,,,,,,,,9129,Republican,58.24
Iowa,Clinton__IA,10095,43.76,11276,48.88,1696,7.36,0,0.0,0,0.0,0,0.0,,,,,,,,,23067,Republican,48.88
Iowa,Crawford__IA,1991,28.71,4617,66.58,327,4.71,0,0.0,0,0.0,0,0.0,,,,,,,,,6935,Republican,66.58
Iowa,Dallas__IA,15701,41.05,19339,50.56,3212,8.39,0,0.0,0,0.0,0,0.0,,,,,,,,,38252,Republican,50.56
Iowa,Davis__IA,977,25.17,2723,70.14,182,4.69,0,0.0,0,0.0,0,0.0,,,,,,,,,3882,Republican,70.14
Iowa,Decatur__IA,1201,32.16,2296,61.49,237,6.35,0,0.0,0,0.0,0,0.0,,,,,,,,,3734,Republican,61.49
Iowa,Delaware__IA,2957,32.0,5694,61.62,590,6.38,0,0.0,0,0.0,0,0.0,,,,,,,,,9241,Republican,61.62
Iowa,Des_Moines__IA,8212,42.99,9529,49.88,1362,7.13,0,0.0,0,0.0,0,0.0,,,,,,,,,19103,Republican,49.88
Iowa,Dickinson__IA,3056,29.52,6753,65.22,545,5.26,0,0.0,0,0.0,0,0.0,,,,,,,,,10354,Republican,65.22
