State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Gary Johnson Libertarian_Votes,Gary Johnson Libertarian_Pct,Jill Stein Green_Votes,Jill Stein Green_Pct,Evan McMullin Independent_Votes,Evan McMullin Independent_Pct,Gary Johnson Nonparty_Votes,Gary Johnson Nonparty_Pct,Richard Duncan Nonparty_Votes,Richard Duncan Nonparty_Pct,Darrell Castle Constitution_Votes,Darrell Castle Constitution_Pct,Evan McMullin Unaffiliated_Votes,Evan McMullin Unaffiliated_Pct,Total_Votes,Winner,Winner_Pct
New York,Chautauqua__NY,19091,35.2,31594,58.25,3549,6.55,0,0.0,0,0.0,0,0.0,,,,,,,,,54234,Republican,58.25
New York,Chemung__NY,13757,38.09,20097,55.64,2265,6.27,0,0.0,0,0.0,0,0.0,,,,,,,,,36119,Republican,55.64
New York,Chenango__NY,6775,33.61,11921,59.13,1464,7.26,0,0.0,0,0.0,0,0.0,,,,,,,,,20160,Republican,59.13
New York,Clinton__NY,15059,46.91,14449,45.01,2597,8.08,0,0.0,0,0.0,0,0.0,,,,,,,,,32105,Democrat,46.91
New York,Columbia__NY,15284,49.46,13756,44.51,1862,6.03,0,0.0,0,0.0,0,0.0,,,,,,,,,30902,Democrat,49.46
New York,Cortland__NY,8771,43.33,9900,48.9,1573,7.77,0,0.0,0,0.0,0,0.0,,,,,,,,,20244,Republican,48.9
New York,Delaware__NY,6627,33.48,11942,60.34,1223,6.18,0,0.0,0,0.0,0,0.0,,,,,,,,,19792,Republican,60.34
New York,Dutchess__NY,62285,47.54,61821,47.19,6912,5.27,0,0.0,0,0.0,0,0.0,,,,,,,,,131018,Democrat,47.54
New York,Erie__NY,215456,50.86,188303,44.45,19866,4.69,0,0.0,0,0.0,0,0.0,,,,,,,,,423625,Democrat,50.86
New York,Essex__NY,7762,45.08,7958,46.22,1498,8.7,0,0.0,0,0.0,0,0.0,,,,,,,,,17218,Republican,46.22
New York,Franklin__NY,7297,43.05,8221,48.5,1434,8.45,0,0.0,0,0.0,0,0.0,,,,,,,,,16952,Republican,48.5
New York,Fulton__NY,6496,30.62,13462,63.46,1256,5.92,0,0.0,0,0.0,0,0.0,,,,,,,,,21214,Republican,63.46
New York,Genesee__NY,7650,28.94,16915,63.99,1867,7.07,0,0.0,0,0.0,0,0.0,,,,,,,,,26432,Republican,63.99
New York,Greene__NY,7405,33.58,13073,59.29,1572,7.13,0,0.0,0,0.0,0,0.0,,,,,,,,,22050,Republican,59.29
New York,Hamilton__NY,949,29.43,2064,64.0,212,6.57,0,0.0,0,0.0,0,0.0,,,,,,,,,3225,Republican,64.0
New York,Herkimer__NY,8083,30.79,16699,63.6,1473,5.61,0,0.0,0,0.0,0,0.0,,,,,,,,,26255,Republican,63.6
New York,Jefferson__NY,13809,36.12,21763,56.92,2664,6.96,0,0.0,0,0.0,0,0.0,,,,,,,,,38236,Republican,56.92
New York,Kings__NY,640553,79.51,141044,17.51,24008,2.98,0,0.0,0,0.0,0,0.0,,,,,,,,,805605,Democrat,79.51
New York,Lewis__NY,3146,27.78,7400,65.34,779,6.88,0,0.0,0,0.0,0,0.0,,,,,,,,,11325,Republican,65.34
New York,Livingston__NY,10697,35.62,17290,57.57,2044,6.81,0,0.0,0,0.0,0,0.0,,,,,,,,,30031,Republican,57.57
New York,Madison__NY,11667,38.81,15936,53.01,2461,8.18,0,0.0,0,0.0,0,0.0,,,,,,,,,30064,Republican,53.01
New York,Monroe__NY,188592,54.23,136582,39.27,22616,6.5,0,0.0,0,0.0,0,0.0,,,,,,,,,347790,Democrat,54.23
New York,Montgomery__NY,6595,34.61,11301,59.31,1158,6.08,0,0.0,0,0.0,0,0.0,,,,,,,,,19054,Republican,59.31
New York,Nassau__NY,332154,51.33,292025,45.13,22943,3.54,0,0.0,0,0.0,0,0.0,,,,,,,,,647122,Democrat,51.33
New York,New_York__NY,579013,86.56,64930,9.71,24997,3.73,0,0.0,0,0.0,0,0.0,,,,,,,,,668940,Democrat,86.56
New York,Niagara__NY,35559,38.48,51961,56.23,4882,5.29,0,0.0,0,0.0,0,0.0,,,,,,,,,92402,Republican,56.23
New York,Oneida__NY,33743,37.08,51437,56.52,5829,6.4,0,0.0,0,0.0,0,0.0,,,,,,,,,91009,Republican,56.52
New York,Onondaga__NY,112337,53.89,83649,40.13,12454,5.98,0,0.0,0,0.0,0,0.0,,,,,,,,,208440,Democrat,53.89
New York,Ontario__NY,22233,42.33,26029,49.55,4265,8.12,0,0.0,0,0.0,0,0.0,,,,,,,,,52527,Republican,49.55
New York,Orange__NY,68278,44.91,76645,50.42,7098,4.67,0,0.0,0,0.0,0,0.0,,,,,,,,,152021,Republican,50.42
New York,Orleans__NY,4470,27.29,10936,66.76,974,5.95,0,0.0,0,0.0,0,0.0,,,,,,,,,16380,Republican,66.76
New York,Oswego__NY,17095,35.48,27688,57.47,3397,7.05,0,0.0,0,0.0,0,0.0,,,,,,,,,48180,Republican,57.47
New York,Otsego__NY,10451,40.72,13308,51.85,1909,7.43,0,0.0,0,0.0,0,0.0,,,,,,,,,25668,Republican,51.85
New York,Putnam__NY,19366,39.88,27024,55.65,2173,4.47,0,0.0,0,0.0,0,0.0,,,,,,,,,48563,Republican,55.65
New York,Queens__NY,517220,75.35,149341,21.76,19832,2.89,0,0.0,0,0.0,0,0.0,,,,,,,,,686393,Democrat,75.35
New York,Rensselaer__NY,32717,45.72,33726,47.13,5119,7.15,0,0.0,0,0.0,0,0.0,,,,,,,,,71562,Republican,47.13
New York,Richmond__NY,74143,40.97,101437,56.05,5380,2.98,0,0.0,0,0.0,0,0.0,,,,,,,,,180960,Republican,56.05
New York,Rockland__NY,69342,51.33,60911,45.09,4834,3.58,0,0.0,0,0.0,0,0.0,,,,,,,,,135087,Democrat,51.33
New York,Saratoga__NY,50913,44.62,54575,47.83,8606,7.55,0,0.0,0,0.0,0,0.0,,,,,,,,,114094,Republican,47.83
New York,Schenectady__NY,33747,50.16,28953,43.03,4580,6.81,0,0.0,0,0.0,0,0.0,,,,,,,,,67280,Democrat,50.16
New York,Schoharie__NY,4240,30.18,8831,62.85,979,6.97,0,0.0,0,0.0,0,0.0,,,,,,,,,14050,Republican,62.85
New York,Schuyler__NY,3091,35.24,5050,57.57,631,7.19,0,0.0,0,0.0,0,0.0,,,,,,,,,8772,Republican,57.57
New York,Seneca__NY,5697,40.75,7236,51.76,1047,7.49,0,0.0,0,0.0,0,0.0,,,,,,,,,13980,Republican,51.76
New York,St__Lawrence__NY,16488,42.11,19942,50.93,2728,6.96,0,0.0,0,0.0,0,0.0,,,,,,,,,39158,Republican,50.93
New York,Steuben__NY,12526,29.82,26831,63.88,2645,6.3,0,0.0,0,0.0,0,0.0,,,,,,,,,42002,Republican,63.88
New York,Suffolk__NY,303951,44.62,350570,51.46,26733,3.92,0,0.0,0,0.0,0,0.0,,,,,,,,,681254,Republican,51.46
New York,Sullivan__NY,12568,41.96,15931,53.18,1456,4.86,0,0.0,0,0.0,0,0.0,,,,,,,,,29955,Republican,53.18
New York,Tioga__NY,7526,33.75,13260,59.46,1513,6.79,0,0.0,0,0.0,0,0.0,,,,,,,,,22299,Republican,59.46
New York,Tompkins__NY,28890,67.69,10371,24.3,3417,8.01,0,0.0,0,0.0,0,0.0,,,,,,,,,42678,Democrat,67.69
New York,Ulster__NY,44597,52.29,35239,41.32,5454,6.39,0,0.0,0,0.0,0,0.0,,,,,,,,,85290,Democrat,52.29
New York,Warren__NY,13091,41.68,15751,50.15,2566,8.17,0,0.0,0,0.0,0,0.0,,,,,,,,,31408,Republican,50.15
New York,Washington__NY,9098,37.09,13610,55.49,1820,7.42,0,0.0,0,0.0,0,0.0,,,,,,,,,24528,Republican,55.49
New York,Wayne__NY,13473,33.95,23380,58.91,2834,7.14,0,0.0,0,0.0,0,0.0,,,,,,,,,39687,Republican,58.91
New York,Westchester__NY,272926,64.88,131238,31.2,16491,3.92,0,0.0,0,0.0,0,0.0,,,,,,,,,420655,Democrat,64.88
New York,Wyoming__NY,3904,22.57,12442,71.93,952,5.5,0,0.0,0,0.0,0,0.0,,,,,,,,,17298,Republican,71.93
New York,Yates__NY,3659,36.35,5660,56.23,747,7.42,0,0.0,0,0.0,0,0.0,,,,,,,,,10066,Republican,56.23
North Carolina,Alamance__NC,29833,41.93,38815,54.55,2509,3.52,0,0.0,0,0.0,0,0.0,,,,,,,,,71157,Republican,54.55
North Carolina,Alexander__NC,3767,20.62,13893,76.04,611,3.34,0,0.0,0,0.0,0,0.0,,,,,,,,,18271,Republican,76.04
North Carolina,Alleghany__NC,1306,24.57,3814,71.76,195,3.67,0,0.0,0,0.0,0,0.0,,,,,,,,,5315,Republican,71.76
North Carolina,Anson__NC,5859,55.56,4506,42.73,180,1.71,0,0.0,0,0.0,0,0.0,,,,,,,,,10545,Democrat,55.56
North Carolina,Ashe__NC,3500,26.07,9412,70.11,512,3.82,0,0.0,0,0.0,0,0.0,,,,,,,,,13424,Republican,70.11
North Carolina,Avery__NC,1689,20.48,6298,76.35,262,3.17,0,0.0,0,0.0,0,0.0,,,,,,,,,8249,Republican,76.35
North Carolina,Beaufort__NC,8764,36.61,14543,60.75,631,2.64,0,0.0,0,0.0,0,0.0,,,,,,,,,23938,Republican,60.75
North Carolina,Bertie__NC,5778,61.82,3456,36.97,113,1.21,0,0.0,0,0.0,0,0.0,,,,,,,,,9347,Democrat,61.82
North Carolina,Bladen__NC,7058,44.4,8550,53.78,289,1.82,0,0.0,0,0.0,0,0.0,,,,,,,,,15897,Republican,53.78
North Carolina,Brunswick__NC,23282,34.06,42720,62.5,2349,3.44,0,0.0,0,0.0,0,0.0,,,,,,,,,68351,Republican,62.5
North Carolina,Buncombe__NC,75452,54.3,55716,40.1,7779,5.6,0,0.0,0,0.0,0,0.0,,,,,,,,,138947,Democrat,54.3
North Carolina,Burke__NC,11251,28.91,26238,67.42,1431,3.67,0,0.0,0,0.0,0,0.0,,,,,,,,,38920,Republican,67.42
North Carolina,Cabarrus__NC,35521,38.08,53819,57.69,3949,4.23,0,0.0,0,0.0,0,0.0,,,,,,,,,93289,Republican,57.69
North Carolina,Caldwell__NC,8425,23.2,26621,73.3,1274,3.5,0,0.0,0,0.0,0,0.0,,,,,,,,,36320,Republican,73.3
North Carolina,Camden__NC,1274,25.45,3546,70.83,186,3.72,0,0.0,0,0.0,0,0.0,,,,,,,,,5006,Republican,70.83
North Carolina,Carteret__NC,9939,26.31,26569,70.32,1273,3.37,0,0.0,0,0.0,0,0.0,,,,,,,,,37781,Republican,70.32
North Carolina,Caswell__NC,4792,43.29,6026,54.44,252,2.27,0,0.0,0,0.0,0,0.0,,,,,,,,,11070,Republican,54.44
North Carolina,Catawba__NC,21216,29.32,48324,66.79,2811,3.89,0,0.0,0,0.0,0,0.0,,,,,,,,,72351,Republican,66.79
North Carolina,Chatham__NC,21065,52.86,17105,42.92,1679,4.22,0,0.0,0,0.0,0,0.0,,,,,,,,,39849,Democrat,52.86
North Carolina,Cherokee__NC,2860,20.17,10844,76.47,477,3.36,0,0.0,0,0.0,0,0.0,,,,,,,,,14181,Republican,76.47
North Carolina,Chowan__NC,2992,41.39,4014,55.53,222,3.08,0,0.0,0,0.0,0,0.0,,,,,,,,,7228,Republican,55.53
North Carolina,Clay__NC,1367,22.75,4437,73.83,206,3.42,0,0.0,0,0.0,0,0.0,,,,,,,,,6010,Republican,73.83
North Carolina,Cleveland__NC,14964,33.5,28479,63.75,1230,2.75,0,0.0,0,0.0,0,0.0,,,,,,,,,44673,Republican,63.75
North Carolina,Columbus__NC,9063,38.19,14272,60.14,397,1.67,0,0.0,0,0.0,0,0.0,,,,,,,,,23732,Republican,60.14
North Carolina,Craven__NC,17630,37.51,27731,59.0,1640,3.49,0,0.0,0,0.0,0,0.0,,,,,,,,,47001,Republican,59.0
North Carolina,Cumberland__NC,71605,56.16,51265,40.21,4636,3.63,0,0.0,0,0.0,0,0.0,,,,,,,,,127506,Democrat,56.16
North Carolina,Currituck__NC,2913,22.99,9163,72.33,593,4.68,0,0.0,0,0.0,0,0.0,,,,,,,,,12669,Republican,72.33
North Carolina,Dare__NC,7222,36.83,11460,58.44,927,4.73,0,0.0,0,0.0,0,0.0,,,,,,,,,19609,Republican,58.44
North Carolina,Davidson__NC,18109,24.19,54317,72.56,2430,3.25,0,0.0,0,0.0,0,0.0,,,,,,,,,74856,Republican,72.56
North Carolina,Davie__NC,5270,24.22,15602,71.71,884,4.07,0,0.0,0,0.0,0,0.0,,,,,,,,,21756,Republican,71.71
North Carolina,Duplin__NC,8283,39.72,12217,58.58,356,1.7,0,0.0,0,0.0,0,0.0,,,,,,,,,20856,Republican,58.58
North Carolina,Durham__NC,121250,77.66,28350,18.16,6534,4.18,0,0.0,0,0.0,0,0.0,,,,,,,,,156134,Democrat,77.66
North Carolina,Edgecombe__NC,16224,65.19,8261,33.2,401,1.61,0,0.0,0,0.0,0,0.0,,,,,,,,,24886,Democrat,65.19
North Carolina,Forsyth__NC,94464,52.98,75975,42.61,7873,4.41,0,0.0,0,0.0,0,0.0,,,,,,,,,178312,Democrat,52.98
North Carolina,Franklin__NC,12874,42.39,16368,53.9,1126,3.71,0,0.0,0,0.0,0,0.0,,,,,,,,,30368,Republican,53.9
North Carolina,Gaston__NC,31177,32.33,61798,64.09,3456,3.58,0,0.0,0,0.0,0,0.0,,,,,,,,,96431,Republican,64.09
North Carolina,Gates__NC,2385,44.23,2874,53.3,133,2.47,0,0.0,0,0.0,0,0.0,,,,,,,,,5392,Republican,53.3
North Carolina,Graham__NC,768,18.43,3283,78.77,117,2.8,0,0.0,0,0.0,0,0.0,,,,,,,,,4168,Republican,78.77
North Carolina,Granville__NC,12909,47.19,13591,49.69,853,3.12,0,0.0,0,0.0,0,0.0,,,,,,,,,27353,Republican,49.69
North Carolina,Greene__NC,3605,44.53,4374,54.03,116,1.44,0,0.0,0,0.0,0,0.0,,,,,,,,,8095,Republican,54.03
North Carolina,Guilford__NC,149248,57.98,98062,38.1,10095,3.92,0,0.0,0,0.0,0,0.0,,,,,,,,,257405,Democrat,57.98
North Carolina,Halifax__NC,15748,62.57,9031,35.88,388,1.55,0,0.0,0,0.0,0,0.0,,,,,,,,,25167,Democrat,62.57
North Carolina,Harnett__NC,16737,36.33,27614,59.95,1714,3.72,0,0.0,0,0.0,0,0.0,,,,,,,,,46065,Republican,59.95
North Carolina,Haywood__NC,10473,34.08,18929,61.6,1325,4.32,0,0.0,0,0.0,0,0.0,,,,,,,,,30727,Republican,61.6
North Carolina,Henderson__NC,19827,34.08,35809,61.55,2540,4.37,0,0.0,0,0.0,0,0.0,,,,,,,,,58176,Republican,61.55
North Carolina,Hertford__NC,6910,67.84,3099,30.42,177,1.74,0,0.0,0,0.0,0,0.0,,,,,,,,,10186,Democrat,67.84
North Carolina,Hoke__NC,9726,53.35,7760,42.57,744,4.08,0,0.0,0,0.0,0,0.0,,,,,,,,,18230,Democrat,53.35
North Carolina,Hyde__NC,965,41.88,1288,55.9,51,2.22,0,0.0,0,0.0,0,0.0,,,,,,,,,2304,Republican,55.9
North Carolina,Iredell__NC,24734,29.96,54754,66.31,3079,3.73,0,0.0,0,0.0,0,0.0,,,,,,,,,82567,Republican,66.31
North Carolina,Jackson__NC,7713,41.22,9870,52.74,1130,6.04,0,0.0,0,0.0,0,0.0,,,,,,,,,18713,Republican,52.74
North Carolina,Johnston__NC,28362,33.01,54372,63.29,3175,3.7,0,0.0,0,0.0,0,0.0,,,,,,,,,85909,Republican,63.29
North Carolina,Jones__NC,2065,40.21,2974,57.92,96,1.87,0,0.0,0,0.0,0,0.0,,,,,,,,,5135,Republican,57.92
North Carolina,Lee__NC,10469,41.74,13712,54.66,903,3.6,0,0.0,0,0.0,0,0.0,,,,,,,,,25084,Republican,54.66
North Carolina,Lenoir__NC,12634,47.13,13613,50.78,560,2.09,0,0.0,0,0.0,0,0.0,,,,,,,,,26807,Republican,50.78
North Carolina,Lincoln__NC,9897,24.73,28806,71.97,1320,3.3,0,0.0,0,0.0,0,0.0,,,,,,,,,40023,Republican,71.97
North Carolina,Macon__NC,4876,27.5,12127,68.38,731,4.12,0,0.0,0,0.0,0,0.0,,,,,,,,,17734,Republican,68.38
North Carolina,Madison__NC,3926,34.84,6783,60.19,560,4.97,0,0.0,0,0.0,0,0.0,,,,,,,,,11269,Republican,60.19
North Carolina,Martin__NC,5846,48.86,5897,49.29,221,1.85,0,0.0,0,0.0,0,0.0,,,,,,,,,11964,Republican,49.29
North Carolina,McDowell__NC,4667,23.48,14568,73.3,640,3.22,0,0.0,0,0.0,0,0.0,,,,,,,,,19875,Republican,73.3
North Carolina,Mecklenburg__NC,294562,62.29,155518,32.89,22777,4.82,0,0.0,0,0.0,0,0.0,,,,,,,,,472857,Democrat,62.29
North Carolina,Mitchell__NC,1596,19.71,6282,77.59,218,2.7,0,0.0,0,0.0,0,0.0,,,,,,,,,8096,Republican,77.59
North Carolina,Montgomery__NC,4150,35.96,7130,61.79,260,2.25,0,0.0,0,0.0,0,0.0,,,,,,,,,11540,Republican,61.79
North Carolina,Moore__NC,16329,33.54,30490,62.62,1873,3.84,0,0.0,0,0.0,0,0.0,,,,,,,,,48692,Republican,62.62
North Carolina,Nash__NC,23235,48.75,23319,48.92,1111,2.33,0,0.0,0,0.0,0,0.0,,,,,,,,,47665,Republican,48.92
North Carolina,New_Hanover__NC,50979,45.56,55344,49.46,5582,4.98,0,0.0,0,0.0,0,0.0,,,,,,,,,111905,Republican,49.46
North Carolina,Northampton__NC,6144,62.39,3582,36.37,122,1.24,0,0.0,0,0.0,0,0.0,,,,,,,,,9848,Democrat,62.39
North Carolina,Onslow__NC,17514,30.65,37122,64.97,2499,4.38,0,0.0,0,0.0,0,0.0,,,,,,,,,57135,Republican,64.97
North Carolina,Orange__NC,59923,72.78,18557,22.54,3860,4.68,0,0.0,0,0.0,0,0.0,,,,,,,,,82340,Democrat,72.78
North Carolina,Pamlico__NC,2448,35.63,4258,61.98,164,2.39,0,0.0,0,0.0,0,0.0,,,,,,,,,6870,Republican,61.98
North Carolina,Pasquotank__NC,8615,49.54,8180,47.04,596,3.42,0,0.0,0,0.0,0,0.0,,,,,,,,,17391,Democrat,49.54
North Carolina,Pender__NC,9354,33.54,17639,63.26,892,3.2,0,0.0,0,0.0,0,0.0,,,,,,,,,27885,Republican,63.26
North Carolina,Perquimans__NC,2319,34.57,4177,62.27,212,3.16,0,0.0,0,0.0,0,0.0,,,,,,,,,6708,Republican,62.27
North Carolina,Person__NC,7833,39.93,11185,57.02,597,3.05,0,0.0,0,0.0,0,0.0,,,,,,,,,19615,Republican,57.02
North Carolina,Pitt__NC,41824,51.94,35691,44.32,3012,3.74,0,0.0,0,0.0,0,0.0,,,,,,,,,80527,Democrat,51.94
North Carolina,Polk__NC,3735,34.16,6768,61.9,431,3.94,0,0.0,0,0.0,0,0.0,,,,,,,,,10934,Republican,61.9
North Carolina,Randolph__NC,13194,20.43,49430,76.55,1951,3.02,0,0.0,0,0.0,0,0.0,,,,,,,,,64575,Republican,76.55
North Carolina,Richmond__NC,8501,43.98,10383,53.72,444,2.3,0,0.0,0,0.0,0,0.0,,,,,,,,,19328,Republican,53.72
North Carolina,Robeson__NC,19016,46.54,20762,50.82,1080,2.64,0,0.0,0,0.0,0,0.0,,,,,,,,,40858,Republican,50.82
North Carolina,Rockingham__NC,14228,33.65,26830,63.46,1220,2.89,0,0.0,0,0.0,0,0.0,,,,,,,,,42278,Republican,63.46
North Carolina,Rowan__NC,19400,30.14,42810,66.51,2159,3.35,0,0.0,0,0.0,0,0.0,,,,,,,,,64369,Republican,66.51
North Carolina,Rutherford__NC,7512,24.79,21871,72.16,924,3.05,0,0.0,0,0.0,0,0.0,,,,,,,,,30307,Republican,72.16
North Carolina,Sampson__NC,10547,40.68,14838,57.23,543,2.09,0,0.0,0,0.0,0,0.0,,,,,,,,,25928,Republican,57.23
North Carolina,Scotland__NC,7319,52.55,6256,44.92,353,2.53,0,0.0,0,0.0,0,0.0,,,,,,,,,13928,Democrat,52.55
North Carolina,Stanly__NC,7094,23.71,21964,73.42,859,2.87,0,0.0,0,0.0,0,0.0,,,,,,,,,29917,Republican,73.42
North Carolina,Stokes__NC,4665,20.69,17116,75.9,769,3.41,0,0.0,0,0.0,0,0.0,,,,,,,,,22550,Republican,75.9
North Carolina,Surry__NC,7488,23.26,23671,73.52,1037,3.22,0,0.0,0,0.0,0,0.0,,,,,,,,,32196,Republican,73.52
North Carolina,Swain__NC,2196,35.86,3565,58.21,363,5.93,0,0.0,0,0.0,0,0.0,,,,,,,,,6124,Republican,58.21
North Carolina,Transylvania__NC,6558,36.7,10520,58.87,791,4.43,0,0.0,0,0.0,0,0.0,,,,,,,,,17869,Republican,58.87
North Carolina,Tyrrell__NC,720,41.4,975,56.07,44,2.53,0,0.0,0,0.0,0,0.0,,,,,,,,,1739,Republican,56.07
North Carolina,Union__NC,34337,32.48,66707,63.1,4666,4.42,0,0.0,0,0.0,0,0.0,,,,,,,,,105710,Republican,63.1
North Carolina,Vance__NC,12229,61.22,7332,36.7,416,2.08,0,0.0,0,0.0,0,0.0,,,,,,,,,19977,Democrat,61.22
North Carolina,Wake__NC,302736,57.38,196082,37.16,28806,5.46,0,0.0,0,0.0,0,0.0,,,,,,,,,527624,Democrat,57.38
North Carolina,Warren__NC,6413,65.16,3214,32.66,215,2.18,0,0.0,0,0.0,0,0.0,,,,,,,,,9842,Democrat,65.16
North Carolina,Washington__NC,3510,56.93,2564,41.59,91,1.48,0,0.0,0,0.0,0,0.0,,,,,,,,,6165,Democrat,56.93
North Carolina,Watauga__NC,14138,47.15,13697,45.68,2150,7.17,0,0.0,0,0.0,0,0.0,,,,,,,,,29985,Democrat,47.15
North Carolina,Wayne__NC,21770,42.95,27540,54.33,1379,2.72,0,0.0,0,0.0,0,0.0,,,,,,,,,50689,Republican,54.33
North Carolina,Wilkes__NC,6638,21.21,23752,75.89,906,2.9,0,0.0,0,0.0,0,0.0,,,,,,,,,31296,Republican,75.89
North Carolina,Wilson__NC,19663,51.56,17531,45.97,941,2.47,0,0.0,0,0.0,0,0.0,,,,,,,,,38135,Democrat,51.56
North Carolina,Yadkin__NC,3160,17.93,13880,78.76,584,3.31,0,0.0,0,0.0,0,0.0,,,,,,,,,17624,Republican,78.76
North Carolina,Yancey__NC,3196,32.09,6385,64.11,379,3.8,0,0.0,0,0.0,0,0.0,,,,,,,,,9960,Republican,64.11
North Dakota,Adams__ND,216,17.73,909,74.63,93,7.64,0,0.0,0,0.0,0,0.0,,,,,,,,,1218,Republican,74.63
North Dakota,Barnes__ND,1597,29.88,3160,59.13,587,10.99,0,0.0,0,0.0,0,0.0,,,,,,,,,5344,Republican,59.13
North Dakota,Benson__ND,842,41.87,929,46.2,240,11.93,0,0.0,0,0.0,0,0.0,,,,,,,,,2011,Republican,46.2
North Dakota,Billings__ND,59,9.75,495,81.82,51,8.43,0,0.0,0,0.0,0,0.0,,,,,,,,,605,Republican,81.82
North Dakota,Bottineau__ND,736,21.06,2494,71.38,264,7.56,0,0.0,0,0.0,0,0.0,,,,,,,,,3494,Republican,71.38
North Dakota,Bowman__ND,227,12.7,1446,80.92,114,6.38,0,0.0,0,0.0,0,0.0,,,,,,,,,1787,Republican,80.92
North Dakota,Burke__ND,119,11.31,895,85.08,38,3.61,0,0.0,0,0.0,0,0.0,,,,,,,,,1052,Republican,85.08
North Dakota,Burleigh__ND,10881,22.68,32532,67.8,4566,9.52,0,0.0,0,0.0,0,0.0,,,,,,,,,47979,Republican,67.8
North Dakota,Cass__ND,31361,38.8,39816,49.26,9644,11.94,0,0.0,0,0.0,0,0.0,,,,,,,,,80821,Republican,49.26
North Dakota,Cavalier__ND,476,23.73,1357,67.65,173,8.62,0,0.0,0,0.0,0,0.0,,,,,,,,,2006,Republican,67.65
North Dakota,Dickey__ND,554,23.02,1667,69.26,186,7.72,0,0.0,0,0.0,0,0.0,,,,,,,,,2407,Republican,69.26
North Dakota,Divide__ND,245,20.1,867,71.12,107,8.78,0,0.0,0,0.0,0,0.0,,,,,,,,,1219,Republican,71.12
North Dakota,Dunn__ND,358,15.96,1771,78.96,114,5.08,0,0.0,0,0.0,0,0.0,,,,,,,,,2243,Republican,78.96
North Dakota,Eddy__ND,355,28.84,791,64.26,85,6.9,0,0.0,0,0.0,0,0.0,,,,,,,,,1231,Republican,64.26
North Dakota,Emmons__ND,215,10.85,1677,84.65,89,4.5,0,0.0,0,0.0,0,0.0,,,,,,,,,1981,Republican,84.65
North Dakota,Foster__ND,347,20.19,1241,72.19,131,7.62,0,0.0,0,0.0,0,0.0,,,,,,,,,1719,Republican,72.19
North Dakota,Golden_Valley__ND,99,10.34,796,83.18,62,6.48,0,0.0,0,0.0,0,0.0,,,,,,,,,957,Republican,83.18
North Dakota,Grand_Forks__ND,10851,35.74,16340,53.81,3174,10.45,0,0.0,0,0.0,0,0.0,,,,,,,,,30365,Republican,53.81
North Dakota,Grant__ND,185,13.4,1108,80.23,88,6.37,0,0.0,0,0.0,0,0.0,,,,,,,,,1381,Republican,80.23
North Dakota,Griggs__ND,298,23.56,847,66.96,120,9.48,0,0.0,0,0.0,0,0.0,,,,,,,,,1265,Republican,66.96
North Dakota,Hettinger__ND,168,12.96,1050,81.02,78,6.02,0,0.0,0,0.0,0,0.0,,,,,,,,,1296,Republican,81.02
North Dakota,Kidder__ND,179,13.01,1111,80.74,86,6.25,0,0.0,0,0.0,0,0.0,,,,,,,,,1376,Republican,80.74
North Dakota,LaMoure__ND,502,23.34,1481,68.85,168,7.81,0,0.0,0,0.0,0,0.0,,,,,,,,,2151,Republican,68.85
North Dakota,Logan__ND,114,10.68,888,83.22,65,6.1,0,0.0,0,0.0,0,0.0,,,,,,,,,1067,Republican,83.22
North Dakota,McHenry__ND,490,17.38,2050,72.7,280,9.92,0,0.0,0,0.0,0,0.0,,,,,,,,,2820,Republican,72.7
North Dakota,McIntosh__ND,235,16.25,1100,76.07,111,7.68,0,0.0,0,0.0,0,0.0,,,,,,,,,1446,Republican,76.07
North Dakota,McKenzie__ND,698,14.94,3670,78.55,304,6.51,0,0.0,0,0.0,0,0.0,,,,,,,,,4672,Republican,78.55
North Dakota,McLean__ND,1081,20.34,3860,72.62,374,7.04,0,0.0,0,0.0,0,0.0,,,,,,,,,5315,Republican,72.62
North Dakota,Mercer__ND,621,13.26,3759,80.29,302,6.45,0,0.0,0,0.0,0,0.0,,,,,,,,,4682,Republican,80.29
North Dakota,Morton__ND,3080,19.45,11336,71.6,1416,8.95,0,0.0,0,0.0,0,0.0,,,,,,,,,15832,Republican,71.6
North Dakota,Mountrail__ND,1220,29.71,2582,62.88,304,7.41,0,0.0,0,0.0,0,0.0,,,,,,,,,4106,Republican,62.88
North Dakota,Nelson__ND,536,31.22,1025,59.7,156,9.08,0,0.0,0,0.0,0,0.0,,,,,,,,,1717,Republican,59.7
North Dakota,Oliver__ND,119,11.7,830,81.61,68,6.69,0,0.0,0,0.0,0,0.0,,,,,,,,,1017,Republican,81.61
North Dakota,Pembina__ND,681,21.6,2208,70.03,264,8.37,0,0.0,0,0.0,0,0.0,,,,,,,,,3153,Republican,70.03
North Dakota,Pierce__ND,431,20.81,1437,69.39,203,9.8,0,0.0,0,0.0,0,0.0,,,,,,,,,2071,Republican,69.39
North Dakota,Ramsey__ND,1505,28.37,3217,60.64,583,10.99,0,0.0,0,0.0,0,0.0,,,,,,,,,5305,Republican,60.64
North Dakota,Ransom__ND,838,35.52,1210,51.29,311,13.19,0,0.0,0,0.0,0,0.0,,,,,,,,,2359,Republican,51.29
