State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Perot_Votes,Perot_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Andre Marrou Libertarian_Votes,Andre Marrou Libertarian_Pct,Perot [ 4 ] Independent_Votes,Perot [ 4 ] Independent_Pct,Andre Marrou [ 4 ] Libertarian_Votes,Andre Marrou [ 4 ] Libertarian_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,All Others Various_Votes,All Others Various_Pct,Bo Gritz [ 5 ] Independent_Votes,Bo Gritz [ 5 ] Independent_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Others_Votes,Others_Pct,Perot [ 7 ] Independent_Votes,Perot [ 7 ] Independent_Pct,John Hagelin [ 7 ] Natural Law_Votes,John Hagelin [ 7 ] Natural Law_Pct,Various candidates [ 7 ] Other parties_Votes,Various candidates [ 7 ] Other parties_Pct,Perot [ 6 ] Independent_Votes,Perot [ 6 ] Independent_Pct,Andre Marrou [ 6 ] Libertarian_Votes,Andre Marrou [ 6 ] Libertarian_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Bo Gritz America First_Votes,Bo Gritz America First_Pct,Lenora Fulani Independent_Votes,Lenora Fulani Independent_Pct,John Hagelin Independent_Votes,John Hagelin Independent_Pct,Perot [ 3 ] Independent_Votes,Perot [ 3 ] Independent_Pct,Andre Marrou [ 3 ] Libertarian_Votes,Andre Marrou [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Various candidates Independent_Votes,Various candidates Independent_Pct,Bo Gritz Populist_Votes,Bo Gritz Populist_Pct,Total_Votes,Winner,Winner_Pct
Alabama,Autauga__AL,4819,30.92,8715,55.92,1916,12.29,135,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15585,Republican,55.92
Alabama,Baldwin__AL,12195,26.24,26270,56.52,7656,16.47,355,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46476,Republican,56.52
Alabama,Barbour__AL,4836,46.36,4475,42.9,1020,9.78,100,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10431,Democrat,46.36
Alabama,Bibb__AL,2900,43.15,3124,46.49,686,10.21,10,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720,Republican,46.49
Alabama,Blount__AL,5433,32.92,8882,53.81,1949,11.81,241,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16505,Republican,53.81
Alabama,Bullock__AL,3259,67.67,1253,26.02,266,5.52,38,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816,Democrat,67.67
Alabama,Butler__AL,4021,47.43,3494,41.21,867,10.23,96,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8478,Democrat,47.43
Alabama,Calhoun__AL,16453,38.44,20623,48.18,4717,11.02,1007,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42800,Republican,48.18
Alabama,Chambers__AL,5938,45.36,5682,43.4,1427,10.9,44,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13091,Democrat,45.36
Alabama,Cherokee__AL,4222,53.61,2745,34.85,846,10.74,63,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7876,Democrat,53.61
Alabama,Chilton__AL,4946,34.19,8126,56.17,1363,9.42,33,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14468,Republican,56.17
Alabama,Choctaw__AL,3941,52.13,3069,40.6,489,6.47,61,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7560,Democrat,52.13
Alabama,Clarke__AL,5023,42.87,5495,46.9,872,7.44,327,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11717,Republican,46.9
Alabama,Clay__AL,2073,36.02,2859,49.68,652,11.33,171,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5755,Republican,49.68
Alabama,Cleburne__AL,2144,40.94,2425,46.31,630,12.03,38,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237,Republican,46.31
Alabama,Coffee__AL,5776,37.19,7591,48.87,2021,13.01,145,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15533,Republican,48.87
Alabama,Colbert__AL,12206,54.4,8073,35.98,2098,9.35,62,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22439,Democrat,54.4
Alabama,Conecuh__AL,3155,50.02,2463,39.05,552,8.75,137,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6307,Democrat,50.02
Alabama,Coosa__AL,2330,48.56,1973,41.12,476,9.92,19,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4798,Democrat,48.56
Alabama,Covington__AL,5004,35.84,6840,48.99,1880,13.47,238,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13962,Republican,48.99
Alabama,Crenshaw__AL,2404,45.44,2339,44.22,485,9.17,62,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290,Democrat,45.44
Alabama,Cullman__AL,10451,35.98,14411,49.62,4113,14.16,68,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29043,Republican,49.62
Alabama,Dale__AL,5098,32.29,8123,51.45,2423,15.35,143,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15787,Republican,51.45
Alabama,Dallas__AL,11053,56.38,7394,37.72,1110,5.66,47,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19604,Democrat,56.38
Alabama,DeKalb__AL,8245,38.2,10519,48.73,2741,12.7,80,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21585,Republican,48.73
Alabama,Elmore__AL,6223,30.52,11356,55.7,2765,13.56,44,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20388,Republican,55.7
Alabama,Escambia__AL,4809,37.5,5955,46.44,1616,12.6,444,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12824,Republican,46.44
Alabama,Etowah__AL,20558,48.43,17467,41.15,4277,10.08,149,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42451,Democrat,48.43
Alabama,Fayette__AL,3830,45.22,3604,42.55,1012,11.95,24,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8470,Democrat,45.22
Alabama,Franklin__AL,5953,50.2,4794,40.43,1075,9.07,36,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11858,Democrat,50.2
Alabama,Geneva__AL,3622,36.71,4843,49.08,1323,13.41,79,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9867,Republican,49.08
Alabama,Greene__AL,3865,79.18,805,16.49,194,3.97,17,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881,Democrat,79.18
Alabama,Hale__AL,3481,57.8,2001,33.22,486,8.07,55,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6023,Democrat,57.8
Alabama,Henry__AL,2804,43.15,2970,45.7,667,10.26,58,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6499,Republican,45.7
Alabama,Houston__AL,8857,29.76,17360,58.33,3492,11.73,51,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29760,Republican,58.33
Alabama,Jackson__AL,10628,56.19,5711,30.19,2462,13.02,115,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18916,Democrat,56.19
Alabama,Jefferson__AL,125889,42.12,149832,50.13,22191,7.42,972,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298884,Republican,50.13
Alabama,Lamar__AL,2849,41.3,3262,47.29,763,11.06,24,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6898,Republican,47.29
Alabama,Lauderdale__AL,15936,47.21,13728,40.67,4009,11.88,83,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33756,Democrat,47.21
Alabama,Lawrence__AL,6364,54.91,3576,30.86,1624,14.01,25,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11589,Democrat,54.91
Alabama,Lee__AL,13770,38.8,16885,47.58,4572,12.88,263,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35490,Republican,47.58
Alabama,Limestone__AL,8087,37.45,9862,45.66,3584,16.59,64,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21597,Republican,45.66
Alabama,Lowndes__AL,3500,67.99,1328,25.8,284,5.52,36,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,Democrat,67.99
Alabama,Macon__AL,7253,82.78,1134,12.94,283,3.23,92,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8762,Democrat,82.78
Alabama,Madison__AL,38974,36.14,51444,47.71,16989,15.75,427,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107834,Republican,47.71
Alabama,Marengo__AL,5632,50.09,4470,39.75,919,8.17,223,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11244,Democrat,50.09
Alabama,Marion__AL,6167,46.47,5692,42.89,1389,10.47,22,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13270,Democrat,46.47
Alabama,Marshall__AL,10421,39.01,12249,45.85,3795,14.2,252,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26717,Republican,45.85
Alabama,Mobile__AL,54962,38.22,72935,50.72,15105,10.51,786,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143788,Republican,50.72
Alabama,Monroe__AL,3872,39.73,4919,50.48,759,7.79,195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9745,Republican,50.48
Alabama,Montgomery__AL,37342,43.34,40742,47.29,7647,8.88,421,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86152,Republican,47.29
Alabama,Morgan__AL,15091,34.31,21073,47.92,7683,17.47,131,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43978,Republican,47.92
Alabama,Perry__AL,3712,63.86,1829,31.46,213,3.66,59,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5813,Democrat,63.86
Alabama,Pickens__AL,3783,46.46,3634,44.63,690,8.47,35,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8142,Democrat,46.46
Alabama,Pike__AL,4688,41.88,5423,48.45,1024,9.15,58,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11193,Republican,48.45
Alabama,Randolph__AL,3318,40.7,3813,46.77,919,11.27,102,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8152,Republican,46.77
Alabama,Russell__AL,8647,55.12,5587,35.61,1360,8.67,95,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15689,Democrat,55.12
Alabama,St__Clair__AL,6517,30.14,12447,57.56,2614,12.09,46,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21624,Republican,57.56
Alabama,Shelby__AL,10317,21.42,32736,67.97,5022,10.43,90,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48165,Republican,67.97
Alabama,Sumter__AL,4810,68.47,1807,25.72,388,5.52,20,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7025,Democrat,68.47
Alabama,Talladega__AL,10695,40.72,12661,48.21,2629,10.01,279,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26264,Republican,48.21
Alabama,Tallapoosa__AL,5703,36.9,8140,52.67,1562,10.11,51,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15456,Republican,52.67
Alabama,Tuscaloosa__AL,23495,40.46,27454,47.27,7011,12.07,113,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58073,Republican,47.27
Alabama,Walker__AL,14831,50.22,11301,38.26,3344,11.32,58,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29534,Democrat,50.22
Alabama,Washington__AL,4046,49.57,3270,40.06,829,10.16,17,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8162,Democrat,49.57
Alabama,Wilcox__AL,3439,64.84,1671,31.5,174,3.28,20,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304,Democrat,64.84
Alabama,Winston__AL,3415,33.85,5550,55.01,1110,11,14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10089,Republican,55.01
Arizona,Apache__AZ,11218,61.44,4588,25.13,1979,10.84,379,2.08,94,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18258,Democrat,61.44
Arizona,Cochise__AZ,12701,38.31,12202,36.81,7857,23.7,241,0.73,149,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33150,Democrat,38.31
Arizona,Coconino__AZ,18888,44.32,13769,32.31,9363,21.97,325,0.77,273,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42618,Democrat,44.32
Arizona,Gila__AZ,7571,40.97,5781,31.29,4694,25.4,334,1.81,98,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18478,Democrat,40.97
Arizona,Graham__AZ,3391,34.96,4169,42.98,1860,19.18,250,2.58,29,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9699,Republican,42.98
Arizona,Greenlee__AZ,1695,42.45,1451,36.34,794,19.88,49,1.23,4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993,Democrat,42.45
Arizona,La_Paz__AZ,1808,36.44,1599,32.23,1488,29.99,35,0.7,31,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961,Democrat,36.44
Arizona,Maricopa__AZ,285457,32.56,360049,41.06,221475,25.26,6109,0.7,3742,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876832,Republican,41.06
Arizona,Mohave__AZ,13255,32.63,13684,33.69,12706,31.28,691,1.7,280,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40616,Republican,33.69
Arizona,Navajo__AZ,10882,44.17,7994,32.45,4787,19.43,836,3.39,139,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24638,Democrat,44.17
Arizona,Pima__AZ,128569,45.68,97036,34.47,53925,19.16,686,0.24,1268,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281484,Democrat,45.68
Arizona,Pinal__AZ,15468,42.1,11669,31.76,9231,25.13,235,0.63,136,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36739,Democrat,42.1
Arizona,Santa_Cruz__AZ,3512,43.47,3024,37.43,1447,17.91,51,0.63,46,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080,Democrat,43.47
Arizona,Yavapai__AZ,18268,30.75,23419,39.42,16409,27.62,997,1.67,322,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59415,Republican,39.42
Arizona,Yuma__AZ,10367,36.97,11652,41.55,5726,20.42,152,0.55,148,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28045,Republican,41.55
Arkansas,Arkansas__AR,4709,59.01,2594,32.51,639,8.01,38,0.48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980,Democrat,59.01
Arkansas,Ashley__AR,5876,61.42,2686,28.08,931,9.73,74,0.77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9567,Democrat,61.42
Arkansas,Baxter__AR,6991,44.44,5640,35.85,2938,18.68,163,1.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15732,Democrat,44.44
Arkansas,Benton__AR,15774,36.45,21126,48.81,6128,14.16,251,0.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43279,Republican,48.81
Arkansas,Boone__AR,6128,42.45,6094,42.21,2079,14.4,136,0.94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437,Democrat,42.45
Arkansas,Bradley__AR,2954,61.07,1482,30.64,391,8.08,10,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837,Democrat,61.07
Arkansas,Calhoun__AR,1389,51.41,1047,38.75,257,9.51,9,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2702,Democrat,51.41
Arkansas,Carroll__AR,3769,42.55,3535,39.91,1500,16.94,53,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8857,Democrat,42.55
Arkansas,Chicot__AR,3504,68.72,1242,24.36,347,6.81,6,0.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099,Democrat,68.72
Arkansas,Clark__AR,5767,64.64,2403,26.93,714,8,38,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8922,Democrat,64.64
Arkansas,Clay__AR,4848,68.47,1647,23.26,568,8.02,17,0.24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080,Democrat,68.47
Arkansas,Cleburne__AR,5090,51,3580,35.87,1263,12.66,47,0.47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9980,Democrat,51
Arkansas,Cleveland__AR,1893,56.04,1127,33.36,337,9.98,21,0.62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378,Democrat,56.04
Arkansas,Columbia__AR,4747,48.35,3702,37.7,1090,11.1,280,2.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9819,Democrat,48.35
Arkansas,Conway__AR,4898,57.75,2719,32.06,803,9.47,61,0.72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8481,Democrat,57.75
Arkansas,Craighead__AR,13931,54.43,9104,35.57,2274,8.88,287,1.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25596,Democrat,54.43
Arkansas,Crawford__AR,6656,41.18,6882,42.57,2442,15.11,185,1.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16165,Republican,42.57
Arkansas,Crittenden__AR,9683,56.6,5910,34.55,848,4.96,667,3.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17108,Democrat,56.6
Arkansas,Cross__AR,4058,58.09,2303,32.97,602,8.62,23,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986,Democrat,58.09
Arkansas,Dallas__AR,2107,53.68,1458,37.15,345,8.79,15,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,Democrat,53.68
Arkansas,Desha__AR,3815,67.87,1279,22.75,392,6.97,135,2.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5621,Democrat,67.87
Arkansas,Drew__AR,3748,59.51,1938,30.77,596,9.46,16,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6298,Democrat,59.51
Arkansas,Faulkner__AR,13000,51.56,9491,37.64,2437,9.66,287,1.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25215,Democrat,51.56
Arkansas,Franklin__AR,3217,47.76,2495,37.04,987,14.65,37,0.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6736,Democrat,47.76
Arkansas,Fulton__AR,2827,59.69,1258,26.56,631,13.32,20,0.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4736,Democrat,59.69
Arkansas,Garland__AR,18811,52.26,12886,35.8,3475,9.65,823,2.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35995,Democrat,52.26
Arkansas,Grant__AR,3190,51.47,2272,36.66,702,11.33,34,0.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198,Democrat,51.47
Arkansas,Greene__AR,7541,61.2,3510,28.49,1213,9.84,58,0.47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12322,Democrat,61.2
Arkansas,Hempstead__AR,5476,61.38,2387,26.75,1022,11.45,37,0.41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8922,Democrat,61.38
Arkansas,Hot_Spring__AR,6308,59.42,3036,28.6,1209,11.39,63,0.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10616,Democrat,59.42
Arkansas,Howard__AR,2764,55.56,1728,34.73,466,9.37,17,0.34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4975,Democrat,55.56
Arkansas,Independence__AR,7083,55.16,4232,32.96,1444,11.25,81,0.63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12840,Democrat,55.16
Arkansas,Izard__AR,3419,61.18,1532,27.42,606,10.84,31,0.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5588,Democrat,61.18
Arkansas,Jackson__AR,4944,65.71,1864,24.77,673,8.94,43,0.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7524,Democrat,65.71
Arkansas,Jefferson__AR,21819,68.85,7525,23.74,2067,6.52,281,0.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31692,Democrat,68.85
Arkansas,Johnson__AR,3951,52.14,2563,33.82,1013,13.37,51,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7578,Democrat,52.14
Arkansas,Lafayette__AR,2273,57.12,1188,29.86,504,12.67,14,0.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3979,Democrat,57.12
Arkansas,Lawrence__AR,4146,59.84,2124,30.65,636,9.18,23,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6929,Democrat,59.84
Arkansas,Lee__AR,3436,67.82,1293,25.52,308,6.08,29,0.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,Democrat,67.82
Arkansas,Lincoln__AR,2805,64.53,1142,26.27,390,8.97,10,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347,Democrat,64.53
Arkansas,Little_River__AR,3327,58.18,1483,25.94,890,15.56,18,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5718,Democrat,58.18
Arkansas,Logan__AR,3995,45.99,3408,39.23,1220,14.04,64,0.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8687,Democrat,45.99
Arkansas,Lonoke__AR,7963,50.32,6253,39.52,1554,9.82,54,0.34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15824,Democrat,50.32
Arkansas,Madison__AR,2415,45.76,2238,42.41,598,11.33,26,0.49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277,Democrat,45.76
Arkansas,Marion__AR,2757,44.15,2023,32.39,1327,21.25,138,2.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6245,Democrat,44.15
Arkansas,Miller__AR,7050,48.21,5273,36.06,2249,15.38,51,0.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14623,Democrat,48.21
Arkansas,Mississippi__AR,10046,62.94,4697,29.43,981,6.15,238,1.49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15962,Democrat,62.94
Arkansas,Monroe__AR,2578,60.35,1324,30.99,355,8.31,15,0.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272,Democrat,60.35
Arkansas,Montgomery__AR,1904,51.29,1205,32.46,576,15.52,27,0.73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,Democrat,51.29
