State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Perot_Votes,Perot_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Andre Marrou Libertarian_Votes,Andre Marrou Libertarian_Pct,Perot [ 4 ] Independent_Votes,Perot [ 4 ] Independent_Pct,Andre Marrou [ 4 ] Libertarian_Votes,Andre Marrou [ 4 ] Libertarian_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,All Others Various_Votes,All Others Various_Pct,Bo Gritz [ 5 ] Independent_Votes,Bo Gritz [ 5 ] Independent_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Others_Votes,Others_Pct,Perot [ 7 ] Independent_Votes,Perot [ 7 ] Independent_Pct,John Hagelin [ 7 ] Natural Law_Votes,John Hagelin [ 7 ] Natural Law_Pct,Various candidates [ 7 ] Other parties_Votes,Various candidates [ 7 ] Other parties_Pct,Perot [ 6 ] Independent_Votes,Perot [ 6 ] Independent_Pct,Andre Marrou [ 6 ] Libertarian_Votes,Andre Marrou [ 6 ] Libertarian_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Bo Gritz America First_Votes,Bo Gritz America First_Pct,Lenora Fulani Independent_Votes,Lenora Fulani Independent_Pct,John Hagelin Independent_Votes,John Hagelin Independent_Pct,Perot [ 3 ] Independent_Votes,Perot [ 3 ] Independent_Pct,Andre Marrou [ 3 ] Libertarian_Votes,Andre Marrou [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Various candidates Independent_Votes,Various candidates Independent_Pct,Bo Gritz Populist_Votes,Bo Gritz Populist_Pct,Total_Votes,Winner,Winner_Pct
Idaho,Madison__ID,741,9.55,4591,59.14,1920,24.73,0,0,0,0,0,0,0,0,0,0,0,0,489,6.3,22,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7763,Republican,59.14
Idaho,Minidoka__ID,1815,24.47,3304,44.55,1875,25.28,0,0,0,0,0,0,0,0,0,0,0,0,389,5.24,34,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7417,Republican,44.55
Idaho,Nez_Perce__ID,7069,41.65,5431,32,4363,25.7,0,0,0,0,0,0,0,0,0,0,0,0,51,0.3,60,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16974,Democrat,41.65
Idaho,Oneida__ID,351,18.81,713,38.21,590,31.62,0,0,0,0,0,0,0,0,0,0,0,0,210,11.25,2,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866,Republican,38.21
Idaho,Owyhee__ID,686,22.33,1469,47.82,862,28.06,0,0,0,0,0,0,0,0,0,0,0,0,53,1.73,2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072,Republican,47.82
Idaho,Payette__ID,1656,24.55,2895,42.92,2055,30.47,0,0,0,0,0,0,0,0,0,0,0,0,99,1.47,40,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6745,Republican,42.92
Idaho,Power__ID,837,28.12,1352,45.41,697,23.41,0,0,0,0,0,0,0,0,0,0,0,0,84,2.82,7,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977,Republican,45.41
Idaho,Shoshone__ID,3182,48.59,1441,22.01,1878,28.68,0,0,0,0,0,0,0,0,0,0,0,0,22,0.34,25,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548,Democrat,48.59
Idaho,Teton__ID,472,24.61,762,39.73,608,31.7,0,0,0,0,0,0,0,0,0,0,0,0,73,3.81,3,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,Republican,39.73
Idaho,Twin_Falls__ID,6593,28.05,10335,43.97,6043,25.71,0,0,0,0,0,0,0,0,0,0,0,0,479,2.04,53,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23503,Republican,43.97
Idaho,Valley__ID,1259,30.32,1548,37.27,1313,31.62,0,0,0,0,0,0,0,0,0,0,0,0,14,0.34,19,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153,Republican,37.27
Idaho,Washington__ID,1122,26.21,1802,42.09,1204,28.12,0,0,0,0,0,0,0,0,0,0,0,0,145,3.39,8,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281,Republican,42.09
Illinois,Adams__IL,11748,37.2,13529,42.84,6157,19.5,145,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31579,Republican,42.84
Illinois,Alexander__IL,2566,58.83,1301,29.83,474,10.87,21,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362,Democrat,58.83
Illinois,Bond__IL,3428,45.42,2715,35.97,1373,18.19,32,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7548,Democrat,45.42
Illinois,Boone__IL,5114,37.53,5589,41.01,2880,21.13,44,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13627,Republican,41.01
Illinois,Brown__IL,1146,42.62,1029,38.27,504,18.74,10,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689,Democrat,42.62
Illinois,Bureau__IL,7551,42.17,6836,38.18,3465,19.35,55,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17907,Democrat,42.17
Illinois,Calhoun__IL,1519,54.19,745,26.58,532,18.98,7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803,Democrat,54.19
Illinois,Carroll__IL,2854,37.17,3297,42.94,1502,19.56,26,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679,Republican,42.94
Illinois,Cass__IL,3200,49.64,2162,33.53,1072,16.63,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6447,Democrat,49.64
Illinois,Champaign__IL,35003,46,27096,35.61,13571,17.83,422,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76092,Democrat,46
Illinois,Christian__IL,9042,51.4,5087,28.92,3401,19.33,60,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590,Democrat,51.4
Illinois,Clark__IL,3338,41.83,3175,39.79,1450,18.17,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7979,Democrat,41.83
Illinois,Clay__IL,2962,44.53,2471,37.15,1193,17.93,26,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6652,Democrat,44.53
Illinois,Clinton__IL,6686,42.26,5771,36.47,3315,20.95,50,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15822,Democrat,42.26
Illinois,Coles__IL,9402,42.16,8098,36.31,4707,21.11,93,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22300,Democrat,42.16
Illinois,Cook__IL,1249533,58.21,605300,28.2,281999,13.14,9823,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146655,Democrat,58.21
Illinois,Crawford__IL,3964,40.99,3606,37.29,2062,21.32,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9671,Democrat,40.99
Illinois,Cumberland__IL,2111,40.58,1860,35.76,1209,23.24,22,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202,Democrat,40.58
Illinois,DeKalb__IL,13744,40.15,12655,36.97,7680,22.44,153,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34232,Democrat,40.15
Illinois,De_Witt__IL,3009,38.78,3164,40.78,1543,19.89,43,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7759,Republican,40.78
Illinois,Douglas__IL,3341,40.37,3309,39.98,1600,19.33,26,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8276,Democrat,40.37
Illinois,DuPage__IL,114564,30.88,178271,48.05,76839,20.71,1313,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370987,Republican,48.05
Illinois,Edgar__IL,4014,41.06,3790,38.77,1930,19.74,42,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9776,Democrat,41.06
Illinois,Edwards__IL,1299,36.57,1601,45.07,634,17.85,18,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552,Republican,45.07
Illinois,Effingham__IL,5221,34.85,6329,42.25,3354,22.39,77,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14981,Republican,42.25
Illinois,Fayette__IL,4833,47.77,3508,34.67,1730,17.1,47,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10118,Democrat,47.77
Illinois,Ford__IL,2175,33.56,3046,47,1222,18.86,38,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481,Republican,47
Illinois,Franklin__IL,12744,59.33,5504,25.62,3180,14.8,53,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21481,Democrat,59.33
Illinois,Fulton__IL,9725,54.94,5062,28.6,2874,16.24,40,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17701,Democrat,54.94
Illinois,Gallatin__IL,2371,60.12,990,25.1,568,14.4,15,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,Democrat,60.12
Illinois,Greene__IL,3164,44.99,2391,34,1461,20.78,16,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7032,Democrat,44.99
Illinois,Grundy__IL,6122,37.64,6346,39.02,3724,22.9,73,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16265,Republican,39.02
Illinois,Hamilton__IL,2582,51.91,1521,30.58,862,17.33,9,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4974,Democrat,51.91
Illinois,Hancock__IL,4213,41.84,3714,36.89,2091,20.77,51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10069,Democrat,41.84
Illinois,Hardin__IL,1665,52.47,985,31.04,515,16.23,8,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3173,Democrat,52.47
Illinois,Henderson__IL,2013,49.73,1310,32.36,715,17.66,10,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4048,Democrat,49.73
Illinois,Henry__IL,11077,45.45,8989,36.88,4231,17.36,74,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24371,Democrat,45.45
Illinois,Iroquois__IL,4440,30.56,6948,47.82,3073,21.15,69,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14530,Republican,47.82
Illinois,Jackson__IL,13373,54.73,6899,28.24,3995,16.35,167,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24434,Democrat,54.73
Illinois,Jasper__IL,2284,41.68,1996,36.42,1160,21.17,40,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,Democrat,41.68
Illinois,Jefferson__IL,8665,49.24,5497,31.24,3403,19.34,32,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17597,Democrat,49.24
Illinois,Jersey__IL,4749,47.05,2933,29.06,2363,23.41,48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10093,Democrat,47.05
Illinois,Jo_Daviess__IL,4044,38.68,4249,40.64,2102,20.11,59,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10454,Republican,40.64
Illinois,Johnson__IL,2299,42.65,2124,39.4,944,17.51,24,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391,Democrat,42.65
Illinois,Kane__IL,44568,34.84,55684,43.52,27179,21.24,507,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127938,Republican,43.52
Illinois,Kankakee__IL,17229,43,15411,38.46,7264,18.13,167,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40071,Democrat,43
Illinois,Kendall__IL,5423,29.46,8521,46.29,4394,23.87,68,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18406,Republican,46.29
Illinois,Knox__IL,12524,49.51,8331,32.93,4357,17.22,84,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25296,Democrat,49.51
Illinois,Lake__IL,81693,36.47,99000,44.2,42384,18.92,910,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223987,Republican,44.2
Illinois,La_Salle__IL,23276,46.62,16078,32.2,10434,20.9,143,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49931,Democrat,46.62
Illinois,Lawrence__IL,3270,43.67,2681,35.8,1498,20.01,39,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7488,Democrat,43.67
Illinois,Lee__IL,5530,35.87,6652,43.15,3191,20.7,44,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15417,Republican,43.15
Illinois,Livingston__IL,6007,35.13,8004,46.81,3029,17.72,58,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17098,Republican,46.81
Illinois,Logan__IL,5169,36.41,6567,46.26,2420,17.05,39,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14195,Republican,46.26
Illinois,Macon__IL,27449,49.39,18684,33.62,9236,16.62,211,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55580,Democrat,49.39
Illinois,Macoupin__IL,12050,50.93,6518,27.55,5018,21.21,75,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23661,Democrat,50.93
Illinois,Madison__IL,58484,51.26,32167,28.19,23110,20.26,334,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114095,Democrat,51.26
Illinois,Marion__IL,9669,51.2,5764,30.52,3407,18.04,43,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18883,Democrat,51.2
Illinois,Marshall__IL,2819,43.4,2491,38.35,1169,18,17,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6496,Democrat,43.4
Illinois,Mason__IL,3969,51.53,2473,32.11,1245,16.16,15,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,Democrat,51.53
Illinois,Massac__IL,3347,47.43,2754,39.03,892,12.64,63,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7056,Democrat,47.43
Illinois,McDonough__IL,5814,41.76,5297,38.05,2770,19.9,41,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13922,Democrat,41.76
Illinois,McHenry__IL,24783,28.07,41356,46.84,21817,24.71,338,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88294,Republican,46.84
Illinois,McLean__IL,23090,38.95,25726,43.39,10282,17.34,187,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59285,Republican,43.39
Illinois,Menard__IL,2264,35.94,2834,44.99,1179,18.72,22,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,Republican,44.99
Illinois,Mercer__IL,3990,46.72,2983,34.93,1535,17.97,32,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8540,Democrat,46.72
Illinois,Monroe__IL,4894,39.02,4807,38.33,2813,22.43,28,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12542,Democrat,39.02
Illinois,Montgomery__IL,7424,50.04,4407,29.7,2956,19.92,50,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14837,Democrat,50.04
Illinois,Morgan__IL,6351,38.97,6566,40.29,3317,20.35,63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16297,Republican,40.29
Illinois,Moultrie__IL,3056,47.27,2065,31.94,1322,20.45,22,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6465,Democrat,47.27
Illinois,Ogle__IL,6512,32.38,9008,44.8,4455,22.15,134,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20109,Republican,44.8
Illinois,Peoria__IL,38099,46.85,30718,37.77,12195,14.99,316,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81328,Democrat,46.85
Illinois,Perry__IL,6009,54.2,3105,28.01,1955,17.63,17,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11086,Democrat,54.2
Illinois,Piatt__IL,3520,41.67,3076,36.42,1822,21.57,29,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8447,Democrat,41.67
Illinois,Pike__IL,4016,44.44,3342,36.98,1643,18.18,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9037,Democrat,44.44
Illinois,Pope__IL,1063,44.09,951,39.44,391,16.22,6,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,Democrat,44.09
Illinois,Pulaski__IL,1987,55.99,1169,32.94,379,10.68,14,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549,Democrat,55.99
Illinois,Putnam__IL,1574,47.58,969,29.29,752,22.73,13,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308,Democrat,47.58
Illinois,Randolph__IL,8529,51.49,4899,29.57,3092,18.67,45,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16565,Democrat,51.49
Illinois,Richland__IL,3286,40.76,3053,37.87,1689,20.95,33,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8061,Democrat,40.76
Illinois,Rock_Island__IL,37412,51.93,23212,32.22,10416,14.46,999,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72039,Democrat,51.93
Illinois,Saline__IL,7258,54.76,3667,27.67,2302,17.37,27,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13254,Democrat,54.76
Illinois,Sangamon__IL,40052,41.35,39641,40.93,16861,17.41,306,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96860,Democrat,41.35
Illinois,Schuyler__IL,1650,41.3,1512,37.85,815,20.4,18,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995,Democrat,41.3
Illinois,Scott__IL,1057,37.98,1132,40.68,588,21.13,6,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783,Republican,40.68
Illinois,Shelby__IL,5101,45.65,3631,32.49,2401,21.49,42,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11175,Democrat,45.65
Illinois,St__Clair__IL,57625,53.58,31951,29.71,17592,16.36,373,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107541,Democrat,53.58
Illinois,Stark__IL,1336,39.87,1384,41.3,625,18.65,6,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,Republican,41.3
Illinois,Stephenson__IL,7899,36.47,9005,41.58,4677,21.6,75,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21656,Republican,41.58
Illinois,Tazewell__IL,26428,44.05,23469,39.12,9927,16.55,170,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59994,Democrat,44.05
Illinois,Union__IL,4681,51.54,3003,33.06,1373,15.12,26,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9083,Democrat,51.54
Illinois,Vermilion__IL,18383,47.8,11703,30.43,8162,21.22,213,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38461,Democrat,47.8
Illinois,Wabash__IL,2436,39.04,2485,39.82,1302,20.87,17,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240,Republican,39.82
Illinois,Warren__IL,3661,43.35,3325,39.37,1436,17,24,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8446,Democrat,43.35
Illinois,Washington__IL,2986,39.52,3003,39.75,1542,20.41,24,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7555,Republican,39.75
Illinois,Wayne__IL,3332,37.56,3809,42.93,1702,19.18,29,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8872,Republican,42.93
Illinois,White__IL,4308,48.89,3057,34.7,1428,16.21,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8811,Democrat,48.89
Illinois,Whiteside__IL,12329,45.41,10146,37.37,4589,16.9,89,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27153,Democrat,45.41
Illinois,Will__IL,59633,39.2,58337,38.35,32788,21.55,1365,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152123,Democrat,39.2
Illinois,Williamson__IL,14361,49.93,9462,32.9,4779,16.62,158,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28760,Democrat,49.93
Illinois,Winnebago__IL,48298,43.04,42221,37.63,21227,18.92,469,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112215,Democrat,43.04
Illinois,Woodford__IL,5490,33.67,8032,49.26,2733,16.76,50,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16305,Republican,49.26
Indiana,Adams__IN,3708,29.18,6078,47.83,2865,22.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12708,Republican,47.83
Indiana,Allen__IN,39629,32.6,55003,45.24,25809,21.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121577,Republican,45.24
Indiana,Bartholomew__IN,8284,30.19,13146,47.91,5882,21.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27440,Republican,47.91
