State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Eric Hass Socialist Labor_Votes,Eric Hass Socialist Labor_Pct,Orval Faubus National States' Rights_Votes,Orval Faubus National States' Rights_Pct,Farrell Dobbs Socialist Workers_Votes,Farrell Dobbs Socialist Workers_Pct,All Others Various_Votes,All Others Various_Pct,Others_Votes,Others_Pct,Farrell Dobbs No Party Listed_Votes,Farrell Dobbs No Party Listed_Pct,Rutherford Decker Prohibition_Votes,Rutherford Decker Prohibition_Pct,Unpledged electors States’ Rights_Votes,Unpledged electors States’ Rights_Pct,Various Candidates Write-ins_Votes,Various Candidates Write-ins_Pct,Lars Daly Independent_Votes,Lars Daly Independent_Pct,Eric Hass Industrial Government_Votes,Eric Hass Industrial Government_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Orval Faubus National States’ Rights_Votes,Orval Faubus National States’ Rights_Pct,C. Benton Coiner Virginia Conservative_Votes,C. Benton Coiner Virginia Conservative_Pct,Total_Votes,Winner,Winner_Pct
Illinois,Cook__IL,1378343,56.37,1059607,43.33,7319,0.3,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2445269,Democrat,56.37
Illinois,Crawford__IL,4245,38.39,6809,61.58,4,0.04,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11058,Republican,61.58
Illinois,Cumberland__IL,2475,45.0,3020,54.91,5,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5500,Republican,54.91
Illinois,DeKalb__IL,6783,30.3,15586,69.62,19,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,22388,Republican,69.62
Illinois,De_Witt__IL,3607,41.51,5074,58.4,8,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8689,Republican,58.4
Illinois,Douglas__IL,3532,37.98,5761,61.95,6,0.06,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9299,Republican,61.95
Illinois,DuPage__IL,44263,30.43,101014,69.45,168,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,145445,Republican,69.45
Illinois,Edgar__IL,5024,40.59,7348,59.37,4,0.03,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12376,Republican,59.37
Illinois,Edwards__IL,1446,30.47,3291,69.36,8,0.17,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4745,Republican,69.36
Illinois,Effingham__IL,5676,46.94,6410,53.01,6,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12092,Republican,53.01
Illinois,Fayette__IL,4907,42.65,6586,57.25,11,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11504,Republican,57.25
Illinois,Ford__IL,2698,31.82,5779,68.16,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8478,Republican,68.16
Illinois,Franklin__IL,11368,48.86,11861,50.98,37,0.16,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,23266,Republican,50.98
Illinois,Fulton__IL,10194,45.81,11999,53.93,58,0.26,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,22251,Republican,53.93
Illinois,Gallatin__IL,2386,52.21,2179,47.68,5,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4570,Democrat,52.21
Illinois,Greene__IL,3847,46.1,4487,53.78,10,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8344,Republican,53.78
Illinois,Grundy__IL,4276,38.08,6948,61.88,4,0.04,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11228,Republican,61.88
Illinois,Hamilton__IL,2639,40.89,3804,58.94,11,0.17,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6454,Republican,58.94
Illinois,Hancock__IL,4947,38.08,8036,61.86,7,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12990,Republican,61.86
Illinois,Hardin__IL,1465,42.92,1944,56.96,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3413,Republican,56.96
Illinois,Henderson__IL,1697,39.71,2572,60.19,4,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4273,Republican,60.19
Illinois,Henry__IL,10372,42.01,14297,57.91,21,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,24690,Republican,57.91
Illinois,Iroquois__IL,5821,33.82,11376,66.09,16,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17213,Republican,66.09
Illinois,Jackson__IL,8527,44.62,10568,55.3,17,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,19112,Republican,55.3
Illinois,Jasper__IL,3027,47.14,3393,52.84,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6421,Republican,52.84
Illinois,Jefferson__IL,7784,44.16,9841,55.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17625,Republican,55.84
Illinois,Jersey__IL,4087,48.99,4247,50.9,9,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8343,Republican,50.9
Illinois,Jo_Daviess__IL,4293,41.21,6111,58.66,13,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10417,Republican,58.66
Illinois,Johnson__IL,1413,33.67,2778,66.19,6,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4197,Republican,66.19
Illinois,Kane__IL,31279,36.05,55389,63.84,93,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,86761,Republican,63.84
Illinois,Kankakee__IL,17115,45.7,20311,54.23,26,0.07,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,37452,Republican,54.23
Illinois,Kendall__IL,2242,27.25,5975,72.62,11,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8228,Republican,72.62
Illinois,Knox__IL,11889,39.83,17938,60.09,23,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,29850,Republican,60.09
Illinois,Lake__IL,46941,40.85,67809,59.02,149,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,114899,Republican,59.02
Illinois,La_Salle__IL,27532,49.94,27552,49.98,41,0.07,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,55125,Republican,49.98
Illinois,Lawrence__IL,3667,37.42,6120,62.45,13,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9800,Republican,62.45
Illinois,Lee__IL,5896,35.22,10835,64.73,8,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,16739,Republican,64.73
Illinois,Livingston__IL,6642,33.57,13139,66.42,2,0.01,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,19783,Republican,66.42
Illinois,Logan__IL,5691,37.71,9383,62.18,16,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,15090,Republican,62.18
Illinois,Macon__IL,26029,48.85,27151,50.95,108,0.2,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,53288,Republican,50.95
Illinois,Macoupin__IL,13120,52.7,11731,47.12,45,0.18,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,24896,Democrat,52.7
Illinois,Madison__IL,54787,55.96,42984,43.9,133,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,97904,Democrat,55.96
Illinois,Marion__IL,9116,45.02,11121,54.92,13,0.06,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,20250,Republican,54.92
Illinois,Marshall__IL,2981,41.76,4150,58.14,7,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7138,Republican,58.14
Illinois,Mason__IL,3824,46.75,4337,53.02,19,0.23,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8180,Republican,53.02
Illinois,Massac__IL,2644,36.87,4521,63.05,6,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7171,Republican,63.05
Illinois,McDonough__IL,4520,32.53,9363,67.39,10,0.07,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,13893,Republican,67.39
Illinois,McHenry__IL,12659,32.87,25787,66.97,62,0.16,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,38508,Republican,66.97
Illinois,McLean__IL,13971,36.04,24758,63.87,32,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,38761,Republican,63.87
Illinois,Menard__IL,2068,39.82,3120,60.08,5,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5193,Republican,60.08
Illinois,Mercer__IL,3476,38.36,5582,61.6,3,0.03,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9061,Republican,61.6
Illinois,Monroe__IL,3398,41.78,4731,58.17,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8133,Republican,58.17
Illinois,Montgomery__IL,8815,48.95,9178,50.97,14,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,18007,Republican,50.97
Illinois,Morgan__IL,7259,42.54,9791,57.38,12,0.07,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17062,Republican,57.38
Illinois,Moultrie__IL,3079,45.07,3752,54.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6831,Republican,54.93
Illinois,Ogle__IL,4792,26.59,13226,73.38,7,0.04,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,18025,Republican,73.38
Illinois,Peoria__IL,39061,46.13,45529,53.77,86,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,84676,Republican,53.77
Illinois,Perry__IL,4958,42.48,6708,57.47,6,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11672,Republican,57.47
Illinois,Piatt__IL,2889,39.05,4506,60.9,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7399,Republican,60.9
Illinois,Pike__IL,5461,47.75,5965,52.16,10,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11436,Republican,52.16
Illinois,Pope__IL,971,36.44,1689,63.38,5,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2665,Republican,63.38
Illinois,Pulaski__IL,2322,46.81,2621,52.83,18,0.36,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4961,Republican,52.83
Illinois,Putnam__IL,1160,44.29,1457,55.63,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2619,Republican,55.63
Illinois,Randolph__IL,7344,47.85,7988,52.05,15,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,15347,Republican,52.05
Illinois,Richland__IL,3015,36.09,5329,63.8,9,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8353,Republican,63.8
Illinois,Rock_Island__IL,33812,50.88,32534,48.96,108,0.16,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,66454,Democrat,50.88
Illinois,Saline__IL,6835,43.52,8853,56.36,19,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,15707,Republican,56.36
Illinois,Sangamon__IL,35793,46.28,41483,53.64,59,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,77335,Republican,53.64
Illinois,Schuyler__IL,2115,40.96,3047,59.0,2,0.04,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5164,Republican,59.0
Illinois,Scott__IL,1543,40.46,2267,59.44,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3814,Republican,59.44
Illinois,Shelby__IL,5720,45.39,6872,54.53,11,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12603,Republican,54.53
Illinois,St__Clair__IL,67367,61.38,42046,38.31,338,0.31,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,109751,Democrat,61.38
Illinois,Stark__IL,1383,32.06,2925,67.8,6,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4314,Republican,67.8
Illinois,Stephenson__IL,8055,36.62,13872,63.07,68,0.31,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,21995,Republican,63.07
Illinois,Tazewell__IL,20521,46.09,23967,53.83,38,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,44526,Republican,53.83
Illinois,Union__IL,4321,49.31,4432,50.58,10,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8763,Republican,50.58
Illinois,Vermilion__IL,19702,42.51,26571,57.34,69,0.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,46342,Republican,57.34
Illinois,Wabash__IL,3013,41.4,4261,58.55,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7278,Republican,58.55
Illinois,Warren__IL,3835,34.66,7221,65.25,10,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11066,Republican,65.25
Illinois,Washington__IL,3093,37.92,5053,61.95,11,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8157,Republican,61.95
Illinois,Wayne__IL,3954,37.25,6652,62.67,9,0.08,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10615,Republican,62.67
Illinois,White__IL,4756,44.97,5810,54.93,11,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10577,Republican,54.93
Illinois,Whiteside__IL,9112,34.27,17434,65.56,46,0.17,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,26592,Republican,65.56
Illinois,Will__IL,41056,49.04,42575,50.86,81,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,83712,Republican,50.86
Illinois,Williamson__IL,11335,45.17,13732,54.72,29,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,25096,Republican,54.72
Illinois,Winnebago__IL,40090,44.67,49541,55.2,110,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,89741,Republican,55.2
Illinois,Woodford__IL,4401,35.18,8101,64.76,7,0.06,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12509,Republican,64.76
Indiana,Adams__IN,4338,38.02,6972,61.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,99,0.87,,,,,,,,,,,,,,,,,,,11409,Republican,61.11
Indiana,Allen__IN,39235,39.39,60103,60.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,280,0.28,,,,,,,,,,,,,,,,,,,99618,Republican,60.33
Indiana,Bartholomew__IN,9290,40.35,13606,59.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,130,0.56,,,,,,,,,,,,,,,,,,,23026,Republican,59.09
Indiana,Benton__IN,2399,39.77,3626,60.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.12,,,,,,,,,,,,,,,,,,,6032,Republican,60.11
Indiana,Blackford__IN,3228,46.06,3738,53.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,0.61,,,,,,,,,,,,,,,,,,,7009,Republican,53.33
Indiana,Boone__IN,5377,37.3,8979,62.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,0.42,,,,,,,,,,,,,,,,,,,14416,Republican,62.28
Indiana,Brown__IN,1533,47.26,1679,51.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,0.99,,,,,,,,,,,,,,,,,,,3244,Republican,51.76
Indiana,Carroll__IN,3299,37.73,5411,61.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,0.39,,,,,,,,,,,,,,,,,,,8744,Republican,61.88
Indiana,Cass__IN,8091,41.33,11392,58.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,94,0.48,,,,,,,,,,,,,,,,,,,19577,Republican,58.19
Indiana,Clark__IN,14431,52.85,12803,46.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70,0.26,,,,,,,,,,,,,,,,,,,27304,Democrat,52.85
Indiana,Clay__IN,5342,41.62,7434,57.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,0.45,,,,,,,,,,,,,,,,,,,12834,Republican,57.92
Indiana,Clinton__IN,6533,40.28,9620,59.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,0.39,,,,,,,,,,,,,,,,,,,16217,Republican,59.32
Indiana,Crawford__IN,2305,43.86,2915,55.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.67,,,,,,,,,,,,,,,,,,,5255,Republican,55.47
Indiana,Daviess__IN,5433,39.48,8285,60.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,0.33,,,,,,,,,,,,,,,,,,,13763,Republican,60.2
Indiana,Dearborn__IN,6216,44.87,7619,54.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.14,,,,,,,,,,,,,,,,,,,13854,Republican,54.99
Indiana,Decatur__IN,4080,39.34,6240,60.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,0.48,,,,,,,,,,,,,,,,,,,10370,Republican,60.17
Indiana,DeKalb__IN,5277,36.92,8957,62.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,0.43,,,,,,,,,,,,,,,,,,,14295,Republican,62.66
Indiana,Delaware__IN,23266,46.9,26167,52.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,177,0.36,,,,,,,,,,,,,,,,,,,49610,Republican,52.75
Indiana,Dubois__IN,8214,61.51,5117,38.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.16,,,,,,,,,,,,,,,,,,,13353,Democrat,61.51
Indiana,Elkhart__IN,16264,36.39,28056,62.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,373,0.83,,,,,,,,,,,,,,,,,,,44693,Republican,62.77
Indiana,Fayette__IN,5246,43.63,6729,55.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,0.4,,,,,,,,,,,,,,,,,,,12023,Republican,55.97
Indiana,Floyd__IN,12346,51.36,11629,48.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,0.26,,,,,,,,,,,,,,,,,,,24037,Democrat,51.36
Indiana,Fountain__IN,4277,41.01,6123,58.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.28,,,,,,,,,,,,,,,,,,,10429,Republican,58.71
Indiana,Franklin__IN,3523,46.08,4108,53.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.18,,,,,,,,,,,,,,,,,,,7645,Republican,53.73
Indiana,Fulton__IN,3047,33.36,6038,66.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,0.53,,,,,,,,,,,,,,,,,,,9133,Republican,66.11
Indiana,Gibson__IN,7479,45.61,8838,53.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,0.5,,,,,,,,,,,,,,,,,,,16399,Republican,53.89
Indiana,Grant__IN,13642,41.54,19021,57.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,178,0.54,,,,,,,,,,,,,,,,,,,32841,Republican,57.92
Indiana,Greene__IN,6325,41.51,8810,57.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,104,0.68,,,,,,,,,,,,,,,,,,,15239,Republican,57.81
Indiana,Hamilton__IN,5511,29.03,13409,70.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,0.34,,,,,,,,,,,,,,,,,,,18984,Republican,70.63
Indiana,Hancock__IN,4930,39.35,7543,60.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,0.44,,,,,,,,,,,,,,,,,,,12528,Republican,60.21
Indiana,Harrison__IN,4566,45.71,5374,53.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,0.49,,,,,,,,,,,,,,,,,,,9989,Republican,53.8
Indiana,Hendricks__IN,6481,33.99,12490,65.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,0.5,,,,,,,,,,,,,,,,,,,19066,Republican,65.51
Indiana,Henry__IN,9629,40.92,13752,58.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,149,0.63,,,,,,,,,,,,,,,,,,,23530,Republican,58.44
Indiana,Howard__IN,13415,42.58,17938,56.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,149,0.47,,,,,,,,,,,,,,,,,,,31502,Republican,56.94
Indiana,Huntington__IN,7163,39.95,10658,59.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,109,0.61,,,,,,,,,,,,,,,,,,,17930,Republican,59.44
Indiana,Jackson__IN,6582,44.29,8213,55.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,0.44,,,,,,,,,,,,,,,,,,,14861,Republican,55.27
Indiana,Jasper__IN,2959,35.48,5364,64.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.19,,,,,,,,,,,,,,,,,,,8339,Republican,64.32
Indiana,Jay__IN,4899,42.63,6519,56.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,0.64,,,,,,,,,,,,,,,,,,,11492,Republican,56.73
Indiana,Jefferson__IN,5119,44.54,6333,55.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.35,,,,,,,,,,,,,,,,,,,11492,Republican,55.11
Indiana,Jennings__IN,3403,43.03,4478,56.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.34,,,,,,,,,,,,,,,,,,,7908,Republican,56.63
Indiana,Johnson__IN,7400,37.15,12426,62.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,93,0.47,,,,,,,,,,,,,,,,,,,19919,Republican,62.38
Indiana,Knox__IN,9918,46.1,11490,53.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,108,0.5,,,,,,,,,,,,,,,,,,,21516,Republican,53.4
Indiana,Kosciusko__IN,5839,29.8,13539,69.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,213,1.09,,,,,,,,,,,,,,,,,,,19591,Republican,69.11
Indiana,LaGrange__IN,1965,30.6,4433,69.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.37,,,,,,,,,,,,,,,,,,,6422,Republican,69.03
Indiana,Lake__IN,132554,62.72,78278,37.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,526,0.25,,,,,,,,,,,,,,,,,,,211358,Democrat,62.72
Indiana,LaPorte__IN,20317,47.1,22738,52.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85,0.2,,,,,,,,,,,,,,,,,,,43140,Republican,52.71
Indiana,Lawrence__IN,6977,38.37,11119,61.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,0.47,,,,,,,,,,,,,,,,,,,18182,Republican,61.15
Indiana,Madison__IN,28154,47.36,31098,52.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,193,0.32,,,,,,,,,,,,,,,,,,,59445,Republican,52.31
Indiana,Marion__IN,121336,42.1,166202,57.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,668,0.23,,,,,,,,,,,,,,,,,,,288206,Republican,57.67
Indiana,Marshall__IN,6210,37.09,10460,62.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,0.44,,,,,,,,,,,,,,,,,,,16744,Republican,62.47
Indiana,Martin__IN,2585,48.35,2756,51.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.09,,,,,,,,,,,,,,,,,,,5346,Republican,51.55
Indiana,Miami__IN,6191,40.92,8844,58.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,96,0.63,,,,,,,,,,,,,,,,,,,15131,Republican,58.45
Indiana,Monroe__IN,7535,33.97,14513,65.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,136,0.61,,,,,,,,,,,,,,,,,,,22184,Republican,65.42
Indiana,Montgomery__IN,5477,33.17,10957,66.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,0.47,,,,,,,,,,,,,,,,,,,16511,Republican,66.36
Indiana,Morgan__IN,5375,36.17,9416,63.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,69,0.46,,,,,,,,,,,,,,,,,,,14860,Republican,63.36
Indiana,Newton__IN,1870,34.62,3517,65.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.26,,,,,,,,,,,,,,,,,,,5401,Republican,65.12
Indiana,Noble__IN,5264,39.32,8069,60.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,0.4,,,,,,,,,,,,,,,,,,,13387,Republican,60.27
Indiana,Ohio__IN,1015,43.45,1314,56.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.3,,,,,,,,,,,,,,,,,,,2336,Republican,56.25
Indiana,Orange__IN,3818,40.44,5589,59.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.37,,,,,,,,,,,,,,,,,,,9442,Republican,59.19
Indiana,Owen__IN,2379,38.82,3700,60.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,0.8,,,,,,,,,,,,,,,,,,,6128,Republican,60.38
Indiana,Parke__IN,3361,41.77,4662,57.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.29,,,,,,,,,,,,,,,,,,,8046,Republican,57.94
Indiana,Perry__IN,4920,52.86,4372,46.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.17,,,,,,,,,,,,,,,,,,,9308,Democrat,52.86
