State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Eric Hass Socialist Labor_Votes,Eric Hass Socialist Labor_Pct,Orval Faubus National States' Rights_Votes,Orval Faubus National States' Rights_Pct,Farrell Dobbs Socialist Workers_Votes,Farrell Dobbs Socialist Workers_Pct,All Others Various_Votes,All Others Various_Pct,Others_Votes,Others_Pct,Farrell Dobbs No Party Listed_Votes,Farrell Dobbs No Party Listed_Pct,Rutherford Decker Prohibition_Votes,Rutherford Decker Prohibition_Pct,Unpledged electors States’ Rights_Votes,Unpledged electors States’ Rights_Pct,Various Candidates Write-ins_Votes,Various Candidates Write-ins_Pct,Lars Daly Independent_Votes,Lars Daly Independent_Pct,Eric Hass Industrial Government_Votes,Eric Hass Industrial Government_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Orval Faubus National States’ Rights_Votes,Orval Faubus National States’ Rights_Pct,C. Benton Coiner Virginia Conservative_Votes,C. Benton Coiner Virginia Conservative_Pct,Total_Votes,Winner,Winner_Pct
North Carolina,Scotland__NC,3643,74.01,1279,25.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4922,Democrat,74.01
North Carolina,Stanly__NC,8259,42.71,11080,57.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,19339,Republican,57.29
North Carolina,Stokes__NC,4487,47.94,4872,52.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,9359,Republican,52.06
North Carolina,Surry__NC,8185,44.92,10035,55.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,18220,Republican,55.08
North Carolina,Swain__NC,2171,50.69,2112,49.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4283,Democrat,50.69
North Carolina,Transylvania__NC,3388,44.53,4221,55.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,7609,Republican,55.47
North Carolina,Tyrrell__NC,926,72.63,349,27.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,1275,Democrat,72.63
North Carolina,Union__NC,7393,64.72,4030,35.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11423,Democrat,64.72
North Carolina,Vance__NC,5694,73.89,2012,26.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,7706,Democrat,73.89
North Carolina,Wake__NC,26050,58.56,18436,41.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,44486,Democrat,58.56
North Carolina,Warren__NC,2997,80.69,717,19.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3714,Democrat,80.69
North Carolina,Washington__NC,2415,70.16,1027,29.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3442,Democrat,70.16
North Carolina,Watauga__NC,3440,40.66,5020,59.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,8460,Republican,59.34
North Carolina,Wayne__NC,7856,58.93,5474,41.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,13330,Democrat,58.93
North Carolina,Wilkes__NC,7986,38.02,13016,61.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21002,Republican,61.98
North Carolina,Wilson__NC,8021,72.03,3114,27.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11135,Democrat,72.03
North Carolina,Yadkin__NC,2785,27.7,7268,72.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,10053,Republican,72.3
North Carolina,Yancey__NC,3310,50.2,3284,49.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,6594,Democrat,50.2
North Dakota,Adams__ND,832,40.31,1232,59.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2064,Republican,59.69
North Dakota,Barnes__ND,3223,42.25,4403,57.71,0,0.0,0,0.0,0,0.0,3,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,7629,Republican,57.71
North Dakota,Benson__ND,2181,49.09,2259,50.84,0,0.0,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4443,Republican,50.84
North Dakota,Billings__ND,400,52.08,368,47.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,768,Democrat,52.08
North Dakota,Bottineau__ND,1974,38.94,3092,61.0,0,0.0,0,0.0,0,0.0,3,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,5069,Republican,61.0
North Dakota,Bowman__ND,847,44.86,1038,54.98,0,0.0,0,0.0,0,0.0,3,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,1888,Republican,54.98
North Dakota,Burke__ND,1076,40.04,1609,59.88,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2687,Republican,59.88
North Dakota,Burleigh__ND,5761,37.71,9492,62.13,0,0.0,0,0.0,0,0.0,25,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,15278,Republican,62.13
North Dakota,Cass__ND,12213,41.11,17498,58.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,29711,Republican,58.89
North Dakota,Cavalier__ND,2312,48.75,2430,51.23,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4743,Republican,51.23
North Dakota,Dickey__ND,1433,37.16,2420,62.76,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3856,Republican,62.76
North Dakota,Divide__ND,1243,47.9,1348,51.95,0,0.0,0,0.0,0,0.0,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2595,Republican,51.95
North Dakota,Dunn__ND,1321,47.47,1462,52.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2783,Republican,52.53
North Dakota,Eddy__ND,1152,49.19,1188,50.73,0,0.0,0,0.0,0,0.0,2,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2342,Republican,50.73
North Dakota,Emmons__ND,2058,53.52,1785,46.42,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3845,Democrat,53.52
North Dakota,Foster__ND,1182,46.66,1351,53.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2533,Republican,53.34
North Dakota,Golden_Valley__ND,672,44.83,825,55.04,0,0.0,0,0.0,0,0.0,2,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,1499,Republican,55.04
North Dakota,Grand_Forks__ND,8341,43.12,10997,56.85,0,0.0,0,0.0,0,0.0,5,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,19343,Republican,56.85
North Dakota,Grant__ND,955,34.71,1794,65.21,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2751,Republican,65.21
North Dakota,Griggs__ND,1279,49.94,1278,49.9,0,0.0,0,0.0,0,0.0,4,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2561,Democrat,49.94
North Dakota,Hettinger__ND,1219,44.13,1541,55.79,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2762,Republican,55.79
North Dakota,Kidder__ND,868,35.53,1574,64.43,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2443,Republican,64.43
North Dakota,LaMoure__ND,1575,38.51,2511,61.39,0,0.0,0,0.0,0,0.0,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4090,Republican,61.39
North Dakota,Logan__ND,898,35.93,1601,64.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2499,Republican,64.07
North Dakota,McHenry__ND,2231,45.09,2715,54.87,0,0.0,0,0.0,0,0.0,2,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4948,Republican,54.87
North Dakota,McIntosh__ND,628,18.9,2694,81.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3322,Republican,81.1
North Dakota,McKenzie__ND,1514,46.86,1715,53.08,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3231,Republican,53.08
North Dakota,McLean__ND,2771,44.89,3398,55.05,0,0.0,0,0.0,0,0.0,4,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,6173,Republican,55.05
North Dakota,Mercer__ND,844,26.06,2395,73.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3239,Republican,73.94
North Dakota,Morton__ND,4866,54.7,4028,45.28,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,8895,Democrat,54.7
North Dakota,Mountrail__ND,2264,54.38,1894,45.5,0,0.0,0,0.0,0,0.0,5,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4163,Democrat,54.38
North Dakota,Nelson__ND,1783,47.94,1934,52.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3719,Republican,52.0
North Dakota,Oliver__ND,494,41.24,703,58.68,0,0.0,0,0.0,0,0.0,1,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,1198,Republican,58.68
North Dakota,Pembina__ND,2460,42.34,3348,57.62,0,0.0,0,0.0,0,0.0,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,5810,Republican,57.62
North Dakota,Pierce__ND,1848,55.78,1464,44.19,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3313,Democrat,55.78
North Dakota,Ramsey__ND,2813,43.86,3599,56.12,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,6413,Republican,56.12
North Dakota,Ransom__ND,1806,43.72,2324,56.26,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4131,Republican,56.26
North Dakota,Renville__ND,1217,54.57,1012,45.38,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2230,Democrat,54.57
North Dakota,Richland__ND,4003,45.92,4711,54.04,0,0.0,0,0.0,0,0.0,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,8718,Republican,54.04
North Dakota,Rolette__ND,2335,64.59,1277,35.33,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3615,Democrat,64.59
North Dakota,Sargent__ND,1655,50.95,1591,48.98,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3248,Democrat,50.95
North Dakota,Sheridan__ND,539,25.69,1552,73.98,0,0.0,0,0.0,0,0.0,7,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2098,Republican,73.98
North Dakota,Sioux__ND,688,54.65,571,45.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,1259,Democrat,54.65
North Dakota,Slope__ND,431,47.57,475,52.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,906,Republican,52.43
North Dakota,Stark__ND,4197,56.56,3223,43.43,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,7421,Democrat,56.56
North Dakota,Steele__ND,1173,49.24,1209,50.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2382,Republican,50.76
North Dakota,Stutsman__ND,4481,43.09,5905,56.78,0,0.0,0,0.0,0,0.0,13,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,10399,Republican,56.78
North Dakota,Towner__ND,1292,47.8,1410,52.16,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2703,Republican,52.16
North Dakota,Traill__ND,2084,39.3,3218,60.68,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,5303,Republican,60.68
North Dakota,Walsh__ND,4009,49.82,4036,50.16,0,0.0,0,0.0,0,0.0,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,8047,Republican,50.16
North Dakota,Ward__ND,7954,45.06,9680,54.83,0,0.0,0,0.0,0,0.0,19,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,17653,Republican,54.83
North Dakota,Wells__ND,1885,41.57,2641,58.24,0,0.0,0,0.0,0,0.0,9,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4535,Republican,58.24
North Dakota,Williams__ND,4683,51.03,4492,48.95,0,0.0,0,0.0,0,0.0,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,9177,Democrat,51.03
Ohio,Adams__OH,3900,39.41,5996,60.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,9896,Republican,60.59
Ohio,Allen__OH,14725,34.46,28007,65.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,42732,Republican,65.54
Ohio,Ashland__OH,5700,30.3,13112,69.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,18812,Republican,69.7
Ohio,Ashtabula__OH,19155,46.09,22406,53.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,41561,Republican,53.91
Ohio,Athens__OH,7542,41.24,10747,58.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,18289,Republican,58.76
Ohio,Auglaize__OH,6282,35.97,11183,64.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,17465,Republican,64.03
Ohio,Belmont__OH,23805,56.74,18146,43.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,41951,Democrat,56.74
Ohio,Brown__OH,5133,44.27,6461,55.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11594,Republican,55.73
Ohio,Butler__OH,32778,41.34,46518,58.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,79296,Republican,58.66
Ohio,Carroll__OH,3488,36.4,6095,63.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,9583,Republican,63.6
Ohio,Champaign__OH,4560,33.28,9141,66.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,13701,Republican,66.72
Ohio,Clark__OH,22456,42.33,30588,57.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,53044,Republican,57.67
Ohio,Clermont__OH,11723,38.4,18802,61.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,30525,Republican,61.6
Ohio,Clinton__OH,4498,34.7,8464,65.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,12962,Republican,65.3
Ohio,Columbiana__OH,20037,41.36,28414,58.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,48451,Republican,58.64
Ohio,Coshocton__OH,5396,35.25,9913,64.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,15309,Republican,64.75
Ohio,Crawford__OH,6981,32.41,14558,67.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21539,Republican,67.59
Ohio,Cuyahoga__OH,429030,59.83,288056,40.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,717086,Democrat,59.83
Ohio,Darke__OH,7715,35.45,14048,64.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21763,Republican,64.55
Ohio,Defiance__OH,5207,36.88,8912,63.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,14119,Republican,63.12
Ohio,Delaware__OH,5334,31.89,11391,68.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,16725,Republican,68.11
Ohio,Erie__OH,10954,42.06,15092,57.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,26046,Republican,57.94
Ohio,Fairfield__OH,9128,33.97,17743,66.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,26871,Republican,66.03
Ohio,Fayette__OH,3966,35.89,7085,64.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11051,Republican,64.11
Ohio,Franklin__OH,110283,40.63,161178,59.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,271461,Republican,59.37
Ohio,Fulton__OH,3274,25.24,9695,74.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,12969,Republican,74.76
Ohio,Gallia__OH,3498,31.51,7602,68.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11100,Republican,68.49
Ohio,Geauga__OH,8522,40.56,12491,59.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21013,Republican,59.44
Ohio,Greene__OH,14155,41.88,19642,58.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,33797,Republican,58.12
Ohio,Guernsey__OH,6532,38.59,10396,61.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,16928,Republican,61.41
Ohio,Hamilton__OH,176215,45.5,211068,54.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,387283,Republican,54.5
Ohio,Hancock__OH,6712,28.24,17059,71.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,23771,Republican,71.76
Ohio,Hardin__OH,4996,35.59,9042,64.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,14038,Republican,64.41
Ohio,Harrison__OH,3641,41.23,5191,58.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,8832,Republican,58.77
Ohio,Henry__OH,3415,29.27,8251,70.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11666,Republican,70.73
Ohio,Highland__OH,5423,37.74,8948,62.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,14371,Republican,62.26
Ohio,Hocking__OH,4057,43.53,5262,56.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,9319,Republican,56.47
Ohio,Holmes__OH,1953,30.59,4432,69.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,6385,Republican,69.41
Ohio,Huron__OH,7534,38.06,12261,61.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,19795,Republican,61.94
Ohio,Jackson__OH,5549,41.04,7973,58.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,13522,Republican,58.96
Ohio,Jefferson__OH,26955,55.99,21186,44.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,48141,Democrat,55.99
Ohio,Knox__OH,6565,34.06,12711,65.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,19276,Republican,65.94
Ohio,Lake__OH,33425,51.06,32038,48.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,65463,Democrat,51.06
Ohio,Lawrence__OH,8656,39.68,13159,60.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21815,Republican,60.32
