State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Ross Perot_Votes,Ross Perot_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Ross Perot Reform_Votes,Ross Perot Reform_Pct,Harry Browne Libertarian_Votes,Harry Browne Libertarian_Pct,Ralph Nader Green_Votes,Ralph Nader Green_Pct,Ralph Nader [ 2 ] Green_Votes,Ralph Nader [ 2 ] Green_Pct,Harry Browne [ 2 ] Libertarian_Votes,Harry Browne [ 2 ] Libertarian_Pct,All Others [ a ] Various_Votes,All Others [ a ] Various_Pct,Harry E. Browne Libertarian_Votes,Harry E. Browne Libertarian_Pct,Others_Votes,Others_Pct,Ralph Nader [ 4 ] Green_Votes,Ralph Nader [ 4 ] Green_Pct,John Hagelin [ 4 ] Natural Law_Votes,John Hagelin [ 4 ] Natural Law_Pct,Ross Perot [ 3 ] Reform_Votes,Ross Perot [ 3 ] Reform_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Howard Phillips Independent_Votes,Howard Phillips Independent_Pct,John Hagelin Natural Law_Votes,John Hagelin Natural Law_Pct,No Candidate [ 3 ] None of the Above_Votes,No Candidate [ 3 ] None of the Above_Pct,Ralph Nader [ 3 ] Green_Votes,Ralph Nader [ 3 ] Green_Pct,Ross Perot [ 10 ] Reform_Votes,Ross Perot [ 10 ] Reform_Pct,Harry Browne [ 10 ] Libertarian_Votes,Harry Browne [ 10 ] Libertarian_Pct,Various candidates [ 10 ] Other parties_Votes,Various candidates [ 10 ] Other parties_Pct,Ross Perot Independence_Votes,Ross Perot Independence_Pct,Ralph Nader [ 5 ] Green_Votes,Ralph Nader [ 5 ] Green_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Howard Phillips U.S. Taxpayers_Votes,Howard Phillips U.S. Taxpayers_Pct,Ralph Nader [ 4 ] Pacific Green_Votes,Ralph Nader [ 4 ] Pacific Green_Pct,Various candidates [ 13 ] Other parties_Votes,Various candidates [ 13 ] Other parties_Pct,Harry Browne [ 3 ] Libertarian_Votes,Harry Browne [ 3 ] Libertarian_Pct,John Hagelin [ 3 ] Natural Law_Votes,John Hagelin [ 3 ] Natural Law_Pct,Total_Votes,Winner,Winner_Pct
Kansas,Phillips__KS,758,25.07,2005,66.3,242,8,19,0.63,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024,Republican,66.3
Kansas,Pottawatomie__KS,1997,25.79,4504,58.16,1035,13.37,208,2.69,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7744,Republican,58.16
Kansas,Pratt__KS,1367,31.06,2591,58.87,408,9.27,35,0.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,Republican,58.87
Kansas,Rawlins__KS,335,17.74,1393,73.78,146,7.73,14,0.74,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,Republican,73.78
Kansas,Reno__KS,9108,34.63,14275,54.28,2661,10.12,256,0.97,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26300,Republican,54.28
Kansas,Republic__KS,688,21.08,2283,69.97,268,8.21,24,0.74,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,Republican,69.97
Kansas,Rice__KS,1434,29.94,2842,59.34,482,10.06,31,0.65,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789,Republican,59.34
Kansas,Riley__KS,6746,34.41,11113,56.68,1478,7.54,270,1.38,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19607,Republican,56.68
Kansas,Rooks__KS,650,23.32,1864,66.88,251,9.01,22,0.79,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787,Republican,66.88
Kansas,Rush__KS,547,27.5,1239,62.29,185,9.3,18,0.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,Republican,62.29
Kansas,Russell__KS,705,16.64,3347,78.98,164,3.87,22,0.52,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,Republican,78.98
Kansas,Saline__KS,7728,34.28,12475,55.34,2192,9.72,146,0.65,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22541,Republican,55.34
Kansas,Scott__KS,458,19.21,1750,73.41,160,6.71,16,0.67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384,Republican,73.41
Kansas,Sedgwick__KS,59643,35.8,93397,56.06,11875,7.13,1684,1.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166599,Republican,56.06
Kansas,Seward__KS,1309,23.49,3812,68.4,396,7.11,56,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5573,Republican,68.4
Kansas,Shawnee__KS,32803,43.35,34845,46.05,7304,9.65,711,0.94,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75663,Republican,46.05
Kansas,Sheridan__KS,264,18.59,1053,74.15,95,6.69,8,0.56,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,Republican,74.15
Kansas,Sherman__KS,736,23.87,2110,68.42,220,7.13,18,0.58,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,Republican,68.42
Kansas,Smith__KS,638,25.62,1628,65.38,213,8.55,11,0.44,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,Republican,65.38
Kansas,Stafford__KS,651,25.58,1604,63.03,276,10.84,14,0.55,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,Republican,63.03
Kansas,Stanton__KS,189,21.43,628,71.2,60,6.8,5,0.57,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,Republican,71.2
Kansas,Stevens__KS,405,18.54,1548,70.88,213,9.75,18,0.82,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184,Republican,70.88
Kansas,Sumner__KS,3638,33.14,5952,54.22,1260,11.48,127,1.16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10977,Republican,54.22
Kansas,Thomas__KS,866,22.17,2725,69.75,295,7.55,21,0.54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,Republican,69.75
Kansas,Trego__KS,548,27.79,1205,61.11,209,10.6,10,0.51,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Republican,61.11
Kansas,Wabaunsee__KS,966,28.55,1884,55.67,479,14.15,55,1.63,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3384,Republican,55.67
Kansas,Wallace__KS,160,16.53,738,76.24,65,6.71,5,0.52,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,Republican,76.24
Kansas,Washington__KS,804,22.6,2397,67.39,326,9.17,30,0.84,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557,Republican,67.39
Kansas,Wichita__KS,239,21.36,796,71.13,80,7.15,4,0.36,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,Republican,71.13
Kansas,Wilson__KS,1297,29.77,2458,56.41,562,12.9,40,0.92,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357,Republican,56.41
Kansas,Woodson__KS,598,32.64,953,52.02,269,14.68,12,0.66,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832,Republican,52.02
Kansas,Wyandotte__KS,31252,62.94,14011,28.22,3931,7.92,460,0.93,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49654,Democrat,62.94
Kentucky,Adair__KY,1821,27.85,3876,59.28,790,12.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,51,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538,Republican,59.28
Kentucky,Allen__KY,1781,34.05,3032,57.97,393,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230,Republican,57.97
Kentucky,Anderson__KY,2898,43.56,2972,44.67,751,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6653,Republican,44.67
Kentucky,Ballard__KY,2255,60.26,1064,28.43,411,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3742,Democrat,60.26
Kentucky,Barren__KY,5044,42.59,5700,48.13,1065,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11844,Republican,48.13
Kentucky,Bath__KY,1886,52.83,1229,34.43,428,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3570,Democrat,52.83
Kentucky,Bell__KY,5058,50.54,3917,39.14,940,9.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,93,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10008,Democrat,50.54
Kentucky,Boone__KY,8379,32.72,15085,58.91,1900,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,243,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25607,Republican,58.91
Kentucky,Bourbon__KY,3030,48.42,2592,41.42,603,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,33,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6258,Democrat,48.42
Kentucky,Boyd__KY,9668,51.17,7054,37.34,2070,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,101,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18893,Democrat,51.17
Kentucky,Boyle__KY,3877,44.15,4157,47.34,709,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8782,Republican,47.34
Kentucky,Bracken__KY,1055,38.79,1371,50.4,271,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720,Republican,50.4
Kentucky,Breathitt__KY,3106,67.85,1058,23.11,397,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578,Democrat,67.85
Kentucky,Breckinridge__KY,2956,43.49,3151,46.36,670,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6797,Republican,46.36
Kentucky,Bullitt__KY,7651,41.59,8697,47.28,1973,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,74,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18395,Republican,47.28
Kentucky,Butler__KY,1260,30.37,2531,61,348,8.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149,Republican,61
Kentucky,Caldwell__KY,2434,47.22,2067,40.1,637,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5155,Democrat,47.22
Kentucky,Calloway__KY,5281,45.66,4989,43.14,1223,10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,73,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11566,Democrat,45.66
Kentucky,Campbell__KY,11957,38.3,16640,53.31,2312,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,307,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31216,Republican,53.31
Kentucky,Carlisle__KY,1355,55.83,816,33.62,245,10.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,Democrat,55.83
Kentucky,Carroll__KY,1689,52.18,1170,36.14,351,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237,Democrat,52.18
Kentucky,Carter__KY,3728,47.97,3240,41.69,781,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7771,Democrat,47.97
Kentucky,Casey__KY,1106,22.7,3187,65.4,525,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873,Republican,65.4
Kentucky,Christian__KY,6843,42.08,8285,50.95,1064,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,68,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16260,Republican,50.95
Kentucky,Clark__KY,4987,45.77,4739,43.49,1095,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,75,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10896,Democrat,45.77
Kentucky,Clay__KY,2135,33.35,3716,58.05,478,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,72,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6401,Republican,58.05
Kentucky,Clinton__KY,1072,26.96,2521,63.41,350,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,33,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976,Republican,63.41
Kentucky,Crittenden__KY,1480,43.48,1509,44.33,400,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404,Republican,44.33
Kentucky,Cumberland__KY,753,28.29,1654,62.13,227,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662,Republican,62.13
Kentucky,Daviess__KY,15366,43.99,15844,45.36,3344,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,376,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34930,Republican,45.36
Kentucky,Edmonson__KY,1595,35.3,2619,57.96,298,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519,Republican,57.96
Kentucky,Elliott__KY,1298,64.42,421,20.89,284,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,Democrat,64.42
Kentucky,Estill__KY,1724,38.74,2220,49.89,479,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450,Republican,49.89
Kentucky,Fayette__KY,43632,47.09,42930,46.33,5345,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,757,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92664,Democrat,47.09
Kentucky,Fleming__KY,1913,40.16,2313,48.55,522,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4764,Republican,48.55
Kentucky,Floyd__KY,9655,67.12,3139,21.82,1518,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,72,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14384,Democrat,67.12
Kentucky,Franklin__KY,11251,55.24,7132,35.02,1873,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,111,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20367,Democrat,55.24
Kentucky,Fulton__KY,1614,59.56,863,31.85,223,8.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710,Democrat,59.56
Kentucky,Gallatin__KY,1189,50.68,838,35.72,299,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,Democrat,50.68
Kentucky,Garrard__KY,1486,34,2540,58.11,337,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,Republican,58.11
Kentucky,Grant__KY,2541,42.8,2697,45.43,661,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,38,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937,Republican,45.43
Kentucky,Graves__KY,6991,50.65,5130,37.17,1596,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,86,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13803,Democrat,50.65
Kentucky,Grayson__KY,2716,35.17,4249,55.02,677,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,80,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7722,Republican,55.02
Kentucky,Green__KY,1285,28.3,2763,60.86,475,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,Republican,60.86
Kentucky,Greenup__KY,6883,49.32,5370,38.48,1627,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,76,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13956,Democrat,49.32
Kentucky,Hancock__KY,1547,46.33,1356,40.61,418,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,Democrat,46.33
Kentucky,Hardin__KY,11031,41.44,12642,47.5,2815,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,129,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26617,Republican,47.5
Kentucky,Harlan__KY,5874,58,3337,32.95,884,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10127,Democrat,58
Kentucky,Harrison__KY,2934,47.29,2433,39.22,801,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6204,Democrat,47.29
Kentucky,Hart__KY,2527,43.89,2701,46.91,501,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5758,Republican,46.91
Kentucky,Henderson__KY,8051,54.38,5092,34.39,1556,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,107,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14806,Democrat,54.38
Kentucky,Henry__KY,2324,46.39,2110,42.12,564,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,Democrat,46.39
Kentucky,Hickman__KY,1220,56.14,695,31.98,247,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173,Democrat,56.14
Kentucky,Hopkins__KY,7239,47.66,6363,41.89,1512,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,76,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15190,Democrat,47.66
Kentucky,Jackson__KY,960,22.06,3045,69.98,299,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,Republican,69.98
Kentucky,Jefferson__KY,144207,51.52,114860,41.03,19413,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1433,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279913,Democrat,51.52
Kentucky,Jessamine__KY,4428,36.27,6686,54.76,1040,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,56,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12210,Republican,54.76
Kentucky,Johnson__KY,3348,43.68,3262,42.56,1010,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7664,Democrat,43.68
Kentucky,Kenton__KY,19407,37.19,28579,54.77,3680,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,514,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52180,Republican,54.77
Kentucky,Knott__KY,4842,73.29,1201,18.18,517,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607,Democrat,73.29
Kentucky,Knox__KY,3736,41.08,4502,49.5,811,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9095,Republican,49.5
Kentucky,Larue__KY,2040,43.8,2140,45.94,469,10.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,Republican,45.94
Kentucky,Laurel__KY,4306,28.54,9454,62.65,1211,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,119,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15090,Republican,62.65
Kentucky,Lawrence__KY,2195,48.75,1812,40.24,481,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4503,Democrat,48.75
Kentucky,Lee__KY,1023,40.56,1302,51.63,181,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522,Republican,51.63
Kentucky,Leslie__KY,1466,35.84,2296,56.14,304,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4090,Republican,56.14
Kentucky,Letcher__KY,4160,57.57,2222,30.75,782,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,62,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7226,Democrat,57.57
Kentucky,Lewis__KY,1415,32.38,2365,54.12,561,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370,Republican,54.12
Kentucky,Lincoln__KY,2550,41.73,3006,49.19,526,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6111,Republican,49.19
Kentucky,Livingston__KY,2228,56.15,1258,31.7,449,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,33,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968,Democrat,56.15
