State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Ross Perot_Votes,Ross Perot_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Ross Perot Reform_Votes,Ross Perot Reform_Pct,Harry Browne Libertarian_Votes,Harry Browne Libertarian_Pct,Ralph Nader Green_Votes,Ralph Nader Green_Pct,Ralph Nader [ 2 ] Green_Votes,Ralph Nader [ 2 ] Green_Pct,Harry Browne [ 2 ] Libertarian_Votes,Harry Browne [ 2 ] Libertarian_Pct,All Others [ a ] Various_Votes,All Others [ a ] Various_Pct,Harry E. Browne Libertarian_Votes,Harry E. Browne Libertarian_Pct,Others_Votes,Others_Pct,Ralph Nader [ 4 ] Green_Votes,Ralph Nader [ 4 ] Green_Pct,John Hagelin [ 4 ] Natural Law_Votes,John Hagelin [ 4 ] Natural Law_Pct,Ross Perot [ 3 ] Reform_Votes,Ross Perot [ 3 ] Reform_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Howard Phillips Independent_Votes,Howard Phillips Independent_Pct,John Hagelin Natural Law_Votes,John Hagelin Natural Law_Pct,No Candidate [ 3 ] None of the Above_Votes,No Candidate [ 3 ] None of the Above_Pct,Ralph Nader [ 3 ] Green_Votes,Ralph Nader [ 3 ] Green_Pct,Ross Perot [ 10 ] Reform_Votes,Ross Perot [ 10 ] Reform_Pct,Harry Browne [ 10 ] Libertarian_Votes,Harry Browne [ 10 ] Libertarian_Pct,Various candidates [ 10 ] Other parties_Votes,Various candidates [ 10 ] Other parties_Pct,Ross Perot Independence_Votes,Ross Perot Independence_Pct,Ralph Nader [ 5 ] Green_Votes,Ralph Nader [ 5 ] Green_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Howard Phillips U.S. Taxpayers_Votes,Howard Phillips U.S. Taxpayers_Pct,Ralph Nader [ 4 ] Pacific Green_Votes,Ralph Nader [ 4 ] Pacific Green_Pct,Various candidates [ 13 ] Other parties_Votes,Various candidates [ 13 ] Other parties_Pct,Harry Browne [ 3 ] Libertarian_Votes,Harry Browne [ 3 ] Libertarian_Pct,John Hagelin [ 3 ] Natural Law_Votes,John Hagelin [ 3 ] Natural Law_Pct,Total_Votes,Winner,Winner_Pct
Montana,Richland__MT,1614,35.33,2021,44.24,0,0,933,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568,Republican,44.24
Montana,Roosevelt__MT,2118,52.99,1209,30.25,0,0,670,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3997,Democrat,52.99
Montana,Rosebud__MT,1681,45.64,1413,38.37,0,0,589,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3683,Democrat,45.64
Montana,Sanders__MT,1573,33.75,2043,43.83,0,0,1045,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661,Republican,43.83
Montana,Sheridan__MT,1187,48.75,832,34.17,0,0,416,17.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,Democrat,48.75
Montana,Silver_Bow__MT,11199,63.35,3909,22.11,0,0,2569,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17677,Democrat,63.35
Montana,Stillwater__MT,1282,33.74,1871,49.24,0,0,647,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,Republican,49.24
Montana,Sweet_Grass__MT,469,26.32,1109,62.23,0,0,204,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782,Republican,62.23
Montana,Teton__MT,1188,35.72,1701,51.14,0,0,437,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3326,Republican,51.14
Montana,Toole__MT,874,35.21,1203,48.47,0,0,405,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482,Republican,48.47
Montana,Treasure__MT,171,34.34,237,47.59,0,0,90,18.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,Republican,47.59
Montana,Valley__MT,1674,39.79,1838,43.69,0,0,695,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207,Republican,43.69
Montana,Wheatland__MT,391,35.94,563,51.75,0,0,134,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,Republican,51.75
Montana,Wibaux__MT,197,32.14,284,46.33,0,0,132,21.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,Republican,46.33
Montana,Yellowstone__MT,22992,41.14,26367,47.18,0,0,6523,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55882,Republican,47.18
Nebraska,Adams__NE,3935,31.49,6924,55.41,0,0,0,0,1513,12.11,60,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.42,11,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,12496,Republican,55.41
Nebraska,Antelope__NE,884,26.23,2005,59.5,0,0,0,0,457,13.56,11,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.3,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,Republican,59.5
Nebraska,Arthur__NE,25,9.69,187,72.48,0,0,0,0,46,17.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,258,Republican,72.48
Nebraska,Banner__NE,62,15.27,309,76.11,0,0,0,0,30,7.39,2,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,406,Republican,76.11
Nebraska,Blaine__NE,53,14.02,284,75.13,0,0,0,0,39,10.32,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,378,Republican,75.13
Nebraska,Boone__NE,806,27.41,1695,57.63,0,0,0,0,424,14.42,7,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1,6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2941,Republican,57.63
Nebraska,Box_Butte__NE,1782,35.82,2458,49.41,0,0,0,0,695,13.97,18,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.3,7,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,4975,Republican,49.41
Nebraska,Boyd__NE,372,27.72,778,57.97,0,0,0,0,181,13.49,5,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.22,3,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,Republican,57.97
Nebraska,Brown__NE,359,20.33,1105,62.57,0,0,0,0,289,16.36,4,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.45,1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,Republican,62.57
Nebraska,Buffalo__NE,4277,26.97,10004,63.09,0,0,0,0,1484,9.36,49,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.1,26,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,15856,Republican,63.09
Nebraska,Burt__NE,1237,35.38,1707,48.83,0,0,0,0,497,14.22,21,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.89,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,3496,Republican,48.83
Nebraska,Butler__NE,1099,29.73,2042,55.25,0,0,0,0,512,13.85,19,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.38,10,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,3696,Republican,55.25
Nebraska,Cass__NE,3477,35.9,4878,50.37,0,0,0,0,1239,12.79,41,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.3,21,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,9685,Republican,50.37
Nebraska,Cedar__NE,1218,29.29,2171,52.2,0,0,0,0,739,17.77,10,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.46,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,4159,Republican,52.2
Nebraska,Chase__NE,365,19.69,1277,68.88,0,0,0,0,197,10.63,9,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.16,3,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1854,Republican,68.88
Nebraska,Cherry__NE,551,19.68,1905,68.04,0,0,0,0,332,11.86,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.25,3,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,Republican,68.04
Nebraska,Cheyenne__NE,1059,26.7,2571,64.83,0,0,0,0,287,7.24,31,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.25,8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3966,Republican,64.83
Nebraska,Clay__NE,880,26.58,1982,59.86,0,0,0,0,425,12.84,6,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.48,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,3311,Republican,59.86
Nebraska,Colfax__NE,1065,30.1,1954,55.23,0,0,0,0,492,13.91,9,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.4,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,3538,Republican,55.23
Nebraska,Cuming__NE,1033,25.25,2520,61.6,0,0,0,0,503,12.3,10,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.49,5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,4091,Republican,61.6
Nebraska,Custer__NE,1293,24.02,3453,64.15,0,0,0,0,615,11.42,10,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.17,3,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,5383,Republican,64.15
Nebraska,Dakota__NE,2632,43.98,2592,43.31,0,0,0,0,721,12.05,13,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.35,6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,5985,Democrat,43.98
Nebraska,Dawes__NE,1108,30.99,1991,55.69,0,0,0,0,442,12.36,20,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.22,6,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,3575,Republican,55.69
Nebraska,Dawson__NE,2180,27.03,4794,59.44,0,0,0,0,1044,12.94,26,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.19,6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,8065,Republican,59.44
Nebraska,Deuel__NE,245,24.72,629,63.47,0,0,0,0,111,11.2,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,991,Republican,63.47
Nebraska,Dixon__NE,931,32.72,1478,51.95,0,0,0,0,414,14.55,4,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.53,3,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,2845,Republican,51.95
Nebraska,Dodge__NE,5181,35.27,7484,50.95,0,0,0,0,1894,12.89,44,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.36,32,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,14688,Republican,50.95
Nebraska,Douglas__NE,70708,39.34,92334,51.38,0,0,0,0,14863,8.27,803,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0.34,410,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,179721,Republican,51.38
Nebraska,Dundy__NE,224,20.35,752,68.3,0,0,0,0,112,10.17,4,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.64,2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Republican,68.3
Nebraska,Fillmore__NE,1058,34.18,1696,54.8,0,0,0,0,321,10.37,9,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.26,3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3095,Republican,54.8
Nebraska,Franklin__NE,483,28.15,1013,59.03,0,0,0,0,215,12.53,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,2,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1716,Republican,59.03
Nebraska,Frontier__NE,310,22.35,901,64.96,0,0,0,0,169,12.18,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.14,3,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,Republican,64.96
Nebraska,Furnas__NE,663,27.5,1475,61.18,0,0,0,0,207,8.59,56,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.29,3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,Republican,61.18
Nebraska,Gage__NE,4008,40.72,4413,44.83,0,0,0,0,1346,13.67,37,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.27,12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,9843,Republican,44.83
Nebraska,Garden__NE,279,21.51,851,65.61,0,0,0,0,155,11.95,7,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.23,2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,Republican,65.61
Nebraska,Garfield__NE,249,25.2,625,63.26,0,0,0,0,111,11.23,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,988,Republican,63.26
Nebraska,Gosper__NE,275,26.54,609,58.78,0,0,0,0,150,14.48,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,Republican,58.78
Nebraska,Grant__NE,84,21.11,258,64.82,0,0,0,0,55,13.82,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,398,Republican,64.82
Nebraska,Greeley__NE,472,36.96,642,50.27,0,0,0,0,155,12.14,4,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.23,1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,Republican,50.27
Nebraska,Hall__NE,6708,34.55,10183,52.45,0,0,0,0,2403,12.38,78,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.13,18,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,19416,Republican,52.45
Nebraska,Hamilton__NE,1172,27.42,2623,61.37,0,0,0,0,457,10.69,17,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.07,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,4274,Republican,61.37
Nebraska,Harlan__NE,520,27.99,1120,60.28,0,0,0,0,203,10.93,8,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.22,3,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,Republican,60.28
Nebraska,Hayes__NE,87,15.26,439,77.02,0,0,0,0,39,6.84,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.35,2,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,570,Republican,77.02
Nebraska,Hitchcock__NE,409,26.07,977,62.27,0,0,0,0,173,11.03,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.32,3,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,Republican,62.27
Nebraska,Holt__NE,1107,21.03,3436,65.27,0,0,0,0,677,12.86,14,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.44,7,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,Republican,65.27
Nebraska,Hooker__NE,115,22.37,308,59.92,0,0,0,0,83,16.15,3,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.58,2,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,514,Republican,59.92
Nebraska,Howard__NE,853,33.02,1294,50.1,0,0,0,0,417,16.14,8,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.15,7,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,2583,Republican,50.1
Nebraska,Jefferson__NE,1520,37.76,1979,49.17,0,0,0,0,495,12.3,12,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.37,4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4025,Republican,49.17
Nebraska,Johnson__NE,770,36.61,1009,47.98,0,0,0,0,309,14.69,5,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,6,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,2103,Republican,47.98
Nebraska,Kearney__NE,782,25.66,1953,64.07,0,0,0,0,296,9.71,12,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3048,Republican,64.07
Nebraska,Keith__NE,830,21.71,2504,65.5,0,0,0,0,460,12.03,21,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.13,3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,3823,Republican,65.5
Nebraska,Keya_Paha__NE,94,17.6,385,72.1,0,0,0,0,47,8.8,2,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,534,Republican,72.1
Nebraska,Kimball__NE,527,29.54,1011,56.67,0,0,0,0,212,11.88,24,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.45,2,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1784,Republican,56.67
Nebraska,Knox__NE,1266,32.15,2123,53.91,0,0,0,0,531,13.48,3,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.3,3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,3938,Republican,53.91
Nebraska,Lancaster__NE,43339,44.36,44812,45.86,0,0,0,0,8595,8.8,486,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0.21,266,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,97708,Republican,45.86
Nebraska,Lincoln__NE,5165,34.89,7482,50.54,0,0,0,0,2043,13.8,71,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.18,17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,14804,Republican,50.54
Nebraska,Logan__NE,79,17.63,294,65.63,0,0,0,0,72,16.07,1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,448,Republican,65.63
Nebraska,Loup__NE,74,22.22,229,68.77,0,0,0,0,28,8.41,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,333,Republican,68.77
Nebraska,Madison__NE,3047,24.09,7965,62.97,0,0,0,0,1554,12.29,28,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.32,14,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,12649,Republican,62.97
Nebraska,McPherson__NE,50,15.53,233,72.36,0,0,0,0,33,10.25,3,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,322,Republican,72.36
Nebraska,Merrick__NE,997,28.07,2084,58.67,0,0,0,0,449,12.64,9,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.23,5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,3552,Republican,58.67
Nebraska,Morrill__NE,620,28.16,1296,58.86,0,0,0,0,262,11.9,13,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.41,2,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,2202,Republican,58.86
Nebraska,Nance__NE,585,33.93,892,51.74,0,0,0,0,238,13.81,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.35,1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1724,Republican,51.74
Nebraska,Nemaha__NE,1232,33.89,1888,51.94,0,0,0,0,485,13.34,15,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.25,6,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,3635,Republican,51.94
Nebraska,Nuckolls__NE,757,30.66,1383,56.01,0,0,0,0,306,12.39,14,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.32,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2469,Republican,56.01
Nebraska,Otoe__NE,2279,35.03,3290,50.58,0,0,0,0,877,13.48,28,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.42,4,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,6505,Republican,50.58
Nebraska,Pawnee__NE,580,36.97,766,48.82,0,0,0,0,207,13.19,8,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.38,2,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,Republican,48.82
Nebraska,Perkins__NE,352,22.84,1018,66.06,0,0,0,0,163,10.58,6,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,Republican,66.06
Nebraska,Phelps__NE,1071,23.39,3015,65.86,0,0,0,0,465,10.16,14,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2,4,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,4578,Republican,65.86
Nebraska,Pierce__NE,697,22.62,1923,62.39,0,0,0,0,446,14.47,8,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16,3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3082,Republican,62.39
Nebraska,Platte__NE,3010,24.28,7948,64.11,0,0,0,0,1353,10.91,39,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.31,9,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,12398,Republican,64.11
Nebraska,Polk__NE,750,29.34,1504,58.84,0,0,0,0,268,10.49,20,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.16,10,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,2556,Republican,58.84
Nebraska,Red_Willow__NE,1365,27.24,3112,62.1,0,0,0,0,499,9.96,25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,7,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,Republican,62.1
Nebraska,Richardson__NE,1517,35.48,2089,48.85,0,0,0,0,633,14.8,26,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.16,4,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,4276,Republican,48.85
Nebraska,Rock__NE,180,20.34,564,63.73,0,0,0,0,135,15.25,4,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,885,Republican,63.73
Nebraska,Saline__NE,2523,48.75,1945,37.58,0,0,0,0,689,13.31,12,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,3,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,5175,Democrat,48.75
Nebraska,Sarpy__NE,12806,32.11,23023,57.74,0,0,0,0,3722,9.33,157,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0.27,60,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,39877,Republican,57.74
Nebraska,Saunders__NE,2777,32.3,4514,52.51,0,0,0,0,1223,14.23,36,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.35,17,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,8597,Republican,52.51
Nebraska,Scotts_Bluff__NE,4547,33.58,7641,56.43,0,0,0,0,1251,9.24,55,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.26,12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,13541,Republican,56.43
Nebraska,Seward__NE,2432,36.25,3479,51.86,0,0,0,0,745,11.1,24,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.34,6,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,6709,Republican,51.86
