State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,All Others_Votes,All Others_Pct,Total_Votes,Winner,Winner_Pct
Nebraska,Dodge__NE,5434,32.92,10795,65.39,279,1.69,0,0,16508,Republican,65.39
Nebraska,Douglas__NE,148733,54.06,120919,43.95,5493,2,0,0,275145,Democrat,54.06
Nebraska,Dundy__NE,96,10.31,829,89.04,6,0.64,0,0,931,Republican,89.04
Nebraska,Fillmore__NE,662,21.89,2315,76.55,47,1.55,0,0,3024,Republican,76.55
Nebraska,Franklin__NE,236,14.7,1351,84.17,18,1.12,0,0,1605,Republican,84.17
Nebraska,Frontier__NE,185,13.09,1213,85.85,15,1.06,0,0,1413,Republican,85.85
Nebraska,Furnas__NE,358,14.8,2043,84.46,18,0.74,0,0,2419,Republican,84.46
Nebraska,Gage__NE,3242,29.57,7523,68.61,200,1.82,0,0,10965,Republican,68.61
Nebraska,Garden__NE,162,14.46,949,84.73,9,0.8,0,0,1120,Republican,84.73
Nebraska,Garfield__NE,116,11.41,893,87.81,8,0.79,0,0,1017,Republican,87.81
Nebraska,Gosper__NE,203,18.08,907,80.77,13,1.16,0,0,1123,Republican,80.77
Nebraska,Grant__NE,15,4.1,351,95.9,0,0,0,0,366,Republican,95.9
Nebraska,Greeley__NE,192,15.55,1030,83.4,13,1.05,0,0,1235,Republican,83.4
Nebraska,Hall__NE,6956,30.37,15566,67.97,379,1.65,0,0,22901,Republican,67.97
Nebraska,Hamilton__NE,1067,19.15,4416,79.24,90,1.61,0,0,5573,Republican,79.24
Nebraska,Harlan__NE,280,15.51,1506,83.43,19,1.05,0,0,1805,Republican,83.43
Nebraska,Hayes__NE,19,3.85,472,95.55,3,0.61,0,0,494,Republican,95.55
Nebraska,Hitchcock__NE,152,10.56,1269,88.19,18,1.25,0,0,1439,Republican,88.19
Nebraska,Holt__NE,681,12.48,4708,86.26,69,1.26,0,0,5458,Republican,86.26
Nebraska,Hooker__NE,55,12.88,369,86.42,3,0.7,0,0,427,Republican,86.42
Nebraska,Howard__NE,642,18,2868,80.43,56,1.57,0,0,3566,Republican,80.43
Nebraska,Jefferson__NE,968,26.6,2614,71.83,57,1.57,0,0,3639,Republican,71.83
Nebraska,Johnson__NE,625,28.9,1496,69.16,42,1.94,0,0,2163,Republican,69.16
Nebraska,Kearney__NE,736,20.36,2828,78.23,51,1.41,0,0,3615,Republican,78.23
Nebraska,Keith__NE,731,17.37,3416,81.16,62,1.47,0,0,4209,Republican,81.16
Nebraska,Keya_Paha__NE,44,8.07,500,91.74,1,0.18,0,0,545,Republican,91.74
Nebraska,Kimball__NE,272,15.8,1424,82.69,26,1.51,0,0,1722,Republican,82.69
Nebraska,Knox__NE,786,17.67,3593,80.78,69,1.55,0,0,4448,Republican,80.78
Nebraska,Lancaster__NE,81012,51.04,74215,46.75,3507,2.21,0,0,158734,Democrat,51.04
Nebraska,Lincoln__NE,3586,21.69,12674,76.67,270,1.63,0,0,16530,Republican,76.67
Nebraska,Logan__NE,25,5.66,409,92.53,8,1.81,0,0,442,Republican,92.53
Nebraska,Loup__NE,73,17.06,354,82.71,1,0.23,0,0,428,Republican,82.71
Nebraska,Madison__NE,3360,21.34,12145,77.13,242,1.54,0,0,15747,Republican,77.13
Nebraska,McPherson__NE,12,4.23,267,94.01,5,1.76,0,0,284,Republican,94.01
Nebraska,Merrick__NE,730,16.71,3551,81.3,87,1.99,0,0,4368,Republican,81.3
Nebraska,Morrill__NE,366,15.06,2026,83.37,38,1.56,0,0,2430,Republican,83.37
Nebraska,Nance__NE,352,19.09,1462,79.28,30,1.63,0,0,1844,Republican,79.28
Nebraska,Nemaha__NE,915,26.61,2443,71.04,81,2.36,0,0,3439,Republican,71.04
Nebraska,Nuckolls__NE,399,17.64,1836,81.17,27,1.19,0,0,2262,Republican,81.17
Nebraska,Otoe__NE,2463,29.94,5651,68.69,113,1.37,0,0,8227,Republican,68.69
Nebraska,Pawnee__NE,284,20.51,1085,78.34,16,1.16,0,0,1385,Republican,78.34
Nebraska,Perkins__NE,187,13.06,1224,85.47,21,1.47,0,0,1432,Republican,85.47
Nebraska,Phelps__NE,758,15.2,4158,83.39,70,1.4,0,0,4986,Republican,83.39
Nebraska,Pierce__NE,446,11.41,3420,87.47,44,1.13,0,0,3910,Republican,87.47
Nebraska,Platte__NE,3191,20.28,12326,78.33,219,1.39,0,0,15736,Republican,78.33
Nebraska,Polk__NE,501,17.71,2296,81.16,32,1.13,0,0,2829,Republican,81.16
Nebraska,Red_Willow__NE,815,15.27,4457,83.48,67,1.25,0,0,5339,Republican,83.48
Nebraska,Richardson__NE,934,23.57,2962,74.76,66,1.67,0,0,3962,Republican,74.76
Nebraska,Rock__NE,85,10.18,745,89.22,5,0.6,0,0,835,Republican,89.22
Nebraska,Saline__NE,1855,32.71,3734,65.84,82,1.45,0,0,5671,Republican,65.84
Nebraska,Sarpy__NE,43825,43.26,55567,54.85,1907,1.88,0,0,101299,Republican,54.85
Nebraska,Saunders__NE,3558,26.12,9854,72.34,210,1.54,0,0,13622,Republican,72.34
Nebraska,Scotts_Bluff__NE,3856,25.54,11033,73.09,206,1.36,0,0,15095,Republican,73.09
Nebraska,Seward__NE,2388,25.84,6667,72.15,185,2,0,0,9240,Republican,72.15
Nebraska,Sheridan__NE,362,14.5,2102,84.18,33,1.32,0,0,2497,Republican,84.18
Nebraska,Sherman__NE,328,19.39,1344,79.43,20,1.18,0,0,1692,Republican,79.43
Nebraska,Sioux__NE,77,11.32,597,87.79,6,0.88,0,0,680,Republican,87.79
Nebraska,Stanton__NE,492,15.99,2536,82.44,48,1.56,0,0,3076,Republican,82.44
Nebraska,Thayer__NE,544,19,2278,79.57,41,1.43,0,0,2863,Republican,79.57
Nebraska,Thomas__NE,44,11.2,348,88.55,1,0.25,0,0,393,Republican,88.55
Nebraska,Thurston__NE,978,46.07,1125,52.99,20,0.94,0,0,2123,Republican,52.99
Nebraska,Valley__NE,403,17.51,1872,81.36,26,1.13,0,0,2301,Republican,81.36
Nebraska,Washington__NE,3538,28.06,8855,70.24,214,1.7,0,0,12607,Republican,70.24
Nebraska,Wayne__NE,1006,24.5,3011,73.33,89,2.17,0,0,4106,Republican,73.33
Nebraska,Webster__NE,296,16.77,1449,82.1,20,1.13,0,0,1765,Republican,82.1
Nebraska,Wheeler__NE,57,11.73,424,87.24,5,1.03,0,0,486,Republican,87.24
Nebraska,York__NE,1648,23.48,5234,74.56,138,1.97,0,0,7020,Republican,74.56
Nevada,Carson_City__NV,13375,43.05,16873,54.31,820,2.64,0,0,31068,Republican,54.31
Nevada,Churchill__NV,3179,23.54,9962,73.78,362,2.68,0,0,13503,Republican,73.78
Nevada,Clark__NV,520187,50.44,493052,47.81,17984,1.74,0,0,1031223,Democrat,50.44
Nevada,Douglas__NV,11553,32.49,23237,65.35,766,2.15,0,0,35556,Republican,65.35
Nevada,Elko__NV,4632,20.62,17352,77.24,481,2.14,0,0,22465,Republican,77.24
Nevada,Esmeralda__NV,73,15.84,376,81.56,12,2.6,0,0,461,Republican,81.56
Nevada,Eureka__NV,104,10.04,910,87.84,22,2.12,0,0,1036,Republican,87.84
Nevada,Humboldt__NV,1711,21.31,6141,76.48,178,2.22,0,0,8030,Republican,76.48
Nevada,Lander__NV,482,17.69,2180,80,63,2.31,0,0,2725,Republican,80
Nevada,Lincoln__NV,314,12.7,2108,85.28,50,2.02,0,0,2472,Republican,85.28
Nevada,Lyon__NV,8954,26.7,23861,71.14,726,2.16,0,0,33541,Republican,71.14
Nevada,Mineral__NV,711,30.98,1528,66.58,56,2.44,0,0,2295,Republican,66.58
Nevada,Nye__NV,7559,28,18946,70.18,492,1.82,0,0,26997,Republican,70.18
Nevada,Pershing__NV,496,21.49,1764,76.43,48,2.08,0,0,2308,Republican,76.43
Nevada,Storey__NV,913,29.69,2108,68.55,54,1.76,0,0,3075,Republican,68.55
Nevada,Washoe__NV,130071,49.32,127443,48.32,6220,2.36,0,0,263734,Democrat,49.32
Nevada,White_Pine__NV,883,20.29,3364,77.32,104,2.39,0,0,4351,Republican,77.32
New Hampshire,Belknap__NH,17469,42.95,22765,55.97,442,1.09,0,0,40676,Republican,55.97
New Hampshire,Carroll__NH,16822,48.54,17426,50.28,410,1.18,0,0,34658,Republican,50.28
New Hampshire,Cheshire__NH,24579,54.15,20083,44.25,727,1.6,0,0,45389,Democrat,54.15
New Hampshire,Coos__NH,7367,42.53,9734,56.19,221,1.28,0,0,17322,Republican,56.19
New Hampshire,Grafton__NH,32993,59.03,21909,39.2,993,1.78,0,0,55895,Democrat,59.03
New Hampshire,Hillsborough__NH,118776,50.66,112057,47.8,3607,1.54,0,0,234440,Democrat,50.66
New Hampshire,Merrimack__NH,48181,51.82,43364,46.64,1433,1.54,0,0,92978,Democrat,51.82
New Hampshire,Rockingham__NH,97611,48.1,102539,50.53,2772,1.37,0,0,202922,Republican,50.53
New Hampshire,Strafford__NH,42373,55.25,33162,43.24,1153,1.5,0,0,76688,Democrat,55.25
New Hampshire,Sullivan__NH,12317,48.84,12484,49.5,420,1.67,0,0,25221,Republican,49.5
New Jersey,Atlantic__NJ,61879,47.69,65817,50.72,2063,1.59,0,0,129759,Republican,50.72
New Jersey,Bergen__NJ,232660,50.68,217096,47.29,9321,2.03,0,0,459077,Democrat,50.68
New Jersey,Burlington__NJ,132275,57.64,94116,41.02,3075,1.34,0,0,229466,Democrat,57.64
New Jersey,Camden__NJ,155522,62.98,87767,35.54,3665,1.48,0,0,246954,Democrat,62.98
New Jersey,Cape_May__NJ,21648,39.67,32151,58.92,769,1.41,0,0,54568,Republican,58.92
New Jersey,Cumberland__NJ,26577,47.56,28675,51.31,633,1.13,0,0,55885,Republican,51.31
New Jersey,Essex__NJ,224596,71.69,83908,26.78,4779,1.53,0,0,313283,Democrat,71.69
New Jersey,Gloucester__NJ,78708,47.81,83326,50.61,2601,1.58,0,0,164635,Republican,50.61
New Jersey,Hudson__NJ,144765,62.62,79913,34.57,6503,2.81,0,0,231181,Democrat,62.62
New Jersey,Hunterdon__NJ,36995,45.72,42391,52.38,1539,1.9,0,0,80925,Republican,52.38
New Jersey,Mercer__NJ,107558,65.88,52274,32.02,3438,2.11,0,0,163270,Democrat,65.88
New Jersey,Middlesex__NJ,191802,52.52,162459,44.49,10926,2.99,0,0,365187,Democrat,52.52
New Jersey,Monmouth__NJ,156382,43.42,197409,54.81,6352,1.76,0,0,360143,Republican,54.81
New Jersey,Morris__NJ,135672,47.66,143439,50.39,5555,1.95,0,0,284666,Republican,50.39
New Jersey,Ocean__NJ,105789,31.38,227232,67.4,4114,1.22,0,0,337135,Republican,67.4
New Jersey,Passaic__NJ,95156,46.93,100954,49.79,6657,3.28,0,0,202767,Republican,49.79
New Jersey,Salem__NJ,12275,39.6,18229,58.8,497,1.6,0,0,31001,Republican,58.8
New Jersey,Somerset__NJ,98790,55.68,74101,41.77,4521,2.55,0,0,177412,Democrat,55.68
New Jersey,Sussex__NJ,31019,36.65,52123,61.59,1487,1.76,0,0,84629,Republican,61.59
New Jersey,Union__NJ,147327,61.23,89063,37.01,4242,1.76,0,0,240632,Democrat,61.23
New Jersey,Warren__NJ,23318,38.77,35772,59.47,1060,1.76,0,0,60150,Republican,59.47
New Mexico,Bernalillo__NM,184117,59.23,118762,38.21,7965,2.56,0,0,310844,Democrat,59.23
New Mexico,Catron__NM,571,24.23,1752,74.33,34,1.44,0,0,2357,Republican,74.33
New Mexico,Chaves__NM,5941,26.76,15894,71.59,365,1.64,0,0,22200,Republican,71.59
New Mexico,Cibola__NM,4450,49.57,4311,48.02,216,2.41,0,0,8977,Democrat,49.57
New Mexico,Colfax__NM,2436,41.91,3252,55.94,125,2.15,0,0,5813,Republican,55.94
New Mexico,Curry__NM,4230,27.79,10714,70.38,279,1.83,0,0,15223,Republican,70.38
New Mexico,De_Baca__NM,206,23.57,649,74.26,19,2.17,0,0,874,Republican,74.26
New Mexico,Dona_Ana__NM,45937,53.79,37594,44.02,1876,2.2,0,0,85407,Democrat,53.79
New Mexico,Eddy__NM,5032,21.44,18141,77.29,299,1.27,0,0,23472,Republican,77.29
New Mexico,Grant__NM,7301,51.33,6580,46.26,343,2.41,0,0,14224,Democrat,51.33
New Mexico,Guadalupe__NM,959,49.48,945,48.76,34,1.75,0,0,1938,Democrat,49.48
New Mexico,Harding__NM,128,29.7,297,68.91,6,1.39,0,0,431,Republican,68.91
New Mexico,Hidalgo__NM,705,37.86,1140,61.22,17,0.91,0,0,1862,Republican,61.22
New Mexico,Lea__NM,3930,18.53,16997,80.14,282,1.33,0,0,21209,Republican,80.14
New Mexico,Lincoln__NM,3033,29.84,6942,68.29,190,1.87,0,0,10165,Republican,68.29
New Mexico,Los_Alamos__NM,7726,63.4,4047,33.21,414,3.4,0,0,12187,Democrat,63.4
New Mexico,Luna__NM,3176,39.42,4698,58.32,182,2.26,0,0,8056,Republican,58.32
New Mexico,McKinley__NM,15711,60.74,9364,36.2,792,3.06,0,0,25867,Democrat,60.74
New Mexico,Mora__NM,1439,57.86,1010,40.61,38,1.53,0,0,2487,Democrat,57.86
New Mexico,Otero__NM,8582,35.4,15117,62.36,543,2.24,0,0,24242,Republican,62.36
New Mexico,Quay__NM,1055,28.48,2570,69.38,79,2.13,0,0,3704,Republican,69.38
New Mexico,Rio_Arriba__NM,9373,58.62,6268,39.2,348,2.18,0,0,15989,Democrat,58.62
New Mexico,Roosevelt__NM,1820,27.41,4687,70.6,132,1.99,0,0,6639,Republican,70.6
New Mexico,San_Juan__NM,17464,33,34264,64.74,1198,2.26,0,0,52926,Republican,64.74
New Mexico,San_Miguel__NM,6985,62.88,3887,34.99,236,2.12,0,0,11108,Democrat,62.88
New Mexico,Sandoval__NM,41205,51.8,36605,46.02,1730,2.18,0,0,79540,Democrat,51.8
New Mexico,Santa_Fe__NM,61405,73.35,20457,24.44,1857,2.22,0,0,83719,Democrat,73.35
New Mexico,Sierra__NM,2332,39.17,3473,58.34,148,2.49,0,0,5953,Republican,58.34
New Mexico,Socorro__NM,3384,46.79,3651,50.48,198,2.74,0,0,7233,Republican,50.48
New Mexico,Taos__NM,12038,72.36,4139,24.88,459,2.76,0,0,16636,Democrat,72.36
New Mexico,Torrance__NM,2144,29.86,4880,67.98,155,2.16,0,0,7179,Republican,67.98
New Mexico,Union__NM,378,22.7,1247,74.89,40,2.4,0,0,1665,Republican,74.89
New Mexico,Valencia__NM,13609,40.9,19057,57.27,611,1.84,0,0,33277,Republican,57.27
New York,Albany__NY,92589,61.86,54560,36.45,2528,1.69,0,0,149677,Democrat,61.86
New York,Allegany__NY,5483,28.08,13826,70.8,220,1.12,0,0,19529,Republican,70.8
New York,Bronx__NY,261670,71.88,98174,26.97,4217,1.15,0,0,364061,Democrat,71.88
New York,Broome__NY,45142,49.59,44763,49.17,1129,1.24,0,0,91034,Democrat,49.59
New York,Cattaraugus__NY,11424,33.49,22586,66.22,97,0.29,0,0,34107,Republican,66.22
New York,Cayuga__NY,15772,43.19,20482,56.09,263,0.72,0,0,36517,Republican,56.09
New York,Chautauqua__NY,22085,38.71,34528,60.53,433,0.76,0,0,57046,Republican,60.53
New York,Chemung__NY,15572,41.46,21861,58.2,127,0.34,0,0,37560,Republican,58.2
New York,Chenango__NY,8177,36.09,14294,63.09,184,0.82,0,0,22655,Republican,63.09
New York,Clinton__NY,17478,48.8,18247,50.95,92,0.25,0,0,35817,Republican,50.95
New York,Columbia__NY,20396,56.82,15168,42.25,333,0.93,0,0,35897,Democrat,56.82
New York,Cortland__NY,10290,46.64,11706,53.06,67,0.3,0,0,22063,Republican,53.06
New York,Delaware__NY,9237,39.71,13789,59.28,234,1.01,0,0,23260,Republican,59.28
New York,Dutchess__NY,79994,52.14,71778,46.79,1641,1.07,0,0,153413,Democrat,52.14
New York,Erie__NY,248651,54.08,204774,44.54,6364,1.38,0,0,459789,Democrat,54.08
New York,Essex__NY,9629,50.06,9533,49.56,74,0.38,0,0,19236,Democrat,50.06
New York,Franklin__NY,8821,45.33,10569,54.32,68,0.35,0,0,19458,Republican,54.32
New York,Fulton__NY,7666,31.87,16237,67.51,150,0.62,0,0,24053,Republican,67.51
New York,Genesee__NY,9367,32.93,18997,66.79,80,0.28,0,0,28444,Republican,66.79
New York,Greene__NY,10436,41.02,14702,57.79,302,1.19,0,0,25440,Republican,57.79
New York,Hamilton__NY,1211,35.21,2223,64.64,5,0.15,0,0,3439,Republican,64.64
New York,Herkimer__NY,9110,31.57,19557,67.77,190,0.66,0,0,28857,Republican,67.77
New York,Jefferson__NY,16326,38.11,26417,61.66,100,0.23,0,0,42843,Republican,61.66
New York,Kings__NY,601265,70.43,233964,27.4,18515,2.17,0,0,853744,Democrat,70.43
New York,Lewis__NY,3600,27.62,9353,71.77,79,0.61,0,0,13032,Republican,71.77
New York,Livingston__NY,12148,39.14,18780,60.51,107,0.35,0,0,31035,Republican,60.51
New York,Madison__NY,14629,43,19025,55.92,365,1.08,0,0,34019,Republican,55.92
New York,Monroe__NY,214757,58.9,145940,40.03,3893,1.07,0,0,364590,Democrat,58.9
New York,Montgomery__NY,7356,35.4,13286,63.93,140,0.67,0,0,20782,Republican,63.93
New York,Nassau__NY,338424,47.29,368117,51.44,9124,1.27,0,0,715665,Republican,51.44
New York,New_York__NY,533782,80.8,113921,17.24,12930,1.96,0,0,660633,Democrat,80.8
New York,Niagara__NY,43438,42.21,58678,57.01,802,0.78,0,0,102918,Republican,57.01
New York,Oneida__NY,39415,39.1,60687,60.2,712,0.7,0,0,100814,Republican,60.2
New York,Onondaga__NY,133155,57.91,93916,40.84,2871,1.25,0,0,229942,Democrat,57.91
New York,Ontario__NY,29520,48.91,30221,50.07,611,1.02,0,0,60352,Republican,50.07
New York,Orange__NY,80253,45.69,94936,54.05,471,0.26,0,0,175660,Republican,54.05
New York,Orleans__NY,5366,29.69,12659,70.05,46,0.26,0,0,18071,Republican,70.05
New York,Oswego__NY,20483,37.82,33548,61.94,132,0.24,0,0,54163,Republican,61.94
New York,Otsego__NY,13031,45.58,15256,53.36,305,1.06,0,0,28592,Republican,53.36
New York,Putnam__NY,23956,42.77,31553,56.33,505,0.9,0,0,56014,Republican,56.33
New York,Queens__NY,437282,61.08,264628,36.96,14054,1.96,0,0,715964,Democrat,61.08
New York,Rensselaer__NY,39668,50.12,38601,48.78,882,1.11,0,0,79151,Democrat,50.12
New York,Richmond__NY,69345,34.58,128151,63.9,3062,1.52,0,0,200558,Republican,63.9
New York,Rockland__NY,65880,43.68,83543,55.39,1402,0.93,0,0,150825,Republican,55.39
New York,St__Lawrence__NY,18010,40.78,25919,58.68,239,0.54,0,0,44168,Republican,58.68
New York,Saratoga__NY,66321,50.7,63940,48.88,551,0.42,0,0,130812,Democrat,50.7
New York,Schenectady__NY,39733,54.75,31975,44.06,864,1.19,0,0,72572,Democrat,54.75
New York,Schoharie__NY,5547,34.43,10423,64.69,142,0.88,0,0,16112,Republican,64.69
New York,Schuyler__NY,3736,39.19,5717,59.98,79,0.83,0,0,9532,Republican,59.98
New York,Seneca__NY,6610,43.76,8379,55.47,116,0.77,0,0,15105,Republican,55.47
New York,Steuben__NY,15413,33.82,29777,65.34,385,0.84,0,0,45575,Republican,65.34
New York,Suffolk__NY,341812,44.81,417549,54.74,3488,0.45,0,0,762849,Republican,54.74
New York,Sullivan__NY,14549,41.5,20386,58.14,127,0.36,0,0,35062,Republican,58.14
New York,Tioga__NY,9437,38.43,15038,61.23,84,0.34,0,0,24559,Republican,61.23
New York,Tompkins__NY,34631,73.84,11354,24.21,917,1.95,0,0,46902,Democrat,73.84
New York,Ulster__NY,57974,58.46,39743,40.07,1455,1.47,0,0,99172,Democrat,58.46
New York,Warren__NY,17099,47.4,18606,51.58,370,1.02,0,0,36075,Republican,51.58
New York,Washington__NY,11224,39.09,17268,60.13,224,0.78,0,0,28716,Republican,60.13
New York,Wayne__NY,17056,38.18,27286,61.09,326,0.73,0,0,44668,Republican,61.09
New York,Westchester__NY,287434,62.78,167795,36.65,2609,0.57,0,0,457838,Democrat,62.78
New York,Wyoming__NY,4929,25.72,14112,73.63,125,0.65,0,0,19166,Republican,73.63
New York,Yates__NY,4401,41.48,6098,57.48,110,1.04,0,0,10609,Republican,57.48
North Carolina,Alamance__NC,40624,45.22,47937,53.36,1270,1.41,0,0,89831,Republican,53.36
North Carolina,Alexander__NC,4060,19.64,16404,79.33,213,1.03,0,0,20677,Republican,79.33
North Carolina,Alleghany__NC,1533,23.6,4900,75.43,63,0.97,0,0,6496,Republican,75.43
North Carolina,Anson__NC,5253,48.3,5525,50.8,97,0.89,0,0,10875,Republican,50.8
North Carolina,Ashe__NC,4431,27.26,11629,71.55,193,1.19,0,0,16253,Republican,71.55
North Carolina,Avery__NC,2220,23.4,7181,75.68,88,0.93,0,0,9489,Republican,75.68
North Carolina,Beaufort__NC,9049,34.05,17296,65.09,227,0.85,0,0,26572,Republican,65.09
North Carolina,Bertie__NC,5279,57.47,3840,41.8,67,0.73,0,0,9186,Democrat,57.47
North Carolina,Bladen__NC,6620,39.49,10035,59.86,109,0.65,0,0,16764,Republican,59.86
North Carolina,Brunswick__NC,40557,37.08,67658,61.86,1163,1.06,0,0,109378,Republican,61.86
North Carolina,Buncombe__NC,98662,61.47,59016,36.77,2832,1.76,0,0,160510,Democrat,61.47
North Carolina,Burke__NC,13272,28.95,32130,70.08,445,0.97,0,0,45847,Republican,70.08
North Carolina,Cabarrus__NC,54494,45.34,63746,53.03,1962,1.63,0,0,120202,Republican,53.03
North Carolina,Caldwell__NC,10146,23.3,33009,75.81,385,0.88,0,0,43540,Republican,75.81
North Carolina,Camden__NC,1522,24.14,4716,74.81,66,1.05,0,0,6304,Republican,74.81
North Carolina,Carteret__NC,12813,27.97,32508,70.95,496,1.08,0,0,45817,Republican,70.95
North Carolina,Caswell__NC,4493,37.32,7445,61.84,102,0.85,0,0,12040,Republican,61.84
North Carolina,Catawba__NC,26569,30.5,59577,68.39,963,1.11,0,0,87109,Republican,68.39
North Carolina,Chatham__NC,29014,55.48,22507,43.03,780,1.49,0,0,52301,Democrat,55.48
North Carolina,Cherokee__NC,3686,20.68,13883,77.89,255,1.43,0,0,17824,Republican,77.89
North Carolina,Chowan__NC,2895,38.33,4587,60.74,70,0.93,0,0,7552,Republican,60.74
North Carolina,Clay__NC,1899,24.57,5761,74.55,68,0.88,0,0,7728,Republican,74.55
North Carolina,Cleveland__NC,16603,32.11,34654,67.02,449,0.87,0,0,51706,Republican,67.02
North Carolina,Columbus__NC,8648,32.76,17592,66.63,162,0.61,0,0,26402,Republican,66.63
North Carolina,Craven__NC,22011,39.18,33477,59.6,685,1.22,0,0,56173,Republican,59.6
North Carolina,Cumberland__NC,78631,55.96,59840,42.59,2042,1.45,0,0,140513,Democrat,55.96
North Carolina,Currituck__NC,4604,25.5,13235,73.31,214,1.19,0,0,18053,Republican,73.31
North Carolina,Dare__NC,10074,39.98,14792,58.71,330,1.31,0,0,25196,Republican,58.71
North Carolina,Davidson__NC,24150,25.84,67959,72.72,1343,1.44,0,0,93452,Republican,72.72
North Carolina,Davie__NC,6988,26.03,19398,72.25,464,1.73,0,0,26850,Republican,72.25
North Carolina,Duplin__NC,8057,35.19,14677,64.1,164,0.72,0,0,22898,Republican,64.1
North Carolina,Durham__NC,144450,79.85,32853,18.16,3609,1.99,0,0,180912,Democrat,79.85
North Carolina,Edgecombe__NC,14900,60.95,9355,38.26,193,0.79,0,0,24448,Democrat,60.95
North Carolina,Forsyth__NC,114145,55.76,87292,42.64,3289,1.61,0,0,204726,Democrat,55.76
North Carolina,Franklin__NC,18167,42.58,23938,56.1,562,1.32,0,0,42667,Republican,56.1
North Carolina,Gaston__NC,44062,36.95,73828,61.91,1366,1.15,0,0,119256,Republican,61.91
North Carolina,Gates__NC,2268,38.65,3538,60.29,62,1.06,0,0,5868,Republican,60.29
North Carolina,Graham__NC,839,17.56,3883,81.25,57,1.19,0,0,4779,Republican,81.25
North Carolina,Granville__NC,14365,44.75,17383,54.15,356,1.11,0,0,32104,Republican,54.15
North Carolina,Greene__NC,3437,40.67,4965,58.76,48,0.57,0,0,8450,Republican,58.76
North Carolina,Guilford__NC,171118,60.03,109077,38.27,4858,1.7,0,0,285053,Democrat,60.03
North Carolina,Halifax__NC,14014,58.48,9778,40.8,173,0.72,0,0,23965,Democrat,58.48
North Carolina,Harnett__NC,23472,36.81,39440,61.86,845,1.33,0,0,63757,Republican,61.86
North Carolina,Haywood__NC,13913,36.76,23393,61.8,545,1.44,0,0,37851,Republican,61.8
North Carolina,Henderson__NC,29361,41.96,39497,56.45,1116,1.59,0,0,69974,Republican,56.45
North Carolina,Hertford__NC,6191,62.9,3561,36.18,91,0.92,0,0,9843,Democrat,62.9
North Carolina,Hoke__NC,11896,52.25,10547,46.33,324,1.42,0,0,22767,Democrat,52.25
North Carolina,Hyde__NC,931,38.46,1465,60.51,25,1.03,0,0,2421,Republican,60.51
North Carolina,Iredell__NC,36739,33.14,72801,65.66,1335,1.2,0,0,110875,Republican,65.66
North Carolina,Jackson__NC,9746,44.42,11796,53.76,400,1.82,0,0,21942,Republican,53.76
North Carolina,Johnston__NC,48116,38.59,74878,60.06,1684,1.35,0,0,124678,Republican,60.06
North Carolina,Jones__NC,2007,36.74,3409,62.4,47,0.86,0,0,5463,Republican,62.4
North Carolina,Lee__NC,12245,40.71,17489,58.14,347,1.15,0,0,30081,Republican,58.14
North Carolina,Lenoir__NC,12700,46.18,14564,52.95,239,0.87,0,0,27503,Republican,52.95
North Carolina,Lincoln__NC,14842,26.7,40183,72.29,557,1,0,0,55582,Republican,72.29
North Carolina,Macon__NC,6675,30.43,14981,68.3,278,1.27,0,0,21934,Republican,68.3
North Carolina,Madison__NC,5090,37.37,8275,60.75,256,1.88,0,0,13621,Republican,60.75
North Carolina,Martin__NC,5360,44.52,6601,54.83,79,0.66,0,0,12040,Republican,54.83
North Carolina,McDowell__NC,5911,24.99,17520,74.06,224,0.95,0,0,23655,Republican,74.06
North Carolina,Mecklenburg__NC,376454,65.19,187770,32.51,13281,2.3,0,0,577505,Democrat,65.19
North Carolina,Mitchell__NC,1915,21.66,6843,77.39,84,0.95,0,0,8842,Republican,77.39
North Carolina,Montgomery__NC,4055,30.71,9044,68.48,107,0.81,0,0,13206,Republican,68.48
North Carolina,Moore__NC,21436,34.69,39617,64.12,737,1.19,0,0,61790,Republican,64.12
North Carolina,Nash__NC,25508,48.61,26431,50.37,532,1.01,0,0,52471,Republican,50.37
North Carolina,New_Hanover__NC,68814,49.6,67949,48.98,1971,1.42,0,0,138734,Democrat,49.6
North Carolina,Northampton__NC,5239,56.85,3905,42.38,71,0.77,0,0,9215,Democrat,56.85
North Carolina,Onslow__NC,25684,31.44,54960,67.29,1037,1.27,0,0,81681,Republican,67.29
North Carolina,Orange__NC,65444,74.53,20806,23.7,1557,1.77,0,0,87807,Democrat,74.53
North Carolina,Pamlico__NC,2676,33.55,5229,65.56,71,0.89,0,0,7976,Republican,65.56
North Carolina,Pasquotank__NC,9549,46.94,10537,51.8,257,1.26,0,0,20343,Republican,51.8
North Carolina,Pender__NC,12460,32.02,26042,66.93,407,1.05,0,0,38909,Republican,66.93
North Carolina,Perquimans__NC,2269,29.6,5278,68.85,119,1.55,0,0,7666,Republican,68.85
North Carolina,Person__NC,8295,37.64,13509,61.3,232,1.05,0,0,22036,Republican,61.3
North Carolina,Pitt__NC,45595,52.33,40403,46.37,1132,1.3,0,0,87130,Democrat,52.33
North Carolina,Polk__NC,4827,36.94,8107,62.04,134,1.03,0,0,13068,Republican,62.04
North Carolina,Randolph__NC,15951,20.99,59357,78.09,700,0.92,0,0,76008,Republican,78.09
