State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,All Others_Votes,All Others_Pct,Total_Votes,Winner,Winner_Pct
Indiana,Marshall__IN,5356,27.3,13837,70.54,423,2.16,0,0,19616,Republican,70.54
Indiana,Martin__IN,933,18.69,3961,79.35,98,1.96,0,0,4992,Republican,79.35
Indiana,Miami__IN,3046,21.76,10670,76.23,282,2.01,0,0,13998,Republican,76.23
Indiana,Monroe__IN,37213,62.44,21004,35.24,1385,2.32,0,0,59602,Democrat,62.44
Indiana,Montgomery__IN,4134,24.86,12122,72.91,371,2.23,0,0,16627,Republican,72.91
Indiana,Morgan__IN,7765,21.92,26965,76.12,693,1.96,0,0,35423,Republican,76.12
Indiana,Newton__IN,1370,20.75,5131,77.73,100,1.52,0,0,6601,Republican,77.73
Indiana,Noble__IN,4462,23.49,14209,74.82,321,1.69,0,0,18992,Republican,74.82
Indiana,Ohio__IN,666,21.55,2381,77.03,44,1.42,0,0,3091,Republican,77.03
Indiana,Orange__IN,1988,23.13,6467,75.24,140,1.63,0,0,8595,Republican,75.24
Indiana,Owen__IN,2354,23.84,7360,74.52,162,1.64,0,0,9876,Republican,74.52
Indiana,Parke__IN,1371,20.6,5158,77.52,125,1.88,0,0,6654,Republican,77.52
Indiana,Perry__IN,2970,34.2,5549,63.91,164,1.89,0,0,8683,Republican,63.91
Indiana,Pike__IN,1314,21.85,4610,76.67,89,1.48,0,0,6013,Republican,76.67
Indiana,Porter__IN,37213,43.8,46109,54.27,1647,1.93,0,0,84969,Republican,54.27
Indiana,Posey__IN,3572,27.52,9206,70.93,201,1.55,0,0,12979,Republican,70.93
Indiana,Pulaski__IN,1280,22.21,4372,75.86,111,1.93,0,0,5763,Republican,75.86
Indiana,Putnam__IN,3871,23.09,12566,74.95,329,1.96,0,0,16766,Republican,74.95
Indiana,Randolph__IN,2349,22.23,8008,75.8,208,1.97,0,0,10565,Republican,75.8
Indiana,Ripley__IN,2682,18.62,11526,80.01,197,1.37,0,0,14405,Republican,80.01
Indiana,Rush__IN,1675,21.88,5812,75.91,169,2.21,0,0,7656,Republican,75.91
Indiana,St__Joseph__IN,55215,49.82,53585,48.35,2024,1.83,0,0,110824,Democrat,49.82
Indiana,Scott__IN,2389,23.45,7633,74.93,165,1.62,0,0,10187,Republican,74.93
Indiana,Shelby__IN,4955,25.08,14438,73.09,361,1.83,0,0,19754,Republican,73.09
Indiana,Spencer__IN,2853,27.32,7364,70.52,225,2.16,0,0,10442,Republican,70.52
Indiana,Starke__IN,2436,23.25,7889,75.29,153,1.46,0,0,10478,Republican,75.29
Indiana,Steuben__IN,4598,28.02,11487,70,324,1.98,0,0,16409,Republican,70
Indiana,Sullivan__IN,2006,22.81,6639,75.49,150,1.7,0,0,8795,Republican,75.49
Indiana,Switzerland__IN,873,20.5,3319,77.95,66,1.55,0,0,4258,Republican,77.95
Indiana,Tippecanoe__IN,32683,48.64,32783,48.79,1728,2.57,0,0,67194,Republican,48.79
Indiana,Tipton__IN,1893,23.67,5946,74.34,159,1.99,0,0,7998,Republican,74.34
Indiana,Union__IN,746,21.35,2698,77.22,50,1.43,0,0,3494,Republican,77.22
Indiana,Vanderburgh__IN,31727,42.97,41056,55.61,1049,1.42,0,0,73832,Republican,55.61
Indiana,Vermillion__IN,1928,26.53,5174,71.21,164,2.26,0,0,7266,Republican,71.21
Indiana,Vigo__IN,16338,39.83,23738,57.87,947,2.3,0,0,41023,Republican,57.87
Indiana,Wabash__IN,3335,23.86,10425,74.57,220,1.57,0,0,13980,Republican,74.57
Indiana,Warren__IN,898,20.55,3402,77.85,70,1.6,0,0,4370,Republican,77.85
Indiana,Warrick__IN,11292,34.02,21280,64.1,624,1.88,0,0,33196,Republican,64.1
Indiana,Washington__IN,2764,21.72,9739,76.55,220,1.73,0,0,12723,Republican,76.55
Indiana,Wayne__IN,8828,32.91,17526,65.33,473,1.76,0,0,26827,Republican,65.33
Indiana,Wells__IN,2850,20.16,11006,77.86,280,1.98,0,0,14136,Republican,77.86
Indiana,White__IN,2945,26.35,7969,71.3,262,2.35,0,0,11176,Republican,71.3
Indiana,Whitley__IN,4275,24.05,13122,73.83,377,2.12,0,0,17774,Republican,73.83
Iowa,Adair__IA,1086,26.62,2916,71.47,78,1.91,0,0,4080,Republican,71.47
Iowa,Adams__IA,576,26.98,1517,71.05,42,1.97,0,0,2135,Republican,71.05
Iowa,Allamakee__IA,2350,32.11,4857,66.37,111,1.52,0,0,7318,Republican,66.37
Iowa,Appanoose__IA,1686,26,4704,72.55,94,1.45,0,0,6484,Republican,72.55
Iowa,Audubon__IA,970,29.86,2214,68.14,65,2,0,0,3249,Republican,68.14
Iowa,Benton__IA,4739,32.66,9549,65.81,221,1.52,0,0,14509,Republican,65.81
Iowa,Black_Hawk__IA,31299,49.76,30572,48.6,1035,1.65,0,0,62906,Democrat,49.76
Iowa,Boone__IA,5895,38.27,9199,59.72,309,2.01,0,0,15403,Republican,59.72
Iowa,Bremer__IA,5571,38.14,8799,60.24,237,1.62,0,0,14607,Republican,60.24
Iowa,Buchanan__IA,3766,35.03,6790,63.16,194,1.8,0,0,10750,Republican,63.16
Iowa,Buena_Vista__IA,2462,32.67,4962,65.84,113,1.5,0,0,7537,Republican,65.84
Iowa,Butler__IA,2144,26.65,5784,71.89,118,1.47,0,0,8046,Republican,71.89
Iowa,Calhoun__IA,1328,26.05,3708,72.75,61,1.2,0,0,5097,Republican,72.75
Iowa,Carroll__IA,3153,28.3,7814,70.14,173,1.55,0,0,11140,Republican,70.14
Iowa,Cass__IA,2077,28.78,5007,69.38,133,1.84,0,0,7217,Republican,69.38
Iowa,Cedar__IA,4075,38.28,6390,60.03,179,1.68,0,0,10644,Republican,60.03
Iowa,Cerro_Gordo__IA,9955,43.25,12627,54.85,438,1.9,0,0,23020,Republican,54.85
Iowa,Cherokee__IA,1611,26.39,4398,72.04,96,1.57,0,0,6105,Republican,72.04
Iowa,Chickasaw__IA,1919,30.76,4234,67.86,86,1.38,0,0,6239,Republican,67.86
Iowa,Clarke__IA,1265,28.24,3140,70.1,74,1.65,0,0,4479,Republican,70.1
Iowa,Clay__IA,2367,27.71,6047,70.8,127,1.49,0,0,8541,Republican,70.8
Iowa,Clayton__IA,3017,32.1,6255,66.54,128,1.36,0,0,9400,Republican,66.54
Iowa,Clinton__IA,9472,39.67,13964,58.48,442,1.85,0,0,23878,Republican,58.48
Iowa,Crawford__IA,1812,27.69,4651,71.06,82,1.25,0,0,6545,Republican,71.06
Iowa,Dallas__IA,29402,46.7,32374,51.42,1185,1.88,0,0,62961,Republican,51.42
Iowa,Davis__IA,878,22.21,3027,76.56,49,1.24,0,0,3954,Republican,76.56
Iowa,Decatur__IA,957,25.6,2711,72.51,71,1.9,0,0,3739,Republican,72.51
Iowa,Delaware__IA,2978,29.37,6984,68.89,176,1.74,0,0,10138,Republican,68.89
Iowa,Des_Moines__IA,7935,41.64,10794,56.65,325,1.71,0,0,19054,Republican,56.65
Iowa,Dickinson__IA,3297,29.35,7775,69.21,162,1.44,0,0,11234,Republican,69.21
Iowa,Dubuque__IA,23705,44.92,28224,53.48,841,1.59,0,0,52770,Republican,53.48
Iowa,Emmet__IA,1315,27.41,3422,71.32,61,1.27,0,0,4798,Republican,71.32
Iowa,Fayette__IA,3334,33.85,6325,64.23,189,1.92,0,0,9848,Republican,64.23
Iowa,Floyd__IA,2782,36.37,4744,62.01,124,1.62,0,0,7650,Republican,62.01
Iowa,Franklin__IA,1393,28.43,3431,70.02,76,1.55,0,0,4900,Republican,70.02
Iowa,Fremont__IA,1023,26.96,2711,71.44,61,1.61,0,0,3795,Republican,71.44
Iowa,Greene__IA,1603,32.84,3211,65.79,67,1.37,0,0,4881,Republican,65.79
Iowa,Grundy__IA,2019,28.25,4998,69.94,129,1.81,0,0,7146,Republican,69.94
Iowa,Guthrie__IA,1974,30.17,4446,67.95,123,1.88,0,0,6543,Republican,67.95
Iowa,Hamilton__IA,2482,32.67,5004,65.87,111,1.46,0,0,7597,Republican,65.87
Iowa,Hancock__IA,1523,25.64,4336,73.01,80,1.35,0,0,5939,Republican,73.01
Iowa,Hardin__IA,2553,30.18,5790,68.44,117,1.38,0,0,8460,Republican,68.44
Iowa,Harrison__IA,2245,28.21,5566,69.93,148,1.86,0,0,7959,Republican,69.93
Iowa,Henry__IA,2995,31.2,6439,67.07,166,1.73,0,0,9600,Republican,67.07
Iowa,Howard__IA,1619,33.38,3157,65.09,74,1.53,0,0,4850,Republican,65.09
Iowa,Humboldt__IA,1236,24.32,3770,74.17,77,1.51,0,0,5083,Republican,74.17
Iowa,Ida__IA,826,22.6,2771,75.81,58,1.59,0,0,3655,Republican,75.81
Iowa,Iowa__IA,3400,35.27,6068,62.95,171,1.77,0,0,9639,Republican,62.95
Iowa,Jackson__IA,3567,33.02,7074,65.49,160,1.48,0,0,10801,Republican,65.49
Iowa,Jasper__IA,7141,35.35,12701,62.88,356,1.76,0,0,20198,Republican,62.88
Iowa,Jefferson__IA,3788,45.39,4353,52.16,205,2.46,0,0,8346,Republican,52.16
Iowa,Johnson__IA,58846,67.92,26087,30.11,1711,1.97,0,0,86644,Democrat,67.92
Iowa,Jones__IA,3942,35.9,6820,62.11,218,1.99,0,0,10980,Republican,62.11
Iowa,Keokuk__IA,1219,23.67,3869,75.13,62,1.2,0,0,5150,Republican,75.13
Iowa,Kossuth__IA,2284,27.2,5983,71.25,130,1.55,0,0,8397,Republican,71.25
Iowa,Lee__IA,5659,34.94,10152,62.67,387,2.39,0,0,16198,Republican,62.67
Iowa,Linn__IA,66358,53.97,54237,44.11,2364,1.92,0,0,122959,Democrat,53.97
Iowa,Louisa__IA,1480,28.78,3584,69.7,78,1.52,0,0,5142,Republican,69.7
Iowa,Lucas__IA,1169,25.16,3400,73.18,77,1.66,0,0,4646,Republican,73.18
Iowa,Lyon__IA,1023,14.61,5899,84.25,80,1.14,0,0,7002,Republican,84.25
Iowa,Madison__IA,3008,30,6864,68.45,156,1.56,0,0,10028,Republican,68.45
Iowa,Mahaska__IA,2577,23.54,8207,74.98,162,1.48,0,0,10946,Republican,74.98
Iowa,Marion__IA,5928,30.3,13289,67.92,349,1.78,0,0,19566,Republican,67.92
Iowa,Marshall__IA,7134,41.31,9815,56.83,321,1.86,0,0,17270,Republican,56.83
Iowa,Mills__IA,2456,29.76,5671,68.71,126,1.53,0,0,8253,Republican,68.71
Iowa,Mitchell__IA,1943,33.67,3736,64.74,92,1.59,0,0,5771,Republican,64.74
Iowa,Monona__IA,1236,26.66,3331,71.84,70,1.51,0,0,4637,Republican,71.84
Iowa,Monroe__IA,1002,24.1,3104,74.65,52,1.25,0,0,4158,Republican,74.65
Iowa,Montgomery__IA,1508,29.72,3486,68.7,80,1.58,0,0,5074,Republican,68.7
Iowa,Muscatine__IA,8212,41.58,11152,56.46,388,1.96,0,0,19752,Republican,56.46
Iowa,O_Brien__IA,1428,18.98,5998,79.71,99,1.32,0,0,7525,Republican,79.71
Iowa,Osceola__IA,555,17.19,2623,81.23,51,1.58,0,0,3229,Republican,81.23
Iowa,Page__IA,2060,28.13,5153,70.38,109,1.49,0,0,7322,Republican,70.38
Iowa,Palo_Alto__IA,1338,26.86,3576,71.78,68,1.36,0,0,4982,Republican,71.78
Iowa,Plymouth__IA,3104,22.22,10661,76.31,206,1.47,0,0,13971,Republican,76.31
Iowa,Pocahontas__IA,796,22.22,2727,76.13,59,1.65,0,0,3582,Republican,76.13
Iowa,Polk__IA,140075,54.54,112240,43.7,4523,1.76,0,0,256838,Democrat,54.54
Iowa,Pottawattamie__IA,17468,39.2,26335,59.1,756,1.7,0,0,44559,Republican,59.1
Iowa,Poweshiek__IA,4067,40.62,5758,57.51,188,1.88,0,0,10013,Republican,57.51
Iowa,Ringgold__IA,638,23.75,2015,75.02,33,1.23,0,0,2686,Republican,75.02
Iowa,Sac__IA,1289,23.61,4100,75.09,71,1.3,0,0,5460,Republican,75.09
Iowa,Scott__IA,42479,47.13,45976,51.01,1678,1.86,0,0,90133,Republican,51.01
Iowa,Shelby__IA,1811,27.84,4600,70.71,94,1.45,0,0,6505,Republican,70.71
Iowa,Sioux__IA,2626,13.82,16053,84.49,322,1.69,0,0,19001,Republican,84.49
Iowa,Story__IA,26765,54.04,21665,43.74,1096,2.21,0,0,49526,Democrat,54.04
Iowa,Tama__IA,3070,35.63,5379,62.43,167,1.94,0,0,8616,Republican,62.43
Iowa,Taylor__IA,666,21.62,2381,77.28,34,1.1,0,0,3081,Republican,77.28
Iowa,Union__IA,1874,31.17,4044,67.25,95,1.58,0,0,6013,Republican,67.25
Iowa,Van_Buren__IA,778,21.46,2785,76.83,62,1.71,0,0,3625,Republican,76.83
Iowa,Wapello__IA,4896,33.57,9479,65,208,1.43,0,0,14583,Republican,65
Iowa,Warren__IA,12712,38.75,19486,59.4,606,1.85,0,0,32804,Republican,59.4
Iowa,Washington__IA,4297,37.08,7119,61.43,172,1.48,0,0,11588,Republican,61.43
Iowa,Wayne__IA,643,20.58,2426,77.66,55,1.76,0,0,3124,Republican,77.66
Iowa,Webster__IA,5641,33.68,10850,64.78,257,1.53,0,0,16748,Republican,64.78
Iowa,Winnebago__IA,1909,33.84,3636,64.45,97,1.72,0,0,5642,Republican,64.45
Iowa,Winneshiek__IA,5321,44.42,6427,53.65,231,1.93,0,0,11979,Republican,53.65
Iowa,Woodbury__IA,16145,37.62,25969,60.5,807,1.88,0,0,42921,Republican,60.5
Iowa,Worth__IA,1508,35.18,2715,63.33,64,1.49,0,0,4287,Republican,63.33
Iowa,Wright__IA,1770,30.93,3853,67.32,100,1.75,0,0,5723,Republican,67.32
Kansas,Allen__KS,1445,25.71,4029,71.69,146,2.6,0,0,5620,Republican,71.69
Kansas,Anderson__KS,732,19.25,2998,78.85,72,1.9,0,0,3802,Republican,78.85
Kansas,Atchison__KS,2201,30.22,4911,67.42,172,2.36,0,0,7284,Republican,67.42
Kansas,Barber__KS,288,13.27,1854,85.44,28,1.29,0,0,2170,Republican,85.44
Kansas,Barton__KS,2207,20.79,8205,77.28,205,1.93,0,0,10617,Republican,77.28
Kansas,Bourbon__KS,1444,21.91,5003,75.9,145,2.19,0,0,6592,Republican,75.9
Kansas,Brown__KS,1065,24.92,3106,72.67,103,2.41,0,0,4274,Republican,72.67
Kansas,Butler__KS,9150,28.38,22426,69.57,660,2.05,0,0,32236,Republican,69.57
Kansas,Chase__KS,348,23.8,1090,74.56,24,1.64,0,0,1462,Republican,74.56
Kansas,Chautauqua__KS,211,13.81,1299,85.01,18,1.18,0,0,1528,Republican,85.01
Kansas,Cherokee__KS,1970,22.54,6584,75.33,186,2.13,0,0,8740,Republican,75.33
Kansas,Cheyenne__KS,206,14.49,1185,83.33,31,2.18,0,0,1422,Republican,83.33
Kansas,Clark__KS,129,12.72,867,85.5,18,1.78,0,0,1014,Republican,85.5
Kansas,Clay__KS,867,21.08,3150,76.59,96,2.33,0,0,4113,Republican,76.59
Kansas,Cloud__KS,767,18.89,3218,79.24,76,1.87,0,0,4061,Republican,79.24
Kansas,Coffey__KS,934,21.25,3371,76.68,91,2.07,0,0,4396,Republican,76.68
Kansas,Comanche__KS,130,14.87,727,83.18,17,1.95,0,0,874,Republican,83.18
Kansas,Cowley__KS,3919,28.91,9360,69.06,275,2.03,0,0,13554,Republican,69.06
Kansas,Crawford__KS,5956,36.28,10084,61.42,377,2.3,0,0,16417,Republican,61.42
Kansas,Decatur__KS,215,14.79,1217,83.7,22,1.51,0,0,1454,Republican,83.7
Kansas,Dickinson__KS,1989,21.75,7014,76.71,141,1.54,0,0,9144,Republican,76.71
Kansas,Doniphan__KS,626,17.43,2899,80.71,67,1.86,0,0,3592,Republican,80.71
Kansas,Douglas__KS,39582,67.42,17523,29.85,1602,2.73,0,0,58707,Democrat,67.42
Kansas,Edwards__KS,213,16.78,1042,82.11,14,1.11,0,0,1269,Republican,82.11
Kansas,Elk__KS,191,14.28,1123,83.93,24,1.79,0,0,1338,Republican,83.93
Kansas,Ellis__KS,3511,25.88,9743,71.81,314,2.31,0,0,13568,Republican,71.81
Kansas,Ellsworth__KS,636,23.06,2078,75.34,44,1.6,0,0,2758,Republican,75.34
Kansas,Finney__KS,3425,31.67,7166,66.25,225,2.08,0,0,10816,Republican,66.25
Kansas,Ford__KS,2461,29.84,5616,68.1,170,2.06,0,0,8247,Republican,68.1
Kansas,Franklin__KS,3676,28.81,8773,68.76,310,2.43,0,0,12759,Republican,68.76
Kansas,Geary__KS,3674,39.99,5288,57.56,225,2.45,0,0,9187,Republican,57.56
Kansas,Gove__KS,150,10.73,1227,87.77,21,1.5,0,0,1398,Republican,87.77
Kansas,Graham__KS,210,16.32,1055,81.97,22,1.71,0,0,1287,Republican,81.97
Kansas,Grant__KS,395,17.79,1793,80.77,32,1.44,0,0,2220,Republican,80.77
Kansas,Gray__KS,324,14.77,1837,83.77,32,1.46,0,0,2193,Republican,83.77
Kansas,Greeley__KS,75,12.65,510,86,8,1.35,0,0,593,Republican,86
Kansas,Greenwood__KS,541,18.71,2299,79.5,52,1.79,0,0,2892,Republican,79.5
Kansas,Hamilton__KS,131,16.07,671,82.33,13,1.6,0,0,815,Republican,82.33
Kansas,Harper__KS,437,17.04,2072,80.78,56,2.18,0,0,2565,Republican,80.78
Kansas,Harvey__KS,6202,38.36,9591,59.32,376,2.32,0,0,16169,Republican,59.32
Kansas,Haskell__KS,221,17.28,1045,81.7,13,1.02,0,0,1279,Republican,81.7
Kansas,Hodgeman__KS,136,14.08,817,84.58,13,1.34,0,0,966,Republican,84.58
Kansas,Jackson__KS,1799,27.68,4557,70.12,143,2.2,0,0,6499,Republican,70.12
Kansas,Jefferson__KS,3030,30.38,6694,67.11,251,2.51,0,0,9975,Republican,67.11
Kansas,Jewell__KS,176,11.16,1370,86.87,31,1.97,0,0,1577,Republican,86.87
Kansas,Johnson__KS,183451,52.89,154247,44.47,9162,2.64,0,0,346860,Democrat,52.89
Kansas,Kearny__KS,192,14.76,1082,83.17,27,2.07,0,0,1301,Republican,83.17
Kansas,Kingman__KS,753,19.08,3119,79.02,75,1.9,0,0,3947,Republican,79.02
Kansas,Kiowa__KS,151,13.62,941,84.85,17,1.53,0,0,1109,Republican,84.85
Kansas,Labette__KS,2385,30.11,5410,68.3,126,1.59,0,0,7921,Republican,68.3
Kansas,Lane__KS,111,13.14,709,83.91,25,2.95,0,0,845,Republican,83.91
Kansas,Leavenworth__KS,13732,37.36,22055,60,969,2.64,0,0,36756,Republican,60
Kansas,Lincoln__KS,250,16.59,1233,81.82,24,1.59,0,0,1507,Republican,81.82
Kansas,Linn__KS,854,16.98,4093,81.39,82,1.63,0,0,5029,Republican,81.39
Kansas,Logan__KS,183,13.07,1186,84.71,31,2.22,0,0,1400,Republican,84.71
Kansas,Lyon__KS,5515,41.42,7462,56.05,337,2.53,0,0,13314,Republican,56.05
Kansas,Marion__KS,1429,24.31,4312,73.35,138,2.34,0,0,5879,Republican,73.35
Kansas,Marshall__KS,1205,24.26,3644,73.35,119,2.39,0,0,4968,Republican,73.35
Kansas,McPherson__KS,4021,28.38,9816,69.29,330,2.33,0,0,14167,Republican,69.29
Kansas,Meade__KS,247,14.57,1427,84.19,21,1.24,0,0,1695,Republican,84.19
Kansas,Miami__KS,5472,29.18,12854,68.55,424,2.27,0,0,18750,Republican,68.55
Kansas,Mitchell__KS,528,16.65,2608,82.22,36,1.13,0,0,3172,Republican,82.22
Kansas,Montgomery__KS,2934,23.58,9287,74.65,220,1.77,0,0,12441,Republican,74.65
Kansas,Morris__KS,721,25.82,2021,72.39,50,1.79,0,0,2792,Republican,72.39
Kansas,Morton__KS,131,12.36,909,85.75,20,1.89,0,0,1060,Republican,85.75
Kansas,Nemaha__KS,888,15.75,4655,82.58,94,1.67,0,0,5637,Republican,82.58
Kansas,Neosho__KS,1696,24.91,4961,72.86,152,2.23,0,0,6809,Republican,72.86
Kansas,Ness__KS,129,9.46,1205,88.41,29,2.13,0,0,1363,Republican,88.41
Kansas,Norton__KS,346,15.21,1882,82.73,47,2.06,0,0,2275,Republican,82.73
Kansas,Osage__KS,1946,24.58,5736,72.44,236,2.98,0,0,7918,Republican,72.44
Kansas,Osborne__KS,261,14.7,1477,83.21,37,2.09,0,0,1775,Republican,83.21
Kansas,Ottawa__KS,476,15.85,2475,82.42,52,1.73,0,0,3003,Republican,82.42
Kansas,Pawnee__KS,625,23.36,2003,74.88,47,1.76,0,0,2675,Republican,74.88
Kansas,Phillips__KS,331,12.04,2356,85.67,63,2.29,0,0,2750,Republican,85.67
Kansas,Pottawatomie__KS,3394,25.19,9811,72.83,267,1.98,0,0,13472,Republican,72.83
Kansas,Pratt__KS,954,23.37,3054,74.82,74,1.81,0,0,4082,Republican,74.82
Kansas,Rawlins__KS,176,12.48,1194,84.68,40,2.84,0,0,1410,Republican,84.68
Kansas,Reno__KS,8554,31.6,17847,65.94,666,2.46,0,0,27067,Republican,65.94
Kansas,Republic__KS,396,16.13,2001,81.51,58,2.36,0,0,2455,Republican,81.51
Kansas,Rice__KS,825,20.78,3073,77.39,73,1.83,0,0,3971,Republican,77.39
Kansas,Riley__KS,12063,49.21,11630,47.44,820,3.35,0,0,24513,Democrat,49.21
Kansas,Rooks__KS,349,13.76,2153,84.86,35,1.38,0,0,2537,Republican,84.86
Kansas,Rush__KS,264,16.44,1315,81.88,27,1.68,0,0,1606,Republican,81.88
Kansas,Russell__KS,608,18.34,2632,79.4,75,2.26,0,0,3315,Republican,79.4
Kansas,Saline__KS,7734,33.16,15069,64.61,521,2.23,0,0,23324,Republican,64.61
Kansas,Scott__KS,248,11.62,1843,86.32,44,2.06,0,0,2135,Republican,86.32
Kansas,Sedgwick__KS,90506,41.99,120118,55.73,4926,2.28,0,0,215550,Republican,55.73
Kansas,Seward__KS,1354,29.61,3133,68.51,86,1.88,0,0,4573,Republican,68.51
Kansas,Shawnee__KS,40308,48.95,39901,48.45,2141,2.6,0,0,82350,Democrat,48.95
Kansas,Sheridan__KS,126,9.18,1229,89.51,18,1.31,0,0,1373,Republican,89.51
Kansas,Sherman__KS,379,14.58,2161,83.15,59,2.27,0,0,2599,Republican,83.15
Kansas,Smith__KS,300,14.91,1675,83.25,37,1.84,0,0,2012,Republican,83.25
Kansas,Stafford__KS,326,17.06,1548,81,37,1.94,0,0,1911,Republican,81
Kansas,Stanton__KS,115,17.32,537,80.87,12,1.81,0,0,664,Republican,80.87
Kansas,Stevens__KS,210,11.44,1595,86.92,30,1.64,0,0,1835,Republican,86.92
Kansas,Sumner__KS,2527,23.88,7810,73.81,244,2.31,0,0,10581,Republican,73.81
Kansas,Thomas__KS,597,16.25,3007,81.85,70,1.9,0,0,3674,Republican,81.85
Kansas,Trego__KS,216,13.58,1343,84.41,32,2.01,0,0,1591,Republican,84.41
Kansas,Wabaunsee__KS,944,24.46,2816,72.95,100,2.59,0,0,3860,Republican,72.95
Kansas,Wallace__KS,52,6.95,686,91.71,10,1.34,0,0,748,Republican,91.71
Kansas,Washington__KS,396,14.67,2263,83.81,41,1.52,0,0,2700,Republican,83.81
Kansas,Wichita__KS,107,12.44,740,86.05,13,1.51,0,0,860,Republican,86.05
Kansas,Wilson__KS,647,17.93,2894,80.19,68,1.88,0,0,3609,Republican,80.19
Kansas,Woodson__KS,282,18.73,1205,80.01,19,1.26,0,0,1506,Republican,80.01
Kansas,Wyandotte__KS,30938,60.78,18867,37.07,1096,2.15,0,0,50901,Democrat,60.78
Kentucky,Adair__KY,1257,14.01,7643,85.17,74,0.82,0,0,8974,Republican,85.17
Kentucky,Allen__KY,1505,15.98,7824,83.07,89,0.95,0,0,9418,Republican,83.07
Kentucky,Anderson__KY,3226,24.64,9650,73.69,219,1.67,0,0,13095,Republican,73.69
Kentucky,Ballard__KY,697,17.05,3331,81.48,60,1.47,0,0,4088,Republican,81.48
Kentucky,Barren__KY,4565,23.05,15019,75.85,218,1.1,0,0,19802,Republican,75.85
Kentucky,Bath__KY,1278,23.71,4041,74.99,70,1.3,0,0,5389,Republican,74.99
Kentucky,Bell__KY,1419,15.19,7831,83.84,90,0.97,0,0,9340,Republican,83.84
Kentucky,Boone__KY,20601,30.56,45650,67.71,1170,1.73,0,0,67421,Republican,67.71
Kentucky,Bourbon__KY,3088,32.38,6284,65.89,165,1.73,0,0,9537,Republican,65.89
Kentucky,Boyd__KY,6291,30.03,14363,68.56,297,1.41,0,0,20951,Republican,68.56
Kentucky,Boyle__KY,4990,34.72,9159,63.72,224,1.56,0,0,14373,Republican,63.72
Kentucky,Bracken__KY,702,16.9,3399,81.84,52,1.26,0,0,4153,Republican,81.84
Kentucky,Breathitt__KY,1002,19.58,4036,78.86,80,1.56,0,0,5118,Republican,78.86
Kentucky,Breckinridge__KY,2038,20.28,7882,78.44,128,1.28,0,0,10048,Republican,78.44
Kentucky,Bullitt__KY,10280,23.79,32299,74.75,630,1.46,0,0,43209,Republican,74.75
Kentucky,Butler__KY,965,16.24,4905,82.53,73,1.23,0,0,5943,Republican,82.53
Kentucky,Caldwell__KY,1256,20.3,4860,78.54,72,1.16,0,0,6188,Republican,78.54
Kentucky,Calloway__KY,5111,30.16,11539,68.1,295,1.74,0,0,16945,Republican,68.1
Kentucky,Campbell__KY,18952,39.21,28450,58.86,932,1.93,0,0,48334,Republican,58.86
Kentucky,Carlisle__KY,408,15.63,2182,83.6,20,0.77,0,0,2610,Republican,83.6
Kentucky,Carroll__KY,963,23.93,3014,74.88,48,1.19,0,0,4025,Republican,74.88
Kentucky,Carter__KY,2305,20.18,8981,78.63,136,1.19,0,0,11422,Republican,78.63
Kentucky,Casey__KY,804,11.36,6216,87.8,60,0.84,0,0,7080,Republican,87.8
Kentucky,Christian__KY,7055,32.56,14332,66.13,284,1.31,0,0,21671,Republican,66.13
Kentucky,Clark__KY,5639,31.53,11950,66.82,296,1.65,0,0,17885,Republican,66.82
Kentucky,Clay__KY,692,9.19,6729,89.41,105,1.4,0,0,7526,Republican,89.41
Kentucky,Clinton__KY,549,11.22,4276,87.43,66,1.35,0,0,4891,Republican,87.43
Kentucky,Crittenden__KY,608,15.16,3349,83.52,53,1.32,0,0,4010,Republican,83.52
Kentucky,Cumberland__KY,483,14.03,2922,84.89,37,1.08,0,0,3442,Republican,84.89
Kentucky,Daviess__KY,15673,33.28,30705,65.2,719,1.52,0,0,47097,Republican,65.2
Kentucky,Edmonson__KY,1118,17.9,5048,80.81,81,1.29,0,0,6247,Republican,80.81
Kentucky,Elliott__KY,532,18.26,2335,80.13,47,1.61,0,0,2914,Republican,80.13
Kentucky,Estill__KY,1114,17.71,5091,80.94,85,1.35,0,0,6290,Republican,80.94
Kentucky,Fayette__KY,83387,57.93,57347,39.84,3201,2.22,0,0,143935,Democrat,57.93
Kentucky,Fleming__KY,1334,19.06,5578,79.69,88,1.25,0,0,7000,Republican,79.69
Kentucky,Floyd__KY,3061,19.53,12326,78.64,286,1.83,0,0,15673,Republican,78.64
Kentucky,Franklin__KY,11996,46.56,13246,51.41,521,2.03,0,0,25763,Republican,51.41
Kentucky,Fulton__KY,636,29.65,1491,69.51,18,0.84,0,0,2145,Republican,69.51
Kentucky,Gallatin__KY,761,19.43,3109,79.37,47,1.2,0,0,3917,Republican,79.37
Kentucky,Garrard__KY,1719,19.28,7086,79.47,112,1.25,0,0,8917,Republican,79.47
Kentucky,Grant__KY,1944,16.95,9372,81.72,153,1.33,0,0,11469,Republican,81.72
Kentucky,Graves__KY,3105,18.62,13378,80.21,195,1.17,0,0,16678,Republican,80.21
Kentucky,Grayson__KY,2235,18.48,9710,80.28,150,1.24,0,0,12095,Republican,80.28
