State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Gary Johnson Libertarian_Votes,Gary Johnson Libertarian_Pct,Charles Baldwin Reform_Votes,Charles Baldwin Reform_Pct,Gary Johnson [ 21 ] Libertarian_Votes,Gary Johnson [ 21 ] Libertarian_Pct,Jill Stein [ 21 ] Green_Votes,Jill Stein [ 21 ] Green_Pct,Jill Stein Green_Votes,Jill Stein Green_Pct,Virgil Goode Constitution_Votes,Virgil Goode Constitution_Pct,Total_Votes,Winner,Winner_Pct
South Carolina,Calhoun__SC,4045,51.63,3707,47.32,82,1.05,0,0,0,0,0,0,0,0,0,0,,,7834,Democrat,51.63
South Carolina,Charleston__SC,81487,50.39,77629,48.01,2591,1.6,0,0,0,0,0,0,0,0,0,0,,,161707,Democrat,50.39
South Carolina,Cherokee__SC,7231,34.81,13314,64.09,228,1.1,0,0,0,0,0,0,0,0,0,0,,,20773,Republican,64.09
South Carolina,Chester__SC,7891,54.77,6367,44.19,149,1.04,0,0,0,0,0,0,0,0,0,0,,,14407,Democrat,54.77
South Carolina,Chesterfield__SC,7958,47.96,8490,51.16,146,0.88,0,0,0,0,0,0,0,0,0,0,,,16594,Republican,51.16
South Carolina,Clarendon__SC,9091,55.8,7071,43.4,130,0.8,0,0,0,0,0,0,0,0,0,0,,,16292,Democrat,55.8
South Carolina,Colleton__SC,8475,49.6,8443,49.41,168,0.99,0,0,0,0,0,0,0,0,0,0,,,17086,Democrat,49.6
South Carolina,Darlington__SC,15457,51.27,14434,47.87,259,0.86,0,0,0,0,0,0,0,0,0,0,,,30150,Democrat,51.27
South Carolina,Dillon__SC,7523,57.71,5427,41.63,85,0.66,0,0,0,0,0,0,0,0,0,0,,,13035,Democrat,57.71
South Carolina,Dorchester__SC,23445,41.24,32531,57.22,879,1.54,0,0,0,0,0,0,0,0,0,0,,,56855,Republican,57.22
South Carolina,Edgefield__SC,4967,42.87,6512,56.21,107,0.92,0,0,0,0,0,0,0,0,0,0,,,11586,Republican,56.21
South Carolina,Fairfield__SC,7777,65.38,3999,33.62,119,1,0,0,0,0,0,0,0,0,0,0,,,11895,Democrat,65.38
South Carolina,Florence__SC,28614,49.23,28961,49.83,547,0.94,0,0,0,0,0,0,0,0,0,0,,,58122,Republican,49.83
South Carolina,Georgetown__SC,14163,45.74,16526,53.37,276,0.89,0,0,0,0,0,0,0,0,0,0,,,30965,Republican,53.37
South Carolina,Greenville__SC,68070,35.23,121685,62.99,3434,1.78,0,0,0,0,0,0,0,0,0,0,,,193189,Republican,62.99
South Carolina,Greenwood__SC,11972,41.76,16348,57.02,352,1.22,0,0,0,0,0,0,0,0,0,0,,,28672,Republican,57.02
South Carolina,Hampton__SC,5834,63.37,3312,35.98,60,0.65,0,0,0,0,0,0,0,0,0,0,,,9206,Democrat,63.37
South Carolina,Horry__SC,38885,34.6,72127,64.17,1381,1.23,0,0,0,0,0,0,0,0,0,0,,,112393,Republican,64.17
South Carolina,Jasper__SC,5757,57.45,4169,41.6,95,0.95,0,0,0,0,0,0,0,0,0,0,,,10021,Democrat,57.45
South Carolina,Kershaw__SC,11259,40.29,16324,58.41,363,1.3,0,0,0,0,0,0,0,0,0,0,,,27946,Republican,58.41
South Carolina,Lancaster__SC,13419,40.49,19333,58.33,392,1.18,0,0,0,0,0,0,0,0,0,0,,,33144,Republican,58.33
South Carolina,Laurens__SC,10318,40.6,14746,58.02,352,1.38,0,0,0,0,0,0,0,0,0,0,,,25416,Republican,58.02
South Carolina,Lee__SC,5977,67.1,2832,31.8,98,1.1,0,0,0,0,0,0,0,0,0,0,,,8907,Democrat,67.1
South Carolina,Lexington__SC,34148,30.32,76662,68.07,1813,1.61,0,0,0,0,0,0,0,0,0,0,,,112623,Republican,68.07
South Carolina,Marion__SC,9688,64.65,5164,34.46,134,0.89,0,0,0,0,0,0,0,0,0,0,,,14986,Democrat,64.65
South Carolina,Marlboro__SC,6100,61.91,3676,37.31,77,0.78,0,0,0,0,0,0,0,0,0,0,,,9853,Democrat,61.91
South Carolina,McCormick__SC,2653,51.41,2467,47.81,40,0.78,0,0,0,0,0,0,0,0,0,0,,,5160,Democrat,51.41
South Carolina,Newberry__SC,6913,42.28,9260,56.63,178,1.09,0,0,0,0,0,0,0,0,0,0,,,16351,Republican,56.63
South Carolina,Oconee__SC,8550,27.88,21611,70.47,505,1.65,0,0,0,0,0,0,0,0,0,0,,,30666,Republican,70.47
South Carolina,Orangeburg__SC,30720,71.37,12022,27.93,299,0.7,0,0,0,0,0,0,0,0,0,0,,,43041,Democrat,71.37
South Carolina,Pickens__SC,11156,24.49,33474,73.49,919,2.02,0,0,0,0,0,0,0,0,0,0,,,45549,Republican,73.49
South Carolina,Richland__SC,103989,65.34,53105,33.37,2060,1.29,0,0,0,0,0,0,0,0,0,0,,,159154,Democrat,65.34
South Carolina,Saluda__SC,3328,38.86,5135,59.96,101,1.18,0,0,0,0,0,0,0,0,0,0,,,8564,Republican,59.96
South Carolina,Spartanburg__SC,41461,37.72,66969,60.93,1476,1.35,0,0,0,0,0,0,0,0,0,0,,,109906,Republican,60.93
South Carolina,Sumter__SC,27589,58.32,19274,40.74,446,0.94,0,0,0,0,0,0,0,0,0,0,,,47309,Democrat,58.32
South Carolina,Union__SC,5796,46.22,6584,52.5,161,1.28,0,0,0,0,0,0,0,0,0,0,,,12541,Republican,52.5
South Carolina,Williamsburg__SC,11335,69.52,4824,29.59,145,0.89,0,0,0,0,0,0,0,0,0,0,,,16304,Democrat,69.52
South Carolina,York__SC,39131,39.05,59546,59.42,1533,1.53,0,0,0,0,0,0,0,0,0,0,,,100210,Republican,59.42
South Dakota,Aurora__SD,556,39.71,804,57.43,0,0,27,1.93,0,0,0,0,0,0,0,0,13,0.93,1400,Republican,57.43
South Dakota,Beadle__SD,2881,39.67,4230,58.24,0,0,107,1.47,0,0,0,0,0,0,0,0,45,0.62,7263,Republican,58.24
South Dakota,Bennett__SD,548,45.55,626,52.04,0,0,18,1.5,0,0,0,0,0,0,0,0,11,0.91,1203,Republican,52.04
South Dakota,Bon_Homme__SD,1167,37.96,1830,59.53,0,0,55,1.79,0,0,0,0,0,0,0,0,22,0.72,3074,Republican,59.53
South Dakota,Brookings__SD,5827,46.99,6220,50.16,0,0,253,2.04,0,0,0,0,0,0,0,0,100,0.81,12400,Republican,50.16
South Dakota,Brown__SD,7250,45.12,8321,51.79,0,0,409,2.55,0,0,0,0,0,0,0,0,88,0.55,16068,Republican,51.79
South Dakota,Brule__SD,824,34.64,1499,63.01,0,0,37,1.56,0,0,0,0,0,0,0,0,19,0.8,2379,Republican,63.01
South Dakota,Buffalo__SD,472,73.63,166,25.9,0,0,3,0.47,0,0,0,0,0,0,0,0,0,0,641,Democrat,73.63
South Dakota,Butte__SD,1000,23.81,3073,73.03,0,0,94,2.23,0,0,0,0,0,0,0,0,39,0.93,4208,Republican,73.03
South Dakota,Campbell__SD,153,19.44,616,78.27,0,0,12,1.52,0,0,0,0,0,0,0,0,6,0.76,787,Republican,78.27
South Dakota,Charles_Mix__SD,1483,39.4,2230,59.25,0,0,30,0.8,0,0,0,0,0,0,0,0,21,0.56,3764,Republican,59.25
South Dakota,Clark__SD,713,39.15,1067,58.59,0,0,27,1.48,0,0,0,0,0,0,0,0,14,0.77,1821,Republican,58.59
South Dakota,Clay__SD,2955,56.46,2147,41.02,0,0,107,2.04,0,0,0,0,0,0,0,0,25,0.48,5234,Democrat,56.46
South Dakota,Codington__SD,4588,39.81,6696,58.1,0,0,169,1.47,0,0,0,0,0,0,0,0,71,0.62,11524,Republican,58.1
South Dakota,Corson__SD,648,54,515,42.92,0,0,30,2.5,0,0,0,0,0,0,0,0,7,0.58,1200,Democrat,54
South Dakota,Custer__SD,1335,29.54,3062,67.74,0,0,83,1.84,0,0,0,0,0,0,0,0,40,0.88,4520,Republican,67.74
South Dakota,Davison__SD,3042,38.16,4757,59.68,0,0,125,1.57,0,0,0,0,0,0,0,0,47,0.59,7971,Republican,59.68
South Dakota,Day__SD,1497,52.11,1320,45.95,0,0,33,1.15,0,0,0,0,0,0,0,0,23,0.8,2873,Democrat,52.11
South Dakota,Deuel__SD,941,43.34,1175,54.12,0,0,32,1.47,0,0,0,0,0,0,0,0,23,1.06,2171,Republican,54.12
South Dakota,Dewey__SD,1207,63.69,663,34.99,0,0,15,0.79,0,0,0,0,0,0,0,0,10,0.53,1895,Democrat,63.69
South Dakota,Douglas__SD,332,19.64,1334,78.93,0,0,16,0.95,0,0,0,0,0,0,0,0,8,0.47,1690,Republican,78.93
South Dakota,Edmunds__SD,622,32.13,1264,65.29,0,0,37,1.91,0,0,0,0,0,0,0,0,13,0.67,1936,Republican,65.29
South Dakota,Fall_River__SD,1140,32.42,2258,64.22,0,0,75,2.13,0,0,0,0,0,0,0,0,43,1.22,3516,Republican,64.22
South Dakota,Faulk__SD,331,29.37,765,67.88,0,0,22,1.95,0,0,0,0,0,0,0,0,9,0.8,1127,Republican,67.88
South Dakota,Grant__SD,1493,41.4,2034,56.41,0,0,48,1.33,0,0,0,0,0,0,0,0,31,0.86,3606,Republican,56.41
South Dakota,Gregory__SD,599,27.85,1507,70.06,0,0,31,1.44,0,0,0,0,0,0,0,0,14,0.65,2151,Republican,70.06
South Dakota,Haakon__SD,138,12.64,940,86.08,0,0,8,0.73,0,0,0,0,0,0,0,0,6,0.55,1092,Republican,86.08
South Dakota,Hamlin__SD,921,32.98,1803,64.55,0,0,47,1.68,0,0,0,0,0,0,0,0,22,0.79,2793,Republican,64.55
South Dakota,Hand__SD,575,31.11,1242,67.21,0,0,21,1.14,0,0,0,0,0,0,0,0,10,0.54,1848,Republican,67.21
South Dakota,Hanson__SD,760,31.46,1627,67.34,0,0,16,0.66,0,0,0,0,0,0,0,0,13,0.54,2416,Republican,67.34
South Dakota,Harding__SD,82,11.1,638,86.33,0,0,16,2.17,0,0,0,0,0,0,0,0,3,0.41,739,Republican,86.33
South Dakota,Hughes__SD,2786,34.16,5219,64,0,0,107,1.31,0,0,0,0,0,0,0,0,43,0.53,8155,Republican,64
South Dakota,Hutchinson__SD,923,26.95,2451,71.56,0,0,25,0.73,0,0,0,0,0,0,0,0,26,0.76,3425,Republican,71.56
South Dakota,Hyde__SD,189,25.78,531,72.44,0,0,11,1.5,0,0,0,0,0,0,0,0,2,0.27,733,Republican,72.44
South Dakota,Jackson__SD,426,38.52,661,59.76,0,0,9,0.81,0,0,0,0,0,0,0,0,10,0.9,1106,Republican,59.76
South Dakota,Jerauld__SD,452,44.93,538,53.48,0,0,11,1.09,0,0,0,0,0,0,0,0,5,0.5,1006,Republican,53.48
South Dakota,Jones__SD,108,17.73,490,80.46,0,0,9,1.48,0,0,0,0,0,0,0,0,2,0.33,609,Republican,80.46
South Dakota,Kingsbury__SD,1092,41.87,1451,55.64,0,0,45,1.73,0,0,0,0,0,0,0,0,20,0.77,2608,Republican,55.64
South Dakota,Lake__SD,2724,43.34,3419,54.4,0,0,98,1.56,0,0,0,0,0,0,0,0,44,0.7,6285,Republican,54.4
South Dakota,Lawrence__SD,3973,34.98,7025,61.85,0,0,262,2.31,0,0,0,0,0,0,0,0,99,0.87,11359,Republican,61.85
South Dakota,Lincoln__SD,7982,36.36,13611,62,0,0,261,1.19,0,0,0,0,0,0,0,0,98,0.45,21952,Republican,62
South Dakota,Lyman__SD,605,38.56,933,59.46,0,0,24,1.53,0,0,0,0,0,0,0,0,7,0.45,1569,Republican,59.46
South Dakota,Marshall__SD,1061,53.4,889,44.74,0,0,29,1.46,0,0,0,0,0,0,0,0,8,0.4,1987,Democrat,53.4
South Dakota,McCook__SD,905,34.63,1655,63.34,0,0,33,1.26,0,0,0,0,0,0,0,0,20,0.77,2613,Republican,63.34
South Dakota,McPherson__SD,272,22.39,921,75.8,0,0,12,0.99,0,0,0,0,0,0,0,0,10,0.82,1215,Republican,75.8
South Dakota,Meade__SD,2928,27.07,7566,69.95,0,0,214,1.98,0,0,0,0,0,0,0,0,109,1.01,10817,Republican,69.95
South Dakota,Mellette__SD,375,48.76,381,49.54,0,0,5,0.65,0,0,0,0,0,0,0,0,8,1.04,769,Republican,49.54
South Dakota,Miner__SD,479,42.02,636,55.79,0,0,18,1.58,0,0,0,0,0,0,0,0,7,0.61,1140,Republican,55.79
South Dakota,Minnehaha__SD,34674,45.28,40342,52.68,0,0,1118,1.46,0,0,0,0,0,0,0,0,449,0.59,76583,Republican,52.68
South Dakota,Moody__SD,1429,47.12,1535,50.61,0,0,47,1.55,0,0,0,0,0,0,0,0,22,0.73,3033,Republican,50.61
South Dakota,Pennington__SD,15125,34.02,28232,63.49,0,0,816,1.84,0,0,0,0,0,0,0,0,291,0.65,44464,Republican,63.49
South Dakota,Perkins__SD,319,20.06,1205,75.79,0,0,39,2.45,0,0,0,0,0,0,0,0,27,1.7,1590,Republican,75.79
South Dakota,Potter__SD,339,24.55,1029,74.51,0,0,10,0.72,0,0,0,0,0,0,0,0,3,0.22,1381,Republican,74.51
South Dakota,Roberts__SD,2302,54.09,1883,44.24,0,0,42,0.99,0,0,0,0,0,0,0,0,29,0.68,4256,Democrat,54.09
South Dakota,Sanborn__SD,389,34.89,688,61.7,0,0,22,1.97,0,0,0,0,0,0,0,0,16,1.43,1115,Republican,61.7
South Dakota,Oglala_Lakota__SD,2937,93.39,188,5.98,0,0,14,0.45,0,0,0,0,0,0,0,0,6,0.19,3145,Democrat,93.39
South Dakota,Spink__SD,1300,42.75,1670,54.92,0,0,54,1.78,0,0,0,0,0,0,0,0,17,0.56,3041,Republican,54.92
South Dakota,Stanley__SD,435,28.25,1063,69.03,0,0,33,2.14,0,0,0,0,0,0,0,0,9,0.58,1540,Republican,69.03
South Dakota,Sully__SD,186,22.74,613,74.94,0,0,16,1.96,0,0,0,0,0,0,0,0,3,0.37,818,Republican,74.94
South Dakota,Todd__SD,1976,79.13,498,19.94,0,0,11,0.44,0,0,0,0,0,0,0,0,12,0.48,2497,Democrat,79.13
South Dakota,Tripp__SD,737,27.39,1905,70.79,0,0,23,0.85,0,0,0,0,0,0,0,0,26,0.97,2691,Republican,70.79
South Dakota,Turner__SD,1411,33.52,2715,64.49,0,0,47,1.12,0,0,0,0,0,0,0,0,37,0.88,4210,Republican,64.49
South Dakota,Union__SD,2782,36.62,4698,61.85,0,0,81,1.07,0,0,0,0,0,0,0,0,35,0.46,7596,Republican,61.85
South Dakota,Walworth__SD,671,27.25,1731,70.31,0,0,41,1.67,0,0,0,0,0,0,0,0,19,0.77,2462,Republican,70.31
South Dakota,Yankton__SD,4226,42.37,5495,55.09,0,0,199,2,0,0,0,0,0,0,0,0,54,0.54,9974,Republican,55.09
South Dakota,Ziebach__SD,439,57.69,314,41.26,0,0,6,0.79,0,0,0,0,0,0,0,0,2,0.26,761,Democrat,57.69
Tennessee,Anderson__TN,10122,34.13,18968,63.95,569,1.92,0,0,0,0,0,0,0,0,0,0,0,0,29659,Republican,63.95
Tennessee,Bedford__TN,4211,29.15,10034,69.46,200,1.39,0,0,0,0,0,0,0,0,0,0,0,0,14445,Republican,69.46
Tennessee,Benton__TN,2258,36.27,3850,61.84,118,1.89,0,0,0,0,0,0,0,0,0,0,0,0,6226,Republican,61.84
Tennessee,Bledsoe__TN,1267,29.07,3022,69.33,70,1.6,0,0,0,0,0,0,0,0,0,0,0,0,4359,Republican,69.33
Tennessee,Blount__TN,12934,26.27,35441,71.98,859,1.75,0,0,0,0,0,0,0,0,0,0,0,0,49234,Republican,71.98
Tennessee,Bradley__TN,8037,22.27,27422,75.97,637,1.76,0,0,0,0,0,0,0,0,0,0,0,0,36096,Republican,75.97
Tennessee,Campbell__TN,3328,27.5,8604,71.1,169,1.4,0,0,0,0,0,0,0,0,0,0,0,0,12101,Republican,71.1
Tennessee,Cannon__TN,1564,31.45,3309,66.54,100,2.01,0,0,0,0,0,0,0,0,0,0,0,0,4973,Republican,66.54
Tennessee,Carroll__TN,3475,32.02,7225,66.58,151,1.4,0,0,0,0,0,0,0,0,0,0,0,0,10851,Republican,66.58
Tennessee,Carter__TN,4789,23.23,15503,75.2,325,1.57,0,0,0,0,0,0,0,0,0,0,0,0,20617,Republican,75.2
Tennessee,Cheatham__TN,4659,30.69,10268,67.63,255,1.68,0,0,0,0,0,0,0,0,0,0,0,0,15182,Republican,67.63
Tennessee,Chester__TN,1624,25.34,4684,73.07,102,1.59,0,0,0,0,0,0,0,0,0,0,0,0,6410,Republican,73.07
Tennessee,Claiborne__TN,2433,23.9,7617,74.84,128,1.26,0,0,0,0,0,0,0,0,0,0,0,0,10178,Republican,74.84
Tennessee,Clay__TN,1037,36.77,1747,61.95,36,1.28,0,0,0,0,0,0,0,0,0,0,0,0,2820,Republican,61.95
Tennessee,Cocke__TN,2804,24.48,8459,73.85,191,1.67,0,0,0,0,0,0,0,0,0,0,0,0,11454,Republican,73.85
Tennessee,Coffee__TN,5870,30.48,13023,67.62,366,1.9,0,0,0,0,0,0,0,0,0,0,0,0,19259,Republican,67.62
Tennessee,Crockett__TN,1669,30.36,3783,68.81,46,0.83,0,0,0,0,0,0,0,0,0,0,0,0,5498,Republican,68.81
Tennessee,Cumberland__TN,6261,24.75,18653,73.73,384,1.52,0,0,0,0,0,0,0,0,0,0,0,0,25298,Republican,73.73
Tennessee,Davidson__TN,143120,58.29,97622,39.76,4792,1.95,0,0,0,0,0,0,0,0,0,0,0,0,245534,Democrat,58.29
Tennessee,Decatur__TN,1303,30.65,2874,67.61,74,1.74,0,0,0,0,0,0,0,0,0,0,0,0,4251,Republican,67.61
Tennessee,DeKalb__TN,2174,33.79,4143,64.4,116,1.81,0,0,0,0,0,0,0,0,0,0,0,0,6433,Republican,64.4
Tennessee,Dickson__TN,6233,34.95,11296,63.34,306,1.71,0,0,0,0,0,0,0,0,0,0,0,0,17835,Republican,63.34
Tennessee,Dyer__TN,3757,27.19,9921,71.81,138,1,0,0,0,0,0,0,0,0,0,0,0,0,13816,Republican,71.81
Tennessee,Fayette__TN,6688,34.17,12689,64.83,197,1,0,0,0,0,0,0,0,0,0,0,0,0,19574,Republican,64.83
Tennessee,Fentress__TN,1561,22.64,5243,76.04,91,1.32,0,0,0,0,0,0,0,0,0,0,0,0,6895,Republican,76.04
Tennessee,Franklin__TN,5603,34.76,10262,63.66,254,1.58,0,0,0,0,0,0,0,0,0,0,0,0,16119,Republican,63.66
Tennessee,Gibson__TN,6564,33.38,12883,65.51,220,1.11,0,0,0,0,0,0,0,0,0,0,0,0,19667,Republican,65.51
Tennessee,Giles__TN,3760,34.82,6915,64.03,124,1.15,0,0,0,0,0,0,0,0,0,0,0,0,10799,Republican,64.03
Tennessee,Grainger__TN,1668,23,5470,75.43,114,1.57,0,0,0,0,0,0,0,0,0,0,0,0,7252,Republican,75.43
Tennessee,Greene__TN,6225,26.06,17245,72.19,417,1.75,0,0,0,0,0,0,0,0,0,0,0,0,23887,Republican,72.19
Tennessee,Grundy__TN,1643,38.78,2516,59.38,78,1.84,0,0,0,0,0,0,0,0,0,0,0,0,4237,Republican,59.38
Tennessee,Hamblen__TN,5234,26.13,14522,72.49,276,1.38,0,0,0,0,0,0,0,0,0,0,0,0,20032,Republican,72.49
Tennessee,Hamilton__TN,58836,41.51,79933,56.39,2972,2.1,0,0,0,0,0,0,0,0,0,0,0,0,141741,Republican,56.39
Tennessee,Hancock__TN,475,23.22,1527,74.63,44,2.15,0,0,0,0,0,0,0,0,0,0,0,0,2046,Republican,74.63
Tennessee,Hardeman__TN,5482,52.51,4865,46.6,92,0.89,0,0,0,0,0,0,0,0,0,0,0,0,10439,Democrat,52.51
Tennessee,Hardin__TN,2467,23.51,7886,75.14,142,1.35,0,0,0,0,0,0,0,0,0,0,0,0,10495,Republican,75.14
Tennessee,Hawkins__TN,5088,25.65,14382,72.5,367,1.85,0,0,0,0,0,0,0,0,0,0,0,0,19837,Republican,72.5
Tennessee,Haywood__TN,4569,60.36,2960,39.11,40,0.53,0,0,0,0,0,0,0,0,0,0,0,0,7569,Democrat,60.36
Tennessee,Henderson__TN,2517,25.03,7421,73.8,117,1.17,0,0,0,0,0,0,0,0,0,0,0,0,10055,Republican,73.8
Tennessee,Henry__TN,4339,34.06,8193,64.31,207,1.63,0,0,0,0,0,0,0,0,0,0,0,0,12739,Republican,64.31
Tennessee,Hickman__TN,2698,35.49,4758,62.59,146,1.92,0,0,0,0,0,0,0,0,0,0,0,0,7602,Republican,62.59
Tennessee,Houston__TN,1400,46.25,1579,52.16,48,1.59,0,0,0,0,0,0,0,0,0,0,0,0,3027,Republican,52.16
Tennessee,Humphreys__TN,2905,42.33,3833,55.85,125,1.82,0,0,0,0,0,0,0,0,0,0,0,0,6863,Republican,55.85
Tennessee,Jackson__TN,1739,41.56,2383,56.96,62,1.48,0,0,0,0,0,0,0,0,0,0,0,0,4184,Republican,56.96
Tennessee,Jefferson__TN,4232,24.1,13038,74.25,289,1.65,0,0,0,0,0,0,0,0,0,0,0,0,17559,Republican,74.25
Tennessee,Johnson__TN,1483,23.94,4611,74.44,100,1.62,0,0,0,0,0,0,0,0,0,0,0,0,6194,Republican,74.44
Tennessee,Knox__TN,59399,34.43,109707,63.6,3401,1.97,0,0,0,0,0,0,0,0,0,0,0,0,172507,Republican,63.6
Tennessee,Lake__TN,884,42.36,1163,55.73,40,1.91,0,0,0,0,0,0,0,0,0,0,0,0,2087,Republican,55.73
Tennessee,Lauderdale__TN,4011,46.16,4616,53.12,62,0.72,0,0,0,0,0,0,0,0,0,0,0,0,8689,Republican,53.12
Tennessee,Lawrence__TN,4237,27.84,10770,70.77,212,1.39,0,0,0,0,0,0,0,0,0,0,0,0,15219,Republican,70.77
Tennessee,Lewis__TN,1447,30.83,3117,66.4,130,2.77,0,0,0,0,0,0,0,0,0,0,0,0,4694,Republican,66.4
Tennessee,Lincoln__TN,3290,24.8,9803,73.88,175,1.32,0,0,0,0,0,0,0,0,0,0,0,0,13268,Republican,73.88
Tennessee,Loudon__TN,5058,22.91,16707,75.69,308,1.4,0,0,0,0,0,0,0,0,0,0,0,0,22073,Republican,75.69
Tennessee,Macon__TN,1552,22.48,5260,76.18,93,1.34,0,0,0,0,0,0,0,0,0,0,0,0,6905,Republican,76.18
Tennessee,Madison__TN,18367,45.13,21993,54.03,342,0.84,0,0,0,0,0,0,0,0,0,0,0,0,40702,Republican,54.03
Tennessee,Marion__TN,3953,37.98,6272,60.26,184,1.76,0,0,0,0,0,0,0,0,0,0,0,0,10409,Republican,60.26
Tennessee,Marshall__TN,3725,34.68,6832,63.61,184,1.71,0,0,0,0,0,0,0,0,0,0,0,0,10741,Republican,63.61
Tennessee,Maury__TN,11825,35.83,20708,62.74,473,1.43,0,0,0,0,0,0,0,0,0,0,0,0,33006,Republican,62.74
Tennessee,McMinn__TN,4609,25.84,12967,72.71,258,1.45,0,0,0,0,0,0,0,0,0,0,0,0,17834,Republican,72.71
Tennessee,McNairy__TN,2645,26.98,7015,71.57,142,1.45,0,0,0,0,0,0,0,0,0,0,0,0,9802,Republican,71.57
Tennessee,Meigs__TN,1163,29.34,2734,68.97,67,1.69,0,0,0,0,0,0,0,0,0,0,0,0,3964,Republican,68.97
Tennessee,Monroe__TN,4372,26.76,11731,71.8,235,1.44,0,0,0,0,0,0,0,0,0,0,0,0,16338,Republican,71.8
Tennessee,Montgomery__TN,24499,43.97,30245,54.28,976,1.75,0,0,0,0,0,0,0,0,0,0,0,0,55720,Republican,54.28
Tennessee,Moore__TN,705,25.19,2053,73.35,41,1.46,0,0,0,0,0,0,0,0,0,0,0,0,2799,Republican,73.35
Tennessee,Morgan__TN,1725,26.52,4669,71.79,110,1.69,0,0,0,0,0,0,0,0,0,0,0,0,6504,Republican,71.79
Tennessee,Obion__TN,3321,27.01,8814,71.68,162,1.31,0,0,0,0,0,0,0,0,0,0,0,0,12297,Republican,71.68
Tennessee,Overton__TN,2805,36.6,4775,62.3,84,1.1,0,0,0,0,0,0,0,0,0,0,0,0,7664,Republican,62.3
Tennessee,Perry__TN,992,37.85,1578,60.21,51,1.94,0,0,0,0,0,0,0,0,0,0,0,0,2621,Republican,60.21
Tennessee,Pickett__TN,712,29.03,1712,69.79,29,1.18,0,0,0,0,0,0,0,0,0,0,0,0,2453,Republican,69.79
Tennessee,Polk__TN,1856,30.63,4108,67.8,95,1.57,0,0,0,0,0,0,0,0,0,0,0,0,6059,Republican,67.8
Tennessee,Putnam__TN,7802,30.6,17254,67.66,444,1.74,0,0,0,0,0,0,0,0,0,0,0,0,25500,Republican,67.66
Tennessee,Rhea__TN,2628,24.82,7802,73.67,160,1.51,0,0,0,0,0,0,0,0,0,0,0,0,10590,Republican,73.67
Tennessee,Roane__TN,6018,28.53,14724,69.82,348,1.65,0,0,0,0,0,0,0,0,0,0,0,0,21090,Republican,69.82
Tennessee,Robertson__TN,8290,31.53,17643,67.11,356,1.36,0,0,0,0,0,0,0,0,0,0,0,0,26289,Republican,67.11
Tennessee,Rutherford__TN,36414,36.84,60846,61.56,1588,1.6,0,0,0,0,0,0,0,0,0,0,0,0,98848,Republican,61.56
Tennessee,Scott__TN,1452,21.78,5117,76.74,99,1.48,0,0,0,0,0,0,0,0,0,0,0,0,6668,Republican,76.74
Tennessee,Sequatchie__TN,1489,28.9,3541,68.72,123,2.38,0,0,0,0,0,0,0,0,0,0,0,0,5153,Republican,68.72
Tennessee,Sevier__TN,7418,21.91,25984,76.73,462,1.36,0,0,0,0,0,0,0,0,0,0,0,0,33864,Republican,76.73
Tennessee,Shelby__TN,232443,62.55,135649,36.5,3524,0.95,0,0,0,0,0,0,0,0,0,0,0,0,371616,Democrat,62.55
Tennessee,Smith__TN,2470,34.84,4495,63.41,124,1.75,0,0,0,0,0,0,0,0,0,0,0,0,7089,Republican,63.41
Tennessee,Stewart__TN,2069,40.45,2963,57.93,83,1.62,0,0,0,0,0,0,0,0,0,0,0,0,5115,Republican,57.93
Tennessee,Sullivan__TN,15321,25.58,43562,72.74,1004,1.68,0,0,0,0,0,0,0,0,0,0,0,0,59887,Republican,72.74
Tennessee,Sumner__TN,18579,28.38,46003,70.28,875,1.34,0,0,0,0,0,0,0,0,0,0,0,0,65457,Republican,70.28
Tennessee,Tipton__TN,7133,29.62,16672,69.23,276,1.15,0,0,0,0,0,0,0,0,0,0,0,0,24081,Republican,69.23
Tennessee,Trousdale__TN,1240,42.69,1612,55.49,53,1.82,0,0,0,0,0,0,0,0,0,0,0,0,2905,Republican,55.49
Tennessee,Unicoi__TN,1913,27,5032,71.01,141,1.99,0,0,0,0,0,0,0,0,0,0,0,0,7086,Republican,71.01
Tennessee,Union__TN,1478,25.32,4282,73.35,78,1.33,0,0,0,0,0,0,0,0,0,0,0,0,5838,Republican,73.35
Tennessee,Van_Buren__TN,875,38.04,1386,60.26,39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,2300,Republican,60.26
Tennessee,Warren__TN,4752,36.51,8010,61.54,253,1.95,0,0,0,0,0,0,0,0,0,0,0,0,13015,Republican,61.54
Tennessee,Washington__TN,14325,29.82,32808,68.3,899,1.88,0,0,0,0,0,0,0,0,0,0,0,0,48032,Republican,68.3
Tennessee,Wayne__TN,1163,21.2,4253,77.52,70,1.28,0,0,0,0,0,0,0,0,0,0,0,0,5486,Republican,77.52
Tennessee,Weakley__TN,3548,28.76,8605,69.75,184,1.49,0,0,0,0,0,0,0,0,0,0,0,0,12337,Republican,69.75
Tennessee,White__TN,2795,30.58,6197,67.8,148,1.62,0,0,0,0,0,0,0,0,0,0,0,0,9140,Republican,67.8
Tennessee,Williamson__TN,25142,26.13,69850,72.59,1233,1.28,0,0,0,0,0,0,0,0,0,0,0,0,96225,Republican,72.59
