State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Gary Johnson Libertarian_Votes,Gary Johnson Libertarian_Pct,Charles Baldwin Reform_Votes,Charles Baldwin Reform_Pct,Gary Johnson [ 21 ] Libertarian_Votes,Gary Johnson [ 21 ] Libertarian_Pct,Jill Stein [ 21 ] Green_Votes,Jill Stein [ 21 ] Green_Pct,Jill Stein Green_Votes,Jill Stein Green_Pct,Virgil Goode Constitution_Votes,Virgil Goode Constitution_Pct,Total_Votes,Winner,Winner_Pct
Idaho,Minidoka__ID,1390,19.93,5442,78.04,141,2.03,,,,,,,,,,,,,6973,Republican,78.04
Idaho,Nez_Perce__ID,6451,37.96,9967,58.65,575,3.39,,,,,,,,,,,,,16993,Republican,58.65
Idaho,Oneida__ID,217,10.39,1838,87.98,34,1.63,,,,,,,,,,,,,2089,Republican,87.98
Idaho,Owyhee__ID,833,22.37,2794,75.03,97,2.6,,,,,,,,,,,,,3724,Republican,75.03
Idaho,Payette__ID,2271,26.73,6004,70.68,220,2.59,,,,,,,,,,,,,8495,Republican,70.68
Idaho,Power__ID,982,33.82,1870,64.39,52,1.79,,,,,,,,,,,,,2904,Republican,64.39
Idaho,Shoshone__ID,2277,44.23,2699,52.43,172,3.34,,,,,,,,,,,,,5148,Republican,52.43
Idaho,Teton__ID,1926,42.58,2458,54.34,139,3.08,,,,,,,,,,,,,4523,Republican,54.34
Idaho,Twin_Falls__ID,7541,26.58,19773,69.7,1055,3.72,,,,,,,,,,,,,28369,Republican,69.7
Idaho,Valley__ID,2095,42.59,2664,54.16,160,3.25,,,,,,,,,,,,,4919,Republican,54.16
Idaho,Washington__ID,1104,25.49,3128,72.22,99,2.29,,,,,,,,,,,,,4331,Republican,72.22
Illinois,Adams__IL,9648,31.43,20416,66.51,633,2.06,,,,,,,,,,,,,30697,Republican,66.51
Illinois,Alexander__IL,1965,56.13,1487,42.47,49,1.4,,,,,,,,,,,,,3501,Democrat,56.13
Illinois,Bond__IL,3020,40.95,4095,55.53,260,3.52,,,,,,,,,,,,,7375,Republican,55.53
Illinois,Boone__IL,9883,46.09,11096,51.75,462,2.16,,,,,,,,,,,,,21441,Republican,51.75
Illinois,Brown__IL,787,33.29,1513,64,64,2.71,,,,,,,,,,,,,2364,Republican,64
Illinois,Bureau__IL,8134,48.75,8164,48.93,388,2.32,,,,,,,,,,,,,16686,Republican,48.93
Illinois,Calhoun__IL,1080,41.93,1440,55.9,56,2.17,,,,,,,,,,,,,2576,Republican,55.9
Illinois,Carroll__IL,3665,49.49,3555,48,186,2.51,,,,,,,,,,,,,7406,Democrat,49.49
Illinois,Cass__IL,2053,42.09,2707,55.49,118,2.42,,,,,,,,,,,,,4878,Republican,55.49
Illinois,Champaign__IL,40831,51.94,35312,44.92,2466,3.14,,,,,,,,,,,,,78609,Democrat,51.94
Illinois,Christian__IL,5494,37.31,8885,60.33,348,2.36,,,,,,,,,,,,,14727,Republican,60.33
Illinois,Clark__IL,2591,32.86,5144,65.23,151,1.91,,,,,,,,,,,,,7886,Republican,65.23
Illinois,Clay__IL,1584,26.81,4190,70.92,134,2.27,,,,,,,,,,,,,5908,Republican,70.92
Illinois,Clinton__IL,5596,33.95,10524,63.86,361,2.19,,,,,,,,,,,,,16481,Republican,63.86
Illinois,Coles__IL,9262,43.21,11631,54.26,544,2.53,,,,,,,,,,,,,21437,Republican,54.26
Illinois,Cook__IL,1488537,73.88,495542,24.59,30740,1.53,,,,,,,,,,,,,2014819,Democrat,73.88
Illinois,Crawford__IL,2858,33.11,5585,64.69,190,2.2,,,,,,,,,,,,,8633,Republican,64.69
Illinois,Cumberland__IL,1641,30.99,3509,66.27,145,2.74,,,,,,,,,,,,,5295,Republican,66.27
Illinois,DeKalb__IL,21207,51.42,18934,45.91,1100,2.67,,,,,,,,,,,,,41241,Democrat,51.42
Illinois,De_Witt__IL,2601,35.3,4579,62.15,188,2.55,,,,,,,,,,,,,7368,Republican,62.15
Illinois,Douglas__IL,2430,30.68,5334,67.34,157,1.98,,,,,,,,,,,,,7921,Republican,67.34
Illinois,DuPage__IL,199460,49.73,195046,48.63,6575,1.64,,,,,,,,,,,,,401081,Democrat,49.73
Illinois,Edgar__IL,2565,32.74,5132,65.5,138,1.76,,,,,,,,,,,,,7835,Republican,65.5
Illinois,Edwards__IL,754,23.36,2405,74.5,69,2.14,,,,,,,,,,,,,3228,Republican,74.5
Illinois,Effingham__IL,3861,23.24,12501,75.25,251,1.51,,,,,,,,,,,,,16613,Republican,75.25
Illinois,Fayette__IL,2853,31.66,5951,66.03,208,2.31,,,,,,,,,,,,,9012,Republican,66.03
Illinois,Ford__IL,1656,27.49,4229,70.2,139,2.31,,,,,,,,,,,,,6024,Republican,70.2
Illinois,Franklin__IL,7254,40.49,10267,57.31,393,2.2,,,,,,,,,,,,,17914,Republican,57.31
Illinois,Fulton__IL,8328,54.04,6632,43.03,451,2.93,,,,,,,,,,,,,15411,Democrat,54.04
Illinois,Gallatin__IL,1029,39.99,1492,57.99,52,2.02,,,,,,,,,,,,,2573,Republican,57.99
Illinois,Greene__IL,2023,35.89,3451,61.22,163,2.89,,,,,,,,,,,,,5637,Republican,61.22
Illinois,Grundy__IL,9451,44.34,11343,53.22,519,2.44,,,,,,,,,,,,,21313,Republican,53.22
Illinois,Hamilton__IL,1269,32.2,2566,65.11,106,2.69,,,,,,,,,,,,,3941,Republican,65.11
Illinois,Hancock__IL,3650,40.06,5271,57.85,190,2.09,,,,,,,,,,,,,9111,Republican,57.85
Illinois,Hardin__IL,742,31.85,1535,65.88,53,2.27,,,,,,,,,,,,,2330,Republican,65.88
Illinois,Henderson__IL,1978,55.44,1541,43.19,49,1.37,,,,,,,,,,,,,3568,Democrat,55.44
Illinois,Henry__IL,12332,50.53,11583,47.46,490,2.01,,,,,,,,,,,,,24405,Democrat,50.53
Illinois,Iroquois__IL,3413,26.64,9120,71.19,278,2.17,,,,,,,,,,,,,12811,Republican,71.19
Illinois,Jackson__IL,13319,55.26,9864,40.92,921,3.82,,,,,,,,,,,,,24104,Democrat,55.26
Illinois,Jasper__IL,1436,28.48,3514,69.68,93,1.84,,,,,,,,,,,,,5043,Republican,69.68
Illinois,Jefferson__IL,6089,37.31,9811,60.12,420,2.57,,,,,,,,,,,,,16320,Republican,60.12
Illinois,Jersey__IL,3667,36.67,6039,60.38,295,2.95,,,,,,,,,,,,,10001,Republican,60.38
Illinois,Jo_Daviess__IL,5667,49.58,5534,48.42,228,2,,,,,,,,,,,,,11429,Democrat,49.58
Illinois,Johnson__IL,1572,27.61,3963,69.6,159,2.79,,,,,,,,,,,,,5694,Republican,69.6
Illinois,Kane__IL,90332,49.71,88335,48.61,3058,1.68,,,,,,,,,,,,,181725,Democrat,49.71
Illinois,Kankakee__IL,21595,47.3,23136,50.68,923,2.02,,,,,,,,,,,,,45654,Republican,50.68
Illinois,Kendall__IL,22471,47.39,24047,50.71,900,1.9,,,,,,,,,,,,,47418,Republican,50.71
Illinois,Knox__IL,13451,57.59,9408,40.28,497,2.13,,,,,,,,,,,,,23356,Democrat,57.59
Illinois,Lake__IL,153757,53.48,129764,45.14,3972,1.38,,,,,,,,,,,,,287493,Democrat,53.48
Illinois,La_Salle__IL,23073,48.67,23256,49.06,1076,2.27,,,,,,,,,,,,,47405,Republican,49.06
Illinois,Lawrence__IL,2011,33.58,3857,64.4,121,2.02,,,,,,,,,,,,,5989,Republican,64.4
Illinois,Lee__IL,6937,45.2,8059,52.51,352,2.29,,,,,,,,,,,,,15348,Republican,52.51
Illinois,Livingston__IL,5020,33.3,9753,64.69,304,2.01,,,,,,,,,,,,,15077,Republican,64.69
Illinois,Logan__IL,3978,32.91,7844,64.89,266,2.2,,,,,,,,,,,,,12088,Republican,64.89
Illinois,Macon__IL,22780,46.46,25309,51.62,941,1.92,,,,,,,,,,,,,49030,Republican,51.62
Illinois,Macoupin__IL,9464,44.89,10946,51.92,673,3.19,,,,,,,,,,,,,21083,Republican,51.92
Illinois,Madison__IL,58922,47.95,60608,49.32,3355,2.73,,,,,,,,,,,,,122885,Republican,49.32
Illinois,Marion__IL,6225,39.35,9248,58.46,347,2.19,,,,,,,,,,,,,15820,Republican,58.46
Illinois,Marshall__IL,2455,41.83,3290,56.06,124,2.11,,,,,,,,,,,,,5869,Republican,56.06
Illinois,Mason__IL,2867,45.54,3265,51.86,164,2.6,,,,,,,,,,,,,6296,Republican,51.86
Illinois,Massac__IL,2092,32.21,4278,65.87,125,1.92,,,,,,,,,,,,,6495,Republican,65.87
Illinois,McDonough__IL,5967,47.91,6147,49.36,340,2.73,,,,,,,,,,,,,12454,Republican,49.36
Illinois,McHenry__IL,59797,44.55,71598,53.34,2842,2.11,,,,,,,,,,,,,134237,Republican,53.34
Illinois,McLean__IL,31883,43.4,39947,54.37,1639,2.23,,,,,,,,,,,,,73469,Republican,54.37
Illinois,Menard__IL,2100,34.14,3948,64.18,103,1.68,,,,,,,,,,,,,6151,Republican,64.18
Illinois,Mercer__IL,4507,52.6,3876,45.24,185,2.16,,,,,,,,,,,,,8568,Democrat,52.6
Illinois,Monroe__IL,6215,35.53,10888,62.24,391,2.23,,,,,,,,,,,,,17494,Republican,62.24
Illinois,Montgomery__IL,5058,41.5,6776,55.6,354,2.9,,,,,,,,,,,,,12188,Republican,55.6
Illinois,Morgan__IL,5806,41.06,7972,56.37,364,2.57,,,,,,,,,,,,,14142,Republican,56.37
Illinois,Moultrie__IL,2144,35.29,3784,62.29,147,2.42,,,,,,,,,,,,,6075,Republican,62.29
Illinois,Ogle__IL,9514,40.72,13422,57.44,431,1.84,,,,,,,,,,,,,23367,Republican,57.44
Illinois,Peoria__IL,40209,51.28,36774,46.9,1428,1.82,,,,,,,,,,,,,78411,Democrat,51.28
Illinois,Perry__IL,3819,39.99,5507,57.67,223,2.34,,,,,,,,,,,,,9549,Republican,57.67
Illinois,Piatt__IL,3090,35.35,5413,61.92,239,2.73,,,,,,,,,,,,,8742,Republican,61.92
Illinois,Pike__IL,2278,31.2,4860,66.56,164,2.24,,,,,,,,,,,,,7302,Republican,66.56
Illinois,Pope__IL,650,29.25,1512,68.05,60,2.7,,,,,,,,,,,,,2222,Republican,68.05
Illinois,Pulaski__IL,1389,46.12,1564,51.93,59,1.95,,,,,,,,,,,,,3012,Republican,51.93
Illinois,Putnam__IL,1559,49.6,1502,47.79,82,2.61,,,,,,,,,,,,,3143,Democrat,49.6
Illinois,Randolph__IL,5759,39.89,8290,57.42,389,2.69,,,,,,,,,,,,,14438,Republican,57.42
Illinois,Richland__IL,2362,32.44,4756,65.31,164,2.25,,,,,,,,,,,,,7282,Republican,65.31
Illinois,Rock_Island__IL,39157,60.04,24934,38.23,1126,1.73,,,,,,,,,,,,,65217,Democrat,60.04
Illinois,Saline__IL,3701,34.52,6806,63.49,213,1.99,,,,,,,,,,,,,10720,Republican,63.49
Illinois,Sangamon__IL,42107,44.65,50225,53.26,1965,2.09,,,,,,,,,,,,,94297,Republican,53.26
Illinois,Schuyler__IL,1727,44.26,2069,53.02,106,2.72,,,,,,,,,,,,,3902,Republican,53.02
Illinois,Scott__IL,910,35.44,1587,61.8,71,2.76,,,,,,,,,,,,,2568,Republican,61.8
Illinois,Shelby__IL,3342,32.01,6843,65.55,254,2.44,,,,,,,,,,,,,10439,Republican,65.55
Illinois,St__Clair__IL,67285,56.15,50125,41.83,2417,2.02,,,,,,,,,,,,,119827,Democrat,56.15
Illinois,Stark__IL,1095,41.13,1528,57.4,39,1.47,,,,,,,,,,,,,2662,Republican,57.4
Illinois,Stephenson__IL,10165,48.11,10512,49.75,451,2.14,,,,,,,,,,,,,21128,Republican,49.75
Illinois,Tazewell__IL,24438,39.88,35335,57.66,1509,2.46,,,,,,,,,,,,,61282,Republican,57.66
Illinois,Union__IL,3137,37.71,4957,59.59,224,2.7,,,,,,,,,,,,,8318,Republican,59.59
Illinois,Vermilion__IL,12878,42.36,16892,55.57,630,2.07,,,,,,,,,,,,,30400,Republican,55.57
Illinois,Wabash__IL,1590,30.97,3478,67.74,66,1.29,,,,,,,,,,,,,5134,Republican,67.74
Illinois,Warren__IL,4044,51.73,3618,46.28,156,1.99,,,,,,,,,,,,,7818,Democrat,51.73
Illinois,Washington__IL,2450,32.95,4792,64.45,193,2.6,,,,,,,,,,,,,7435,Republican,64.45
Illinois,Wayne__IL,1514,19.67,5988,77.8,195,2.53,,,,,,,,,,,,,7697,Republican,77.8
Illinois,White__IL,2188,30.9,4731,66.8,163,2.3,,,,,,,,,,,,,7082,Republican,66.8
Illinois,Whiteside__IL,14833,57.43,10448,40.45,547,2.12,,,,,,,,,,,,,25828,Democrat,57.43
Illinois,Will__IL,144229,51.85,128969,46.36,4967,1.79,,,,,,,,,,,,,278165,Democrat,51.85
Illinois,Williamson__IL,10647,36.4,17909,61.22,698,2.38,,,,,,,,,,,,,29254,Republican,61.22
Illinois,Winnebago__IL,61732,51.7,55138,46.18,2527,2.12,,,,,,,,,,,,,119397,Democrat,51.7
Illinois,Woodford__IL,5572,29.42,12961,68.44,405,2.14,,,,,,,,,,,,,18938,Republican,68.44
Indiana,Adams__IN,3806,29.21,8937,68.58,289,2.21,,,,,,,,,,,,,13032,Republican,68.58
Indiana,Allen__IN,60036,40.77,84613,57.46,2597,1.77,,,,,,,,,,,,,147246,Republican,57.46
Indiana,Bartholomew__IN,10625,36.15,18083,61.52,684,2.33,,,,,,,,,,,,,29392,Republican,61.52
Indiana,Benton__IN,1159,32.39,2329,65.09,90,2.52,,,,,,,,,,,,,3578,Republican,65.09
Indiana,Blackford__IN,1927,40.48,2711,56.95,122,2.57,,,,,,,,,,,,,4760,Republican,56.95
Indiana,Boone__IN,8328,29.98,18808,67.7,646,2.32,,,,,,,,,,,,,27782,Republican,67.7
Indiana,Brown__IN,3060,40.08,4332,56.75,242,3.17,,,,,,,,,,,,,7634,Republican,56.75
Indiana,Carroll__IN,2635,33.74,4999,64.01,176,2.25,,,,,,,,,,,,,7810,Republican,64.01
Indiana,Cass__IN,5371,37.93,8443,59.62,347,2.45,,,,,,,,,,,,,14161,Republican,59.62
Indiana,Clark__IN,20807,44.01,25450,53.83,1021,2.16,,,,,,,,,,,,,47278,Republican,53.83
Indiana,Clay__IN,3460,32.02,7096,65.67,249,2.31,,,,,,,,,,,,,10805,Republican,65.67
Indiana,Clinton__IN,3308,33.47,6338,64.13,237,2.4,,,,,,,,,,,,,9883,Republican,64.13
Indiana,Crawford__IN,2041,44.47,2421,52.75,128,2.78,,,,,,,,,,,,,4590,Republican,52.75
Indiana,Daviess__IN,2437,23.74,7638,74.42,189,1.84,,,,,,,,,,,,,10264,Republican,74.42
Indiana,Dearborn__IN,6528,29.2,15394,68.86,434,1.94,,,,,,,,,,,,,22356,Republican,68.86
Indiana,Decatur__IN,2941,28.48,7119,68.94,267,2.58,,,,,,,,,,,,,10327,Republican,68.94
Indiana,DeKalb__IN,5419,33.12,10587,64.71,354,2.17,,,,,,,,,,,,,16360,Republican,64.71
Indiana,Delaware__IN,22654,50.26,21251,47.15,1169,2.59,,,,,,,,,,,,,45074,Democrat,50.26
Indiana,Dubois__IN,6522,35.12,11654,62.75,395,2.13,,,,,,,,,,,,,18571,Republican,62.75
Indiana,Elkhart__IN,24399,35.87,42378,62.29,1252,1.84,,,,,,,,,,,,,68029,Republican,62.29
Indiana,Fayette__IN,3555,40.23,5045,57.09,237,2.68,,,,,,,,,,,,,8837,Republican,57.09
Indiana,Floyd__IN,14812,41.85,19878,56.17,702,1.98,,,,,,,,,,,,,35392,Republican,56.17
Indiana,Fountain__IN,2237,31.46,4664,65.59,210,2.95,,,,,,,,,,,,,7111,Republican,65.59
Indiana,Franklin__IN,2909,27.5,7424,70.17,247,2.33,,,,,,,,,,,,,10580,Republican,70.17
Indiana,Fulton__IN,2621,32.25,5317,65.43,188,2.32,,,,,,,,,,,,,8126,Republican,65.43
Indiana,Gibson__IN,4928,33.48,9487,64.45,306,2.07,,,,,,,,,,,,,14721,Republican,64.45
Indiana,Grant__IN,9589,37.86,15151,59.82,589,2.32,,,,,,,,,,,,,25329,Republican,59.82
Indiana,Greene__IN,4350,33.1,8457,64.36,334,2.21,,,,,,,,,,,,,13141,Republican,64.36
Indiana,Hamilton__IN,43796,31.95,90747,66.2,2546,1.85,,,,,,,,,,,,,137089,Republican,66.2
Indiana,Hancock__IN,9319,28.37,22796,69.41,728,2.22,,,,,,,,,,,,,32843,Republican,69.41
Indiana,Harrison__IN,6607,37.39,10640,60.21,424,2.4,,,,,,,,,,,,,17671,Republican,60.21
Indiana,Hendricks__IN,21112,31.62,44312,66.37,1337,2.01,,,,,,,,,,,,,66761,Republican,66.37
Indiana,Henry__IN,7613,40.05,10838,57.02,556,2.93,,,,,,,,,,,,,19007,Republican,57.02
Indiana,Howard__IN,15135,41.7,20327,56.01,829,2.29,,,,,,,,,,,,,36291,Republican,56.01
Indiana,Huntington__IN,4596,29.09,10862,68.76,339,2.15,,,,,,,,,,,,,15797,Republican,68.76
Indiana,Jackson__IN,5838,34.93,10419,62.34,455,2.73,,,,,,,,,,,,,16712,Republican,62.34
Indiana,Jasper__IN,4672,36.16,7955,61.57,293,2.27,,,,,,,,,,,,,12920,Republican,61.57
Indiana,Jay__IN,3063,38.77,4645,58.79,193,2.44,,,,,,,,,,,,,7901,Republican,58.79
Indiana,Jefferson__IN,5728,43.54,7096,53.94,332,2.52,,,,,,,,,,,,,13156,Republican,53.94
Indiana,Jennings__IN,3821,37.28,6120,59.71,309,3.01,,,,,,,,,,,,,10250,Republican,59.71
Indiana,Johnson__IN,17260,29.71,39513,68.02,1319,2.27,,,,,,,,,,,,,58092,Republican,68.02
Indiana,Knox__IN,5228,34.52,9612,63.47,305,2.01,,,,,,,,,,,,,15145,Republican,63.47
Indiana,Kosciusko__IN,6862,22.77,22558,74.84,720,2.39,,,,,,,,,,,,,30140,Republican,74.84
Indiana,LaGrange__IN,2898,31.11,6231,66.88,187,2.01,,,,,,,,,,,,,9316,Republican,66.88
Indiana,Lake__IN,130897,64.75,68431,33.85,2819,1.4,,,,,,,,,,,,,202147,Democrat,64.75
Indiana,LaPorte__IN,24107,55.19,18615,42.62,959,2.19,,,,,,,,,,,,,43681,Democrat,55.19
Indiana,Lawrence__IN,5779,32.34,11622,65.04,469,2.62,,,,,,,,,,,,,17870,Republican,65.04
Indiana,Madison__IN,24407,46.48,26769,50.98,1334,2.54,,,,,,,,,,,,,52510,Republican,50.98
Indiana,Marion__IN,216336,60.1,136509,37.92,7127,1.98,,,,,,,,,,,,,359972,Democrat,60.1
Indiana,Marshall__IN,6137,34.48,11260,63.25,404,2.27,,,,,,,,,,,,,17801,Republican,63.25
Indiana,Martin__IN,1351,28.48,3262,68.78,130,2.74,,,,,,,,,,,,,4743,Republican,68.78
Indiana,Miami__IN,4222,32.95,8174,63.79,417,3.26,,,,,,,,,,,,,12813,Republican,63.79
Indiana,Monroe__IN,33436,58.43,22481,39.29,1306,2.28,,,,,,,,,,,,,57223,Democrat,58.43
Indiana,Montgomery__IN,4271,29.58,9824,68.03,345,2.39,,,,,,,,,,,,,14440,Republican,68.03
Indiana,Morgan__IN,7969,28.13,19591,69.17,765,2.7,,,,,,,,,,,,,28325,Republican,69.17
Indiana,Newton__IN,2212,39,3291,58.02,169,2.98,,,,,,,,,,,,,5672,Republican,58.02
Indiana,Noble__IN,5229,32.13,10680,65.63,364,2.24,,,,,,,,,,,,,16273,Republican,65.63
Indiana,Ohio__IN,994,35.26,1759,62.4,66,2.34,,,,,,,,,,,,,2819,Republican,62.4
Indiana,Orange__IN,2939,37.8,4617,59.38,220,2.82,,,,,,,,,,,,,7776,Republican,59.38
Indiana,Owen__IN,2823,34.8,5062,62.39,228,2.81,,,,,,,,,,,,,8113,Republican,62.39
Indiana,Parke__IN,2110,32.32,4234,64.85,185,2.83,,,,,,,,,,,,,6529,Republican,64.85
Indiana,Perry__IN,4316,54.81,3403,43.21,156,1.98,,,,,,,,,,,,,7875,Democrat,54.81
Indiana,Pike__IN,2125,35.86,3627,61.2,174,2.94,,,,,,,,,,,,,5926,Republican,61.2
Indiana,Porter__IN,37252,50.82,34406,46.94,1645,2.24,,,,,,,,,,,,,73303,Democrat,50.82
Indiana,Posey__IN,4533,37.08,7430,60.77,263,2.15,,,,,,,,,,,,,12226,Republican,60.77
Indiana,Pulaski__IN,1899,35.17,3366,62.34,134,2.49,,,,,,,,,,,,,5399,Republican,62.34
Indiana,Putnam__IN,4507,32.59,9005,65.12,317,2.29,,,,,,,,,,,,,13829,Republican,65.12
Indiana,Randolph__IN,3769,36.94,6218,60.95,215,2.11,,,,,,,,,,,,,10202,Republican,60.95
Indiana,Ripley__IN,3241,29.42,7484,67.94,290,2.64,,,,,,,,,,,,,11015,Republican,67.94
Indiana,Rush__IN,2221,31.61,4633,65.94,172,2.45,,,,,,,,,,,,,7026,Republican,65.94
Indiana,Scott__IN,3998,45.85,4539,52.05,183,2.1,,,,,,,,,,,,,8720,Republican,52.05
Indiana,Shelby__IN,5359,31.97,10978,65.5,423,2.53,,,,,,,,,,,,,16760,Republican,65.5
Indiana,Spencer__IN,4026,41.32,5515,56.6,203,2.08,,,,,,,,,,,,,9744,Republican,56.6
Indiana,St__Joseph__IN,56460,50.86,52578,47.36,1971,1.78,,,,,,,,,,,,,111009,Democrat,50.86
Indiana,Starke__IN,3809,43.44,4738,54.03,222,2.53,,,,,,,,,,,,,8769,Republican,54.03
Indiana,Steuben__IN,4853,35.44,8547,62.41,295,2.15,,,,,,,,,,,,,13695,Republican,62.41
Indiana,Sullivan__IN,3191,38.49,4902,59.13,197,2.38,,,,,,,,,,,,,8290,Republican,59.13
Indiana,Switzerland__IN,1437,42.3,1872,55.11,88,2.59,,,,,,,,,,,,,3397,Republican,55.11
Indiana,Tippecanoe__IN,26711,46.81,28757,50.4,1595,2.79,,,,,,,,,,,,,57063,Republican,50.4
Indiana,Tipton__IN,2432,32.99,4773,64.74,168,2.27,,,,,,,,,,,,,7373,Republican,64.74
Indiana,Union__IN,1018,32.8,2022,65.14,64,2.06,,,,,,,,,,,,,3104,Republican,65.14
Indiana,Vanderburgh__IN,31725,43.71,39389,54.26,1474,2.03,,,,,,,,,,,,,72588,Republican,54.26
Indiana,Vermillion__IN,2979,45.12,3426,51.89,198,2.99,,,,,,,,,,,,,6603,Republican,51.89
Indiana,Vigo__IN,19712,49.27,19369,48.42,924,2.31,,,,,,,,,,,,,40005,Democrat,49.27
Indiana,Wabash__IN,3973,30.81,8644,67.03,278,2.16,,,,,,,,,,,,,12895,Republican,67.03
Indiana,Warren__IN,1324,34.84,2377,62.55,99,2.61,,,,,,,,,,,,,3800,Republican,62.55
Indiana,Warrick__IN,10181,35.81,17680,62.19,566,2,,,,,,,,,,,,,28427,Republican,62.19
Indiana,Washington__IN,3909,36.41,6533,60.85,295,2.74,,,,,,,,,,,,,10737,Republican,60.85
Indiana,Wayne__IN,10591,41.57,14321,56.21,565,2.22,,,,,,,,,,,,,25477,Republican,56.21
Indiana,Wells__IN,3436,26.53,9256,71.46,260,2.01,,,,,,,,,,,,,12952,Republican,71.46
Indiana,White__IN,3637,36.61,5970,60.09,328,3.3,,,,,,,,,,,,,9935,Republican,60.09
Indiana,Whitley__IN,4420,29.4,10258,68.24,354,2.36,,,,,,,,,,,,,15032,Republican,68.24
Iowa,Adair__IA,1790,44.79,2114,52.9,92,2.31,,,,,,,,,,,,,3996,Republican,52.9
Iowa,Adams__IA,1028,47.05,1108,50.71,49,2.24,,,,,,,,,,,,,2185,Republican,50.71
Iowa,Allamakee__IA,3553,51.24,3264,47.07,117,1.69,,,,,,,,,,,,,6934,Democrat,51.24
Iowa,Appanoose__IA,2951,47.25,3161,50.62,133,2.13,,,,,,,,,,,,,6245,Republican,50.62
Iowa,Audubon__IA,1611,46.6,1802,52.13,44,1.27,,,,,,,,,,,,,3457,Republican,52.13
Iowa,Benton__IA,6862,48.93,6940,49.49,221,1.58,,,,,,,,,,,,,14023,Republican,49.49
Iowa,Black_Hawk__IA,39821,59.31,26235,39.07,1085,1.62,,,,,,,,,,,,,67141,Democrat,59.31
Iowa,Boone__IA,7512,52.21,6556,45.57,320,2.22,,,,,,,,,,,,,14388,Democrat,52.21
Iowa,Bremer__IA,6763,50.67,6405,47.99,178,1.34,,,,,,,,,,,,,13346,Democrat,50.67
Iowa,Buchanan__IA,5911,56.11,4450,42.24,174,1.65,,,,,,,,,,,,,10535,Democrat,56.11
Iowa,Buena_Vista__IA,3700,44.14,4554,54.32,129,1.54,,,,,,,,,,,,,8383,Republican,54.32
Iowa,Butler__IA,3329,44.12,4106,54.42,110,1.46,,,,,,,,,,,,,7545,Republican,54.42
Iowa,Calhoun__IA,2238,42.79,2891,55.28,101,1.93,,,,,,,,,,,,,5230,Republican,55.28
Iowa,Carroll__IA,4947,46.35,5601,52.47,126,1.18,,,,,,,,,,,,,10674,Republican,52.47
Iowa,Cass__IA,2858,39.67,4217,58.53,130,1.8,,,,,,,,,,,,,7205,Republican,58.53
Iowa,Cedar__IA,4972,51.53,4529,46.94,148,1.53,,,,,,,,,,,,,9649,Democrat,51.53
Iowa,Cerro_Gordo__IA,13316,55.89,10128,42.51,380,1.6,,,,,,,,,,,,,23824,Democrat,55.89
Iowa,Cherokee__IA,2634,41.06,3662,57.08,119,1.86,,,,,,,,,,,,,6415,Republican,57.08
Iowa,Chickasaw__IA,3554,54.81,2836,43.74,94,1.45,,,,,,,,,,,,,6484,Democrat,54.81
Iowa,Clarke__IA,2189,49.41,2124,47.95,117,2.64,,,,,,,,,,,,,4430,Democrat,49.41
Iowa,Clay__IA,3385,39.81,4951,58.23,166,1.96,,,,,,,,,,,,,8502,Republican,58.23
Iowa,Clayton__IA,4806,52.59,4164,45.57,168,1.84,,,,,,,,,,,,,9138,Democrat,52.59
Iowa,Clinton__IA,15141,60.56,9432,37.73,427,1.71,,,,,,,,,,,,,25000,Democrat,60.56
Iowa,Crawford__IA,3066,45.41,3595,53.24,91,1.35,,,,,,,,,,,,,6752,Republican,53.24
Iowa,Dallas__IA,16576,43.49,20988,55.06,552,1.45,,,,,,,,,,,,,38116,Republican,55.06
Iowa,Davis__IA,1520,40.29,2138,56.67,115,3.04,,,,,,,,,,,,,3773,Republican,56.67
Iowa,Decatur__IA,1791,46.73,1947,50.8,95,2.47,,,,,,,,,,,,,3833,Republican,50.8
Iowa,Delaware__IA,4616,49.22,4636,49.43,126,1.35,,,,,,,,,,,,,9378,Republican,49.43
Iowa,Des_Moines__IA,11888,58.32,8136,39.91,361,1.77,,,,,,,,,,,,,20385,Democrat,58.32
Iowa,Dickinson__IA,4095,40.31,5912,58.19,152,1.5,,,,,,,,,,,,,10159,Republican,58.19
Iowa,Dubuque__IA,28768,56.53,21280,41.81,846,1.66,,,,,,,,,,,,,50894,Democrat,56.53
Iowa,Emmet__IA,2099,44.78,2507,53.49,81,1.73,,,,,,,,,,,,,4687,Republican,53.49
Iowa,Fayette__IA,5732,55.3,4492,43.33,142,1.37,,,,,,,,,,,,,10366,Democrat,55.3
Iowa,Floyd__IA,4680,56.68,3472,42.05,105,1.27,,,,,,,,,,,,,8257,Democrat,56.68
Iowa,Franklin__IA,2266,43.69,2823,54.44,97,1.87,,,,,,,,,,,,,5186,Republican,54.44
Iowa,Fremont__IA,1637,44.63,1972,53.76,59,1.61,,,,,,,,,,,,,3668,Republican,53.76
Iowa,Greene__IA,2375,49.01,2380,49.11,91,1.88,,,,,,,,,,,,,4846,Republican,49.11
Iowa,Grundy__IA,2635,37.85,4215,60.54,112,1.61,,,,,,,,,,,,,6962,Republican,60.54
