State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Ralph Nader [ 5 ] Green_Votes,Ralph Nader [ 5 ] Green_Pct,Pat Buchanan [ 5 ] Reform_Votes,Pat Buchanan [ 5 ] Reform_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Ralph Nader Green_Votes,Ralph Nader Green_Pct,Pat Buchanan Reform_Votes,Pat Buchanan Reform_Pct,Ralph Nader [ 3 ] Write-in_Votes,Ralph Nader [ 3 ] Write-in_Pct,Pat Buchanan [ 3 ] Reform_Votes,Pat Buchanan [ 3 ] Reform_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Pat Buchanan Independent_Votes,Pat Buchanan Independent_Pct,Harry E. Browne Libertarian_Votes,Harry E. Browne Libertarian_Pct,Ralph Nader [ 1 ] Green_Votes,Ralph Nader [ 1 ] Green_Pct,Harry Browne [ 1 ] Libertarian_Votes,Harry Browne [ 1 ] Libertarian_Pct,Pat Buchanan [ 1 ] Independent_Votes,Pat Buchanan [ 1 ] Independent_Pct,Various candidates [ b ] Other parties_Votes,Various candidates [ b ] Other parties_Pct,Ralph Nader [ 21 ] Green_Votes,Ralph Nader [ 21 ] Green_Pct,Pat Buchanan [ 21 ] Reform_Votes,Pat Buchanan [ 21 ] Reform_Pct,Harry Browne [ 21 ] Libertarian_Votes,Harry Browne [ 21 ] Libertarian_Pct,Various candidates [ 21 ] Other parties_Votes,Various candidates [ 21 ] Other parties_Pct,Ralph Nader Pacific Green_Votes,Ralph Nader Pacific Green_Pct,Harry Browne Libertarian_Votes,Harry Browne Libertarian_Pct,David McReynolds Write-in_Votes,David McReynolds Write-in_Pct,Ralph Nader Not Designated_Votes,Ralph Nader Not Designated_Pct,Howard Phillips Constitution_Votes,Howard Phillips Constitution_Pct,Ralph Nader United Citizens_Votes,Ralph Nader United Citizens_Pct,John Hagelin Natural Law_Votes,John Hagelin Natural Law_Pct,Howard Phillips Independent_Votes,Howard Phillips Independent_Pct,Ralph Nader Green/Progressive_Votes,Ralph Nader Green/Progressive_Pct,Total_Votes,Winner,Winner_Pct
Arkansas,Benton__AR,17277,32.21,34838,64.94,1531,2.85,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53646,Republican,64.94
Arkansas,Boone__AR,4493,32.95,8569,62.85,573,4.2,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13635,Republican,62.85
Arkansas,Bradley__AR,2122,53.33,1793,45.06,64,1.61,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3979,Democrat,53.33
Arkansas,Calhoun__AR,1017,46.54,1128,51.62,40,1.83,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,Republican,51.62
Arkansas,Carroll__AR,3595,37.49,5556,57.94,439,4.58,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9590,Republican,57.94
Arkansas,Chicot__AR,2820,63.34,1564,35.13,68,1.53,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452,Democrat,63.34
Arkansas,Clark__AR,4661,54.03,3376,43.77,189,2.19,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8626,Democrat,54.03
Arkansas,Clay__AR,3527,59.78,2254,38.2,119,2.02,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900,Democrat,59.78
Arkansas,Cleburne__AR,4120,40.36,5730,56.14,357,3.5,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10207,Republican,56.14
Arkansas,Cleveland__AR,1414,44.45,1678,52.75,89,2.8,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181,Republican,52.75
Arkansas,Columbia__AR,4003,43.01,5018,53.92,286,3.07,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9307,Republican,53.92
Arkansas,Conway__AR,3496,48.33,3545,49.0,193,2.67,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,Republican,49.0
Arkansas,Craighead__AR,12376,49.2,12158,48.33,623,2.48,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25157,Democrat,49.2
Arkansas,Crawford__AR,6288,35.68,10804,61.3,533,3.02,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17625,Republican,61.3
Arkansas,Crittenden__AR,7224,54.59,5857,44.26,153,1.15,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13234,Democrat,54.59
Arkansas,Cross__AR,3096,49.81,3033,48.8,86,1.38,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6215,Democrat,49.81
Arkansas,Dallas__AR,1710,51.43,1571,47.25,44,1.32,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325,Democrat,51.43
Arkansas,Desha__AR,2776,61.76,1603,35.66,116,2.58,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4495,Democrat,61.76
Arkansas,Drew__AR,3060,51.67,2756,46.54,106,1.79,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922,Democrat,51.67
Arkansas,Faulkner__AR,11950,40.9,16055,54.95,1211,4.14,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29216,Republican,54.95
Arkansas,Franklin__AR,2674,43.55,3277,53.37,189,3.08,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140,Republican,53.37
Arkansas,Fulton__AR,1976,48.1,2036,49.56,96,2.34,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108,Republican,49.56
Arkansas,Garland__AR,15840,44.08,19098,53.15,997,2.77,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35935,Republican,53.15
Arkansas,Grant__AR,2535,42.16,3285,54.63,193,3.21,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013,Republican,54.63
Arkansas,Greene__AR,6319,50.62,5831,46.71,334,2.68,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12484,Democrat,50.62
Arkansas,Hempstead__AR,3937,54.01,3257,44.68,95,1.3,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7289,Democrat,54.01
Arkansas,Hot_Spring__AR,5527,50.33,5042,45.92,412,3.75,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10981,Democrat,50.33
Arkansas,Howard__AR,2063,46.27,2326,52.16,70,1.57,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4459,Republican,52.16
Arkansas,Independence__AR,5146,44.39,6145,53.0,303,2.61,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11594,Republican,53.0
Arkansas,Izard__AR,2587,51.41,2301,45.73,144,2.86,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032,Democrat,51.41
Arkansas,Jackson__AR,3651,60.13,2280,37.55,141,2.32,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072,Democrat,60.13
Arkansas,Jefferson__AR,17716,65.13,8765,32.22,720,2.65,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27201,Democrat,65.13
Arkansas,Johnson__AR,3270,45.66,3657,51.07,234,3.27,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7161,Republican,51.07
Arkansas,Lafayette__AR,1806,53.38,1538,45.46,39,1.15,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383,Democrat,53.38
Arkansas,Lawrence__AR,3255,53.89,2626,43.48,159,2.63,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040,Democrat,53.89
Arkansas,Lee__AR,2727,66.17,1351,32.78,43,1.04,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121,Democrat,66.17
Arkansas,Lincoln__AR,1957,55.19,1526,43.03,63,1.78,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546,Democrat,55.19
Arkansas,Little_River__AR,2883,54.78,2283,43.38,97,1.84,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263,Democrat,54.78
Arkansas,Logan__AR,3283,40.55,4487,55.42,326,4.03,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8096,Republican,55.42
Arkansas,Lonoke__AR,6851,38.18,10606,59.11,486,2.71,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17943,Republican,59.11
Arkansas,Madison__AR,2055,36.51,3387,60.18,186,3.3,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628,Republican,60.18
Arkansas,Marion__AR,2233,37.12,3402,56.56,380,6.32,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015,Republican,56.56
Arkansas,Miller__AR,6278,45.67,7276,52.94,191,1.39,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13745,Republican,52.94
Arkansas,Mississippi__AR,7107,56.47,5199,41.31,280,2.22,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12586,Democrat,56.47
Arkansas,Monroe__AR,1910,58.0,1329,40.36,54,1.64,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293,Democrat,58.0
Arkansas,Montgomery__AR,1438,38.46,2128,56.91,173,4.63,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739,Republican,56.91
Arkansas,Nevada__AR,1867,49.95,1796,48.05,75,2.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3738,Democrat,49.95
Arkansas,Newton__AR,1205,30.69,2529,64.4,193,4.91,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927,Republican,64.4
Arkansas,Ouachita__AR,5464,52.56,4739,45.59,192,1.85,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10395,Democrat,52.56
Arkansas,Perry__AR,1648,41.13,2114,52.76,245,6.11,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4007,Republican,52.76
Arkansas,Phillips__AR,6018,64.62,3154,33.87,141,1.51,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9313,Democrat,64.62
Arkansas,Pike__AR,1604,40.39,2275,57.29,92,2.32,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971,Republican,57.29
Arkansas,Poinsett__AR,4102,56.7,2988,41.3,145,2.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7235,Democrat,56.7
Arkansas,Polk__AR,2315,32.18,4600,63.95,278,3.86,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7193,Republican,63.95
Arkansas,Pope__AR,6669,36.2,11244,61.04,509,2.76,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18422,Republican,61.04
Arkansas,Prairie__AR,1563,44.57,1862,53.09,82,2.34,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,Republican,53.09
Arkansas,Pulaski__AR,68320,53.73,55866,43.94,2965,2.33,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127151,Democrat,53.73
Arkansas,Randolph__AR,3019,51.37,2673,45.48,185,3.15,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5877,Democrat,51.37
Arkansas,St__Francis__AR,4986,58.69,3414,40.18,96,1.13,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8496,Democrat,58.69
Arkansas,Saline__AR,12700,39.21,18617,57.48,1074,3.32,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32391,Republican,57.48
Arkansas,Scott__AR,1444,36.27,2399,60.26,138,3.47,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981,Republican,60.26
Arkansas,Searcy__AR,1229,30.29,2610,64.32,219,5.4,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058,Republican,64.32
Arkansas,Sebastian__AR,15555,38.73,23483,58.48,1121,2.79,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40159,Republican,58.48
Arkansas,Sevier__AR,2095,48.8,2111,49.17,87,2.03,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4293,Republican,49.17
Arkansas,Sharp__AR,3236,45.41,3698,51.89,192,2.7,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7126,Republican,51.89
Arkansas,Stone__AR,2043,42.04,2623,53.97,194,3.99,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4860,Republican,53.97
Arkansas,Union__AR,6261,40.11,8647,55.4,701,4.49,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15609,Republican,55.4
Arkansas,Van_Buren__AR,3202,45.85,3485,49.9,297,4.25,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984,Republican,49.9
Arkansas,Washington__AR,21425,41.64,28231,54.86,1803,3.5,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51459,Republican,54.86
Arkansas,White__AR,8342,37.66,13170,59.46,638,2.88,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22150,Republican,59.46
Arkansas,Woodruff__AR,1699,64.09,898,33.87,54,2.04,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651,Democrat,64.09
Arkansas,Yell__AR,3062,47.26,3223,49.75,194,2.99,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479,Republican,49.75
California,Alameda__CA,342889,69.36,119279,24.13,4669,0.95,0,0.0,0,0.0,0,0.0,27499,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494336,Democrat,69.36
California,Alpine__CA,265,45.22,281,47.95,15,2.56,0,0.0,0,0.0,0,0.0,25,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,Republican,47.95
California,Amador__CA,5906,38.19,8766,56.69,208,1.34,0,0.0,0,0.0,0,0.0,584,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15464,Republican,56.69
California,Butte__CA,31338,37.43,45584,54.45,1072,1.28,0,0.0,0,0.0,0,0.0,5727,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83721,Republican,54.45
California,Calaveras__CA,7093,37.58,10599,56.15,321,1.69,0,0.0,0,0.0,0,0.0,863,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18876,Republican,56.15
California,Colusa__CA,1745,31.22,3629,64.92,65,1.16,0,0.0,0,0.0,0,0.0,151,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5590,Republican,64.92
California,Contra_Costa__CA,224338,58.81,141373,37.06,2700,0.71,0,0.0,0,0.0,0,0.0,13067,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381478,Democrat,58.81
California,Del_Norte__CA,3117,37.58,4526,54.57,166,2.0,0,0.0,0,0.0,0,0.0,485,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8294,Republican,54.57
California,El_Dorado__CA,26220,36.35,42045,58.29,858,1.19,0,0.0,0,0.0,0,0.0,3013,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72136,Republican,58.29
California,Fresno__CA,95059,43.05,117342,53.14,1893,0.86,0,0.0,0,0.0,0,0.0,6541,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220835,Republican,53.14
California,Glenn__CA,2498,28.68,5795,66.53,150,1.72,0,0.0,0,0.0,0,0.0,268,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8711,Republican,66.53
California,Humboldt__CA,24851,44.4,23219,41.48,802,1.44,0,0.0,0,0.0,0,0.0,7100,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55972,Democrat,44.4
California,Imperial__CA,15489,53.53,12524,43.28,316,1.09,0,0.0,0,0.0,0,0.0,608,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28937,Democrat,53.53
California,Inyo__CA,2652,33.93,4713,60.31,106,1.35,0,0.0,0,0.0,0,0.0,344,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7815,Republican,60.31
California,Kern__CA,66003,36.2,110663,60.7,2168,1.18,0,0.0,0,0.0,0,0.0,3474,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182308,Republican,60.7
California,Kings__CA,11041,38.97,16377,57.8,350,1.24,0,0.0,0,0.0,0,0.0,567,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28335,Republican,57.8
California,Lake__CA,10717,51.23,8699,41.58,238,1.14,0,0.0,0,0.0,0,0.0,1265,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20919,Democrat,51.23
California,Lassen__CA,2982,28.17,7080,66.88,185,1.75,0,0.0,0,0.0,0,0.0,339,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10586,Republican,66.88
California,Los_Angeles__CA,1710505,63.47,871930,32.35,28988,1.08,0,0.0,0,0.0,0,0.0,83731,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695154,Democrat,63.47
California,Madera__CA,11650,34.89,20283,60.74,382,1.14,0,0.0,0,0.0,0,0.0,1080,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33395,Republican,60.74
California,Marin__CA,79135,64.26,34872,28.32,859,0.7,0,0.0,0,0.0,0,0.0,8289,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123155,Democrat,64.26
California,Mariposa__CA,2816,34.88,4727,58.55,152,1.88,0,0.0,0,0.0,0,0.0,379,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8074,Republican,58.55
California,Mendocino__CA,16634,48.34,12272,35.66,453,1.32,0,0.0,0,0.0,0,0.0,5051,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34410,Democrat,48.34
California,Merced__CA,22726,45.08,26102,51.77,424,0.84,0,0.0,0,0.0,0,0.0,1166,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50418,Republican,51.77
California,Modoc__CA,945,23.07,2969,72.47,61,1.49,0,0.0,0,0.0,0,0.0,122,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4107,Republican,72.47
California,Mono__CA,1788,40.91,2296,52.53,57,1.3,0,0.0,0,0.0,0,0.0,230,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,Republican,52.53
California,Monterey__CA,67618,57.53,43761,37.23,1096,0.93,0,0.0,0,0.0,0,0.0,5059,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117534,Democrat,57.53
California,Napa__CA,28097,54.32,20633,39.89,523,1.01,0,0.0,0,0.0,0,0.0,2471,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51724,Democrat,54.32
California,Nevada__CA,17670,37.22,25998,54.76,524,1.1,0,0.0,0,0.0,0,0.0,3287,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47479,Republican,54.76
California,Orange__CA,391819,40.36,541299,55.75,10954,1.13,0,0.0,0,0.0,0,0.0,26833,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970905,Republican,55.75
California,Placer__CA,42449,36.04,69835,59.28,1061,0.9,0,0.0,0,0.0,0,0.0,4449,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117799,Republican,59.28
California,Plumas__CA,3458,33.25,6343,60.98,144,1.38,0,0.0,0,0.0,0,0.0,456,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10401,Republican,60.98
California,Riverside__CA,202576,44.9,231955,51.42,4918,1.09,0,0.0,0,0.0,0,0.0,11678,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451127,Republican,51.42
California,Sacramento__CA,212792,49.31,195619,45.33,5480,1.27,0,0.0,0,0.0,0,0.0,17659,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431550,Democrat,49.31
California,San_Benito__CA,9131,54.25,7015,41.68,150,0.89,0,0.0,0,0.0,0,0.0,535,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16831,Democrat,54.25
California,San_Bernardino__CA,214749,47.21,221757,48.75,6612,1.45,0,0.0,0,0.0,0,0.0,11775,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454893,Republican,48.75
California,San_Diego__CA,437666,45.66,475736,49.63,11253,1.17,0,0.0,0,0.0,0,0.0,33979,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958634,Republican,49.63
California,San_Francisco__CA,241578,75.54,51496,16.1,1884,0.59,0,0.0,0,0.0,0,0.0,24828,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319786,Democrat,75.54
California,San_Joaquin__CA,79776,47.7,81773,48.9,1485,0.89,0,0.0,0,0.0,0,0.0,4195,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167239,Republican,48.9
California,San_Luis_Obispo__CA,44526,40.89,56859,52.22,978,0.9,0,0.0,0,0.0,0,0.0,6523,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108886,Republican,52.22
