State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Lester Maddox [ 5 ] Alabama Conservative_Votes,Lester Maddox [ 5 ] Alabama Conservative_Pct,Benjamin Bubar [ 5 ] Alabama Prohibition_Votes,Benjamin Bubar [ 5 ] Alabama Prohibition_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Eugene McCarthy Independent_Votes,Eugene McCarthy Independent_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Roger MacBride Libertarian_Votes,Roger MacBride Libertarian_Pct,Lester Maddox [ 3 ] American Independent_Votes,Lester Maddox [ 3 ] American Independent_Pct,Roger MacBride [ 3 ] Libertarian_Votes,Roger MacBride [ 3 ] Libertarian_Pct,Lyndon LaRouche [ 3 ] U.S. Labor_Votes,Lyndon LaRouche [ 3 ] U.S. Labor_Pct,Others_Votes,Others_Pct,Eugene McCarthy Nominated By Petition_Votes,Eugene McCarthy Nominated By Petition_Pct,Thomas Anderson American_Votes,Thomas Anderson American_Pct,Lester Maddox American_Votes,Lester Maddox American_Pct,Gus Hall Communist_Votes,Gus Hall Communist_Pct,Eugene McCarthy Nominated_Votes,Eugene McCarthy Nominated_Pct,Benjamin Bubar Prohibition_Votes,Benjamin Bubar Prohibition_Pct,Thomas Anderson Mississippi American_Votes,Thomas Anderson Mississippi American_Pct,Lester Maddox Independent_Votes,Lester Maddox Independent_Pct,Peter Camejo Independent_Votes,Peter Camejo Independent_Pct,Roger MacBride Independent_Votes,Roger MacBride Independent_Pct,Thomas Anderson Americanist_Votes,Thomas Anderson Americanist_Pct,None of These Candidates_Votes,None of These Candidates_Pct,Lester Maddox American Independent_Votes,Lester Maddox American Independent_Pct,Eugene McCarthy McCarthy ‘76_Votes,Eugene McCarthy McCarthy ‘76_Pct,Roger MacBride [ 3 ] Free Libertarian_Votes,Roger MacBride [ 3 ] Free Libertarian_Pct,Gus Hall [ 3 ] Communist_Votes,Gus Hall [ 3 ] Communist_Pct,Peter Camejo [ 3 ] Socialist Workers_Votes,Peter Camejo [ 3 ] Socialist Workers_Pct,Lyndon LaRouche U.S. Labor_Votes,Lyndon LaRouche U.S. Labor_Pct,Eugene McCarthy [ 6 ] Not Designated_Votes,Eugene McCarthy [ 6 ] Not Designated_Pct,Lester Maddox [ 6 ] American_Votes,Lester Maddox [ 6 ] American_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Various candidates [ 4 ] Write-ins_Votes,Various candidates [ 4 ] Write-ins_Pct,Lester Maddox Constitutional_Votes,Lester Maddox Constitutional_Pct,Thomas Anderson Independent_Votes,Thomas Anderson Independent_Pct,Gus Hall Independent_Votes,Gus Hall Independent_Pct,Eugene McCarthy [ 7 ] “McCarthy ‘76”_Votes,Eugene McCarthy [ 7 ] “McCarthy ‘76”_Pct,Peter Camejo [ 7 ] Socialist Workers_Votes,Peter Camejo [ 7 ] Socialist Workers_Pct,Various candidates [ 7 ] Other parties_Votes,Various candidates [ 7 ] Other parties_Pct,Peter Camejo Socialist Workers_Votes,Peter Camejo Socialist Workers_Pct,Total_Votes,Winner,Winner_Pct
Colorado,Larimer__CO,19005,35.87,32169,60.72,0,0.0,0,0.0,0,0.0,1356,2.56,156,0.29,0,0.0,297,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52983,Republican,60.72
Colorado,Las_Animas__CO,4459,62.15,2615,36.45,0,0.0,0,0.0,0,0.0,82,1.14,11,0.15,0,0.0,8,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7175,Democrat,62.15
Colorado,Lincoln__CO,1059,44.37,1276,53.46,0,0.0,0,0.0,0,0.0,47,1.97,1,0.04,0,0.0,4,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,Republican,53.46
Colorado,Logan__CO,3543,44.39,4256,53.32,0,0.0,0,0.0,0,0.0,140,1.75,21,0.26,0,0.0,22,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7982,Republican,53.32
Colorado,Mesa__CO,8807,32.15,17924,65.44,0,0.0,0,0.0,0,0.0,541,1.98,44,0.16,0,0.0,74,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27390,Republican,65.44
Colorado,Mineral__CO,167,39.48,235,55.56,0,0.0,0,0.0,0,0.0,20,4.73,0,0.0,0,0.0,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,Republican,55.56
Colorado,Moffat__CO,1451,38.49,2099,55.68,0,0.0,0,0.0,0,0.0,120,3.18,70,1.86,0,0.0,30,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,Republican,55.68
Colorado,Montezuma__CO,1993,38.5,3002,57.99,0,0.0,0,0.0,0,0.0,152,2.94,10,0.19,0,0.0,20,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177,Republican,57.99
Colorado,Montrose__CO,3164,38.2,4838,58.42,0,0.0,0,0.0,0,0.0,220,2.66,41,0.5,0,0.0,19,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8282,Republican,58.42
Colorado,Morgan__CO,3798,44.01,4603,53.34,0,0.0,0,0.0,0,0.0,136,1.58,72,0.83,0,0.0,20,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8629,Republican,53.34
Colorado,Otero__CO,4118,46.17,4597,51.54,0,0.0,0,0.0,0,0.0,72,0.81,114,1.28,0,0.0,19,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8920,Republican,51.54
Colorado,Ouray__CO,333,32.27,645,62.5,0,0.0,0,0.0,0,0.0,49,4.75,1,0.1,0,0.0,4,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,Republican,62.5
Colorado,Park__CO,741,39.58,1034,55.24,0,0.0,0,0.0,0,0.0,67,3.58,17,0.91,0,0.0,13,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,Republican,55.24
Colorado,Phillips__CO,1173,49.43,1142,48.12,0,0.0,0,0.0,0,0.0,48,2.02,3,0.13,0,0.0,7,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,Democrat,49.43
Colorado,Pitkin__CO,2194,39.8,2955,53.61,0,0.0,0,0.0,0,0.0,304,5.52,13,0.24,0,0.0,46,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,Republican,53.61
Colorado,Prowers__CO,2861,51.2,2578,46.13,0,0.0,0,0.0,0,0.0,57,1.02,83,1.49,0,0.0,9,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5588,Democrat,51.2
Colorado,Pueblo__CO,25841,57.29,18518,41.06,0,0.0,0,0.0,0,0.0,568,1.26,56,0.12,0,0.0,120,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45103,Democrat,57.29
Colorado,Rio_Blanco__CO,627,29.3,1439,67.24,0,0.0,0,0.0,0,0.0,57,2.66,4,0.19,0,0.0,13,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,Republican,67.24
Colorado,Rio_Grande__CO,1475,35.02,2627,62.37,0,0.0,0,0.0,0,0.0,88,2.09,8,0.19,0,0.0,14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212,Republican,62.37
Colorado,Routt__CO,2130,40.86,2822,54.13,0,0.0,0,0.0,0,0.0,213,4.09,9,0.17,0,0.0,39,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213,Republican,54.13
Colorado,Saguache__CO,1059,47.92,1094,49.5,0,0.0,0,0.0,0,0.0,51,2.31,5,0.23,0,0.0,1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,Republican,49.5
Colorado,San_Juan__CO,167,40.63,221,53.77,0,0.0,0,0.0,0,0.0,21,5.11,1,0.24,0,0.0,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,Republican,53.77
Colorado,San_Miguel__CO,674,47.5,622,43.83,0,0.0,0,0.0,0,0.0,106,7.47,3,0.21,0,0.0,14,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419,Democrat,47.5
Colorado,Sedgwick__CO,773,45.47,902,53.06,0,0.0,0,0.0,0,0.0,21,1.24,1,0.06,0,0.0,3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,Republican,53.06
Colorado,Summit__CO,1087,34.62,1826,58.15,0,0.0,0,0.0,0,0.0,166,5.29,25,0.8,0,0.0,36,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,Republican,58.15
Colorado,Teller__CO,986,39.11,1410,55.93,0,0.0,0,0.0,0,0.0,94,3.73,7,0.28,0,0.0,24,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521,Republican,55.93
Colorado,Washington__CO,1211,44.26,1440,52.63,0,0.0,0,0.0,0,0.0,61,2.23,8,0.29,0,0.0,16,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,Republican,52.63
Colorado,Weld__CO,16501,41.56,21976,55.35,0,0.0,0,0.0,0,0.0,922,2.32,150,0.38,0,0.0,153,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39702,Republican,55.35
Colorado,Yuma__CO,2025,44.98,2350,52.2,0,0.0,0,0.0,0,0.0,95,2.11,9,0.2,0,0.0,23,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502,Republican,52.2
Connecticut,Fairfield__CT,148353,41.18,209458,58.15,0,0.0,0,0.0,0,0.0,0,0.0,2413,0.67,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360224,Republican,58.15
Connecticut,Hartford__CT,191257,51.9,175064,47.51,0,0.0,0,0.0,0,0.0,0,0.0,2173,0.59,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368494,Democrat,51.9
Connecticut,Litchfield__CT,32419,44.06,40705,55.32,0,0.0,0,0.0,0,0.0,0,0.0,459,0.62,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73583,Republican,55.32
Connecticut,Middlesex__CT,29097,48.05,31115,51.39,0,0.0,0,0.0,0,0.0,0,0.0,338,0.56,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60550,Republican,51.39
Connecticut,New_Haven__CT,157402,47.1,174342,52.17,0,0.0,0,0.0,0,0.0,0,0.0,2445,0.73,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334189,Republican,52.17
Connecticut,New_London__CT,45908,48.98,47231,50.4,0,0.0,0,0.0,0,0.0,0,0.0,581,0.62,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93720,Republican,50.4
Connecticut,Tolland__CT,23079,49.08,23703,50.41,0,0.0,0,0.0,0,0.0,0,0.0,242,0.51,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47024,Republican,50.41
Connecticut,Windham__CT,20380,53.26,17643,46.11,0,0.0,0,0.0,0,0.0,0,0.0,239,0.63,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38262,Democrat,53.26
Delaware,Kent__DE,16523,56.15,12604,42.83,0,0.0,0,0.0,0,0.0,0,0.0,301,1.02,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29428,Democrat,56.15
Delaware,New_Castle__DE,87521,51.38,80074,47.01,0,0.0,0,0.0,0,0.0,0,0.0,2743,1.61,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170338,Democrat,51.38
Delaware,Sussex__DE,18552,51.44,17153,47.56,0,0.0,0,0.0,0,0.0,0,0.0,363,1.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36068,Democrat,51.44
Florida,Alachua__FL,27895,62.58,15546,34.87,0,0.0,0,0.0,0,0.0,0,0.0,1137,2.55,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44578,Democrat,62.58
Florida,Baker__FL,2985,71.16,1058,25.22,0,0.0,0,0.0,0,0.0,0,0.0,152,3.62,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195,Democrat,71.16
Florida,Bay__FL,14858,50.39,14208,48.19,0,0.0,0,0.0,0,0.0,0,0.0,418,1.42,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29484,Democrat,50.39
Florida,Bradford__FL,3868,68.86,1680,29.91,0,0.0,0,0.0,0,0.0,0,0.0,69,1.23,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617,Democrat,68.86
Florida,Brevard__FL,46421,50.26,44470,48.15,0,0.0,0,0.0,0,0.0,0,0.0,1473,1.59,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92364,Democrat,50.26
Florida,Broward__FL,176491,51.55,161411,47.15,0,0.0,0,0.0,0,0.0,0,0.0,4441,1.3,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342343,Democrat,51.55
Florida,Calhoun__FL,2487,67.42,1153,31.26,0,0.0,0,0.0,0,0.0,0,0.0,49,1.33,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689,Democrat,67.42
Florida,Charlotte__FL,10300,44.14,12703,54.44,0,0.0,0,0.0,0,0.0,0,0.0,330,1.41,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23333,Republican,54.44
Florida,Citrus__FL,9438,53.3,7973,45.03,0,0.0,0,0.0,0,0.0,0,0.0,296,1.67,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17707,Democrat,53.3
Florida,Clay__FL,8410,49.04,8468,49.38,0,0.0,0,0.0,0,0.0,0,0.0,270,1.57,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17148,Republican,49.38
Florida,Collier__FL,8764,36.96,14643,61.76,0,0.0,0,0.0,0,0.0,0,0.0,303,1.28,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23710,Republican,61.76
Florida,Columbia__FL,6683,62.08,3947,36.66,0,0.0,0,0.0,0,0.0,0,0.0,136,1.26,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10766,Democrat,62.08
Florida,Miami_Dade__FL,303047,58.06,211148,40.45,0,0.0,0,0.0,0,0.0,0,0.0,7747,1.48,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521942,Democrat,58.06
Florida,DeSoto__FL,2715,56.3,2000,41.48,0,0.0,0,0.0,0,0.0,0,0.0,107,2.22,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4822,Democrat,56.3
Florida,Dixie__FL,2169,78.82,558,20.28,0,0.0,0,0.0,0,0.0,0,0.0,25,0.91,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,Democrat,78.82
Florida,Duval__FL,105912,58.01,74997,41.08,0,0.0,0,0.0,0,0.0,0,0.0,1652,0.9,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182561,Democrat,58.01
Florida,Escambia__FL,38279,47.42,41471,51.38,0,0.0,0,0.0,0,0.0,0,0.0,965,1.2,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80715,Republican,51.38
Florida,Flagler__FL,2086,61.84,1262,37.41,0,0.0,0,0.0,0,0.0,0,0.0,25,0.74,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373,Democrat,61.84
Florida,Franklin__FL,1859,62.53,1054,35.45,0,0.0,0,0.0,0,0.0,0,0.0,60,2.02,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973,Democrat,62.53
Florida,Gadsden__FL,6798,65.17,3531,33.85,0,0.0,0,0.0,0,0.0,0,0.0,102,0.98,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10431,Democrat,65.17
Florida,Gilchrist__FL,1807,76.76,528,22.43,0,0.0,0,0.0,0,0.0,0,0.0,19,0.81,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,Democrat,76.76
Florida,Glades__FL,1311,66.72,624,31.76,0,0.0,0,0.0,0,0.0,0,0.0,30,1.53,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,Democrat,66.72
Florida,Gulf__FL,2641,61.69,1584,37.0,0,0.0,0,0.0,0,0.0,0,0.0,56,1.31,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281,Democrat,61.69
Florida,Hamilton__FL,2053,69.57,794,26.91,0,0.0,0,0.0,0,0.0,0,0.0,104,3.52,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2951,Democrat,69.57
Florida,Hardee__FL,2670,52.28,2189,42.86,0,0.0,0,0.0,0,0.0,0,0.0,248,4.86,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107,Democrat,52.28
Florida,Hendry__FL,2337,54.94,1843,43.32,0,0.0,0,0.0,0,0.0,0,0.0,74,1.74,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4254,Democrat,54.94
Florida,Hernando__FL,7717,56.2,5793,42.19,0,0.0,0,0.0,0,0.0,0,0.0,222,1.62,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13732,Democrat,56.2
Florida,Highlands__FL,7218,45.88,8317,52.86,0,0.0,0,0.0,0,0.0,0,0.0,198,1.26,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15733,Republican,52.86
Florida,Hillsborough__FL,94589,54.01,78504,44.82,0,0.0,0,0.0,0,0.0,0,0.0,2052,1.17,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175145,Democrat,54.01
Florida,Holmes__FL,3256,62.86,1850,35.71,0,0.0,0,0.0,0,0.0,0,0.0,74,1.43,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5180,Democrat,62.86
Florida,Indian_River__FL,8512,45.63,9818,52.63,0,0.0,0,0.0,0,0.0,0,0.0,324,1.74,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18654,Republican,52.63
Florida,Jackson__FL,7687,60.76,4795,37.9,0,0.0,0,0.0,0,0.0,0,0.0,170,1.34,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12652,Democrat,60.76
Florida,Jefferson__FL,2310,61.62,1361,36.3,0,0.0,0,0.0,0,0.0,0,0.0,78,2.08,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3749,Democrat,61.62
Florida,Lafayette__FL,1126,67.63,523,31.41,0,0.0,0,0.0,0,0.0,0,0.0,16,0.96,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,Democrat,67.63
Florida,Lake__FL,14369,41.31,19976,57.42,0,0.0,0,0.0,0,0.0,0,0.0,442,1.27,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34787,Republican,57.42
Florida,Lee__FL,30567,43.8,38038,54.5,0,0.0,0,0.0,0,0.0,0,0.0,1184,1.7,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69789,Republican,54.5
Florida,Leon__FL,28729,53.76,23739,44.42,0,0.0,0,0.0,0,0.0,0,0.0,975,1.82,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53443,Democrat,53.76
Florida,Levy__FL,4025,65.28,1965,31.87,0,0.0,0,0.0,0,0.0,0,0.0,176,2.85,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6166,Democrat,65.28
Florida,Liberty__FL,1137,64.02,620,34.91,0,0.0,0,0.0,0,0.0,0,0.0,19,1.07,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,Democrat,64.02
Florida,Madison__FL,3218,63.85,1761,34.94,0,0.0,0,0.0,0,0.0,0,0.0,61,1.21,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,Democrat,63.85
Florida,Manatee__FL,24342,44.78,29300,53.9,0,0.0,0,0.0,0,0.0,0,0.0,718,1.32,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54360,Republican,53.9
Florida,Marion__FL,16963,50.37,16163,47.99,0,0.0,0,0.0,0,0.0,0,0.0,553,1.64,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33679,Democrat,50.37
Florida,Martin__FL,8785,42.33,11682,56.28,0,0.0,0,0.0,0,0.0,0,0.0,289,1.39,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20756,Republican,56.28
Florida,Monroe__FL,11079,56.08,8232,41.67,0,0.0,0,0.0,0,0.0,0,0.0,446,2.26,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19757,Democrat,56.08
