State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Linda Jenness Socialist Workers_Votes,Linda Jenness Socialist Workers_Pct,John G. Schmitz American Independent_Votes,John G. Schmitz American Independent_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Louis Fisher Socialist Labor_Votes,Louis Fisher Socialist Labor_Pct,Evelyn Reed Socialist Workers_Votes,Evelyn Reed Socialist Workers_Pct,Benjamin Spock Peace and Freedom_Votes,Benjamin Spock Peace and Freedom_Pct,John G. Schmitz Conservative_Votes,John G. Schmitz Conservative_Pct,E. Harold Munn Prohibition_Votes,E. Harold Munn Prohibition_Pct,John G. Schmitz American_Votes,John G. Schmitz American_Pct,Gus Hall Communist_Votes,Gus Hall Communist_Pct,John G. Schmitz Independent_Votes,John G. Schmitz Independent_Pct,Linda Jenness Independent_Votes,Linda Jenness Independent_Pct,John G. Schmitz [ 2 ] American Independent_Votes,John G. Schmitz [ 2 ] American Independent_Pct,Various candidates [ 2 ] Other parties_Votes,Various candidates [ 2 ] Other parties_Pct,John G. Schmitz [ 5 ] American_Votes,John G. Schmitz [ 5 ] American_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Evelyn Reed [ 6 ] Socialist Workers_Votes,Evelyn Reed [ 6 ] Socialist Workers_Pct,Gus Hall [ 6 ] Communist_Votes,Gus Hall [ 6 ] Communist_Pct,Louis Fisher [ 6 ] Socialist Labor_Votes,Louis Fisher [ 6 ] Socialist Labor_Pct,Gus Hall Independent_Votes,Gus Hall Independent_Pct,John G. Schmitz [ 3 ] American Independent_Votes,John G. Schmitz [ 3 ] American Independent_Pct,Louis Fisher [ 3 ] Socialist Labor_Votes,Louis Fisher [ 3 ] Socialist Labor_Pct,Gus Hall [ 3 ] Not designated_Votes,Gus Hall [ 3 ] Not designated_Pct,John G. Schmitz [ 3 ] Independent_Votes,John G. Schmitz [ 3 ] Independent_Pct,Various candidates [ 3 ] Write-ins_Votes,Various candidates [ 3 ] Write-ins_Pct,John G. Schmitz [ 3 ] Constitutional_Votes,John G. Schmitz [ 3 ] Constitutional_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,John G. Schmitz [ 10 ] American_Votes,John G. Schmitz [ 10 ] American_Pct,Various candidates [ 10 ] Write-ins_Votes,Various candidates [ 10 ] Write-ins_Pct,Benjamin Spock [ 2 ] Liberty Union_Votes,Benjamin Spock [ 2 ] Liberty Union_Pct,Linda Jenness [ 2 ] Socialist Workers_Votes,Linda Jenness [ 2 ] Socialist Workers_Pct,Benjamin Spock People's_Votes,Benjamin Spock People's_Pct,All Others Various_Votes,All Others Various_Pct,Total_Votes,Winner,Winner_Pct
Iowa,Wayne__IA,1574,36.4,2681,62.0,0,0.0,0,0.0,69,1.6,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324,Republican,62.0
Iowa,Webster__IA,8358,42.01,11133,55.96,17,0.09,0,0.0,385,1.94,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19893,Republican,55.96
Iowa,Winnebago__IA,2324,34.85,4300,64.48,4,0.06,0,0.0,41,0.61,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6669,Republican,64.48
Iowa,Winneshiek__IA,4401,42.11,5877,56.23,9,0.09,0,0.0,165,1.58,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10452,Republican,56.23
Iowa,Woodbury__IA,16974,40.97,23757,57.34,37,0.09,0,0.0,662,1.6,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41430,Republican,57.34
Iowa,Worth__IA,2034,43.87,2564,55.31,2,0.04,0,0.0,36,0.78,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4636,Republican,55.31
Iowa,Wright__IA,2780,38.82,4278,59.73,6,0.08,0,0.0,98,1.37,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7162,Republican,59.73
Kansas,Allen__KS,1610,28.4,3938,69.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,88,1.55,33,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5669,Republican,69.47
Kansas,Anderson__KS,1035,26.98,2718,70.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,69,1.8,14,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3836,Republican,70.86
Kansas,Atchison__KS,2404,29.8,5471,67.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,159,1.97,32,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8066,Republican,67.83
Kansas,Barber__KS,727,23.39,2308,74.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,2.07,9,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,Republican,74.26
Kansas,Barton__KS,3481,28.27,8479,68.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,313,2.54,39,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12312,Republican,68.87
Kansas,Bourbon__KS,1912,28.06,4776,70.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,1.16,47,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6814,Republican,70.09
Kansas,Brown__KS,1038,18.99,4314,78.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,97,1.77,17,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466,Republican,78.92
Kansas,Butler__KS,4669,28.49,11045,67.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,578,3.53,97,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16389,Republican,67.39
Kansas,Chase__KS,315,20.23,1184,76.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,3.02,11,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,Republican,76.04
Kansas,Chautauqua__KS,378,19.07,1546,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,2.77,3,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,Republican,78.0
Kansas,Cherokee__KS,2806,31.25,6019,67.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,128,1.43,27,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8980,Republican,67.03
Kansas,Cheyenne__KS,399,20.92,1440,75.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,3.25,6,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907,Republican,75.51
Kansas,Clark__KS,311,20.71,1142,76.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,2.4,13,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502,Republican,76.03
Kansas,Clay__KS,887,19.53,3562,78.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,1.01,47,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4542,Republican,78.42
Kansas,Cloud__KS,1806,31.28,3832,66.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,1.65,40,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5773,Republican,66.38
Kansas,Coffey__KS,782,22.2,2667,75.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,1.53,20,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523,Republican,75.7
Kansas,Comanche__KS,281,20.62,1052,77.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,1.69,7,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363,Republican,77.18
Kansas,Cowley__KS,3592,24.51,10332,70.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,641,4.37,88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14653,Republican,70.51
Kansas,Crawford__KS,6683,40.17,9652,58.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,230,1.38,72,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16637,Republican,58.02
Kansas,Decatur__KS,616,25.34,1707,70.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92,3.78,16,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,Republican,70.22
Kansas,Dickinson__KS,1957,22.63,6515,75.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,132,1.53,43,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8647,Republican,75.34
Kansas,Doniphan__KS,690,18.94,2856,78.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,88,2.42,9,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643,Republican,78.4
Kansas,Douglas__KS,11646,42.31,15316,55.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,484,1.76,81,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27527,Republican,55.64
Kansas,Edwards__KS,757,31.85,1534,64.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,3.16,11,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377,Republican,64.54
Kansas,Elk__KS,428,21.38,1522,76.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,2.35,5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,Republican,76.02
Kansas,Ellis__KS,4113,41.91,5463,55.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,206,2.1,31,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9813,Republican,55.67
Kansas,Ellsworth__KS,1028,32.11,2087,65.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,68,2.12,18,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201,Republican,65.2
Kansas,Finney__KS,2062,31.23,4335,65.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,175,2.65,30,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6602,Republican,65.66
Kansas,Ford__KS,2804,30.2,6232,67.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,200,2.15,49,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9285,Republican,67.12
Kansas,Franklin__KS,2056,24.87,6011,72.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,161,1.95,39,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8267,Republican,72.71
Kansas,Geary__KS,1708,27.82,4299,70.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,1.55,38,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140,Republican,70.02
Kansas,Gove__KS,466,26.55,1226,69.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,3.05,10,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,Republican,69.86
Kansas,Graham__KS,488,24.85,1440,73.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,1.37,9,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,Republican,73.32
Kansas,Grant__KS,476,23.72,1469,73.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,2.34,15,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,Republican,73.19
Kansas,Gray__KS,511,28.61,1235,69.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,2.07,3,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,Republican,69.15
Kansas,Greeley__KS,212,22.72,639,68.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,76,8.15,6,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,Republican,68.49
Kansas,Greenwood__KS,951,22.44,3157,74.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,99,2.34,31,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,Republican,74.49
Kansas,Hamilton__KS,394,28.16,941,67.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,3.79,11,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,Republican,67.26
Kansas,Harper__KS,729,21.0,2628,75.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89,2.56,25,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3471,Republican,75.71
Kansas,Harvey__KS,3555,28.84,8287,67.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,421,3.42,64,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12327,Republican,67.23
Kansas,Haskell__KS,383,26.45,1036,71.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,1.45,8,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,Republican,71.55
Kansas,Hodgeman__KS,331,26.54,853,68.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,3.93,14,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,Republican,68.4
Kansas,Jackson__KS,1191,25.49,3363,71.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,2.14,18,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672,Republican,71.98
Kansas,Jefferson__KS,1237,24.44,3679,72.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,113,2.23,32,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061,Republican,72.69
Kansas,Jewell__KS,716,23.65,2242,74.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,56,1.85,14,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028,Republican,74.04
Kansas,Johnson__KS,24324,23.68,76161,74.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1923,1.87,319,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102727,Republican,74.14
Kansas,Kearny__KS,325,26.29,876,70.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,2.18,8,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,Republican,70.87
Kansas,Kingman__KS,1107,27.68,2756,68.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,121,3.03,16,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,Republican,68.9
Kansas,Kiowa__KS,406,19.88,1559,76.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,2.64,23,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042,Republican,76.35
Kansas,Labette__KS,3210,32.49,6399,64.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,234,2.37,38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9881,Republican,64.76
Kansas,Lane__KS,294,22.83,943,73.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,3.18,10,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,Republican,73.21
Kansas,Leavenworth__KS,4727,29.74,10762,67.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,368,2.31,40,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15897,Republican,67.7
Kansas,Lincoln__KS,476,21.81,1649,75.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,2.47,3,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182,Republican,75.57
Kansas,Linn__KS,876,24.8,2593,73.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,1.36,15,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3532,Republican,73.41
Kansas,Logan__KS,428,25.74,1164,69.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,68,4.09,3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663,Republican,69.99
Kansas,Lyon__KS,3720,28.3,9157,69.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,234,1.78,32,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13143,Republican,69.67
Kansas,Marion__KS,1478,24.39,4373,72.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,194,3.2,14,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6059,Republican,72.17
Kansas,Marshall__KS,1823,29.9,4127,67.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,139,2.28,9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6098,Republican,67.68
Kansas,McPherson__KS,2858,27.04,7457,70.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,189,1.79,65,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10569,Republican,70.56
Kansas,Meade__KS,526,22.91,1712,74.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,2.0,12,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,Republican,74.56
Kansas,Miami__KS,2140,28.23,5234,69.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,190,1.97,17,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7581,Republican,69.04
Kansas,Mitchell__KS,1030,26.06,2830,71.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,2.07,11,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,Republican,71.59
Kansas,Montgomery__KS,3685,23.17,11717,73.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,459,2.89,46,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15907,Republican,73.66
Kansas,Morris__KS,704,21.69,2471,76.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,1.91,9,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246,Republican,76.12
Kansas,Morton__KS,363,22.65,1165,72.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,4.12,9,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603,Republican,72.68
Kansas,Nemaha__KS,1777,33.26,3422,64.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,136,2.55,7,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342,Republican,64.06
Kansas,Neosho__KS,2559,33.07,5034,65.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,131,1.69,14,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738,Republican,65.06
Kansas,Ness__KS,652,28.96,1539,68.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,2.18,11,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,Republican,68.37
Kansas,Norton__KS,776,21.88,2688,75.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,2.12,7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546,Republican,75.8
Kansas,Osage__KS,1522,26.57,4073,71.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,2.08,14,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728,Republican,71.11
Kansas,Osborne__KS,724,24.36,2182,73.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,1.72,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972,Republican,73.42
Kansas,Ottawa__KS,705,24.9,2065,72.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,1.7,13,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831,Republican,72.94
Kansas,Pawnee__KS,1110,30.83,2370,65.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,98,2.72,22,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,Republican,65.83
Kansas,Phillips__KS,827,21.58,2919,76.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,2.09,7,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,Republican,76.15
Kansas,Pottawatomie__KS,1298,24.18,3947,73.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116,2.16,8,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369,Republican,73.51
Kansas,Pratt__KS,1214,26.57,3253,71.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,1.75,22,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569,Republican,71.2
Kansas,Rawlins__KS,560,25.41,1553,70.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87,3.95,4,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,Republican,70.46
Kansas,Reno__KS,8183,33.23,15714,63.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,500,2.03,231,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24628,Republican,63.81
Kansas,Republic__KS,1059,26.03,2921,71.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,65,1.6,23,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,Republican,71.8
Kansas,Rice__KS,1825,31.45,3843,66.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,1.74,34,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5803,Republican,66.22
Kansas,Riley__KS,5333,31.73,11120,66.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,310,1.84,46,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16809,Republican,66.16
Kansas,Rooks__KS,904,26.39,2457,71.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,1.61,9,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425,Republican,71.74
