State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,John B. Anderson Independent_Votes,John B. Anderson Independent_Pct,John Rarick [ 6 ] Alabama Conservative_Votes,John Rarick [ 6 ] Alabama Conservative_Pct,Ed Clark [ 6 ] Libertarian_Votes,Ed Clark [ 6 ] Libertarian_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Ed Clark Libertarian_Votes,Ed Clark Libertarian_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,John B. Anderson Anderson Coalition_Votes,John B. Anderson Anderson Coalition_Pct,All Others Various_Votes,All Others Various_Pct,Other Candidates_Votes,Other Candidates_Pct,John Rarick American_Votes,John Rarick American_Pct,Others_Votes,Others_Pct,Barry Commoner Citizens_Votes,Barry Commoner Citizens_Pct,Ed Clark Independent_Votes,Ed Clark Independent_Pct,John Rarick American Independent_Votes,John Rarick American Independent_Pct,Deidre Griswold Independent_Votes,Deidre Griswold Independent_Pct,Andrew Pulley Independent_Votes,Andrew Pulley Independent_Pct,Edward E. Clark Libertarian_Votes,Edward E. Clark Libertarian_Pct,None of These Candidates_Votes,None of These Candidates_Pct,John B. Anderson [ 3 ] Independent_Votes,John B. Anderson [ 3 ] Independent_Pct,Ed Clark [ 3 ] Libertarian_Votes,Ed Clark [ 3 ] Libertarian_Pct,Barry Commoner [ 3 ] Citizens_Votes,Barry Commoner [ 3 ] Citizens_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,John B. Anderson Anderson Alternative_Votes,John B. Anderson Anderson Alternative_Pct,John B. Anderson Liberal_Votes,John B. Anderson Liberal_Pct,Ed Clark [ 3 ] Free Libertarian_Votes,Ed Clark [ 3 ] Free Libertarian_Pct,Ellen McCormack [ 3 ] Right to Life_Votes,Ellen McCormack [ 3 ] Right to Life_Pct,John B. Anderson Not designated_Votes,John B. Anderson Not designated_Pct,Edward E. Clark Not designated_Votes,Edward E. Clark Not designated_Pct,Barry Commoner [ 12 ] Independent_Votes,Barry Commoner [ 12 ] Independent_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Barry Commoner Independent_Votes,Barry Commoner Independent_Pct,Clifton DeBerry Independent_Votes,Clifton DeBerry Independent_Pct,Total_Votes,Winner,Winner_Pct
Idaho,Nez_Perce__ID,6565,41.7,7495,47.61,1344,8.54,0,0.0,0,0.0,0,0.0,314,1.99,0,0.0,0,0.0,0,0.0,0,0.0,26,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15744,Republican,47.61
Idaho,Oneida__ID,434,22.03,1461,74.16,50,2.54,0,0.0,0,0.0,0,0.0,23,1.17,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Republican,74.16
Idaho,Owyhee__ID,732,23.31,2257,71.88,93,2.96,0,0.0,0,0.0,0,0.0,53,1.69,0,0.0,0,0.0,0,0.0,0,0.0,5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,Republican,71.88
Idaho,Payette__ID,1828,27.23,4508,67.14,253,3.77,0,0.0,0,0.0,0,0.0,105,1.56,0,0.0,0,0.0,0,0.0,0,0.0,20,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714,Republican,67.14
Idaho,Power__ID,727,23.13,2235,71.11,119,3.79,0,0.0,0,0.0,0,0.0,57,1.81,0,0.0,0,0.0,0,0.0,0,0.0,5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3143,Republican,71.11
Idaho,Shoshone__ID,3102,40.42,3994,52.04,407,5.3,0,0.0,0,0.0,0,0.0,148,1.93,0,0.0,0,0.0,0,0.0,0,0.0,24,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7675,Republican,52.04
Idaho,Teton__ID,360,21.35,1227,72.78,67,3.97,0,0.0,0,0.0,0,0.0,28,1.66,0,0.0,0,0.0,0,0.0,0,0.0,4,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686,Republican,72.78
Idaho,Twin_Falls__ID,4835,20.39,17425,73.5,976,4.12,0,0.0,0,0.0,0,0.0,344,1.45,0,0.0,0,0.0,0,0.0,0,0.0,128,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23708,Republican,73.5
Idaho,Valley__ID,926,28.3,2041,62.38,245,7.49,0,0.0,0,0.0,0,0.0,58,1.77,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,Republican,62.38
Idaho,Washington__ID,1421,30.99,2915,63.58,172,3.75,0,0.0,0,0.0,0,0.0,67,1.46,0,0.0,0,0.0,0,0.0,0,0.0,10,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585,Republican,63.58
Illinois,Adams__IL,10606,33.23,19842,62.17,1202,3.77,0,0.0,0,0.0,0,0.0,206,0.65,61,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31917,Republican,62.17
Illinois,Alexander__IL,2925,51.51,2650,46.67,74,1.3,0,0.0,0,0.0,0,0.0,17,0.3,12,0.21,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678,Democrat,51.51
Illinois,Bond__IL,2834,37.63,4398,58.39,244,3.24,0,0.0,0,0.0,0,0.0,40,0.53,16,0.21,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7532,Republican,58.39
Illinois,Boone__IL,3175,27.34,6697,57.66,1578,13.59,0,0.0,0,0.0,0,0.0,145,1.25,19,0.16,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11614,Republican,57.66
Illinois,Brown__IL,950,35.29,1660,61.66,59,2.19,0,0.0,0,0.0,0,0.0,19,0.71,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692,Republican,61.66
Illinois,Bureau__IL,5753,30.95,11484,61.79,1093,5.88,0,0.0,0,0.0,0,0.0,222,1.19,35,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18587,Republican,61.79
Illinois,Calhoun__IL,1208,41.73,1591,54.96,76,2.63,0,0.0,0,0.0,0,0.0,10,0.35,10,0.35,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895,Republican,54.96
Illinois,Carroll__IL,2154,26.85,5084,63.37,705,8.79,0,0.0,0,0.0,0,0.0,61,0.76,19,0.24,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8023,Republican,63.37
Illinois,Cass__IL,2543,37.56,3965,58.57,199,2.94,0,0.0,0,0.0,0,0.0,55,0.81,8,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6770,Republican,58.57
Illinois,Champaign__IL,21017,32.16,33329,50.99,9972,15.26,0,0.0,0,0.0,0,0.0,590,0.9,452,0.69,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65360,Republican,50.99
Illinois,Christian__IL,6625,41.31,8770,54.69,499,3.11,0,0.0,0,0.0,0,0.0,117,0.73,25,0.16,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16036,Republican,54.69
Illinois,Clark__IL,2855,32.94,5476,63.19,243,2.8,0,0.0,0,0.0,0,0.0,81,0.93,11,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666,Republican,63.19
Illinois,Clay__IL,2587,35.6,4447,61.2,187,2.57,0,0.0,0,0.0,0,0.0,35,0.48,10,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266,Republican,61.2
Illinois,Clinton__IL,4470,32.88,8500,62.53,528,3.88,0,0.0,0,0.0,0,0.0,71,0.52,24,0.18,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13593,Republican,62.53
Illinois,Coles__IL,6743,32.62,11994,58.02,1726,8.35,0,0.0,0,0.0,0,0.0,142,0.69,66,0.32,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20671,Republican,58.02
Illinois,Cook__IL,1124584,51.99,856574,39.6,149712,6.92,0,0.0,0,0.0,0,0.0,15354,0.71,16873,0.78,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163097,Democrat,51.99
Illinois,Crawford__IL,3372,34.73,5894,60.7,341,3.51,0,0.0,0,0.0,0,0.0,96,0.99,7,0.07,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9710,Republican,60.7
Illinois,Cumberland__IL,1892,35.77,3159,59.73,190,3.59,0,0.0,0,0.0,0,0.0,43,0.81,5,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289,Republican,59.73
Illinois,DeKalb__IL,8913,29.35,16370,53.91,4526,14.91,0,0.0,0,0.0,0,0.0,357,1.18,199,0.66,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30365,Republican,53.91
Illinois,De_Witt__IL,2262,30.8,4648,63.29,368,5.01,0,0.0,0,0.0,0,0.0,58,0.79,8,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7344,Republican,63.29
Illinois,Douglas__IL,2564,30.91,5330,64.26,344,4.15,0,0.0,0,0.0,0,0.0,44,0.53,12,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8294,Republican,64.26
Illinois,DuPage__IL,68991,24.23,182308,64.02,29810,10.47,0,0.0,0,0.0,0,0.0,2977,1.05,663,0.23,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284749,Republican,64.02
Illinois,Edgar__IL,3394,32.28,6639,63.14,400,3.8,0,0.0,0,0.0,0,0.0,68,0.65,14,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10515,Republican,63.14
Illinois,Edwards__IL,1041,27.75,2556,68.14,118,3.15,0,0.0,0,0.0,0,0.0,34,0.91,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751,Republican,68.14
Illinois,Effingham__IL,4229,30.63,9104,65.93,393,2.85,0,0.0,0,0.0,0,0.0,62,0.45,20,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13808,Republican,65.93
Illinois,Fayette__IL,3614,34.72,6523,62.67,229,2.2,0,0.0,0,0.0,0,0.0,38,0.37,4,0.04,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10408,Republican,62.67
Illinois,Ford__IL,1803,24.99,5024,69.64,328,4.55,0,0.0,0,0.0,0,0.0,50,0.69,9,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214,Republican,69.64
Illinois,Franklin__IL,9425,47.47,9731,49.01,558,2.81,0,0.0,0,0.0,0,0.0,104,0.52,38,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19856,Republican,49.01
Illinois,Fulton__IL,7481,39.46,10316,54.42,838,4.42,0,0.0,0,0.0,0,0.0,294,1.55,28,0.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18957,Republican,54.42
Illinois,Gallatin__IL,1678,48.41,1700,49.05,78,2.25,0,0.0,0,0.0,0,0.0,5,0.14,5,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3466,Republican,49.05
Illinois,Greene__IL,2607,36.62,4224,59.33,220,3.09,0,0.0,0,0.0,0,0.0,58,0.81,11,0.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7120,Republican,59.33
Illinois,Grundy__IL,3970,30.07,8397,63.59,701,5.31,0,0.0,0,0.0,0,0.0,110,0.83,26,0.2,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13204,Republican,63.59
Illinois,Hamilton__IL,1990,36.47,3254,59.64,171,3.13,0,0.0,0,0.0,0,0.0,38,0.7,3,0.05,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5456,Republican,59.64
Illinois,Hancock__IL,3522,33.27,6597,62.32,383,3.62,0,0.0,0,0.0,0,0.0,68,0.64,15,0.14,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10585,Republican,62.32
Illinois,Hardin__IL,1314,42.2,1721,55.27,56,1.8,0,0.0,0,0.0,0,0.0,13,0.42,10,0.32,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3114,Republican,55.27
Illinois,Henderson__IL,1609,37.89,2443,57.54,143,3.37,0,0.0,0,0.0,0,0.0,43,1.01,8,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246,Republican,57.54
Illinois,Henry__IL,7977,32.95,14506,59.93,1440,5.95,0,0.0,0,0.0,0,0.0,226,0.93,57,0.24,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24206,Republican,59.93
Illinois,Iroquois__IL,3362,21.94,11247,73.38,592,3.86,0,0.0,0,0.0,0,0.0,101,0.66,25,0.16,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15327,Republican,73.38
Illinois,Jackson__IL,10291,43.19,10505,44.08,2526,10.6,0,0.0,0,0.0,0,0.0,192,0.81,315,1.32,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23829,Republican,44.08
Illinois,Jasper__IL,1846,32.89,3548,63.22,157,2.8,0,0.0,0,0.0,0,0.0,51,0.91,10,0.18,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5612,Republican,63.22
Illinois,Jefferson__IL,6761,41.38,8972,54.91,506,3.1,0,0.0,0,0.0,0,0.0,77,0.47,24,0.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340,Republican,54.91
Illinois,Jersey__IL,3324,36.99,5266,58.61,314,3.49,0,0.0,0,0.0,0,0.0,59,0.66,22,0.24,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8985,Republican,58.61
Illinois,Jo_Daviess__IL,2678,29.85,5186,57.81,983,10.96,0,0.0,0,0.0,0,0.0,92,1.03,32,0.36,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8971,Republican,57.81
Illinois,Johnson__IL,1586,32.45,3201,65.49,84,1.72,0,0.0,0,0.0,0,0.0,15,0.31,2,0.04,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888,Republican,65.49
Illinois,Kane__IL,29015,27.96,64106,61.77,9179,8.84,0,0.0,0,0.0,0,0.0,1191,1.15,293,0.28,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103784,Republican,61.77
Illinois,Kankakee__IL,14626,35.78,23810,58.25,1802,4.41,0,0.0,0,0.0,0,0.0,280,0.69,355,0.87,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40873,Republican,58.25
Illinois,Kendall__IL,3143,21.94,10028,69.99,979,6.83,0,0.0,0,0.0,0,0.0,146,1.02,31,0.22,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14327,Republican,69.99
Illinois,Knox__IL,8749,33.4,14907,56.9,2069,7.9,0,0.0,0,0.0,0,0.0,382,1.46,91,0.35,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26198,Republican,56.9
Illinois,Lake__IL,48287,29.29,96350,58.45,17726,10.75,0,0.0,0,0.0,0,0.0,1905,1.16,585,0.35,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164853,Republican,58.45
Illinois,La_Salle__IL,16818,35.16,27323,57.12,3041,6.36,0,0.0,0,0.0,0,0.0,518,1.08,135,0.28,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47835,Republican,57.12
Illinois,Lawrence__IL,3030,38.57,4453,56.68,293,3.73,0,0.0,0,0.0,0,0.0,70,0.89,10,0.13,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,Republican,56.68
Illinois,Lee__IL,3170,20.53,11373,73.67,781,5.06,0,0.0,0,0.0,0,0.0,97,0.63,17,0.11,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15438,Republican,73.67
Illinois,Livingston__IL,4111,24.44,11544,68.62,980,5.83,0,0.0,0,0.0,0,0.0,158,0.94,30,0.18,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16823,Republican,68.62
Illinois,Logan__IL,3916,27.26,9681,67.39,650,4.52,0,0.0,0,0.0,0,0.0,106,0.74,13,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14366,Republican,67.39
Illinois,Macon__IL,22325,41.38,28298,52.45,2804,5.2,0,0.0,0,0.0,0,0.0,392,0.73,137,0.25,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53956,Republican,52.45
Illinois,Macoupin__IL,9116,40.78,12131,54.27,901,4.03,0,0.0,0,0.0,0,0.0,155,0.69,51,0.23,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22354,Republican,54.27
Illinois,Madison__IL,43860,43.81,51160,51.1,4206,4.2,0,0.0,0,0.0,0,0.0,617,0.62,281,0.28,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100124,Republican,51.1
Illinois,Marion__IL,6990,37.42,10969,58.73,567,3.04,0,0.0,0,0.0,0,0.0,90,0.48,62,0.33,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18678,Republican,58.73
Illinois,Marshall__IL,1903,28.36,4349,64.8,336,5.01,0,0.0,0,0.0,0,0.0,115,1.71,8,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6711,Republican,64.8
Illinois,Mason__IL,2680,34.84,4644,60.37,267,3.47,0,0.0,0,0.0,0,0.0,95,1.23,7,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693,Republican,60.37
Illinois,Massac__IL,2821,38.79,4284,58.91,124,1.71,0,0.0,0,0.0,0,0.0,29,0.4,14,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7272,Republican,58.91
Illinois,McDonough__IL,4093,28.06,8995,61.66,1230,8.43,0,0.0,0,0.0,0,0.0,155,1.06,116,0.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14589,Republican,61.66
Illinois,McHenry__IL,14540,23.58,40045,64.95,5871,9.52,0,0.0,0,0.0,0,0.0,884,1.43,315,0.51,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61655,Republican,64.95
Illinois,McLean__IL,13587,27.6,30096,61.13,4961,10.08,0,0.0,0,0.0,0,0.0,443,0.9,145,0.29,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49232,Republican,61.13
Illinois,Menard__IL,1589,28.71,3622,65.45,274,4.95,0,0.0,0,0.0,0,0.0,38,0.69,11,0.2,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5534,Republican,65.45
Illinois,Mercer__IL,3361,36.71,5144,56.18,540,5.9,0,0.0,0,0.0,0,0.0,100,1.09,11,0.12,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9156,Republican,56.18
Illinois,Monroe__IL,3121,31.45,6315,63.63,405,4.08,0,0.0,0,0.0,0,0.0,55,0.55,28,0.28,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9924,Republican,63.63
Illinois,Montgomery__IL,5721,37.11,8947,58.04,611,3.96,0,0.0,0,0.0,0,0.0,102,0.66,34,0.22,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15415,Republican,58.04
Illinois,Morgan__IL,5483,32.26,10406,61.22,900,5.3,0,0.0,0,0.0,0,0.0,159,0.94,49,0.29,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16997,Republican,61.22
Illinois,Moultrie__IL,2332,37.85,3495,56.73,280,4.54,0,0.0,0,0.0,0,0.0,45,0.73,9,0.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6161,Republican,56.73
Illinois,Ogle__IL,4067,21.55,12533,66.41,2042,10.82,0,0.0,0,0.0,0,0.0,180,0.95,49,0.26,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18871,Republican,66.41
Illinois,Peoria__IL,28276,33.86,47815,57.26,6169,7.39,0,0.0,0,0.0,0,0.0,1065,1.28,185,0.22,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83510,Republican,57.26
Illinois,Perry__IL,4337,40.88,5888,55.49,319,3.01,0,0.0,0,0.0,0,0.0,55,0.52,11,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10610,Republican,55.49
Illinois,Piatt__IL,2421,30.97,4867,62.25,447,5.72,0,0.0,0,0.0,0,0.0,64,0.82,19,0.24,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818,Republican,62.25
Illinois,Pike__IL,3695,39.47,5301,56.63,303,3.24,0,0.0,0,0.0,0,0.0,53,0.57,9,0.1,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9361,Republican,56.63
Illinois,Pope__IL,880,35.85,1501,61.14,58,2.36,0,0.0,0,0.0,0,0.0,10,0.41,6,0.24,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455,Republican,61.14
Illinois,Pulaski__IL,1955,47.69,2083,50.82,49,1.2,0,0.0,0,0.0,0,0.0,9,0.22,3,0.07,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099,Republican,50.82
Illinois,Putnam__IL,1158,33.92,1959,57.38,235,6.88,0,0.0,0,0.0,0,0.0,51,1.49,11,0.32,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414,Republican,57.38
Illinois,Randolph__IL,6052,39.06,8810,56.86,514,3.32,0,0.0,0,0.0,0,0.0,89,0.57,29,0.19,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15494,Republican,56.86
Illinois,Richland__IL,2463,30.31,5241,64.5,358,4.41,0,0.0,0,0.0,0,0.0,57,0.7,7,0.09,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8126,Republican,64.5
