State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Eric Hass Socialist Labor_Votes,Eric Hass Socialist Labor_Pct,John Kasper National States’ Rights_Votes,John Kasper National States’ Rights_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Clifton DeBerry Socialist Workers_Votes,Clifton DeBerry Socialist Workers_Pct,E. Harold Munn Prohibition_Votes,E. Harold Munn Prohibition_Pct,Write-in_Votes,Write-in_Pct,All Others Various_Votes,All Others Various_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Others_Votes,Others_Pct,Eric Hass Labor_Votes,Eric Hass Labor_Pct,John Kasper [ 8 ] National States’ Rights_Votes,John Kasper [ 8 ] National States’ Rights_Pct,Various Candidates Write-ins_Votes,Various Candidates Write-ins_Pct,Eric Hass [ 5 ] Industrial Government_Votes,Eric Hass [ 5 ] Industrial Government_Pct,Clifton DeBerry [ 5 ] Socialist Workers_Votes,Clifton DeBerry [ 5 ] Socialist Workers_Pct,Clifton DeBerry [ 9 ] Socialist Workers_Votes,Clifton DeBerry [ 9 ] Socialist Workers_Pct,Eric Hass [ 9 ] Socialist Labor_Votes,Eric Hass [ 9 ] Socialist Labor_Pct,Eric Hass [ 7 ] Socialist Labor_Votes,Eric Hass [ 7 ] Socialist Labor_Pct,Clifton DeBerry [ 7 ] Socialist Workers_Votes,Clifton DeBerry [ 7 ] Socialist Workers_Pct,Clifton DeBerry Independent_Votes,Clifton DeBerry Independent_Pct,E. Harold Munn Independent_Votes,E. Harold Munn Independent_Pct,Joseph B. Lightburn Constitution_Votes,Joseph B. Lightburn Constitution_Pct,Clifton DeBerry Freedom Socialist_Votes,Clifton DeBerry Freedom Socialist_Pct,Total_Votes,Winner,Winner_Pct
Alabama,Autauga__AL,490,14.17,2969,85.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,Republican,85.83
Alabama,Baldwin__AL,2530,18.88,10870,81.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13400,Republican,81.12
Alabama,Barbour__AL,978,20.24,3853,79.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4831,Republican,79.76
Alabama,Bibb__AL,502,16.06,2623,83.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,Republican,83.94
Alabama,Blount__AL,2427,35.33,4442,64.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6869,Republican,64.67
Alabama,Bullock__AL,1114,42.36,1516,57.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,Republican,57.64
Alabama,Butler__AL,973,19.56,4002,80.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4975,Republican,80.44
Alabama,Calhoun__AL,6210,36.87,10635,63.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16845,Republican,63.13
Alabama,Chambers__AL,2557,35.58,4630,64.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187,Republican,64.42
Alabama,Cherokee__AL,1916,50.3,1893,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3809,Democrat,50.3
Alabama,Chilton__AL,1645,24.03,5202,75.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6847,Republican,75.97
Alabama,Choctaw__AL,413,14.19,2497,85.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910,Republican,85.81
Alabama,Clarke__AL,924,17.16,4460,82.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384,Republican,82.84
Alabama,Clay__AL,1199,29.87,2815,70.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014,Republican,70.13
Alabama,Cleburne__AL,672,23.76,2156,76.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828,Republican,76.24
Alabama,Coffee__AL,1213,19.81,4910,80.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6123,Republican,80.19
Alabama,Colbert__AL,5573,51.41,5267,48.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10840,Democrat,51.41
Alabama,Conecuh__AL,639,18.68,2782,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421,Republican,81.32
Alabama,Coosa__AL,740,27.23,1978,72.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718,Republican,72.77
Alabama,Covington__AL,1621,17.67,7554,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9175,Republican,82.33
Alabama,Crenshaw__AL,816,21.34,3008,78.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824,Republican,78.66
Alabama,Cullman__AL,5110,41.67,7152,58.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12262,Republican,58.33
Alabama,Dale__AL,963,16.23,4970,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933,Republican,83.77
Alabama,Dallas__AL,719,10.88,5888,89.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607,Republican,89.12
Alabama,DeKalb__AL,4948,42.31,6746,57.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11694,Republican,57.69
Alabama,Elmore__AL,1233,16.23,6363,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7596,Republican,83.77
Alabama,Escambia__AL,1928,25.53,5623,74.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7551,Republican,74.47
Alabama,Etowah__AL,8939,40.94,12894,59.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21833,Republican,59.06
Alabama,Fayette__AL,1287,28.66,3203,71.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490,Republican,71.34
Alabama,Franklin__AL,3110,43.59,4025,56.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135,Republican,56.41
Alabama,Geneva__AL,1074,19.26,4502,80.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5576,Republican,80.74
Alabama,Greene__AL,587,34.31,1124,65.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,Republican,65.69
Alabama,Hale__AL,548,22.4,1898,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446,Republican,77.6
Alabama,Henry__AL,589,16.9,2896,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,Republican,83.1
Alabama,Houston__AL,1421,12.07,10353,87.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11774,Republican,87.93
Alabama,Jackson__AL,3145,53.53,2730,46.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875,Democrat,53.53
Alabama,Jefferson__AL,38082,27.43,100756,72.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138838,Republican,72.57
Alabama,Lamar__AL,1041,27.58,2734,72.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3775,Republican,72.42
Alabama,Lauderdale__AL,6593,52.45,5978,47.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12571,Democrat,52.45
Alabama,Lawrence__AL,1808,49.97,1809,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,Republican,50.0
Alabama,Lee__AL,1602,21.31,5914,78.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7516,Republican,78.69
Alabama,Limestone__AL,3027,56.01,2377,43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5404,Democrat,56.01
Alabama,Lowndes__AL,310,16.68,1548,83.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,Republican,83.32
Alabama,Macon__AL,2973,61.54,1858,38.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4831,Democrat,61.54
Alabama,Madison__AL,13217,48.07,14279,51.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27496,Republican,51.93
Alabama,Marengo__AL,789,17.67,3677,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4466,Republican,82.33
Alabama,Marion__AL,1747,30.58,3966,69.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5713,Republican,69.42
Alabama,Marshall__AL,4428,43.67,5712,56.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10140,Republican,56.33
Alabama,Mobile__AL,20488,29.28,49493,70.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69981,Republican,70.72
Alabama,Monroe__AL,886,18.63,3870,81.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4756,Republican,81.37
Alabama,Montgomery__AL,7482,24.53,23015,75.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30497,Republican,75.47
Alabama,Morgan__AL,5368,43.36,7013,56.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12381,Republican,56.64
Alabama,Perry__AL,520,20.27,2046,79.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566,Republican,79.73
Alabama,Pickens__AL,746,17.92,3416,82.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4162,Republican,82.08
Alabama,Pike__AL,803,15.51,4373,84.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5176,Republican,84.49
Alabama,Randolph__AL,1864,37.35,3127,62.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4991,Republican,62.65
Alabama,Russell__AL,1537,23.96,4877,76.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6414,Republican,76.04
Alabama,St__Clair__AL,1989,29.24,4813,70.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6802,Republican,70.76
Alabama,Shelby__AL,1943,24.35,6037,75.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980,Republican,75.65
Alabama,Sumter__AL,405,19.68,1653,80.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058,Republican,80.32
Alabama,Talladega__AL,3712,29.33,8946,70.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12658,Republican,70.67
Alabama,Tallapoosa__AL,1733,23.86,5530,76.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263,Republican,76.14
Alabama,Tuscaloosa__AL,6036,31.33,13227,68.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19263,Republican,68.67
Alabama,Walker__AL,6110,41.59,8582,58.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14692,Republican,58.41
Alabama,Washington__AL,1191,29.82,2803,70.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994,Republican,70.18
Alabama,Wilcox__AL,157,8.07,1789,91.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,Republican,91.93
Alabama,Winston__AL,1391,28.81,3438,71.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829,Republican,71.19
Arizona,Apache__AZ,2042,52.47,1849,47.51,1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3892,Democrat,52.47
Arizona,Cochise__AZ,9045,54.17,7644,45.78,8,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16697,Democrat,54.17
Arizona,Coconino__AZ,5270,47.75,5756,52.15,11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11037,Republican,52.15
Arizona,Gila__AZ,6821,64.73,3713,35.24,3,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10537,Democrat,64.73
Arizona,Graham__AZ,2783,51.18,2655,48.82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438,Democrat,51.18
Arizona,Greenlee__AZ,3147,73.55,1132,26.45,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279,Democrat,73.55
Arizona,Maricopa__AZ,122042,46.0,143114,53.94,170,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265326,Republican,53.94
Arizona,Mohave__AZ,2243,51.69,2091,48.19,5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4339,Democrat,51.69
Arizona,Navajo__AZ,4770,49.44,4870,50.47,9,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9649,Republican,50.47
Arizona,Pima__AZ,54120,53.44,46955,46.36,203,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101278,Democrat,53.44
Arizona,Pinal__AZ,9911,58.74,6956,41.23,5,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16872,Democrat,58.74
Arizona,Santa_Cruz__AZ,1955,56.5,1503,43.44,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460,Democrat,56.5
Arizona,Yavapai__AZ,5747,42.39,7749,57.16,60,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13556,Republican,57.16
Arizona,Yuma__AZ,7857,54.52,6548,45.44,5,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14410,Democrat,54.52
Arkansas,Arkansas__AR,3200,45.78,3769,53.92,0,0.0,21,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6990,Republican,53.92
Arkansas,Ashley__AR,2901,43.23,3742,55.77,0,0.0,67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6710,Republican,55.77
Arkansas,Baxter__AR,2900,59.29,1986,40.61,0,0.0,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4891,Democrat,59.29
Arkansas,Benton__AR,5655,48.49,5977,51.25,0,0.0,30,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11662,Republican,51.25
Arkansas,Boone__AR,3770,56.73,2857,42.99,0,0.0,19,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6646,Democrat,56.73
Arkansas,Bradley__AR,2229,54.34,1852,45.15,0,0.0,21,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102,Democrat,54.34
Arkansas,Calhoun__AR,1409,60.68,889,38.29,0,0.0,24,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322,Democrat,60.68
Arkansas,Carroll__AR,2005,48.78,2105,51.22,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110,Republican,51.22
Arkansas,Chicot__AR,2916,59.47,1972,40.22,0,0.0,15,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4903,Democrat,59.47
Arkansas,Clark__AR,4127,68.36,1884,31.21,0,0.0,26,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6037,Democrat,68.36
Arkansas,Clay__AR,3280,61.64,1999,37.57,0,0.0,42,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321,Democrat,61.64
Arkansas,Cleburne__AR,2645,68.26,1221,31.51,0,0.0,9,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,Democrat,68.26
Arkansas,Cleveland__AR,1121,51.78,1026,47.39,0,0.0,18,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165,Democrat,51.78
Arkansas,Columbia__AR,3485,46.26,4009,53.22,0,0.0,39,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7533,Republican,53.22
Arkansas,Conway__AR,4205,63.69,2378,36.02,0,0.0,19,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6602,Democrat,63.69
Arkansas,Craighead__AR,8334,61.55,5163,38.13,0,0.0,44,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13541,Democrat,61.55
Arkansas,Crawford__AR,3537,51.62,3294,48.07,0,0.0,21,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6852,Democrat,51.62
Arkansas,Crittenden__AR,4168,50.2,4065,48.96,0,0.0,69,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8302,Democrat,50.2
Arkansas,Cross__AR,2421,52.86,2147,46.88,0,0.0,12,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580,Democrat,52.86
Arkansas,Dallas__AR,1779,51.61,1625,47.14,0,0.0,43,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,Democrat,51.61
Arkansas,Desha__AR,3294,62.91,1930,36.86,0,0.0,12,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236,Democrat,62.91
Arkansas,Drew__AR,1980,48.05,2109,51.18,0,0.0,32,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121,Republican,51.18
Arkansas,Faulkner__AR,6116,64.95,3259,34.61,0,0.0,42,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9417,Democrat,64.95
Arkansas,Franklin__AR,2685,62.47,1580,36.76,0,0.0,33,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298,Democrat,62.47
Arkansas,Fulton__AR,1704,66.64,846,33.09,0,0.0,7,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,Democrat,66.64
Arkansas,Garland__AR,11591,53.59,9952,46.01,0,0.0,86,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21629,Democrat,53.59
Arkansas,Grant__AR,1678,55.07,1308,42.93,0,0.0,61,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047,Democrat,55.07
Arkansas,Greene__AR,4742,67.39,2271,32.27,0,0.0,24,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7037,Democrat,67.39
Arkansas,Hempstead__AR,3355,56.95,2493,42.32,0,0.0,43,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891,Democrat,56.95
Arkansas,Hot_Spring__AR,4543,60.4,2911,38.7,0,0.0,68,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7522,Democrat,60.4
Arkansas,Howard__AR,1320,43.1,1649,53.84,0,0.0,94,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063,Republican,53.84
Arkansas,Independence__AR,4455,64.01,2470,35.49,0,0.0,35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960,Democrat,64.01
Arkansas,Izard__AR,1736,69.83,726,29.2,0,0.0,24,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486,Democrat,69.83
Arkansas,Jackson__AR,4651,68.12,2141,31.36,0,0.0,36,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6828,Democrat,68.12
Arkansas,Jefferson__AR,12872,56.04,9968,43.4,0,0.0,129,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22969,Democrat,56.04
Arkansas,Johnson__AR,3127,66.77,1535,32.78,0,0.0,21,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4683,Democrat,66.77
Arkansas,Lafayette__AR,1484,50.02,1476,49.75,0,0.0,7,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2967,Democrat,50.02
Arkansas,Lawrence__AR,3498,63.16,2013,36.35,0,0.0,27,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5538,Democrat,63.16
Arkansas,Lee__AR,2335,58.21,1668,41.59,0,0.0,8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011,Democrat,58.21
Arkansas,Lincoln__AR,2468,63.58,1410,36.32,0,0.0,4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3882,Democrat,63.58
Arkansas,Little_River__AR,2040,63.87,1141,35.72,0,0.0,13,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194,Democrat,63.87
Arkansas,Logan__AR,3604,61.13,2265,38.42,0,0.0,27,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5896,Democrat,61.13
Arkansas,Lonoke__AR,3818,51.06,3636,48.63,0,0.0,23,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7477,Democrat,51.06
Arkansas,Madison__AR,2715,57.45,1997,42.26,0,0.0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726,Democrat,57.45
Arkansas,Marion__AR,1661,60.2,1088,39.43,0,0.0,10,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759,Democrat,60.2
Arkansas,Miller__AR,5190,54.68,4253,44.81,0,0.0,49,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9492,Democrat,54.68
Arkansas,Mississippi__AR,8678,58.2,6213,41.67,0,0.0,20,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14911,Democrat,58.2
Arkansas,Monroe__AR,2258,53.29,1968,46.45,0,0.0,11,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,Democrat,53.29
Arkansas,Montgomery__AR,1358,61.67,832,37.78,0,0.0,12,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202,Democrat,61.67
Arkansas,Nevada__AR,2190,60.41,1406,38.79,0,0.0,29,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,Democrat,60.41
Arkansas,Newton__AR,1374,49.62,1357,49.01,0,0.0,38,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769,Democrat,49.62
Arkansas,Ouachita__AR,7056,65.96,3572,33.39,0,0.0,70,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10698,Democrat,65.96
Arkansas,Perry__AR,1320,55.3,1048,43.9,0,0.0,19,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,Democrat,55.3
Arkansas,Phillips__AR,5818,59.43,3963,40.48,0,0.0,9,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9790,Democrat,59.43
Arkansas,Pike__AR,1531,54.93,1241,44.53,0,0.0,15,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787,Democrat,54.93
Arkansas,Poinsett__AR,5635,64.93,3031,34.92,0,0.0,13,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8679,Democrat,64.93
Arkansas,Polk__AR,2575,55.88,2022,43.88,0,0.0,11,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4608,Democrat,55.88
Arkansas,Pope__AR,4972,63.91,2651,34.07,0,0.0,157,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7780,Democrat,63.91
Arkansas,Prairie__AR,1812,54.74,1476,44.59,0,0.0,22,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310,Democrat,54.74
Arkansas,Pulaski__AR,40535,51.12,38312,48.32,0,0.0,442,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79289,Democrat,51.12
Arkansas,Randolph__AR,2680,66.85,1312,32.73,0,0.0,17,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,Democrat,66.85
Arkansas,St__Francis__AR,3651,51.88,3377,47.98,0,0.0,10,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7038,Democrat,51.88
Arkansas,Saline__AR,5605,60.18,3628,38.96,0,0.0,80,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9313,Democrat,60.18
Arkansas,Scott__AR,1838,62.01,1121,37.82,0,0.0,5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2964,Democrat,62.01
Arkansas,Searcy__AR,1508,47.68,1649,52.13,0,0.0,6,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163,Republican,52.13
Arkansas,Sebastian__AR,10299,43.84,13110,55.8,0,0.0,84,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23493,Republican,55.8
Arkansas,Sevier__AR,2123,62.75,1249,36.92,0,0.0,11,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383,Democrat,62.75
Arkansas,Sharp__AR,1810,59.4,1215,39.88,0,0.0,22,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047,Democrat,59.4
Arkansas,Stone__AR,1374,58.72,942,40.26,0,0.0,24,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,Democrat,58.72
