State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Eric Hass Socialist Labor_Votes,Eric Hass Socialist Labor_Pct,John Kasper National States’ Rights_Votes,John Kasper National States’ Rights_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Clifton DeBerry Socialist Workers_Votes,Clifton DeBerry Socialist Workers_Pct,E. Harold Munn Prohibition_Votes,E. Harold Munn Prohibition_Pct,Write-in_Votes,Write-in_Pct,All Others Various_Votes,All Others Various_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Others_Votes,Others_Pct,Eric Hass Labor_Votes,Eric Hass Labor_Pct,John Kasper [ 8 ] National States’ Rights_Votes,John Kasper [ 8 ] National States’ Rights_Pct,Various Candidates Write-ins_Votes,Various Candidates Write-ins_Pct,Eric Hass [ 5 ] Industrial Government_Votes,Eric Hass [ 5 ] Industrial Government_Pct,Clifton DeBerry [ 5 ] Socialist Workers_Votes,Clifton DeBerry [ 5 ] Socialist Workers_Pct,Clifton DeBerry [ 9 ] Socialist Workers_Votes,Clifton DeBerry [ 9 ] Socialist Workers_Pct,Eric Hass [ 9 ] Socialist Labor_Votes,Eric Hass [ 9 ] Socialist Labor_Pct,Eric Hass [ 7 ] Socialist Labor_Votes,Eric Hass [ 7 ] Socialist Labor_Pct,Clifton DeBerry [ 7 ] Socialist Workers_Votes,Clifton DeBerry [ 7 ] Socialist Workers_Pct,Clifton DeBerry Independent_Votes,Clifton DeBerry Independent_Pct,E. Harold Munn Independent_Votes,E. Harold Munn Independent_Pct,Joseph B. Lightburn Constitution_Votes,Joseph B. Lightburn Constitution_Pct,Clifton DeBerry Freedom Socialist_Votes,Clifton DeBerry Freedom Socialist_Pct,Total_Votes,Winner,Winner_Pct
Illinois,Carroll__IL,4062,47.51,4487,52.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8549,Republican,52.49
Illinois,Cass__IL,4424,60.94,2836,39.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260,Democrat,60.94
Illinois,Champaign__IL,25792,53.96,22010,46.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47802,Democrat,53.96
Illinois,Christian__IL,11898,65.91,6153,34.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18051,Democrat,65.91
Illinois,Clark__IL,4464,50.34,4403,49.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8867,Democrat,50.34
Illinois,Clay__IL,4551,55.39,3665,44.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8216,Democrat,55.39
Illinois,Clinton__IL,7339,61.0,4692,39.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12031,Democrat,61.0
Illinois,Coles__IL,11377,56.17,8878,43.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20255,Democrat,56.17
Illinois,Cook__IL,1537181,63.18,895718,36.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432899,Democrat,63.18
Illinois,Crawford__IL,5624,53.78,4834,46.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10458,Democrat,53.78
Illinois,Cumberland__IL,3056,57.58,2251,42.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5307,Democrat,57.58
Illinois,DeKalb__IL,10257,46.52,11791,53.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22049,Republican,53.48
Illinois,De_Witt__IL,4371,54.8,3605,45.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7976,Democrat,54.8
Illinois,Douglas__IL,4695,52.65,4223,47.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8918,Democrat,52.65
Illinois,DuPage__IL,66229,40.11,98871,59.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165100,Republican,59.89
Illinois,Edgar__IL,5966,50.59,5827,49.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11793,Democrat,50.59
Illinois,Edwards__IL,1991,46.81,2262,53.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,Republican,53.19
Illinois,Effingham__IL,6782,57.35,5044,42.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11826,Democrat,57.35
Illinois,Fayette__IL,6295,58.36,4492,41.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10787,Democrat,58.36
Illinois,Ford__IL,3427,42.43,4650,57.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8077,Republican,57.57
Illinois,Franklin__IL,13581,64.06,7620,35.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21201,Democrat,64.06
Illinois,Fulton__IL,13030,62.6,7785,37.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20815,Democrat,62.6
Illinois,Gallatin__IL,2845,67.11,1394,32.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239,Democrat,67.11
Illinois,Greene__IL,4781,60.45,3128,39.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7909,Democrat,60.45
Illinois,Grundy__IL,5246,48.72,5522,51.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10768,Republican,51.28
Illinois,Hamilton__IL,3133,55.02,2561,44.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5694,Democrat,55.02
Illinois,Hancock__IL,6199,52.73,5557,47.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11756,Democrat,52.73
Illinois,Hardin__IL,1639,55.32,1324,44.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963,Democrat,55.32
Illinois,Henderson__IL,2271,54.93,1863,45.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134,Democrat,54.93
Illinois,Henry__IL,12085,53.17,10644,46.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22729,Democrat,53.17
Illinois,Iroquois__IL,7029,42.72,9423,57.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16452,Republican,57.28
Illinois,Jackson__IL,12165,63.43,7013,36.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19178,Democrat,63.43
Illinois,Jasper__IL,3406,56.58,2614,43.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020,Democrat,56.58
Illinois,Jefferson__IL,9653,60.71,6248,39.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15901,Democrat,60.71
Illinois,Jersey__IL,3936,56.41,3041,43.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6977,Democrat,56.41
Illinois,Jo_Daviess__IL,4818,51.12,4607,48.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9425,Democrat,51.12
Illinois,Johnson__IL,1770,44.39,2217,55.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3987,Republican,55.61
Illinois,Kane__IL,40703,46.73,46391,53.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87094,Republican,53.27
Illinois,Kankakee__IL,20792,56.39,16082,43.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36874,Democrat,56.39
Illinois,Kendall__IL,3430,37.53,5710,62.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9140,Republican,62.47
Illinois,Knox__IL,15000,53.86,12850,46.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27850,Democrat,53.86
Illinois,Lake__IL,62785,51.6,58840,48.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121667,Democrat,51.6
Illinois,La_Salle__IL,30923,59.31,21216,40.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52139,Democrat,59.31
Illinois,Lawrence__IL,5136,55.15,4176,44.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9312,Democrat,55.15
Illinois,Lee__IL,7315,46.41,8445,53.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15760,Republican,53.59
Illinois,Livingston__IL,8476,45.29,10239,54.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18715,Republican,54.71
Illinois,Logan__IL,7712,53.12,6805,46.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14517,Democrat,53.12
Illinois,Macon__IL,35045,66.12,17957,33.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53002,Democrat,66.12
Illinois,Macoupin__IL,15227,64.37,8430,35.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23657,Democrat,64.37
Illinois,Madison__IL,65115,68.45,30009,31.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95124,Democrat,68.45
Illinois,Marion__IL,12363,63.65,7060,36.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,Democrat,63.65
Illinois,Marshall__IL,3561,52.6,3209,47.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6770,Democrat,52.6
Illinois,Mason__IL,4857,63.16,2833,36.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7690,Democrat,63.16
Illinois,Massac__IL,3396,52.46,3078,47.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6474,Democrat,52.46
Illinois,McDonough__IL,6144,47.08,6907,52.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13051,Republican,52.92
Illinois,McHenry__IL,18014,44.46,22503,55.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40517,Republican,55.54
Illinois,McLean__IL,19550,50.56,19120,49.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38670,Democrat,50.56
Illinois,Menard__IL,2491,51.76,2322,48.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,Democrat,51.76
Illinois,Mercer__IL,4410,51.1,4220,48.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8630,Democrat,51.1
Illinois,Monroe__IL,4605,53.92,3936,46.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8541,Democrat,53.92
Illinois,Montgomery__IL,10581,62.22,6425,37.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17006,Democrat,62.22
Illinois,Morgan__IL,9235,56.05,7240,43.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16475,Democrat,56.05
Illinois,Moultrie__IL,3733,59.96,2493,40.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226,Democrat,59.96
Illinois,Ogle__IL,6917,39.87,10430,60.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17347,Republican,60.13
Illinois,Peoria__IL,47360,58.7,33327,41.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80687,Democrat,58.7
Illinois,Perry__IL,6639,60.76,4287,39.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10926,Democrat,60.76
Illinois,Piatt__IL,3897,55.37,3141,44.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7038,Democrat,55.37
Illinois,Pike__IL,6576,61.52,4113,38.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10689,Democrat,61.52
Illinois,Pope__IL,1117,45.67,1329,54.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446,Republican,54.33
Illinois,Pulaski__IL,3332,66.01,1716,33.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048,Democrat,66.01
Illinois,Putnam__IL,1359,54.58,1131,45.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,Democrat,54.58
Illinois,Randolph__IL,9199,61.32,5803,38.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15002,Democrat,61.32
Illinois,Richland__IL,4239,52.08,3901,47.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8140,Democrat,52.08
Illinois,Rock_Island__IL,41759,63.78,23714,36.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65473,Democrat,63.78
Illinois,Saline__IL,8337,59.43,5691,40.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14028,Democrat,59.43
Illinois,Sangamon__IL,43073,56.55,33077,43.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76166,Democrat,56.55
Illinois,Schuyler__IL,2504,50.88,2417,49.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4921,Democrat,50.88
Illinois,Scott__IL,1952,54.54,1627,45.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579,Democrat,54.54
Illinois,Shelby__IL,7088,62.34,4281,37.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11369,Democrat,62.34
Illinois,St__Clair__IL,74005,72.39,28226,27.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102231,Democrat,72.39
Illinois,Stark__IL,1776,45.62,2117,54.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893,Republican,54.38
Illinois,Stephenson__IL,10854,53.98,9252,46.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20106,Democrat,53.98
Illinois,Tazewell__IL,28561,62.45,17170,37.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45731,Democrat,62.45
Illinois,Union__IL,5208,62.37,3142,37.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8350,Democrat,62.37
Illinois,Vermilion__IL,24765,55.94,19506,44.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44271,Democrat,55.94
Illinois,Wabash__IL,3721,56.16,2905,43.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6626,Democrat,56.16
Illinois,Warren__IL,4670,47.02,5258,52.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9931,Republican,52.95
Illinois,Washington__IL,3670,48.87,3840,51.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7510,Republican,51.13
Illinois,Wayne__IL,5198,52.28,4745,47.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9943,Democrat,52.28
Illinois,White__IL,5963,59.85,4000,40.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9963,Democrat,59.85
Illinois,Whiteside__IL,12536,49.21,12940,50.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25476,Republican,50.79
Illinois,Will__IL,49663,56.25,38619,43.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88282,Democrat,56.25
Illinois,Williamson__IL,14613,61.55,9130,38.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23743,Democrat,61.55
Illinois,Winnebago__IL,48834,55.02,39920,44.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88754,Democrat,55.02
Illinois,Woodford__IL,5914,48.63,6248,51.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12162,Republican,51.37
Indiana,Adams__IN,6637,60.48,4230,38.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,10973,Democrat,60.48
Indiana,Allen__IN,50706,50.53,49284,49.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,363,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,100353,Democrat,50.53
Indiana,Bartholomew__IN,12940,53.72,11026,45.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,124,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,24090,Democrat,53.72
Indiana,Benton__IN,2940,50.42,2886,49.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,5831,Democrat,50.42
Indiana,Blackford__IN,4210,61.65,2552,37.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,6829,Democrat,61.65
Indiana,Boone__IN,6716,47.36,7419,52.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,14181,Republican,52.32
Indiana,Brown__IN,2135,60.24,1390,39.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,3544,Democrat,60.24
Indiana,Carroll__IN,4789,54.96,3896,44.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,8714,Democrat,54.96
Indiana,Cass__IN,11148,58.74,7735,40.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,Democrat,58.74
Indiana,Clark__IN,17330,68.89,7701,30.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,25156,Democrat,68.89
Indiana,Clay__IN,6528,54.28,5412,45.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,12026,Democrat,54.28
Indiana,Clinton__IN,8353,53.61,7157,45.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,15582,Democrat,53.61
Indiana,Crawford__IN,2514,57.4,1828,41.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,4380,Democrat,57.4
Indiana,Daviess__IN,6528,50.62,6319,49.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,12895,Democrat,50.62
Indiana,Dearborn__IN,7699,58.33,5473,41.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,13198,Democrat,58.33
Indiana,Decatur__IN,5564,53.94,4702,45.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,10315,Democrat,53.94
Indiana,DeKalb__IN,7559,54.42,6210,44.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,120,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,13889,Democrat,54.42
Indiana,Delaware__IN,28469,58.48,20022,41.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,187,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,48678,Democrat,58.48
