State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,David Bergland [ 7 ] Libertarian_Votes,David Bergland [ 7 ] Libertarian_Pct,Gus Hall [ 7 ] Independent_Votes,Gus Hall [ 7 ] Independent_Pct,Various candidates [ 7 ] Other parties_Votes,Various candidates [ 7 ] Other parties_Pct,David Bergland Libertarian_Votes,David Bergland Libertarian_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,All Others Various_Votes,All Others Various_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Bob Richards [ 7 ] Populist_Votes,Bob Richards [ 7 ] Populist_Pct,Delmar Dennis American_Votes,Delmar Dennis American_Pct,Lyndon LaRouche Nominated By Petition_Votes,Lyndon LaRouche Nominated By Petition_Pct,Melvin Mason [ 5 ] Socialist Workers_Votes,Melvin Mason [ 5 ] Socialist Workers_Pct,Lyndon LaRouche [ 5 ] Independent_Votes,Lyndon LaRouche [ 5 ] Independent_Pct,John B. Anderson [ 5 ] National Unity_Votes,John B. Anderson [ 5 ] National Unity_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Gus Hall [ 4 ] Communist_Votes,Gus Hall [ 4 ] Communist_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,Melvin Mason Independent_Votes,Melvin Mason Independent_Pct,Dennis Serrette Independent_Votes,Dennis Serrette Independent_Pct,None of These Candidates_Votes,None of These Candidates_Pct,David Bergland [ 4 ] Libertarian_Votes,David Bergland [ 4 ] Libertarian_Pct,Lyndon Larouche [ 4 ] Independent_Votes,Lyndon Larouche [ 4 ] Independent_Pct,Dennis Serrette [ 4 ] New Hampshire Alliance_Votes,Dennis Serrette [ 4 ] New Hampshire Alliance_Pct,Melvin Mason Socialist Workers_Votes,Melvin Mason Socialist Workers_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Bob Richards America First_Votes,Bob Richards America First_Pct,Dennis Serrette United Citizens_Votes,Dennis Serrette United Citizens_Pct,David Bergland [ 10 ] Libertarian_Votes,David Bergland [ 10 ] Libertarian_Pct,Various candidates [ 10 ] Write-ins_Votes,Various candidates [ 10 ] Write-ins_Pct,Various candidates [ 10 ] Other parties_Votes,Various candidates [ 10 ] Other parties_Pct,Bob Richards Populist_Votes,Bob Richards Populist_Pct,Dennis Serrette New Alliance_Votes,Dennis Serrette New Alliance_Pct,Bob Richards Constitution_Votes,Bob Richards Constitution_Pct,Total_Votes,Winner,Winner_Pct
Florida,Lafayette__FL,862,36.29,1513,63.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,Republican,63.71
Florida,Lake__FL,12217,25.7,35319,74.29,0,0,0,0,0,0,0,0,0,0,0,0,7,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47543,Republican,74.29
Florida,Lee__FL,30022,26.09,85024,73.89,0,0,0,0,0,0,0,0,0,0,0,0,30,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115076,Republican,73.89
Florida,Leon__FL,29683,44.94,36325,55,0,0,0,0,0,0,0,0,0,0,0,0,38,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66046,Republican,55
Florida,Levy__FL,3103,35.81,5561,64.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8664,Republican,64.19
Florida,Liberty__FL,650,31.55,1410,68.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,Republican,68.45
Florida,Madison__FL,2101,42.7,2819,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920,Republican,57.3
Florida,Manatee__FL,20889,27.24,55793,72.75,0,0,0,0,0,0,0,0,0,0,0,0,6,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76688,Republican,72.75
Florida,Marion__FL,16225,30.02,37815,69.97,0,0,0,0,0,0,0,0,0,0,0,0,6,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54046,Republican,69.97
Florida,Martin__FL,8978,23.7,28900,76.28,0,0,0,0,0,0,0,0,0,0,0,0,9,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37887,Republican,76.28
Florida,Monroe__FL,7774,32.24,16332,67.73,0,0,0,0,0,0,0,0,0,0,0,0,9,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24115,Republican,67.73
Florida,Nassau__FL,3484,30.23,8039,69.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11524,Republican,69.76
Florida,Okaloosa__FL,7304,16.47,37044,83.51,0,0,0,0,0,0,0,0,0,0,0,0,9,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44357,Republican,83.51
Florida,Okeechobee__FL,2226,33.35,4449,66.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675,Republican,66.65
Florida,Orange__FL,48752,28.51,122068,71.39,0,0,0,0,0,0,0,0,0,0,0,0,165,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170985,Republican,71.39
Florida,Osceola__FL,6628,26.53,18348,73.45,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24980,Republican,73.45
Florida,Palm_Beach__FL,116091,38.32,186811,61.67,0,0,0,0,0,0,0,0,0,0,0,0,29,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302931,Republican,61.67
Florida,Pasco__FL,40962,38.07,66618,61.92,0,0,0,0,0,0,0,0,0,0,0,0,8,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107588,Republican,61.92
Florida,Pinellas__FL,128574,34.82,240612,65.16,0,0,0,0,0,0,0,0,0,0,0,0,63,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369249,Republican,65.16
Florida,Polk__FL,35516,29.65,84246,70.33,0,0,0,0,0,0,0,0,0,0,0,0,22,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119784,Republican,70.33
Florida,Putnam__FL,7823,40.61,11435,59.37,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19262,Republican,59.37
Florida,St__Johns__FL,6652,28.73,16500,71.26,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23154,Republican,71.26
Florida,St__Lucie__FL,13040,31.61,28200,68.37,0,0,0,0,0,0,0,0,0,0,0,0,7,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41247,Republican,68.37
Florida,Santa_Rosa__FL,4649,17.94,21265,82.04,0,0,0,0,0,0,0,0,0,0,0,0,6,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25920,Republican,82.04
Florida,Sarasota__FL,30525,25.79,87771,74.15,0,0,0,0,0,0,0,0,0,0,0,0,69,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118365,Republican,74.15
Florida,Seminole__FL,17795,24.02,56244,75.91,0,0,0,0,0,0,0,0,0,0,0,0,53,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74092,Republican,75.91
Florida,Sumter__FL,3461,35.62,6255,64.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9717,Republican,64.37
Florida,Suwannee__FL,2788,31.43,6082,68.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8870,Republican,68.57
Florida,Taylor__FL,1732,30.02,4038,69.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5770,Republican,69.98
Florida,Union__FL,761,29.65,1804,70.28,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567,Republican,70.28
Florida,Volusia__FL,43820,39.06,68358,60.93,0,0,0,0,0,0,0,0,0,0,0,0,13,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112191,Republican,60.93
Florida,Wakulla__FL,1470,32.25,3088,67.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4558,Republican,67.75
Florida,Walton__FL,2503,25.99,7126,74.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9629,Republican,74.01
Florida,Washington__FL,1916,29.36,4608,70.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6525,Republican,70.62
Georgia,Appling__GA,1958,40.07,2929,59.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887,Republican,59.93
Georgia,Atkinson__GA,901,48.83,944,51.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845,Republican,51.17
Georgia,Bacon__GA,1010,36.23,1778,63.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,Republican,63.77
Georgia,Baker__GA,691,50.59,675,49.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,Democrat,50.59
Georgia,Baldwin__GA,3853,40.26,5717,59.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9570,Republican,59.74
Georgia,Banks__GA,1063,40.7,1549,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,Republican,59.3
Georgia,Barrow__GA,2367,36.47,4123,63.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6490,Republican,63.53
Georgia,Bartow__GA,4780,40.22,7104,59.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11884,Republican,59.78
Georgia,Ben_Hill__GA,1859,44.56,2313,55.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172,Republican,55.44
Georgia,Berrien__GA,1670,41.08,2395,58.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4065,Republican,58.92
Georgia,Bibb__GA,26427,52.23,24170,47.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50597,Democrat,52.23
Georgia,Bleckley__GA,1465,43.38,1912,56.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,Republican,56.62
Georgia,Brantley__GA,1517,47.47,1679,52.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,Republican,52.53
Georgia,Brooks__GA,1661,42.7,2229,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,Republican,57.3
Georgia,Bryan__GA,1398,38.17,2265,61.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663,Republican,61.83
Georgia,Bulloch__GA,3644,37.33,6117,62.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9761,Republican,62.67
Georgia,Burke__GA,3127,49.92,3137,50.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6264,Republican,50.08
Georgia,Butts__GA,1820,45.95,2141,54.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3961,Republican,54.05
Georgia,Calhoun__GA,1077,58.12,776,41.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853,Democrat,58.12
Georgia,Camden__GA,2164,43.24,2841,56.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,Republican,56.76
Georgia,Candler__GA,1014,40.38,1497,59.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,Republican,59.62
Georgia,Carroll__GA,5590,32.83,11436,67.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17026,Republican,67.17
Georgia,Catoosa__GA,3089,28.09,7908,71.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10997,Republican,71.91
Georgia,Charlton__GA,1111,44.82,1368,55.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479,Republican,55.18
Georgia,Chatham__GA,28271,42.35,38482,57.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66753,Republican,57.65
Georgia,Chattahoochee__GA,428,48.25,459,51.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,Republican,51.75
Georgia,Chattooga__GA,2576,46.59,2953,53.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5529,Republican,53.41
Georgia,Cherokee__GA,3499,23.89,11146,76.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14645,Republican,76.11
Georgia,Clarke__GA,10132,46.83,11503,53.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21635,Republican,53.17
Georgia,Clay__GA,750,64.16,419,35.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169,Democrat,64.16
Georgia,Clayton__GA,11763,27.16,31553,72.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43316,Republican,72.84
Georgia,Clinch__GA,625,42.03,862,57.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,Republican,57.97
Georgia,Cobb__GA,28414,22.58,97429,77.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125843,Republican,77.42
Georgia,Coffee__GA,2633,38.53,4200,61.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6833,Republican,61.47
Georgia,Colquitt__GA,3208,35.55,5815,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9023,Republican,64.45
Georgia,Columbia__GA,3727,23.26,12294,76.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16021,Republican,76.74
Georgia,Cook__GA,1510,44.81,1860,55.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,Republican,55.19
Georgia,Coweta__GA,3650,31.38,7981,68.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11631,Republican,68.62
Georgia,Crawford__GA,1423,52.3,1298,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721,Democrat,52.3
Georgia,Crisp__GA,2128,42.37,2895,57.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5023,Republican,57.63
Georgia,Dade__GA,1150,29.49,2750,70.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,Republican,70.51
Georgia,Dawson__GA,643,32.72,1322,67.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,Republican,67.28
Georgia,Decatur__GA,2656,39.12,4134,60.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6790,Republican,60.88
Georgia,DeKalb__GA,77329,42.48,104697,57.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182026,Republican,57.52
Georgia,Dodge__GA,2513,47.61,2765,52.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278,Republican,52.39
Georgia,Dooly__GA,1726,54.6,1435,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161,Democrat,54.6
Georgia,Dougherty__GA,12904,43.27,16920,56.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29824,Republican,56.73
Georgia,Douglas__GA,4371,26.02,12428,73.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16799,Republican,73.98
Georgia,Early__GA,1494,40.02,2239,59.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733,Republican,59.98
Georgia,Echols__GA,227,33.38,453,66.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,Republican,66.62
Georgia,Effingham__GA,2055,32.51,4266,67.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6321,Republican,67.49
Georgia,Elbert__GA,2670,44.23,3366,55.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036,Republican,55.77
Georgia,Emanuel__GA,2458,38.54,3920,61.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6378,Republican,61.46
Georgia,Evans__GA,1193,42.7,1601,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794,Republican,57.3
Georgia,Fannin__GA,1965,32.09,4159,67.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6124,Republican,67.91
Georgia,Fayette__GA,2861,18.53,12575,81.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15436,Republican,81.47
Georgia,Floyd__GA,8873,36.5,15437,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24310,Republican,63.5
Georgia,Forsyth__GA,2275,24.96,6841,75.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9116,Republican,75.04
Georgia,Franklin__GA,1838,41.9,2549,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387,Republican,58.1
Georgia,Fulton__GA,125567,56.89,95149,43.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220716,Democrat,56.89
Georgia,Gilmer__GA,1234,29.34,2972,70.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206,Republican,70.66
Georgia,Glascock__GA,317,27.71,827,72.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144,Republican,72.29
Georgia,Glynn__GA,6574,35.93,11724,64.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18298,Republican,64.07
Georgia,Gordon__GA,2607,31.9,5566,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8173,Republican,68.1
Georgia,Grady__GA,2261,36.78,3886,63.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147,Republican,63.22
Georgia,Greene__GA,1992,55.47,1599,44.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591,Democrat,55.47
Georgia,Gwinnett__GA,14139,20.52,54749,79.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68888,Republican,79.48
Georgia,Habersham__GA,2125,31.38,4647,68.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6772,Republican,68.62
Georgia,Hall__GA,7421,32.99,15076,67.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22497,Republican,67.01
Georgia,Hancock__GA,2109,76.61,644,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2753,Democrat,76.61
Georgia,Haralson__GA,1938,32.94,3945,67.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5883,Republican,67.06
Georgia,Harris__GA,2096,40.05,3138,59.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234,Republican,59.95
Georgia,Hart__GA,2496,46.76,2842,53.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338,Republican,53.24
Georgia,Heard__GA,810,35.19,1492,64.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2302,Republican,64.81
Georgia,Henry__GA,4096,30.94,9142,69.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13238,Republican,69.06
