State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,David Bergland [ 7 ] Libertarian_Votes,David Bergland [ 7 ] Libertarian_Pct,Gus Hall [ 7 ] Independent_Votes,Gus Hall [ 7 ] Independent_Pct,Various candidates [ 7 ] Other parties_Votes,Various candidates [ 7 ] Other parties_Pct,David Bergland Libertarian_Votes,David Bergland Libertarian_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,All Others Various_Votes,All Others Various_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Bob Richards [ 7 ] Populist_Votes,Bob Richards [ 7 ] Populist_Pct,Delmar Dennis American_Votes,Delmar Dennis American_Pct,Lyndon LaRouche Nominated By Petition_Votes,Lyndon LaRouche Nominated By Petition_Pct,Melvin Mason [ 5 ] Socialist Workers_Votes,Melvin Mason [ 5 ] Socialist Workers_Pct,Lyndon LaRouche [ 5 ] Independent_Votes,Lyndon LaRouche [ 5 ] Independent_Pct,John B. Anderson [ 5 ] National Unity_Votes,John B. Anderson [ 5 ] National Unity_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Gus Hall [ 4 ] Communist_Votes,Gus Hall [ 4 ] Communist_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,Melvin Mason Independent_Votes,Melvin Mason Independent_Pct,Dennis Serrette Independent_Votes,Dennis Serrette Independent_Pct,None of These Candidates_Votes,None of These Candidates_Pct,David Bergland [ 4 ] Libertarian_Votes,David Bergland [ 4 ] Libertarian_Pct,Lyndon Larouche [ 4 ] Independent_Votes,Lyndon Larouche [ 4 ] Independent_Pct,Dennis Serrette [ 4 ] New Hampshire Alliance_Votes,Dennis Serrette [ 4 ] New Hampshire Alliance_Pct,Melvin Mason Socialist Workers_Votes,Melvin Mason Socialist Workers_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Bob Richards America First_Votes,Bob Richards America First_Pct,Dennis Serrette United Citizens_Votes,Dennis Serrette United Citizens_Pct,David Bergland [ 10 ] Libertarian_Votes,David Bergland [ 10 ] Libertarian_Pct,Various candidates [ 10 ] Write-ins_Votes,Various candidates [ 10 ] Write-ins_Pct,Various candidates [ 10 ] Other parties_Votes,Various candidates [ 10 ] Other parties_Pct,Bob Richards Populist_Votes,Bob Richards Populist_Pct,Dennis Serrette New Alliance_Votes,Dennis Serrette New Alliance_Pct,Bob Richards Constitution_Votes,Bob Richards Constitution_Pct,Total_Votes,Winner,Winner_Pct
New York,Wyoming__NY,4381,28.04,11199,71.69,0,0,0,0,0,0,0,0,42,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15622,Republican,71.69
New York,Yates__NY,2670,29.46,6367,70.26,0,0,0,0,0,0,0,0,25,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9062,Republican,70.26
North Carolina,Alamance__NC,11230,30.05,26063,69.74,0,0,0,0,0,0,68,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.02,,,,,,,,,,,,,,,,,,,37370,Republican,69.74
North Carolina,Alexander__NC,3581,29.58,8502,70.22,0,0,0,0,0,0,20,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03,,,,,,,,,,,,,,,,,,,12107,Republican,70.22
North Carolina,Alleghany__NC,2013,43.6,2589,56.08,0,0,0,0,0,0,13,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,,,,,,,,,,,,,,,,,,,4617,Republican,56.08
North Carolina,Anson__NC,5015,57.25,3719,42.45,0,0,0,0,0,0,11,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.17,,,,,,,,,,,,,,,,,,,8760,Democrat,57.25
North Carolina,Ashe__NC,4009,37.66,6611,62.1,0,0,0,0,0,0,22,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03,,,,,,,,,,,,,,,,,,,10645,Republican,62.1
North Carolina,Avery__NC,1159,19.69,4702,79.88,0,0,0,0,0,0,17,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.14,,,,,,,,,,,,,,,,,,,5886,Republican,79.88
North Carolina,Beaufort__NC,5987,39.12,9284,60.66,0,0,0,0,0,0,27,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.04,,,,,,,,,,,,,,,,,,,15304,Republican,60.66
North Carolina,Bertie__NC,3953,57.54,2879,41.91,0,0,0,0,0,0,29,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.13,,,,,,,,,,,,,,,,,,,6870,Democrat,57.54
North Carolina,Bladen__NC,5064,51.78,4701,48.07,0,0,0,0,0,0,12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,,,,,,,,,,,,,,,,,,,9779,Democrat,51.78
North Carolina,Brunswick__NC,6774,41.08,9673,58.67,0,0,0,0,0,0,35,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.04,,,,,,,,,,,,,,,,,,,16488,Republican,58.67
North Carolina,Buncombe__NC,23337,38.14,37698,61.62,0,0,0,0,0,0,122,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.04,,,,,,,,,,,,,,,,,,,61183,Republican,61.62
North Carolina,Burke__NC,10353,35.48,18766,64.32,0,0,0,0,0,0,51,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.03,,,,,,,,,,,,,,,,,,,29178,Republican,64.32
North Carolina,Cabarrus__NC,8477,27.29,22528,72.54,0,0,0,0,0,0,43,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.03,,,,,,,,,,,,,,,,,,,31058,Republican,72.54
North Carolina,Caldwell__NC,7311,29.97,17024,69.79,0,0,0,0,0,0,50,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.04,,,,,,,,,,,,,,,,,,,24394,Republican,69.79
North Carolina,Camden__NC,1075,45.49,1282,54.25,0,0,0,0,0,0,5,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,,,,,,,,,,,,,,,,,,,2363,Republican,54.25
North Carolina,Carteret__NC,5882,33.5,11637,66.28,0,0,0,0,0,0,35,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,,,,,,,,,,,,,,,,,,,17557,Republican,66.28
North Carolina,Caswell__NC,4157,50.86,3992,48.84,0,0,0,0,0,0,19,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.07,,,,,,,,,,,,,,,,,,,8174,Democrat,50.86
North Carolina,Catawba__NC,11700,27.05,31476,72.78,0,0,0,0,0,0,61,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.03,,,,,,,,,,,,,,,,,,,43250,Republican,72.78
North Carolina,Chatham__NC,7458,46.33,8595,53.39,0,0,0,0,0,0,39,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.04,,,,,,,,,,,,,,,,,,,16099,Republican,53.39
North Carolina,Cherokee__NC,2776,36.15,4894,63.73,0,0,0,0,0,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,7679,Republican,63.73
North Carolina,Chowan__NC,1736,44.31,2171,55.41,0,0,0,0,0,0,9,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,,,,,,,,,,,,,,,,,,,3918,Republican,55.41
North Carolina,Clay__NC,1340,37.03,2259,62.42,0,0,0,0,0,0,19,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,,,,,,,,,,,,,,,,,,,3619,Republican,62.42
North Carolina,Cleveland__NC,10288,37.45,17095,62.23,0,0,0,0,0,0,82,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.03,,,,,,,,,,,,,,,,,,,27472,Republican,62.23
North Carolina,Columbus__NC,8728,48.75,9150,51.11,0,0,0,0,0,0,20,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.03,,,,,,,,,,,,,,,,,,,17904,Republican,51.11
North Carolina,Craven__NC,7186,35.69,12893,64.04,0,0,0,0,0,0,41,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.07,,,,,,,,,,,,,,,,,,,20134,Republican,64.04
North Carolina,Cumberland__NC,22614,41.63,31602,58.18,0,0,0,0,0,0,89,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.03,,,,,,,,,,,,,,,,,,,54319,Republican,58.18
North Carolina,Currituck__NC,1668,36.56,2885,63.24,0,0,0,0,0,0,8,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,,,,,,,,,,,,,,,,,,,4562,Republican,63.24
North Carolina,Dare__NC,1839,27.88,4738,71.83,0,0,0,0,0,0,16,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,,,,,,,,,,,,,,,,,,,6596,Republican,71.83
North Carolina,Davidson__NC,11469,27.31,30471,72.55,0,0,0,0,0,0,54,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.02,,,,,,,,,,,,,,,,,,,42001,Republican,72.55
North Carolina,Davie__NC,2911,26.17,8201,73.72,0,0,0,0,0,0,12,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,11125,Republican,73.72
North Carolina,Duplin__NC,6830,46.93,7708,52.96,0,0,0,0,0,0,13,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03,,,,,,,,,,,,,,,,,,,14555,Republican,52.96
North Carolina,Durham__NC,32244,52.36,29185,47.39,0,0,0,0,0,0,134,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.03,,,,,,,,,,,,,,,,,,,61584,Democrat,52.36
North Carolina,Edgecombe__NC,10545,52.16,9635,47.66,0,0,0,0,0,0,24,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.06,,,,,,,,,,,,,,,,,,,20216,Democrat,52.16
North Carolina,Forsyth__NC,36814,38.26,59208,61.54,0,0,0,0,0,0,174,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.02,,,,,,,,,,,,,,,,,,,96211,Republican,61.54
North Carolina,Franklin__NC,4766,44.26,5984,55.57,0,0,0,0,0,0,10,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.07,,,,,,,,,,,,,,,,,,,10768,Republican,55.57
North Carolina,Gaston__NC,14142,26.49,39167,73.36,0,0,0,0,0,0,70,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.02,,,,,,,,,,,,,,,,,,,53392,Republican,73.36
North Carolina,Gates__NC,2225,56.62,1694,43.1,0,0,0,0,0,0,7,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1,,,,,,,,,,,,,,,,,,,3930,Democrat,56.62
North Carolina,Graham__NC,1494,37.22,2514,62.63,0,0,0,0,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,,,,,,,,,,,,,,,,,,,4014,Republican,62.63
North Carolina,Granville__NC,5217,45.05,6302,54.42,0,0,0,0,0,0,58,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03,,,,,,,,,,,,,,,,,,,11580,Republican,54.42
North Carolina,Greene__NC,2772,46.39,3195,53.47,0,0,0,0,0,0,8,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5975,Republican,53.47
North Carolina,Guilford__NC,46027,38.57,73096,61.25,0,0,0,0,0,0,186,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.02,,,,,,,,,,,,,,,,,,,119336,Republican,61.25
North Carolina,Halifax__NC,9278,51.11,8832,48.65,0,0,0,0,0,0,30,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.07,,,,,,,,,,,,,,,,,,,18153,Democrat,51.11
North Carolina,Harnett__NC,7106,38.78,11198,61.11,0,0,0,0,0,0,15,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02,,,,,,,,,,,,,,,,,,,18323,Republican,61.11
North Carolina,Haywood__NC,7958,43.89,10146,55.96,0,0,0,0,0,0,24,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,,,,,,,,,,,,,,,,,,,18131,Republican,55.96
North Carolina,Henderson__NC,7222,27.05,19369,72.55,0,0,0,0,0,0,80,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.1,,,,,,,,,,,,,,,,,,,26697,Republican,72.55
North Carolina,Hertford__NC,4498,58.45,3176,41.27,0,0,0,0,0,0,16,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.06,,,,,,,,,,,,,,,,,,,7695,Democrat,58.45
North Carolina,Hoke__NC,3214,56.61,2449,43.14,0,0,0,0,0,0,11,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,,,,,,,,,,,,,,,,,,,5677,Democrat,56.61
North Carolina,Hyde__NC,1004,45.59,1195,54.27,0,0,0,0,0,0,3,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2202,Republican,54.27
North Carolina,Iredell__NC,9999,29.67,23641,70.14,0,0,0,0,0,0,55,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03,,,,,,,,,,,,,,,,,,,33704,Republican,70.14
North Carolina,Jackson__NC,4367,43.78,5582,55.97,0,0,0,0,0,0,22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03,,,,,,,,,,,,,,,,,,,9974,Republican,55.97
North Carolina,Johnston__NC,7833,32.53,16210,67.32,0,0,0,0,0,0,24,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.05,,,,,,,,,,,,,,,,,,,24080,Republican,67.32
North Carolina,Jones__NC,2025,49.4,2062,50.3,0,0,0,0,0,0,8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1,,,,,,,,,,,,,,,,,,,4099,Republican,50.3
North Carolina,Lee__NC,3925,32.3,8198,67.47,0,0,0,0,0,0,25,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,,,,,,,,,,,,,,,,,,,12151,Republican,67.47
North Carolina,Lenoir__NC,8556,39.04,13321,60.79,0,0,0,0,0,0,27,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.05,,,,,,,,,,,,,,,,,,,21914,Republican,60.79
North Carolina,Lincoln__NC,5996,32.13,12621,67.64,0,0,0,0,0,0,38,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02,,,,,,,,,,,,,,,,,,,18659,Republican,67.64
North Carolina,Macon__NC,3570,34.81,6661,64.95,0,0,0,0,0,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04,,,,,,,,,,,,,,,,,,,10256,Republican,64.95
North Carolina,Madison__NC,2988,44.67,3666,54.81,0,0,0,0,0,0,10,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.37,,,,,,,,,,,,,,,,,,,6689,Republican,54.81
North Carolina,Martin__NC,3870,47.47,4266,52.32,0,0,0,0,0,0,12,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.06,,,,,,,,,,,,,,,,,,,8153,Republican,52.32
North Carolina,McDowell__NC,4076,34.73,7639,65.09,0,0,0,0,0,0,17,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03,,,,,,,,,,,,,,,,,,,11736,Republican,65.09
North Carolina,Mecklenburg__NC,63190,37.1,106754,62.67,0,0,0,0,0,0,337,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.03,,,,,,,,,,,,,,,,,,,170337,Republican,62.67
North Carolina,Mitchell__NC,1286,21.31,4737,78.51,0,0,0,0,0,0,10,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,,,,,,,,,,,,,,,,,,,6034,Republican,78.51
North Carolina,Montgomery__NC,3831,42.79,5109,57.07,0,0,0,0,0,0,6,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.07,,,,,,,,,,,,,,,,,,,8952,Republican,57.07
North Carolina,Moore__NC,7063,32.43,14681,67.4,0,0,0,0,0,0,30,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.04,,,,,,,,,,,,,,,,,,,21782,Republican,67.4
North Carolina,Nash__NC,8588,33.14,17295,66.73,0,0,0,0,0,0,23,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.04,,,,,,,,,,,,,,,,,,,25917,Republican,66.73
North Carolina,New_Hanover__NC,12591,34.54,23771,65.21,0,0,0,0,0,0,75,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.04,,,,,,,,,,,,,,,,,,,36452,Republican,65.21
North Carolina,Northampton__NC,5094,61.15,3198,38.39,0,0,0,0,0,0,24,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.17,,,,,,,,,,,,,,,,,,,8330,Democrat,61.15
North Carolina,Onslow__NC,5713,29.02,13928,70.75,0,0,0,0,0,0,34,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.06,,,,,,,,,,,,,,,,,,,19687,Republican,70.75
North Carolina,Orange__NC,20564,56.69,15585,42.96,0,0,0,0,0,0,108,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.06,,,,,,,,,,,,,,,,,,,36277,Democrat,56.69
North Carolina,Pamlico__NC,2152,45.62,2554,54.14,0,0,0,0,0,0,8,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,,,,,,,,,,,,,,,,,,,4717,Republican,54.14
North Carolina,Pasquotank__NC,3854,45.27,4646,54.58,0,0,0,0,0,0,6,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.08,,,,,,,,,,,,,,,,,,,8513,Republican,54.58
North Carolina,Pender__NC,4354,46.06,5079,53.73,0,0,0,0,0,0,16,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04,,,,,,,,,,,,,,,,,,,9453,Republican,53.73
North Carolina,Perquimans__NC,1441,42.57,1939,57.28,0,0,0,0,0,0,4,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,,,,,,,,,,,,,,,,,,,3385,Republican,57.28
North Carolina,Person__NC,3528,37.54,5854,62.3,0,0,0,0,0,0,11,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04,,,,,,,,,,,,,,,,,,,9397,Republican,62.3
North Carolina,Pitt__NC,13481,41.45,18983,58.36,0,0,0,0,0,0,48,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.04,,,,,,,,,,,,,,,,,,,32526,Republican,58.36
North Carolina,Polk__NC,2169,34.7,4046,64.73,0,0,0,0,0,0,34,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,,,,,,,,,,,,,,,,,,,6251,Republican,64.73
North Carolina,Randolph__NC,7511,22.56,25759,77.36,0,0,0,0,0,0,23,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.02,,,,,,,,,,,,,,,,,,,33299,Republican,77.36
North Carolina,Richmond__NC,7494,52.3,6807,47.5,0,0,0,0,0,0,26,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,,,,,,,,,,,,,,,,,,,14330,Democrat,52.3
North Carolina,Robeson__NC,15257,53.93,12947,45.76,0,0,0,0,0,0,56,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.11,,,,,,,,,,,,,,,,,,,28291,Democrat,53.93
North Carolina,Rockingham__NC,10605,37.16,17895,62.7,0,0,0,0,0,0,32,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.02,,,,,,,,,,,,,,,,,,,28539,Republican,62.7
North Carolina,Rowan__NC,10643,29.64,25207,70.2,0,0,0,0,0,0,52,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.01,,,,,,,,,,,,,,,,,,,35907,Republican,70.2
North Carolina,Rutherford__NC,6862,37.56,11369,62.23,0,0,0,0,0,0,33,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02,,,,,,,,,,,,,,,,,,,18268,Republican,62.23
